tag,arm,N,seed,run_kind,accepted_blocks,closed_rounds,mean_interval_s,median_interval_s,p95_interval_s,blocks_per_hour,stale_blocks
primary,ND-PW,200,13234303622947097637,physical,22,23,426.08749884960713,301.3590136362575,1005.1510369018777,7.92,0
primary,ND-PW-OFFSET,200,13234303622947097637,physical,22,23,426.08749884960713,301.3590136362575,1005.1510369018777,7.92,0
primary,ND-PC,200,13234303622947097637,physical,22,23,426.0875091705544,301.3590209881173,1005.1510612653129,7.92,0
primary,ND-PC-NOLP,200,13234303622947097637,derived,22,23,426.0875091705544,301.3590209881173,1005.1510612653129,7.92,0
primary,ND-PW,200,17788360996555233988,physical,16,17,617.0407274975639,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PW-OFFSET,200,17788360996555233988,physical,16,17,617.0407274975639,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PC,200,17788360996555233988,physical,16,17,617.0407424479504,531.8498319999142,1330.67705396319,5.76,0
primary,ND-PC-NOLP,200,17788360996555233988,derived,16,17,617.0407424479504,531.8498319999142,1330.67705396319,5.76,0
primary,ND-PW,300,467376819415377580,physical,19,20,496.44404495692083,280.2862138582858,1277.502616882443,6.84,0
primary,ND-PW-OFFSET,300,467376819415377580,physical,19,20,496.44404495692083,280.2862138582858,1277.502616882443,6.84,0
primary,ND-PC,300,467376819415377580,physical,19,20,496.44405697535024,280.28622062680773,1277.5026478051707,6.84,0
primary,ND-PC-NOLP,300,467376819415377580,derived,19,20,496.44405697535024,280.28622062680773,1277.5026478051707,6.84,0
primary,ND-PW,300,2704408835578762228,physical,22,23,452.74404199757475,223.7512545244003,886.1041841311713,7.92,0
primary,ND-PW-OFFSET,300,2704408835578762228,physical,22,23,452.74404199757475,223.7512545244003,886.1041841311713,7.92,0
primary,ND-PC,300,2704408835578762228,physical,22,23,452.7440529643342,223.75125993950087,886.1042056375303,7.92,0
primary,ND-PC-NOLP,300,2704408835578762228,derived,22,23,452.7440529643342,223.75125993950087,886.1042056375303,7.92,0
primary,ND-PW,300,11237067994138084197,physical,19,20,423.33566635755875,344.4191348354714,918.324473050019,6.84,0
primary,ND-PW-OFFSET,300,11237067994138084197,physical,19,20,423.33566635755875,344.4191348354714,918.324473050019,6.84,0
primary,ND-PC,300,11237067994138084197,physical,19,20,423.33567661225055,344.4191431586727,918.3244953028562,6.84,0
primary,ND-PC-NOLP,300,11237067994138084197,derived,19,20,423.33567661225055,344.4191431586727,918.3244953028562,6.84,0
primary,ND-PW,300,5926412735843326529,physical,11,12,861.147469416098,611.9199731458962,2438.259509811691,3.96,0
primary,ND-PW-OFFSET,300,5926412735843326529,physical,11,12,861.147469416098,611.9199731458962,2438.259509811691,3.96,0
primary,ND-PC,300,5926412735843326529,physical,11,12,861.1474902684665,611.9199879946347,2438.2595688111523,3.96,0
primary,ND-PC-NOLP,300,5926412735843326529,derived,11,12,861.1474902684665,611.9199879946347,2438.2595688111523,3.96,0
primary,ND-PW,300,5192363207272324882,physical,17,18,560.9930395359412,346.2688891034684,1307.771012238232,6.12,0
primary,ND-PW-OFFSET,300,5192363207272324882,physical,17,18,560.9930395359412,346.2688891034684,1307.771012238232,6.12,0
primary,ND-PC,300,5192363207272324882,physical,17,18,560.9930531230442,346.26889749974214,1307.771043930821,6.12,0
primary,ND-PC-NOLP,300,5192363207272324882,derived,17,18,560.9930531230442,346.26889749974214,1307.771043930821,6.12,0
primary,ND-PW,300,14936110819278713214,physical,17,18,549.8026235559029,480.87398198695,1115.2176664267581,6.12,0
primary,ND-PW-OFFSET,300,14936110819278713214,physical,17,18,549.8026235559029,480.87398198695,1115.2176664267581,6.12,0
primary,ND-PC,300,14936110819278713214,physical,17,18,549.8026368785801,480.87399363297743,1115.2176934468873,6.12,0
primary,ND-PC-NOLP,300,14936110819278713214,derived,17,18,549.8026368785801,480.87399363297743,1115.2176934468873,6.12,0
primary,ND-PW,300,15027284727339452496,physical,14,15,696.9473070958628,488.26695969640843,1983.8214882433263,5.04,0
primary,ND-PW-OFFSET,300,15027284727339452496,physical,14,15,696.9473070958628,488.26695969640843,1983.8214882433263,5.04,0
primary,ND-PC,300,15027284727339452496,physical,14,15,696.9473239751078,488.2669715264394,1983.821536266059,5.04,0
primary,ND-PC-NOLP,300,15027284727339452496,derived,14,15,696.9473239751078,488.2669715264394,1983.821536266059,5.04,0
primary,ND-PW,300,529132900484142986,physical,13,14,767.1232955240818,422.8988678832091,1473.020751054433,4.680000000000001,0
primary,ND-PW-OFFSET,300,529132900484142986,physical,13,14,767.1232955240818,422.8988678832091,1473.020751054433,4.680000000000001,0
primary,ND-PC,300,529132900484142986,physical,13,14,767.1233140941137,422.8988781180743,1473.020786726569,4.680000000000001,0
primary,ND-PC-NOLP,300,529132900484142986,derived,13,14,767.1233140941137,422.8988781180743,1473.020786726569,4.680000000000001,0
primary,ND-PW,300,8583420154531566926,physical,15,16,648.6922317162754,326.3212257701161,1854.823984996946,5.4,0
primary,ND-PW-OFFSET,300,8583420154531566926,physical,15,16,648.6922317162754,326.3212257701161,1854.823984996946,5.4,0
primary,ND-PC,300,8583420154531566926,physical,15,16,648.6922474299529,326.32123367533643,1854.8240298759065,5.4,0
primary,ND-PC-NOLP,300,8583420154531566926,derived,15,16,648.6922474299529,326.32123367533643,1854.8240298759065,5.4,0
primary,ND-PW,300,16465068975321571430,physical,11,12,877.5857571765978,868.0509566380154,1482.2103161678247,3.96,0
primary,ND-PW-OFFSET,300,16465068975321571430,physical,11,12,877.5857571765978,868.0509566380154,1482.2103161678247,3.96,0
primary,ND-PC,300,16465068975321571430,physical,11,12,877.5857784182724,868.0509776434816,1482.2103520889389,3.96,0
primary,ND-PC-NOLP,300,16465068975321571430,derived,11,12,877.5857784182724,868.0509776434816,1482.2103520889389,3.96,0
primary,ND-PW,300,1580318165844385263,physical,12,13,816.3850961682732,521.6514645887836,2302.3477682464368,4.32,0
primary,ND-PW-OFFSET,300,1580318165844385263,physical,12,13,816.3850961682732,521.6514645887836,2302.3477682464368,4.32,0
primary,ND-PC,300,1580318165844385263,physical,12,13,816.3851159338858,521.651477234727,2302.3478240108975,4.32,0
primary,ND-PC-NOLP,300,1580318165844385263,derived,12,13,816.3851159338858,521.651477234727,2302.3478240108975,4.32,0
primary,ND-PW,300,860680765458012691,physical,29,30,319.4658429456288,265.66337059190863,635.2833821388942,10.44,0
primary,ND-PW-OFFSET,300,860680765458012691,physical,29,30,319.4658429456288,265.66337059190863,635.2833821388942,10.44,0
primary,ND-PC,300,860680765458012691,physical,29,30,319.4658506796713,265.6633770107467,635.283397559741,10.44,0
primary,ND-PC-NOLP,300,860680765458012691,derived,29,30,319.4658506796713,265.6633770107467,635.283397559741,10.44,0
primary,ND-PW,300,405674777376978405,physical,21,22,469.08257050491176,301.9724980606208,739.1219359873685,7.5600000000000005,0
primary,ND-PW-OFFSET,300,405674777376978405,physical,21,22,469.08257050491176,301.9724980606208,739.1219359873685,7.5600000000000005,0
primary,ND-PC,300,405674777376978405,physical,21,22,469.082581867261,301.9725053745229,739.1219538721417,7.5600000000000005,0
primary,ND-PC-NOLP,300,405674777376978405,derived,21,22,469.082581867261,301.9725053745229,739.1219538721417,7.5600000000000005,0
primary,ND-PW,300,5516199827559636311,physical,15,16,634.1107518300676,437.7779147601508,1994.2985095081267,5.4,0
primary,ND-PW-OFFSET,300,5516199827559636311,physical,15,16,634.1107518300676,437.7779147601508,1994.2985095081267,5.4,0
primary,ND-PC,300,5516199827559636311,physical,15,16,634.1107671935682,437.7779253627038,1994.2985578090606,5.4,0
primary,ND-PC-NOLP,300,5516199827559636311,derived,15,16,634.1107671935682,437.7779253627038,1994.2985578090606,5.4,0
primary,ND-PW,300,676253669661655881,physical,18,19,505.27120687992795,445.6001061953159,1375.1734813052244,6.48,0
primary,ND-PW-OFFSET,300,676253669661655881,physical,18,19,505.27120687992795,445.6001061953159,1375.1734813052244,6.48,0
primary,ND-PC,300,676253669661655881,physical,18,19,505.27121911500177,445.6001169624809,1375.1735146079668,6.48,0
primary,ND-PC-NOLP,300,676253669661655881,derived,18,19,505.27121911500177,445.6001169624809,1375.1735146079668,6.48,0
primary,ND-PW,300,4902971022134724746,physical,12,13,675.2158082666647,405.4937271241227,1468.104557239051,4.32,0
primary,ND-PW-OFFSET,300,4902971022134724746,physical,12,13,675.2158082666647,405.4937271241227,1468.104557239051,4.32,0
primary,ND-PC,300,4902971022134724746,physical,12,13,675.2158246214201,405.49373695464476,1468.1045927990344,4.32,0
primary,ND-PC-NOLP,300,4902971022134724746,derived,12,13,675.2158246214201,405.49373695464476,1468.1045927990344,4.32,0
primary,ND-PW,300,7985863793510020389,physical,16,17,610.6543251710709,550.53451984919,1302.6528438562539,5.76,0
primary,ND-PW-OFFSET,300,7985863793510020389,physical,16,17,610.6543251710709,550.53451984919,1302.6528438562539,5.76,0
primary,ND-PC,300,7985863793510020389,physical,16,17,610.6543399571829,550.5345331754174,1302.6528753973944,5.76,0
primary,ND-PC-NOLP,300,7985863793510020389,derived,16,17,610.6543399571829,550.5345331754174,1302.6528753973944,5.76,0
primary,ND-PW,300,5259580605389323177,physical,16,17,566.811746748993,347.40671535082674,1303.7155845571804,5.76,0
primary,ND-PW-OFFSET,300,5259580605389323177,physical,16,17,566.811746748993,347.40671535082674,1303.7155845571804,5.76,0
primary,ND-PC,300,5259580605389323177,physical,16,17,566.8117604801234,347.40672377372846,1303.7156161117964,5.76,0
primary,ND-PC-NOLP,300,5259580605389323177,derived,16,17,566.8117604801234,347.40672377372846,1303.7156161117964,5.76,0
primary,ND-PW,300,14894895525097951974,physical,15,16,655.4377435445389,339.0579032882682,2023.5607282806684,5.4,0
primary,ND-PW-OFFSET,300,14894895525097951974,physical,15,16,655.4377435445389,339.0579032882682,2023.5607282806684,5.4,0
primary,ND-PC,300,14894895525097951974,physical,15,16,655.4377594277884,339.0579115486325,2023.5607772922538,5.4,0
primary,ND-PC-NOLP,300,14894895525097951974,derived,15,16,655.4377594277884,339.0579115486325,2023.5607772922538,5.4,0
primary,ND-PW,300,14255052758501613198,physical,27,28,366.48472677321627,262.18113703949825,962.4339368260762,9.72,0
primary,ND-PW-OFFSET,300,14255052758501613198,physical,27,28,366.48472677321627,262.18113703949825,962.4339368260762,9.72,0
primary,ND-PC,300,14255052758501613198,physical,27,28,366.4847356459559,262.18114334910496,962.4339601484875,9.72,0
primary,ND-PC-NOLP,300,14255052758501613198,derived,27,28,366.4847356459559,262.18114334910496,962.4339601484875,9.72,0
primary,ND-PW,300,14970427933435388700,physical,25,26,386.2150109178097,254.31110910359635,915.5073827848302,9.0,0
primary,ND-PW-OFFSET,300,14970427933435388700,physical,25,26,386.2150109178097,254.31110910359635,915.5073827848302,9.0,0
primary,ND-PC,300,14970427933435388700,physical,25,26,386.2150202682265,254.3111152843618,915.5074049492735,9.0,0
primary,ND-PC-NOLP,300,14970427933435388700,derived,25,26,386.2150202682265,254.3111152843618,915.5074049492735,9.0,0
primary,ND-PW,300,6530983822519173908,physical,25,26,396.92932947464396,203.98575576700287,783.4215556130977,9.0,0
primary,ND-PW-OFFSET,300,6530983822519173908,physical,25,26,396.92932947464396,203.98575576700287,783.4215556130977,9.0,0
primary,ND-PC,300,6530983822519173908,physical,25,26,396.9293390858283,203.98576069802107,783.4215745764762,9.0,0
primary,ND-PC-NOLP,300,6530983822519173908,derived,25,26,396.9293390858283,203.98576069802107,783.4215745764762,9.0,0
primary,ND-PW,300,16478255227937338382,physical,18,19,548.8197837377717,507.6421016954162,1160.172515036522,6.48,0
primary,ND-PW-OFFSET,300,16478255227937338382,physical,18,19,548.8197837377717,507.6421016954162,1160.172515036522,6.48,0
primary,ND-PC,300,16478255227937338382,physical,18,19,548.8197970280502,507.64211398233016,1160.1725431183147,6.48,0
primary,ND-PC-NOLP,300,16478255227937338382,derived,18,19,548.8197970280502,507.64211398233016,1160.1725431183147,6.48,0
primary,ND-PW,300,447822293856133746,physical,15,16,660.3978415631601,522.027867957174,1803.1441510707373,5.4,0
primary,ND-PW-OFFSET,300,447822293856133746,physical,15,16,660.3978415631601,522.027867957174,1803.1441510707373,5.4,0
primary,ND-PC,300,447822293856133746,physical,15,16,660.3978575604403,522.0278806560773,1803.1441947749122,5.4,0
primary,ND-PC-NOLP,300,447822293856133746,derived,15,16,660.3978575604403,522.0278806560773,1803.1441947749122,5.4,0
primary,ND-PW,300,9364596802063509215,physical,18,19,429.065570975476,330.15834050938133,1124.8464778432394,6.48,0
primary,ND-PW-OFFSET,300,9364596802063509215,physical,18,19,429.065570975476,330.15834050938133,1124.8464778432394,6.48,0
primary,ND-PC,300,9364596802063509215,physical,18,19,429.06558136331745,330.15834850844163,1124.8465050669504,6.48,0
primary,ND-PC-NOLP,300,9364596802063509215,derived,18,19,429.06558136331745,330.15834850844163,1124.8465050669504,6.48,0
primary,ND-PW,300,6483795830361016413,physical,14,15,612.2154032115614,499.59379397397026,1193.2995271165119,5.04,0
primary,ND-PW-OFFSET,300,6483795830361016413,physical,14,15,612.2154032115614,499.59379397397026,1193.2995271165119,5.04,0
primary,ND-PC,300,6483795830361016413,physical,14,15,612.2154180485885,499.5938060909547,1193.2995560184759,5.04,0
primary,ND-PC-NOLP,300,6483795830361016413,derived,14,15,612.2154180485885,499.5938060909547,1193.2995560184759,5.04,0
primary,ND-PW,300,13726057523507487050,physical,22,23,446.81603713239025,289.4432448142337,954.4721814877992,7.92,0
primary,ND-PW-OFFSET,300,13726057523507487050,physical,22,23,446.81603713239025,289.4432448142337,954.4721814877992,7.92,0
primary,ND-PC,300,13726057523507487050,physical,22,23,446.81604796038766,289.4432518509104,954.4722046389036,7.92,0
primary,ND-PC-NOLP,300,13726057523507487050,derived,22,23,446.81604796038766,289.4432518509104,954.4722046389036,7.92,0
primary,ND-PW,300,592649121540029029,physical,18,19,509.45778696326767,338.5960559282884,1293.5178804386746,6.48,0
primary,ND-PW-OFFSET,300,592649121540029029,physical,18,19,509.45778696326767,338.5960559282884,1293.5178804386746,6.48,0
primary,ND-PC,300,592649121540029029,physical,18,19,509.45779930210847,338.59606412191965,1293.517911771003,6.48,0
primary,ND-PC-NOLP,300,592649121540029029,derived,18,19,509.45779930210847,338.59606412191965,1293.517911771003,6.48,0
primary,ND-PW,300,13234303622947097637,physical,22,23,426.08749884960713,301.3590136362575,1005.1510369018777,7.92,0
primary,ND-PW-OFFSET,300,13234303622947097637,physical,22,23,426.08749884960713,301.3590136362575,1005.1510369018777,7.92,0
primary,ND-PC,300,13234303622947097637,physical,22,23,426.08750916082096,301.3590209269355,1005.1510612041311,7.92,0
primary,ND-PC-NOLP,300,13234303622947097637,derived,22,23,426.08750916082096,301.3590209269355,1005.1510612041311,7.92,0
primary,ND-PW,300,17788360996555233988,physical,16,17,617.040727497564,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PW-OFFSET,300,17788360996555233988,physical,16,17,617.040727497564,531.8498190757454,1330.6770217055055,5.76,0
primary,ND-PC,300,17788360996555233988,physical,16,17,617.040742432655,531.8498319693233,1330.6770539020083,5.76,0
primary,ND-PC-NOLP,300,17788360996555233988,derived,16,17,617.040742432655,531.8498319693233,1330.6770539020083,5.76,0
primary,ND-PW,400,467376819415377580,physical,19,20,496.4440449569208,280.2862138582858,1277.5026168824427,6.84,0
primary,ND-PW-OFFSET,400,467376819415377580,physical,19,20,496.4440449569208,280.2862138582858,1277.5026168824427,6.84,0
primary,ND-PC,400,467376819415377580,physical,19,20,496.4440800952426,280.2862337092426,1277.5027073088174,6.84,0
primary,ND-PC-NOLP,400,467376819415377580,derived,19,20,496.4440800952426,280.2862337092426,1277.5027073088174,6.84,0
primary,ND-PW,400,2704408835578762228,physical,22,23,452.7440419975747,223.75125452440028,886.1041841311712,7.92,0
primary,ND-PW-OFFSET,400,2704408835578762228,physical,22,23,452.7440419975747,223.75125452440028,886.1041841311712,7.92,0
primary,ND-PC,400,2704408835578762228,physical,22,23,452.7440740336618,223.75127034343512,886.1042468540854,7.92,0
primary,ND-PC-NOLP,400,2704408835578762228,derived,22,23,452.7440740336618,223.75127034343512,886.1042468540854,7.92,0
primary,ND-PW,400,11237067994138084197,physical,19,20,423.33566635755875,344.4191348354714,918.324473050019,6.84,0
primary,ND-PW-OFFSET,400,11237067994138084197,physical,19,20,423.33566635755875,344.4191348354714,918.324473050019,6.84,0
primary,ND-PC,400,11237067994138084197,physical,19,20,423.3356963092532,344.41915919693844,918.3245380503764,6.84,0
primary,ND-PC-NOLP,400,11237067994138084197,derived,19,20,423.3356963092532,344.41915919693844,918.3245380503764,6.84,0
primary,ND-PW,400,5926412735843326529,physical,11,12,861.147469416098,611.919973145896,2438.259509811691,3.96,0
primary,ND-PW-OFFSET,400,5926412735843326529,physical,11,12,861.147469416098,611.919973145896,2438.259509811691,3.96,0
primary,ND-PC,400,5926412735843326529,physical,11,12,861.14753036738,611.9200164740835,2438.259682366754,3.96,0
primary,ND-PC-NOLP,400,5926412735843326529,derived,11,12,861.14753036738,611.9200164740835,2438.259682366754,3.96,0
primary,ND-PW,400,5192363207272324882,physical,17,18,560.9930395359411,346.2688891034684,1307.771012238232,6.12,0
primary,ND-PW-OFFSET,400,5192363207272324882,physical,17,18,560.9930395359411,346.2688891034684,1307.771012238232,6.12,0
primary,ND-PC,400,5192363207272324882,physical,17,18,560.993079237321,346.2689136088484,1307.7711048133588,6.12,0
primary,ND-PC-NOLP,400,5192363207272324882,derived,17,18,560.993079237321,346.2689136088484,1307.7711048133588,6.12,0
primary,ND-PW,400,14936110819278713214,physical,17,18,549.8026235559029,480.87398198695,1115.2176664267581,6.12,0
primary,ND-PW-OFFSET,400,14936110819278713214,physical,17,18,549.8026235559029,480.87398198695,1115.2176664267581,6.12,0
primary,ND-PC,400,14936110819278713214,physical,17,18,549.8026624726622,480.8740160254172,1115.2177453476656,6.12,0
primary,ND-PC-NOLP,400,14936110819278713214,derived,17,18,549.8026624726622,480.8740160254172,1115.2177453476656,6.12,0
primary,ND-PW,400,15027284727339452496,physical,14,15,696.9473070958628,488.26695969640843,1983.8214882433263,5.04,0
primary,ND-PW-OFFSET,400,15027284727339452496,physical,14,15,696.9473070958628,488.26695969640843,1983.8214882433263,5.04,0
primary,ND-PC,400,15027284727339452496,physical,14,15,696.9473564303383,488.26699427078927,1983.8216286755367,5.04,0
primary,ND-PC-NOLP,400,15027284727339452496,derived,14,15,696.9473564303383,488.26699427078927,1983.8216286755367,5.04,0
primary,ND-PW,400,529132900484142986,physical,13,14,767.1232955240816,422.8988678832091,1473.0207510544328,4.680000000000001,0
primary,ND-PW-OFFSET,400,529132900484142986,physical,13,14,767.1232955240816,422.8988678832091,1473.0207510544328,4.680000000000001,0
primary,ND-PC,400,529132900484142986,physical,13,14,767.123349818429,422.8988978414284,1473.020855319443,4.680000000000001,0
primary,ND-PC-NOLP,400,529132900484142986,derived,13,14,767.123349818429,422.8988978414284,1473.020855319443,4.680000000000001,0
primary,ND-PW,400,8583420154531566926,physical,15,16,648.6922317162754,326.3212257701161,1854.8239849969457,5.4,0
primary,ND-PW-OFFSET,400,8583420154531566926,physical,15,16,648.6922317162754,326.3212257701161,1854.8239849969457,5.4,0
primary,ND-PC,400,8583420154531566926,physical,15,16,648.692277629901,326.3212488402617,1854.8241162784698,5.4,0
primary,ND-PC-NOLP,400,8583420154531566926,derived,15,16,648.692277629901,326.3212488402617,1854.8241162784698,5.4,0
primary,ND-PW,400,16465068975321571430,physical,11,12,877.5857571765978,868.0509566380152,1482.2103161678247,3.96,0
primary,ND-PW-OFFSET,400,16465068975321571430,physical,11,12,877.5857571765978,868.0509566380152,1482.2103161678247,3.96,0
primary,ND-PC,400,16465068975321571430,physical,11,12,877.5858192909963,868.0510180652542,1482.2104210485534,3.96,0
primary,ND-PC-NOLP,400,16465068975321571430,derived,11,12,877.5858192909963,868.0510180652542,1482.2104210485534,3.96,0
primary,ND-PW,400,1580318165844385263,physical,12,13,816.3850961682731,521.6514645887836,2302.3477682464363,4.32,0
primary,ND-PW-OFFSET,400,1580318165844385263,physical,12,13,816.3850961682731,521.6514645887836,2302.3477682464363,4.32,0
primary,ND-PC,400,1580318165844385263,physical,12,13,816.3851539421315,521.6515014877776,2302.3479312070244,4.32,0
primary,ND-PC-NOLP,400,1580318165844385263,derived,12,13,816.3851539421315,521.6515014877776,2302.3479312070244,4.32,0
primary,ND-PW,400,860680765458012691,physical,29,30,319.4658429456288,265.6633705919087,635.2833821388942,10.44,0
primary,ND-PW-OFFSET,400,860680765458012691,physical,29,30,319.4658429456288,265.6633705919087,635.2833821388942,10.44,0
primary,ND-PC,400,860680765458012691,physical,29,30,319.4658655559588,265.6633893969568,635.2834271271333,10.44,0
primary,ND-PC-NOLP,400,860680765458012691,derived,29,30,319.4658655559588,265.6633893969568,635.2834271271333,10.44,0
primary,ND-PW,400,405674777376978405,physical,21,22,469.08257050491176,301.9724980606208,739.1219359873684,7.5600000000000005,0
primary,ND-PW-OFFSET,400,405674777376978405,physical,21,22,469.08257050491176,301.9724980606208,739.1219359873684,7.5600000000000005,0
primary,ND-PC,400,405674777376978405,physical,21,22,469.08260370843533,301.97251940562217,739.1219883054845,7.5600000000000005,0
primary,ND-PC-NOLP,400,405674777376978405,derived,21,22,469.08260370843533,301.97251940562217,739.1219883054845,7.5600000000000005,0
primary,ND-PW,400,5516199827559636311,physical,15,16,634.1107518300676,437.7779147601508,1994.2985095081267,5.4,0
primary,ND-PW-OFFSET,400,5516199827559636311,physical,15,16,634.1107518300676,437.7779147601508,1994.2985095081267,5.4,0
primary,ND-PC,400,5516199827559636311,physical,15,16,634.1107967196117,437.77794573303106,1994.2986506452307,5.4,0
primary,ND-PC-NOLP,400,5516199827559636311,derived,15,16,634.1107967196117,437.77794573303106,1994.2986506452307,5.4,0
primary,ND-PW,400,676253669661655881,physical,18,19,505.27120687992795,445.6001061953159,1375.1734813052242,6.48,0
primary,ND-PW-OFFSET,400,676253669661655881,physical,18,19,505.27120687992795,445.6001061953159,1375.1734813052242,6.48,0
primary,ND-PC,400,676253669661655881,physical,18,19,505.27124264777456,445.6001377429438,1375.1735786597676,6.48,0
primary,ND-PC-NOLP,400,676253669661655881,derived,18,19,505.27124264777456,445.6001377429438,1375.1735786597676,6.48,0
primary,ND-PW,400,4902971022134724746,physical,12,13,675.2158082666647,405.49372712412264,1468.104557239051,4.32,0
primary,ND-PW-OFFSET,400,4902971022134724746,physical,12,13,675.2158082666647,405.49372712412264,1468.104557239051,4.32,0
primary,ND-PC,400,4902971022134724746,physical,12,13,675.2158560508601,405.4937558292702,1468.1046611629802,4.32,0
primary,ND-PC-NOLP,400,4902971022134724746,derived,12,13,675.2158560508601,405.4937558292702,1468.1046611629802,4.32,0
primary,ND-PW,400,7985863793510020389,physical,16,17,610.6543251710708,550.53451984919,1302.6528438562539,5.76,0
primary,ND-PW-OFFSET,400,7985863793510020389,physical,16,17,610.6543251710708,550.53451984919,1302.6528438562539,5.76,0
primary,ND-PC,400,7985863793510020389,physical,16,17,610.6543684006385,550.5345588193265,1302.6529360415989,5.76,0
primary,ND-PC-NOLP,400,7985863793510020389,derived,16,17,610.6543684006385,550.5345588193265,1302.6529360415989,5.76,0
primary,ND-PW,400,5259580605389323177,physical,16,17,566.811746748993,347.4067153508267,1303.7155845571804,5.76,0
primary,ND-PW-OFFSET,400,5259580605389323177,physical,16,17,566.811746748993,347.4067153508267,1303.7155845571804,5.76,0
primary,ND-PC,400,5259580605389323177,physical,16,17,566.8117868724403,347.40673992052336,1303.7156768360796,5.76,0
primary,ND-PC-NOLP,400,5259580605389323177,derived,16,17,566.8117868724403,347.40673992052336,1303.7156768360796,5.76,0
primary,ND-PW,400,14894895525097951974,physical,15,16,655.4377435445389,339.0579032882682,2023.5607282806682,5.4,0
primary,ND-PW-OFFSET,400,14894895525097951974,physical,15,16,655.4377435445389,339.0579032882682,2023.5607282806682,5.4,0
primary,ND-PC,400,14894895525097951974,physical,15,16,655.4377899296124,339.05792726076913,2023.560871521643,5.4,0
primary,ND-PC-NOLP,400,14894895525097951974,derived,15,16,655.4377899296124,339.05792726076913,2023.560871521643,5.4,0
primary,ND-PW,400,14255052758501613198,physical,27,28,366.4847267732162,262.1811370394982,962.4339368260762,9.72,0
primary,ND-PW-OFFSET,400,14255052758501613198,physical,27,28,366.4847267732162,262.1811370394982,962.4339368260762,9.72,0
primary,ND-PC,400,14255052758501613198,physical,27,28,366.48475271343034,262.18115560375196,962.43400496531,9.72,0
primary,ND-PC-NOLP,400,14255052758501613198,derived,27,28,366.48475271343034,262.18115560375196,962.43400496531,9.72,0
primary,ND-PW,400,14970427933435388700,physical,25,26,386.21501091780965,254.31110910359632,915.50738278483,9.0,0
primary,ND-PW-OFFSET,400,14970427933435388700,physical,25,26,386.21501091780965,254.31110910359632,915.50738278483,9.0,0
primary,ND-PC,400,14970427933435388700,physical,25,26,386.21503825337624,254.31112711135015,915.5074475503171,9.0,0
primary,ND-PC-NOLP,400,14970427933435388700,derived,25,26,386.21503825337624,254.31112711135015,915.5074475503171,9.0,0
primary,ND-PW,400,6530983822519173908,physical,25,26,396.92932947464396,203.98575576700284,783.4215556130977,9.0,0
primary,ND-PW-OFFSET,400,6530983822519173908,physical,25,26,396.92932947464396,203.98575576700284,783.4215556130977,9.0,0
primary,ND-PC,400,6530983822519173908,physical,25,26,396.9293575699024,203.98577019684802,783.4216110573852,9.0,0
primary,ND-PC-NOLP,400,6530983822519173908,derived,25,26,396.9293575699024,203.98577019684802,783.4216110573852,9.0,0
primary,ND-PW,400,16478255227937338382,physical,18,19,548.8197837377716,507.6421016954162,1160.172515036522,6.48,0
primary,ND-PW-OFFSET,400,16478255227937338382,physical,18,19,548.8197837377716,507.6421016954162,1160.172515036522,6.48,0
primary,ND-PC,400,16478255227937338382,physical,18,19,548.8198225827634,507.64213765184854,1160.1725971430574,6.48,0
primary,ND-PC-NOLP,400,16478255227937338382,derived,18,19,548.8198225827634,507.64213765184854,1160.1725971430574,6.48,0
primary,ND-PW,400,447822293856133746,physical,15,16,660.3978415631601,522.027867957174,1803.144151070737,5.4,0
primary,ND-PW-OFFSET,400,447822293856133746,physical,15,16,660.3978415631601,522.027867957174,1803.144151070737,5.4,0
primary,ND-PC,400,447822293856133746,physical,15,16,660.3978883146507,522.0279049343033,1803.1442787250594,5.4,0
primary,ND-PC-NOLP,400,447822293856133746,derived,15,16,660.3978883146507,522.0279049343033,1803.1442787250594,5.4,0
primary,ND-PW,400,9364596802063509215,physical,18,19,429.06557097547596,330.15834050938133,1124.8464778432394,6.48,0
primary,ND-PW-OFFSET,400,9364596802063509215,physical,18,19,429.06557097547596,330.15834050938133,1124.8464778432394,6.48,0
primary,ND-PC,400,9364596802063509215,physical,18,19,429.06560134833853,330.1583638596942,1124.8465574466964,6.48,0
primary,ND-PC-NOLP,400,9364596802063509215,derived,18,19,429.06560134833853,330.1583638596942,1124.8465574466964,6.48,0
primary,ND-PW,400,6483795830361016413,physical,14,15,612.2154032115612,499.59379397397026,1193.2995271165116,5.04,0
primary,ND-PW-OFFSET,400,6483795830361016413,physical,14,15,612.2154032115612,499.59379397397026,1193.2995271165116,5.04,0
primary,ND-PC,400,6483795830361016413,physical,14,15,612.2154465417943,499.5938293321604,1193.2996115858155,5.04,0
primary,ND-PC-NOLP,400,6483795830361016413,derived,14,15,612.2154465417943,499.5938293321604,1193.2996115858155,5.04,0
primary,ND-PW,400,13726057523507487050,physical,22,23,446.8160371323902,289.44324481423365,954.4721814877993,7.92,0
primary,ND-PW-OFFSET,400,13726057523507487050,physical,22,23,446.8160371323902,289.44324481423365,954.4721814877993,7.92,0
primary,ND-PC,400,13726057523507487050,physical,22,23,446.8160687571473,289.4432653062186,954.4722490390916,7.92,0
