tag,arm,N,seed,run_kind,template_epochs_completed,header_renewals,nonce_domain_exhaustions,nonce_resets
primary,ND-PC-NOLP,300,7985863793510020389,derived,163447107879,163447107879,49034132363700,49034132363700
primary,ND-PW,300,5259580605389323177,physical,163447109100,163447109100,163447109100,163447114200
primary,ND-PW-OFFSET,300,5259580605389323177,physical,163447109100,163447109100,163447109100,0
primary,ND-PC,300,5259580605389323177,physical,163447107878,163447107878,49034132363400,49034132363400
primary,ND-PC-NOLP,300,5259580605389323177,derived,163447107878,163447107878,49034132363400,49034132363400
primary,ND-PW,300,14894895525097951974,physical,163447110000,163447110000,163447110000,163447114800
primary,ND-PW-OFFSET,300,14894895525097951974,physical,163447110000,163447110000,163447110000,0
primary,ND-PC,300,14894895525097951974,physical,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PC-NOLP,300,14894895525097951974,derived,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PW,300,14255052758501613198,physical,163447107600,163447107600,163447107600,163447116000
primary,ND-PW-OFFSET,300,14255052758501613198,physical,163447107600,163447107600,163447107600,0
primary,ND-PC,300,14255052758501613198,physical,163447107875,163447107875,49034132362500,49034132362500
primary,ND-PC-NOLP,300,14255052758501613198,derived,163447107875,163447107875,49034132362500,49034132362500
primary,ND-PW,300,14970427933435388700,physical,163447107900,163447107900,163447107900,163447115700
primary,ND-PW-OFFSET,300,14970427933435388700,physical,163447107900,163447107900,163447107900,0
primary,ND-PC,300,14970427933435388700,physical,163447107874,163447107874,49034132362200,49034132362200
primary,ND-PC-NOLP,300,14970427933435388700,derived,163447107874,163447107874,49034132362200,49034132362200
primary,ND-PW,300,6530983822519173908,physical,163447107000,163447107000,163447107000,163447114800
primary,ND-PW-OFFSET,300,6530983822519173908,physical,163447107000,163447107000,163447107000,0
primary,ND-PC,300,6530983822519173908,physical,163447107876,163447107876,49034132362800,49034132362800
primary,ND-PC-NOLP,300,6530983822519173908,derived,163447107876,163447107876,49034132362800,49034132362800
primary,ND-PW,300,16478255227937338382,physical,163447108800,163447108800,163447108800,163447114500
primary,ND-PW-OFFSET,300,16478255227937338382,physical,163447108800,163447108800,163447108800,0
primary,ND-PC,300,16478255227937338382,physical,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PC-NOLP,300,16478255227937338382,derived,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PW,300,447822293856133746,physical,163447109100,163447109100,163447109100,163447113900
primary,ND-PW-OFFSET,300,447822293856133746,physical,163447109100,163447109100,163447109100,0
primary,ND-PC,300,447822293856133746,physical,163447107880,163447107880,49034132364000,49034132364000
primary,ND-PC-NOLP,300,447822293856133746,derived,163447107880,163447107880,49034132364000,49034132364000
primary,ND-PW,300,9364596802063509215,physical,163447108500,163447108500,163447108500,163447114200
primary,ND-PW-OFFSET,300,9364596802063509215,physical,163447108500,163447108500,163447108500,0
primary,ND-PC,300,9364596802063509215,physical,163447107878,163447107878,49034132363400,49034132363400
primary,ND-PC-NOLP,300,9364596802063509215,derived,163447107878,163447107878,49034132363400,49034132363400
primary,ND-PW,300,6483795830361016413,physical,163447110000,163447110000,163447110000,163447114500
primary,ND-PW-OFFSET,300,6483795830361016413,physical,163447110000,163447110000,163447110000,0
primary,ND-PC,300,6483795830361016413,physical,163447107879,163447107879,49034132363700,49034132363700
primary,ND-PC-NOLP,300,6483795830361016413,derived,163447107879,163447107879,49034132363700,49034132363700
primary,ND-PW,300,13726057523507487050,physical,163447108500,163447108500,163447108500,163447115400
primary,ND-PW-OFFSET,300,13726057523507487050,physical,163447108500,163447108500,163447108500,0
primary,ND-PC,300,13726057523507487050,physical,163447107874,163447107874,49034132362200,49034132362200
primary,ND-PC-NOLP,300,13726057523507487050,derived,163447107874,163447107874,49034132362200,49034132362200
primary,ND-PW,300,592649121540029029,physical,163447108800,163447108800,163447108800,163447114500
primary,ND-PW-OFFSET,300,592649121540029029,physical,163447108800,163447108800,163447108800,0
primary,ND-PC,300,592649121540029029,physical,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PC-NOLP,300,592649121540029029,derived,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PW,300,13234303622947097637,physical,163447108500,163447108500,163447108500,163447115400
primary,ND-PW-OFFSET,300,13234303622947097637,physical,163447108500,163447108500,163447108500,0
primary,ND-PC,300,13234303622947097637,physical,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PC-NOLP,300,13234303622947097637,derived,163447107877,163447107877,49034132363100,49034132363100
primary,ND-PW,300,17788360996555233988,physical,163447109100,163447109100,163447109100,163447114200
primary,ND-PW-OFFSET,300,17788360996555233988,physical,163447109100,163447109100,163447109100,0
primary,ND-PC,300,17788360996555233988,physical,163447107880,163447107880,49034132364000,49034132364000
primary,ND-PC-NOLP,300,17788360996555233988,derived,163447107880,163447107880,49034132364000,49034132364000
primary,ND-PW,400,467376819415377580,physical,217929478400,217929478400,217929478400,217929486400
primary,ND-PW-OFFSET,400,467376819415377580,physical,217929478400,217929478400,217929478400,0
primary,ND-PC,400,467376819415377580,physical,217929467024,217929467024,87171786809600,87171786809600
primary,ND-PC-NOLP,400,467376819415377580,derived,217929467024,217929467024,87171786809600,87171786809600
primary,ND-PW,400,2704408835578762228,physical,217929478400,217929478400,217929478400,217929487600
primary,ND-PW-OFFSET,400,2704408835578762228,physical,217929478400,217929478400,217929478400,0
primary,ND-PC,400,2704408835578762228,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,2704408835578762228,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,11237067994138084197,physical,217929478000,217929478000,217929478000,217929486000
primary,ND-PW-OFFSET,400,11237067994138084197,physical,217929478000,217929478000,217929478000,0
primary,ND-PC,400,11237067994138084197,physical,217929467027,217929467027,87171786810800,87171786810800
primary,ND-PC-NOLP,400,11237067994138084197,derived,217929467027,217929467027,87171786810800,87171786810800
primary,ND-PW,400,5926412735843326529,physical,217929480400,217929480400,217929480400,217929485200
primary,ND-PW-OFFSET,400,5926412735843326529,physical,217929480400,217929480400,217929480400,0
primary,ND-PC,400,5926412735843326529,physical,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PC-NOLP,400,5926412735843326529,derived,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PW,400,5192363207272324882,physical,217929479200,217929479200,217929479200,217929486400
primary,ND-PW-OFFSET,400,5192363207272324882,physical,217929479200,217929479200,217929479200,0
primary,ND-PC,400,5192363207272324882,physical,217929467027,217929467027,87171786810800,87171786810800
primary,ND-PC-NOLP,400,5192363207272324882,derived,217929467027,217929467027,87171786810800,87171786810800
primary,ND-PW,400,14936110819278713214,physical,217929478800,217929478800,217929478800,217929486000
primary,ND-PW-OFFSET,400,14936110819278713214,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,14936110819278713214,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,14936110819278713214,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,15027284727339452496,physical,217929479600,217929479600,217929479600,217929485600
primary,ND-PW-OFFSET,400,15027284727339452496,physical,217929479600,217929479600,217929479600,0
primary,ND-PC,400,15027284727339452496,physical,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PC-NOLP,400,15027284727339452496,derived,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PW,400,529132900484142986,physical,217929479600,217929479600,217929479600,217929485200
primary,ND-PW-OFFSET,400,529132900484142986,physical,217929479600,217929479600,217929479600,0
primary,ND-PC,400,529132900484142986,physical,217929467030,217929467030,87171786812000,87171786812000
primary,ND-PC-NOLP,400,529132900484142986,derived,217929467030,217929467030,87171786812000,87171786812000
primary,ND-PW,400,8583420154531566926,physical,217929478800,217929478800,217929478800,217929485200
primary,ND-PW-OFFSET,400,8583420154531566926,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,8583420154531566926,physical,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PC-NOLP,400,8583420154531566926,derived,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PW,400,16465068975321571430,physical,217929479200,217929479200,217929479200,217929484000
primary,ND-PW-OFFSET,400,16465068975321571430,physical,217929479200,217929479200,217929479200,0
primary,ND-PC,400,16465068975321571430,physical,217929467029,217929467029,87171786811600,87171786811600
primary,ND-PC-NOLP,400,16465068975321571430,derived,217929467029,217929467029,87171786811600,87171786811600
primary,ND-PW,400,1580318165844385263,physical,217929480000,217929480000,217929480000,217929485200
primary,ND-PW-OFFSET,400,1580318165844385263,physical,217929480000,217929480000,217929480000,0
primary,ND-PC,400,1580318165844385263,physical,217929467030,217929467030,87171786812000,87171786812000
primary,ND-PC-NOLP,400,1580318165844385263,derived,217929467030,217929467030,87171786812000,87171786812000
primary,ND-PW,400,860680765458012691,physical,217929476000,217929476000,217929476000,217929488000
primary,ND-PW-OFFSET,400,860680765458012691,physical,217929476000,217929476000,217929476000,0
primary,ND-PC,400,860680765458012691,physical,217929467020,217929467020,87171786808000,87171786808000
primary,ND-PC-NOLP,400,860680765458012691,derived,217929467020,217929467020,87171786808000,87171786808000
primary,ND-PW,400,405674777376978405,physical,217929477200,217929477200,217929477200,217929486000
primary,ND-PW-OFFSET,400,405674777376978405,physical,217929477200,217929477200,217929477200,0
primary,ND-PC,400,405674777376978405,physical,217929467023,217929467023,87171786809200,87171786809200
primary,ND-PC-NOLP,400,405674777376978405,derived,217929467023,217929467023,87171786809200,87171786809200
primary,ND-PW,400,5516199827559636311,physical,217929478800,217929478800,217929478800,217929485200
primary,ND-PW-OFFSET,400,5516199827559636311,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,5516199827559636311,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,5516199827559636311,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,676253669661655881,physical,217929479200,217929479200,217929479200,217929486800
primary,ND-PW-OFFSET,400,676253669661655881,physical,217929479200,217929479200,217929479200,0
primary,ND-PC,400,676253669661655881,physical,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PC-NOLP,400,676253669661655881,derived,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PW,400,4902971022134724746,physical,217929480000,217929480000,217929480000,217929485200
primary,ND-PW-OFFSET,400,4902971022134724746,physical,217929480000,217929480000,217929480000,0
primary,ND-PC,400,4902971022134724746,physical,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PC-NOLP,400,4902971022134724746,derived,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PW,400,7985863793510020389,physical,217929478800,217929478800,217929478800,217929485600
primary,ND-PW-OFFSET,400,7985863793510020389,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,7985863793510020389,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,7985863793510020389,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,5259580605389323177,physical,217929478800,217929478800,217929478800,217929485600
primary,ND-PW-OFFSET,400,5259580605389323177,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,5259580605389323177,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,5259580605389323177,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,14894895525097951974,physical,217929480000,217929480000,217929480000,217929486400
primary,ND-PW-OFFSET,400,14894895525097951974,physical,217929480000,217929480000,217929480000,0
primary,ND-PC,400,14894895525097951974,physical,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PC-NOLP,400,14894895525097951974,derived,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PW,400,14255052758501613198,physical,217929476800,217929476800,217929476800,217929488000
primary,ND-PW-OFFSET,400,14255052758501613198,physical,217929476800,217929476800,217929476800,0
primary,ND-PC,400,14255052758501613198,physical,217929467020,217929467020,87171786808000,87171786808000
primary,ND-PC-NOLP,400,14255052758501613198,derived,217929467020,217929467020,87171786808000,87171786808000
primary,ND-PW,400,14970427933435388700,physical,217929477200,217929477200,217929477200,217929487600
primary,ND-PW-OFFSET,400,14970427933435388700,physical,217929477200,217929477200,217929477200,0
primary,ND-PC,400,14970427933435388700,physical,217929467023,217929467023,87171786809200,87171786809200
primary,ND-PC-NOLP,400,14970427933435388700,derived,217929467023,217929467023,87171786809200,87171786809200
primary,ND-PW,400,6530983822519173908,physical,217929476000,217929476000,217929476000,217929486400
primary,ND-PW-OFFSET,400,6530983822519173908,physical,217929476000,217929476000,217929476000,0
primary,ND-PC,400,6530983822519173908,physical,217929467022,217929467022,87171786808800,87171786808800
primary,ND-PC-NOLP,400,6530983822519173908,derived,217929467022,217929467022,87171786808800,87171786808800
primary,ND-PW,400,16478255227937338382,physical,217929478400,217929478400,217929478400,217929486000
primary,ND-PW-OFFSET,400,16478255227937338382,physical,217929478400,217929478400,217929478400,0
primary,ND-PC,400,16478255227937338382,physical,217929467027,217929467027,87171786810800,87171786810800
primary,ND-PC-NOLP,400,16478255227937338382,derived,217929467027,217929467027,87171786810800,87171786810800
primary,ND-PW,400,447822293856133746,physical,217929478800,217929478800,217929478800,217929485200
primary,ND-PW-OFFSET,400,447822293856133746,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,447822293856133746,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,447822293856133746,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,9364596802063509215,physical,217929478000,217929478000,217929478000,217929485600
primary,ND-PW-OFFSET,400,9364596802063509215,physical,217929478000,217929478000,217929478000,0
primary,ND-PC,400,9364596802063509215,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,9364596802063509215,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,400,6483795830361016413,physical,217929480000,217929480000,217929480000,217929486000
primary,ND-PW-OFFSET,400,6483795830361016413,physical,217929480000,217929480000,217929480000,0
primary,ND-PC,400,6483795830361016413,physical,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PC-NOLP,400,6483795830361016413,derived,217929467028,217929467028,87171786811200,87171786811200
primary,ND-PW,400,13726057523507487050,physical,217929478000,217929478000,217929478000,217929487200
primary,ND-PW-OFFSET,400,13726057523507487050,physical,217929478000,217929478000,217929478000,0
primary,ND-PC,400,13726057523507487050,physical,217929467023,217929467023,87171786809200,87171786809200
primary,ND-PC-NOLP,400,13726057523507487050,derived,217929467023,217929467023,87171786809200,87171786809200
primary,ND-PW,400,592649121540029029,physical,217929478400,217929478400,217929478400,217929486000
primary,ND-PW-OFFSET,400,592649121540029029,physical,217929478400,217929478400,217929478400,0
primary,ND-PC,400,592649121540029029,physical,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PC-NOLP,400,592649121540029029,derived,217929467026,217929467026,87171786810400,87171786810400
primary,ND-PW,400,13234303622947097637,physical,217929478000,217929478000,217929478000,217929487200
primary,ND-PW-OFFSET,400,13234303622947097637,physical,217929478000,217929478000,217929478000,0
primary,ND-PC,400,13234303622947097637,physical,217929467022,217929467022,87171786808800,87171786808800
primary,ND-PC-NOLP,400,13234303622947097637,derived,217929467022,217929467022,87171786808800,87171786808800
primary,ND-PW,400,17788360996555233988,physical,217929478800,217929478800,217929478800,217929485600
primary,ND-PW-OFFSET,400,17788360996555233988,physical,217929478800,217929478800,217929478800,0
primary,ND-PC,400,17788360996555233988,physical,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PC-NOLP,400,17788360996555233988,derived,217929467025,217929467025,87171786810000,87171786810000
primary,ND-PW,500,467376819415377580,physical,272411848000,272411848000,272411848000,272411858000
primary,ND-PW-OFFSET,500,467376819415377580,physical,272411848000,272411848000,272411848000,0
primary,ND-PC,500,467376819415377580,physical,272411840125,272411840125,136205920062500,136205920062500
primary,ND-PC-NOLP,500,467376819415377580,derived,272411840125,272411840125,136205920062500,136205920062500
primary,ND-PW,500,2704408835578762228,physical,272411848000,272411848000,272411848000,272411859500
primary,ND-PW-OFFSET,500,2704408835578762228,physical,272411848000,272411848000,272411848000,0
primary,ND-PC,500,2704408835578762228,physical,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PC-NOLP,500,2704408835578762228,derived,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PW,500,11237067994138084197,physical,272411847500,272411847500,272411847500,272411857500
primary,ND-PW-OFFSET,500,11237067994138084197,physical,272411847500,272411847500,272411847500,0
primary,ND-PC,500,11237067994138084197,physical,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PC-NOLP,500,11237067994138084197,derived,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PW,500,5926412735843326529,physical,272411850500,272411850500,272411850500,272411856500
primary,ND-PW-OFFSET,500,5926412735843326529,physical,272411850500,272411850500,272411850500,0
primary,ND-PC,500,5926412735843326529,physical,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PC-NOLP,500,5926412735843326529,derived,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PW,500,5192363207272324882,physical,272411849000,272411849000,272411849000,272411858000
primary,ND-PW-OFFSET,500,5192363207272324882,physical,272411849000,272411849000,272411849000,0
primary,ND-PC,500,5192363207272324882,physical,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PC-NOLP,500,5192363207272324882,derived,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PW,500,14936110819278713214,physical,272411848500,272411848500,272411848500,272411857500
primary,ND-PW-OFFSET,500,14936110819278713214,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,14936110819278713214,physical,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PC-NOLP,500,14936110819278713214,derived,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PW,500,15027284727339452496,physical,272411849500,272411849500,272411849500,272411857000
primary,ND-PW-OFFSET,500,15027284727339452496,physical,272411849500,272411849500,272411849500,0
primary,ND-PC,500,15027284727339452496,physical,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PC-NOLP,500,15027284727339452496,derived,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PW,500,529132900484142986,physical,272411849500,272411849500,272411849500,272411856500
primary,ND-PW-OFFSET,500,529132900484142986,physical,272411849500,272411849500,272411849500,0
primary,ND-PC,500,529132900484142986,physical,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PC-NOLP,500,529132900484142986,derived,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PW,500,8583420154531566926,physical,272411848500,272411848500,272411848500,272411856500
primary,ND-PW-OFFSET,500,8583420154531566926,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,8583420154531566926,physical,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PC-NOLP,500,8583420154531566926,derived,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PW,500,16465068975321571430,physical,272411849000,272411849000,272411849000,272411855000
primary,ND-PW-OFFSET,500,16465068975321571430,physical,272411849000,272411849000,272411849000,0
primary,ND-PC,500,16465068975321571430,physical,272411840132,272411840132,136205920066000,136205920066000
primary,ND-PC-NOLP,500,16465068975321571430,derived,272411840132,272411840132,136205920066000,136205920066000
primary,ND-PW,500,1580318165844385263,physical,272411850000,272411850000,272411850000,272411856500
primary,ND-PW-OFFSET,500,1580318165844385263,physical,272411850000,272411850000,272411850000,0
primary,ND-PC,500,1580318165844385263,physical,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PC-NOLP,500,1580318165844385263,derived,272411840130,272411840130,136205920065000,136205920065000
primary,ND-PW,500,860680765458012691,physical,272411845000,272411845000,272411845000,272411860000
primary,ND-PW-OFFSET,500,860680765458012691,physical,272411845000,272411845000,272411845000,0
primary,ND-PC,500,860680765458012691,physical,272411840124,272411840124,136205920062000,136205920062000
primary,ND-PC-NOLP,500,860680765458012691,derived,272411840124,272411840124,136205920062000,136205920062000
primary,ND-PW,500,405674777376978405,physical,272411846500,272411846500,272411846500,272411857500
primary,ND-PW-OFFSET,500,405674777376978405,physical,272411846500,272411846500,272411846500,0
primary,ND-PC,500,405674777376978405,physical,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PC-NOLP,500,405674777376978405,derived,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PW,500,5516199827559636311,physical,272411848500,272411848500,272411848500,272411856500
primary,ND-PW-OFFSET,500,5516199827559636311,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,5516199827559636311,physical,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PC-NOLP,500,5516199827559636311,derived,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PW,500,676253669661655881,physical,272411849000,272411849000,272411849000,272411858500
primary,ND-PW-OFFSET,500,676253669661655881,physical,272411849000,272411849000,272411849000,0
primary,ND-PC,500,676253669661655881,physical,272411840129,272411840129,136205920064500,136205920064500
primary,ND-PC-NOLP,500,676253669661655881,derived,272411840129,272411840129,136205920064500,136205920064500
primary,ND-PW,500,4902971022134724746,physical,272411850000,272411850000,272411850000,272411856500
primary,ND-PW-OFFSET,500,4902971022134724746,physical,272411850000,272411850000,272411850000,0
primary,ND-PC,500,4902971022134724746,physical,272411840129,272411840129,136205920064500,136205920064500
primary,ND-PC-NOLP,500,4902971022134724746,derived,272411840129,272411840129,136205920064500,136205920064500
primary,ND-PW,500,7985863793510020389,physical,272411848500,272411848500,272411848500,272411857000
primary,ND-PW-OFFSET,500,7985863793510020389,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,7985863793510020389,physical,272411840129,272411840129,136205920064500,136205920064500
primary,ND-PC-NOLP,500,7985863793510020389,derived,272411840129,272411840129,136205920064500,136205920064500
primary,ND-PW,500,5259580605389323177,physical,272411848500,272411848500,272411848500,272411857000
primary,ND-PW-OFFSET,500,5259580605389323177,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,5259580605389323177,physical,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PC-NOLP,500,5259580605389323177,derived,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PW,500,14894895525097951974,physical,272411850000,272411850000,272411850000,272411858000
primary,ND-PW-OFFSET,500,14894895525097951974,physical,272411850000,272411850000,272411850000,0
primary,ND-PC,500,14894895525097951974,physical,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PC-NOLP,500,14894895525097951974,derived,272411840127,272411840127,136205920063500,136205920063500
primary,ND-PW,500,14255052758501613198,physical,272411846000,272411846000,272411846000,272411860000
primary,ND-PW-OFFSET,500,14255052758501613198,physical,272411846000,272411846000,272411846000,0
primary,ND-PC,500,14255052758501613198,physical,272411840122,272411840122,136205920061000,136205920061000
primary,ND-PC-NOLP,500,14255052758501613198,derived,272411840122,272411840122,136205920061000,136205920061000
primary,ND-PW,500,14970427933435388700,physical,272411846500,272411846500,272411846500,272411859500
primary,ND-PW-OFFSET,500,14970427933435388700,physical,272411846500,272411846500,272411846500,0
primary,ND-PC,500,14970427933435388700,physical,272411840123,272411840123,136205920061500,136205920061500
primary,ND-PC-NOLP,500,14970427933435388700,derived,272411840123,272411840123,136205920061500,136205920061500
primary,ND-PW,500,6530983822519173908,physical,272411845000,272411845000,272411845000,272411858000
primary,ND-PW-OFFSET,500,6530983822519173908,physical,272411845000,272411845000,272411845000,0
primary,ND-PC,500,6530983822519173908,physical,272411840123,272411840123,136205920061500,136205920061500
primary,ND-PC-NOLP,500,6530983822519173908,derived,272411840123,272411840123,136205920061500,136205920061500
primary,ND-PW,500,16478255227937338382,physical,272411848000,272411848000,272411848000,272411857500
primary,ND-PW-OFFSET,500,16478255227937338382,physical,272411848000,272411848000,272411848000,0
primary,ND-PC,500,16478255227937338382,physical,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PC-NOLP,500,16478255227937338382,derived,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PW,500,447822293856133746,physical,272411848500,272411848500,272411848500,272411856500
primary,ND-PW-OFFSET,500,447822293856133746,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,447822293856133746,physical,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PC-NOLP,500,447822293856133746,derived,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PW,500,9364596802063509215,physical,272411847500,272411847500,272411847500,272411857000
primary,ND-PW-OFFSET,500,9364596802063509215,physical,272411847500,272411847500,272411847500,0
primary,ND-PC,500,9364596802063509215,physical,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PC-NOLP,500,9364596802063509215,derived,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PW,500,6483795830361016413,physical,272411850000,272411850000,272411850000,272411857500
primary,ND-PW-OFFSET,500,6483795830361016413,physical,272411850000,272411850000,272411850000,0
primary,ND-PC,500,6483795830361016413,physical,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PC-NOLP,500,6483795830361016413,derived,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PW,500,13726057523507487050,physical,272411847500,272411847500,272411847500,272411859000
primary,ND-PW-OFFSET,500,13726057523507487050,physical,272411847500,272411847500,272411847500,0
primary,ND-PC,500,13726057523507487050,physical,272411840124,272411840124,136205920062000,136205920062000
primary,ND-PC-NOLP,500,13726057523507487050,derived,272411840124,272411840124,136205920062000,136205920062000
primary,ND-PW,500,592649121540029029,physical,272411848000,272411848000,272411848000,272411857500
primary,ND-PW-OFFSET,500,592649121540029029,physical,272411848000,272411848000,272411848000,0
primary,ND-PC,500,592649121540029029,physical,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PC-NOLP,500,592649121540029029,derived,272411840126,272411840126,136205920063000,136205920063000
primary,ND-PW,500,13234303622947097637,physical,272411847500,272411847500,272411847500,272411859000
primary,ND-PW-OFFSET,500,13234303622947097637,physical,272411847500,272411847500,272411847500,0
primary,ND-PC,500,13234303622947097637,physical,272411840123,272411840123,136205920061500,136205920061500
primary,ND-PC-NOLP,500,13234303622947097637,derived,272411840123,272411840123,136205920061500,136205920061500
primary,ND-PW,500,17788360996555233988,physical,272411848500,272411848500,272411848500,272411857000
primary,ND-PW-OFFSET,500,17788360996555233988,physical,272411848500,272411848500,272411848500,0
primary,ND-PC,500,17788360996555233988,physical,272411840128,272411840128,136205920064000,136205920064000
primary,ND-PC-NOLP,500,17788360996555233988,derived,272411840128,272411840128,136205920064000,136205920064000
