tag,arm,N,seed,run_kind,T_active_s,T_low_s,F_low
primary,ND-PW-OFFSET,300,16478255227937338382,physical,3000000.0,0.0,0.0
primary,ND-PC,300,16478255227937338382,physical,2999999.927356841,0.07264315905644445,2.421438635214815e-08
primary,ND-PC-NOLP,300,16478255227937338382,derived,3000000.0,0.0,0.0
primary,ND-PW,300,447822293856133746,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,447822293856133746,physical,3000000.0,0.0,0.0
primary,ND-PC,300,447822293856133746,physical,2999999.927356841,0.07264315905777778,2.4214386352592593e-08
primary,ND-PC-NOLP,300,447822293856133746,derived,3000000.0,0.0,0.0
primary,ND-PW,300,9364596802063509215,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,9364596802063509215,physical,3000000.0,0.0,0.0
primary,ND-PC,300,9364596802063509215,physical,2999999.927356841,0.0726431590568889,2.4214386352296297e-08
primary,ND-PC-NOLP,300,9364596802063509215,derived,3000000.0,0.0,0.0
primary,ND-PW,300,6483795830361016413,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,6483795830361016413,physical,3000000.0,0.0,0.0
primary,ND-PC,300,6483795830361016413,physical,2999999.927356841,0.07264315905733333,2.4214386352444445e-08
primary,ND-PC-NOLP,300,6483795830361016413,derived,3000000.0,0.0,0.0
primary,ND-PW,300,13726057523507487050,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,13726057523507487050,physical,3000000.0,0.0,0.0
primary,ND-PC,300,13726057523507487050,physical,2999999.927356841,0.07264315905511111,2.4214386351703702e-08
primary,ND-PC-NOLP,300,13726057523507487050,derived,3000000.0,0.0,0.0
primary,ND-PW,300,592649121540029029,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,592649121540029029,physical,3000000.0,0.0,0.0
primary,ND-PC,300,592649121540029029,physical,2999999.927356841,0.07264315905644445,2.421438635214815e-08
primary,ND-PC-NOLP,300,592649121540029029,derived,3000000.0,0.0,0.0
primary,ND-PW,300,13234303622947097637,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,13234303622947097637,physical,3000000.0,0.0,0.0
primary,ND-PC,300,13234303622947097637,physical,2999999.927356841,0.07264315905644445,2.421438635214815e-08
primary,ND-PC-NOLP,300,13234303622947097637,derived,3000000.0,0.0,0.0
primary,ND-PW,300,17788360996555233988,physical,3000000.0,0.0,0.0
primary,ND-PW-OFFSET,300,17788360996555233988,physical,3000000.0,0.0,0.0
primary,ND-PC,300,17788360996555233988,physical,2999999.927356841,0.07264315905777778,2.4214386352592593e-08
primary,ND-PC-NOLP,300,17788360996555233988,derived,3000000.0,0.0,0.0
primary,ND-PW,400,467376819415377580,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,467376819415377580,physical,4000000.0,0.0,0.0
primary,ND-PC,400,467376819415377580,physical,3999999.7168779573,0.2831220426294701,7.078051065736753e-08
primary,ND-PC-NOLP,400,467376819415377580,derived,4000000.0,0.0,0.0
primary,ND-PW,400,2704408835578762228,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,2704408835578762228,physical,4000000.0,0.0,0.0
primary,ND-PC,400,2704408835578762228,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,2704408835578762228,derived,4000000.0,0.0,0.0
primary,ND-PW,400,11237067994138084197,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,11237067994138084197,physical,4000000.0,0.0,0.0
primary,ND-PC,400,11237067994138084197,physical,3999999.7168779573,0.28312204263336754,7.078051065834189e-08
primary,ND-PC-NOLP,400,11237067994138084197,derived,4000000.0,0.0,0.0
primary,ND-PW,400,5926412735843326529,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,5926412735843326529,physical,4000000.0,0.0,0.0
primary,ND-PC,400,5926412735843326529,physical,3999999.7168779573,0.28312204263466667,7.078051065866666e-08
primary,ND-PC-NOLP,400,5926412735843326529,derived,4000000.0,0.0,0.0
primary,ND-PW,400,5192363207272324882,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,5192363207272324882,physical,4000000.0,0.0,0.0
primary,ND-PC,400,5192363207272324882,physical,3999999.7168779573,0.28312204263336754,7.078051065834189e-08
primary,ND-PC-NOLP,400,5192363207272324882,derived,4000000.0,0.0,0.0
primary,ND-PW,400,14936110819278713214,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,14936110819278713214,physical,4000000.0,0.0,0.0
primary,ND-PC,400,14936110819278713214,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,14936110819278713214,derived,4000000.0,0.0,0.0
primary,ND-PW,400,15027284727339452496,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,15027284727339452496,physical,4000000.0,0.0,0.0
primary,ND-PC,400,15027284727339452496,physical,3999999.7168779573,0.28312204263206836,7.07805106580171e-08
primary,ND-PC-NOLP,400,15027284727339452496,derived,4000000.0,0.0,0.0
primary,ND-PW,400,529132900484142986,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,529132900484142986,physical,4000000.0,0.0,0.0
primary,ND-PC,400,529132900484142986,physical,3999999.7168779573,0.283122042637265,7.078051065931624e-08
primary,ND-PC-NOLP,400,529132900484142986,derived,4000000.0,0.0,0.0
primary,ND-PW,400,8583420154531566926,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,8583420154531566926,physical,4000000.0,0.0,0.0
primary,ND-PC,400,8583420154531566926,physical,3999999.7168779573,0.28312204263206836,7.07805106580171e-08
primary,ND-PC-NOLP,400,8583420154531566926,derived,4000000.0,0.0,0.0
primary,ND-PW,400,16465068975321571430,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,16465068975321571430,physical,4000000.0,0.0,0.0
primary,ND-PC,400,16465068975321571430,physical,3999999.7168779573,0.2831220426359658,7.078051065899145e-08
primary,ND-PC-NOLP,400,16465068975321571430,derived,4000000.0,0.0,0.0
primary,ND-PW,400,1580318165844385263,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,1580318165844385263,physical,4000000.0,0.0,0.0
primary,ND-PC,400,1580318165844385263,physical,3999999.7168779573,0.283122042637265,7.078051065931624e-08
primary,ND-PC-NOLP,400,1580318165844385263,derived,4000000.0,0.0,0.0
primary,ND-PW,400,860680765458012691,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,860680765458012691,physical,4000000.0,0.0,0.0
primary,ND-PC,400,860680765458012691,physical,3999999.7168779573,0.2831220426242735,7.078051065606838e-08
primary,ND-PC-NOLP,400,860680765458012691,derived,4000000.0,0.0,0.0
primary,ND-PW,400,405674777376978405,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,405674777376978405,physical,4000000.0,0.0,0.0
primary,ND-PC,400,405674777376978405,physical,3999999.7168779573,0.2831220426281709,7.078051065704273e-08
primary,ND-PC-NOLP,400,405674777376978405,derived,4000000.0,0.0,0.0
primary,ND-PW,400,5516199827559636311,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,5516199827559636311,physical,4000000.0,0.0,0.0
primary,ND-PC,400,5516199827559636311,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,5516199827559636311,derived,4000000.0,0.0,0.0
primary,ND-PW,400,676253669661655881,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,676253669661655881,physical,4000000.0,0.0,0.0
primary,ND-PC,400,676253669661655881,physical,3999999.7168779573,0.28312204263206836,7.07805106580171e-08
primary,ND-PC-NOLP,400,676253669661655881,derived,4000000.0,0.0,0.0
primary,ND-PW,400,4902971022134724746,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,4902971022134724746,physical,4000000.0,0.0,0.0
primary,ND-PC,400,4902971022134724746,physical,3999999.7168779573,0.28312204263466667,7.078051065866666e-08
primary,ND-PC-NOLP,400,4902971022134724746,derived,4000000.0,0.0,0.0
primary,ND-PW,400,7985863793510020389,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,7985863793510020389,physical,4000000.0,0.0,0.0
primary,ND-PC,400,7985863793510020389,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,7985863793510020389,derived,4000000.0,0.0,0.0
primary,ND-PW,400,5259580605389323177,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,5259580605389323177,physical,4000000.0,0.0,0.0
primary,ND-PC,400,5259580605389323177,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,5259580605389323177,derived,4000000.0,0.0,0.0
primary,ND-PW,400,14894895525097951974,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,14894895525097951974,physical,4000000.0,0.0,0.0
primary,ND-PC,400,14894895525097951974,physical,3999999.7168779573,0.28312204263466667,7.078051065866666e-08
primary,ND-PC-NOLP,400,14894895525097951974,derived,4000000.0,0.0,0.0
primary,ND-PW,400,14255052758501613198,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,14255052758501613198,physical,4000000.0,0.0,0.0
primary,ND-PC,400,14255052758501613198,physical,3999999.7168779573,0.2831220426242735,7.078051065606838e-08
primary,ND-PC-NOLP,400,14255052758501613198,derived,4000000.0,0.0,0.0
primary,ND-PW,400,14970427933435388700,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,14970427933435388700,physical,4000000.0,0.0,0.0
primary,ND-PC,400,14970427933435388700,physical,3999999.7168779573,0.2831220426281709,7.078051065704273e-08
primary,ND-PC-NOLP,400,14970427933435388700,derived,4000000.0,0.0,0.0
primary,ND-PW,400,6530983822519173908,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,6530983822519173908,physical,4000000.0,0.0,0.0
primary,ND-PC,400,6530983822519173908,physical,3999999.7168779573,0.2831220426268718,7.078051065671794e-08
primary,ND-PC-NOLP,400,6530983822519173908,derived,4000000.0,0.0,0.0
primary,ND-PW,400,16478255227937338382,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,16478255227937338382,physical,4000000.0,0.0,0.0
primary,ND-PC,400,16478255227937338382,physical,3999999.7168779573,0.28312204263336754,7.078051065834189e-08
primary,ND-PC-NOLP,400,16478255227937338382,derived,4000000.0,0.0,0.0
primary,ND-PW,400,447822293856133746,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,447822293856133746,physical,4000000.0,0.0,0.0
primary,ND-PC,400,447822293856133746,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,447822293856133746,derived,4000000.0,0.0,0.0
primary,ND-PW,400,9364596802063509215,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,9364596802063509215,physical,4000000.0,0.0,0.0
primary,ND-PC,400,9364596802063509215,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,9364596802063509215,derived,4000000.0,0.0,0.0
primary,ND-PW,400,6483795830361016413,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,6483795830361016413,physical,4000000.0,0.0,0.0
primary,ND-PC,400,6483795830361016413,physical,3999999.7168779573,0.28312204263466667,7.078051065866666e-08
primary,ND-PC-NOLP,400,6483795830361016413,derived,4000000.0,0.0,0.0
primary,ND-PW,400,13726057523507487050,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,13726057523507487050,physical,4000000.0,0.0,0.0
primary,ND-PC,400,13726057523507487050,physical,3999999.7168779573,0.2831220426281709,7.078051065704273e-08
primary,ND-PC-NOLP,400,13726057523507487050,derived,4000000.0,0.0,0.0
primary,ND-PW,400,592649121540029029,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,592649121540029029,physical,4000000.0,0.0,0.0
primary,ND-PC,400,592649121540029029,physical,3999999.7168779573,0.28312204263206836,7.07805106580171e-08
primary,ND-PC-NOLP,400,592649121540029029,derived,4000000.0,0.0,0.0
primary,ND-PW,400,13234303622947097637,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,13234303622947097637,physical,4000000.0,0.0,0.0
primary,ND-PC,400,13234303622947097637,physical,3999999.7168779573,0.2831220426268718,7.078051065671794e-08
primary,ND-PC-NOLP,400,13234303622947097637,derived,4000000.0,0.0,0.0
primary,ND-PW,400,17788360996555233988,physical,4000000.0,0.0,0.0
primary,ND-PW-OFFSET,400,17788360996555233988,physical,4000000.0,0.0,0.0
primary,ND-PC,400,17788360996555233988,physical,3999999.7168779573,0.28312204263076923,7.078051065769231e-08
primary,ND-PC-NOLP,400,17788360996555233988,derived,4000000.0,0.0,0.0
primary,ND-PW,500,467376819415377580,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,467376819415377580,physical,5000000.0,0.0,0.0
primary,ND-PC,500,467376819415377580,physical,4999999.762512755,0.23748724523717948,4.7497449047435896e-08
primary,ND-PC-NOLP,500,467376819415377580,derived,5000000.0,0.0,0.0
primary,ND-PW,500,2704408835578762228,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,2704408835578762228,physical,5000000.0,0.0,0.0
primary,ND-PC,500,2704408835578762228,physical,4999999.762512755,0.2374872452380513,4.749744904761026e-08
primary,ND-PC-NOLP,500,2704408835578762228,derived,5000000.0,0.0,0.0
primary,ND-PW,500,11237067994138084197,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,11237067994138084197,physical,5000000.0,0.0,0.0
primary,ND-PC,500,11237067994138084197,physical,4999999.762512755,0.2374872452389231,4.7497449047784615e-08
primary,ND-PC-NOLP,500,11237067994138084197,derived,5000000.0,0.0,0.0
primary,ND-PW,500,5926412735843326529,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,5926412735843326529,physical,5000000.0,0.0,0.0
primary,ND-PC,500,5926412735843326529,physical,4999999.762512755,0.23748724524153847,4.749744904830769e-08
primary,ND-PC-NOLP,500,5926412735843326529,derived,5000000.0,0.0,0.0
primary,ND-PW,500,5192363207272324882,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,5192363207272324882,physical,5000000.0,0.0,0.0
primary,ND-PC,500,5192363207272324882,physical,4999999.762512755,0.23748724523979486,4.749744904795897e-08
primary,ND-PC-NOLP,500,5192363207272324882,derived,5000000.0,0.0,0.0
primary,ND-PW,500,14936110819278713214,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,14936110819278713214,physical,5000000.0,0.0,0.0
primary,ND-PC,500,14936110819278713214,physical,4999999.762512755,0.2374872452389231,4.7497449047784615e-08
primary,ND-PC-NOLP,500,14936110819278713214,derived,5000000.0,0.0,0.0
primary,ND-PW,500,15027284727339452496,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,15027284727339452496,physical,5000000.0,0.0,0.0
primary,ND-PC,500,15027284727339452496,physical,4999999.762512755,0.23748724524153847,4.749744904830769e-08
primary,ND-PC-NOLP,500,15027284727339452496,derived,5000000.0,0.0,0.0
primary,ND-PW,500,529132900484142986,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,529132900484142986,physical,5000000.0,0.0,0.0
primary,ND-PC,500,529132900484142986,physical,4999999.762512755,0.23748724524153847,4.749744904830769e-08
primary,ND-PC-NOLP,500,529132900484142986,derived,5000000.0,0.0,0.0
primary,ND-PW,500,8583420154531566926,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,8583420154531566926,physical,5000000.0,0.0,0.0
primary,ND-PC,500,8583420154531566926,physical,4999999.762512755,0.23748724523979486,4.749744904795897e-08
primary,ND-PC-NOLP,500,8583420154531566926,derived,5000000.0,0.0,0.0
primary,ND-PW,500,16465068975321571430,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,16465068975321571430,physical,5000000.0,0.0,0.0
primary,ND-PC,500,16465068975321571430,physical,4999999.762512755,0.23748724524328205,4.749744904865641e-08
primary,ND-PC-NOLP,500,16465068975321571430,derived,5000000.0,0.0,0.0
primary,ND-PW,500,1580318165844385263,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,1580318165844385263,physical,5000000.0,0.0,0.0
primary,ND-PC,500,1580318165844385263,physical,4999999.762512755,0.23748724524153847,4.749744904830769e-08
primary,ND-PC-NOLP,500,1580318165844385263,derived,5000000.0,0.0,0.0
primary,ND-PW,500,860680765458012691,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,860680765458012691,physical,5000000.0,0.0,0.0
primary,ND-PC,500,860680765458012691,physical,4999999.762512755,0.23748724523630768,4.749744904726154e-08
primary,ND-PC-NOLP,500,860680765458012691,derived,5000000.0,0.0,0.0
primary,ND-PW,500,405674777376978405,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,405674777376978405,physical,5000000.0,0.0,0.0
primary,ND-PC,500,405674777376978405,physical,4999999.762512755,0.23748724523979486,4.749744904795897e-08
primary,ND-PC-NOLP,500,405674777376978405,derived,5000000.0,0.0,0.0
primary,ND-PW,500,5516199827559636311,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,5516199827559636311,physical,5000000.0,0.0,0.0
primary,ND-PC,500,5516199827559636311,physical,4999999.762512755,0.2374872452389231,4.7497449047784615e-08
primary,ND-PC-NOLP,500,5516199827559636311,derived,5000000.0,0.0,0.0
primary,ND-PW,500,676253669661655881,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,676253669661655881,physical,5000000.0,0.0,0.0
primary,ND-PC,500,676253669661655881,physical,4999999.762512755,0.23748724524066667,4.7497449048133335e-08
primary,ND-PC-NOLP,500,676253669661655881,derived,5000000.0,0.0,0.0
primary,ND-PW,500,4902971022134724746,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,4902971022134724746,physical,5000000.0,0.0,0.0
primary,ND-PC,500,4902971022134724746,physical,4999999.762512755,0.23748724524066667,4.7497449048133335e-08
primary,ND-PC-NOLP,500,4902971022134724746,derived,5000000.0,0.0,0.0
primary,ND-PW,500,7985863793510020389,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,7985863793510020389,physical,5000000.0,0.0,0.0
primary,ND-PC,500,7985863793510020389,physical,4999999.762512755,0.23748724524066667,4.7497449048133335e-08
primary,ND-PC-NOLP,500,7985863793510020389,derived,5000000.0,0.0,0.0
primary,ND-PW,500,5259580605389323177,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,5259580605389323177,physical,5000000.0,0.0,0.0
primary,ND-PC,500,5259580605389323177,physical,4999999.762512755,0.2374872452389231,4.7497449047784615e-08
primary,ND-PC-NOLP,500,5259580605389323177,derived,5000000.0,0.0,0.0
primary,ND-PW,500,14894895525097951974,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,14894895525097951974,physical,5000000.0,0.0,0.0
primary,ND-PC,500,14894895525097951974,physical,4999999.762512755,0.2374872452389231,4.7497449047784615e-08
primary,ND-PC-NOLP,500,14894895525097951974,derived,5000000.0,0.0,0.0
primary,ND-PW,500,14255052758501613198,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,14255052758501613198,physical,5000000.0,0.0,0.0
primary,ND-PC,500,14255052758501613198,physical,4999999.762512755,0.2374872452345641,4.749744904691282e-08
primary,ND-PC-NOLP,500,14255052758501613198,derived,5000000.0,0.0,0.0
primary,ND-PW,500,14970427933435388700,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,14970427933435388700,physical,5000000.0,0.0,0.0
primary,ND-PC,500,14970427933435388700,physical,4999999.762512755,0.2374872452354359,4.749744904708718e-08
primary,ND-PC-NOLP,500,14970427933435388700,derived,5000000.0,0.0,0.0
primary,ND-PW,500,6530983822519173908,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,6530983822519173908,physical,5000000.0,0.0,0.0
primary,ND-PC,500,6530983822519173908,physical,4999999.762512755,0.2374872452354359,4.749744904708718e-08
primary,ND-PC-NOLP,500,6530983822519173908,derived,5000000.0,0.0,0.0
primary,ND-PW,500,16478255227937338382,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,16478255227937338382,physical,5000000.0,0.0,0.0
primary,ND-PC,500,16478255227937338382,physical,4999999.762512755,0.2374872452380513,4.749744904761026e-08
primary,ND-PC-NOLP,500,16478255227937338382,derived,5000000.0,0.0,0.0
primary,ND-PW,500,447822293856133746,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,447822293856133746,physical,5000000.0,0.0,0.0
primary,ND-PC,500,447822293856133746,physical,4999999.762512755,0.2374872452380513,4.749744904761026e-08
primary,ND-PC-NOLP,500,447822293856133746,derived,5000000.0,0.0,0.0
primary,ND-PW,500,9364596802063509215,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,9364596802063509215,physical,5000000.0,0.0,0.0
primary,ND-PC,500,9364596802063509215,physical,4999999.762512755,0.2374872452380513,4.749744904761026e-08
primary,ND-PC-NOLP,500,9364596802063509215,derived,5000000.0,0.0,0.0
primary,ND-PW,500,6483795830361016413,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,6483795830361016413,physical,5000000.0,0.0,0.0
primary,ND-PC,500,6483795830361016413,physical,4999999.762512755,0.23748724523979486,4.749744904795897e-08
primary,ND-PC-NOLP,500,6483795830361016413,derived,5000000.0,0.0,0.0
primary,ND-PW,500,13726057523507487050,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,13726057523507487050,physical,5000000.0,0.0,0.0
primary,ND-PC,500,13726057523507487050,physical,4999999.762512755,0.23748724523630768,4.749744904726154e-08
primary,ND-PC-NOLP,500,13726057523507487050,derived,5000000.0,0.0,0.0
primary,ND-PW,500,592649121540029029,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,592649121540029029,physical,5000000.0,0.0,0.0
primary,ND-PC,500,592649121540029029,physical,4999999.762512755,0.2374872452380513,4.749744904761026e-08
primary,ND-PC-NOLP,500,592649121540029029,derived,5000000.0,0.0,0.0
primary,ND-PW,500,13234303622947097637,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,13234303622947097637,physical,5000000.0,0.0,0.0
primary,ND-PC,500,13234303622947097637,physical,4999999.762512755,0.2374872452354359,4.749744904708718e-08
primary,ND-PC-NOLP,500,13234303622947097637,derived,5000000.0,0.0,0.0
primary,ND-PW,500,17788360996555233988,physical,5000000.0,0.0,0.0
primary,ND-PW-OFFSET,500,17788360996555233988,physical,5000000.0,0.0,0.0
primary,ND-PC,500,17788360996555233988,physical,4999999.762512755,0.23748724523979486,4.749744904795897e-08
primary,ND-PC-NOLP,500,17788360996555233988,derived,5000000.0,0.0,0.0
