tag,arm,N,seed,run_kind,alpha_case,alpha,energy_J,energy_kWh,saving_vs_ND_PW,energy_per_block_J
primary,ND-PC,200,860680765458012691,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,242068960.24184507
primary,ND-PC,200,860680765458012691,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,242068961.1210778
primary,ND-PC,200,860680765458012691,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,242068962.58646563
primary,ND-PC-NOLP,200,860680765458012691,derived,LP0,0.0,7020000000.0,1950.0,0.0,242068965.5172414
primary,ND-PC-NOLP,200,860680765458012691,derived,LP10,0.1,7020000000.0,1950.0,0.0,242068965.5172414
primary,ND-PC-NOLP,200,860680765458012691,derived,LP25,0.25,7020000000.0,1950.0,0.0,242068965.5172414
primary,ND-PC-NOLP,200,860680765458012691,derived,LP50,0.5,7020000000.0,1950.0,0.0,242068965.5172414
primary,ND-PW,200,405674777376978405,physical,LP0,0.0,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW,200,405674777376978405,physical,LP10,0.1,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW,200,405674777376978405,physical,LP25,0.25,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW,200,405674777376978405,physical,LP50,0.5,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW-OFFSET,200,405674777376978405,physical,LP0,0.0,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW-OFFSET,200,405674777376978405,physical,LP10,0.1,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW-OFFSET,200,405674777376978405,physical,LP25,0.25,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW-OFFSET,200,405674777376978405,physical,LP50,0.5,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PC,200,405674777376978405,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,334285706.19119084
primary,ND-PC,200,405674777376978405,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,334285707.0006432
primary,ND-PC,200,405674777376978405,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,334285708.2148217
primary,ND-PC,200,405674777376978405,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,334285710.23845255
primary,ND-PC-NOLP,200,405674777376978405,derived,LP0,0.0,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PC-NOLP,200,405674777376978405,derived,LP10,0.1,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PC-NOLP,200,405674777376978405,derived,LP25,0.25,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PC-NOLP,200,405674777376978405,derived,LP50,0.5,7020000000.0,1950.0,0.0,334285714.28571427
primary,ND-PW,200,5516199827559636311,physical,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,5516199827559636311,physical,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,5516199827559636311,physical,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,5516199827559636311,physical,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,5516199827559636311,physical,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,5516199827559636311,physical,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,5516199827559636311,physical,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,5516199827559636311,physical,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC,200,5516199827559636311,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,467999988.6676672
primary,ND-PC,200,5516199827559636311,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,467999989.80090046
primary,ND-PC,200,5516199827559636311,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,467999991.5007504
primary,ND-PC,200,5516199827559636311,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,467999994.3338336
primary,ND-PC-NOLP,200,5516199827559636311,derived,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,5516199827559636311,derived,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,5516199827559636311,derived,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,5516199827559636311,derived,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,676253669661655881,physical,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,676253669661655881,physical,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,676253669661655881,physical,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,676253669661655881,physical,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,676253669661655881,physical,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,676253669661655881,physical,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,676253669661655881,physical,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,676253669661655881,physical,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC,200,676253669661655881,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,389999990.55638933
primary,ND-PC,200,676253669661655881,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,389999991.50075036
primary,ND-PC,200,676253669661655881,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,389999992.917292
primary,ND-PC,200,676253669661655881,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,389999995.27819467
primary,ND-PC-NOLP,200,676253669661655881,derived,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,676253669661655881,derived,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,676253669661655881,derived,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,676253669661655881,derived,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,4902971022134724746,physical,LP0,0.0,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW,200,4902971022134724746,physical,LP10,0.1,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW,200,4902971022134724746,physical,LP25,0.25,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW,200,4902971022134724746,physical,LP50,0.5,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW-OFFSET,200,4902971022134724746,physical,LP0,0.0,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW-OFFSET,200,4902971022134724746,physical,LP10,0.1,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW-OFFSET,200,4902971022134724746,physical,LP25,0.25,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW-OFFSET,200,4902971022134724746,physical,LP50,0.5,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PC,200,4902971022134724746,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,584999985.834584
primary,ND-PC,200,4902971022134724746,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,584999987.2511256
primary,ND-PC,200,4902971022134724746,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,584999989.375938
primary,ND-PC,200,4902971022134724746,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,584999992.917292
primary,ND-PC-NOLP,200,4902971022134724746,derived,LP0,0.0,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PC-NOLP,200,4902971022134724746,derived,LP10,0.1,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PC-NOLP,200,4902971022134724746,derived,LP25,0.25,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PC-NOLP,200,4902971022134724746,derived,LP50,0.5,7020000000.0,1950.0,0.0,585000000.0
primary,ND-PW,200,7985863793510020389,physical,LP0,0.0,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,7985863793510020389,physical,LP10,0.1,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,7985863793510020389,physical,LP25,0.25,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,7985863793510020389,physical,LP50,0.5,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,7985863793510020389,physical,LP0,0.0,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,7985863793510020389,physical,LP10,0.1,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,7985863793510020389,physical,LP25,0.25,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,7985863793510020389,physical,LP50,0.5,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC,200,7985863793510020389,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,438749989.375938
primary,ND-PC,200,7985863793510020389,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,438749990.4383442
primary,ND-PC,200,7985863793510020389,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,438749992.0319535
primary,ND-PC,200,7985863793510020389,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,438749994.68796897
primary,ND-PC-NOLP,200,7985863793510020389,derived,LP0,0.0,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC-NOLP,200,7985863793510020389,derived,LP10,0.1,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC-NOLP,200,7985863793510020389,derived,LP25,0.25,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC-NOLP,200,7985863793510020389,derived,LP50,0.5,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,5259580605389323177,physical,LP0,0.0,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,5259580605389323177,physical,LP10,0.1,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,5259580605389323177,physical,LP25,0.25,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,5259580605389323177,physical,LP50,0.5,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,5259580605389323177,physical,LP0,0.0,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,5259580605389323177,physical,LP10,0.1,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,5259580605389323177,physical,LP25,0.25,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW-OFFSET,200,5259580605389323177,physical,LP50,0.5,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC,200,5259580605389323177,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,438749989.375938
primary,ND-PC,200,5259580605389323177,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,438749990.4383442
primary,ND-PC,200,5259580605389323177,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,438749992.0319535
primary,ND-PC,200,5259580605389323177,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,438749994.68796897
primary,ND-PC-NOLP,200,5259580605389323177,derived,LP0,0.0,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC-NOLP,200,5259580605389323177,derived,LP10,0.1,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC-NOLP,200,5259580605389323177,derived,LP25,0.25,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PC-NOLP,200,5259580605389323177,derived,LP50,0.5,7020000000.0,1950.0,0.0,438750000.0
primary,ND-PW,200,14894895525097951974,physical,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,14894895525097951974,physical,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,14894895525097951974,physical,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,14894895525097951974,physical,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,14894895525097951974,physical,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,14894895525097951974,physical,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,14894895525097951974,physical,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,14894895525097951974,physical,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC,200,14894895525097951974,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,467999988.6676672
primary,ND-PC,200,14894895525097951974,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,467999989.80090046
primary,ND-PC,200,14894895525097951974,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,467999991.5007504
primary,ND-PC,200,14894895525097951974,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,467999994.3338336
primary,ND-PC-NOLP,200,14894895525097951974,derived,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,14894895525097951974,derived,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,14894895525097951974,derived,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,14894895525097951974,derived,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,14255052758501613198,physical,LP0,0.0,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW,200,14255052758501613198,physical,LP10,0.1,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW,200,14255052758501613198,physical,LP25,0.25,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW,200,14255052758501613198,physical,LP50,0.5,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW-OFFSET,200,14255052758501613198,physical,LP0,0.0,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW-OFFSET,200,14255052758501613198,physical,LP10,0.1,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW-OFFSET,200,14255052758501613198,physical,LP25,0.25,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW-OFFSET,200,14255052758501613198,physical,LP50,0.5,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PC,200,14255052758501613198,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,259999993.70425954
primary,ND-PC,200,14255052758501613198,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,259999994.33383358
primary,ND-PC,200,14255052758501613198,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,259999995.27819467
primary,ND-PC,200,14255052758501613198,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,259999996.85212976
primary,ND-PC-NOLP,200,14255052758501613198,derived,LP0,0.0,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PC-NOLP,200,14255052758501613198,derived,LP10,0.1,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PC-NOLP,200,14255052758501613198,derived,LP25,0.25,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PC-NOLP,200,14255052758501613198,derived,LP50,0.5,7020000000.0,1950.0,0.0,260000000.0
primary,ND-PW,200,14970427933435388700,physical,LP0,0.0,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,14970427933435388700,physical,LP10,0.1,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,14970427933435388700,physical,LP25,0.25,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,14970427933435388700,physical,LP50,0.5,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,14970427933435388700,physical,LP0,0.0,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,14970427933435388700,physical,LP10,0.1,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,14970427933435388700,physical,LP25,0.25,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,14970427933435388700,physical,LP50,0.5,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC,200,14970427933435388700,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,280799993.2006003
primary,ND-PC,200,14970427933435388700,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,280799993.88054025
primary,ND-PC,200,14970427933435388700,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,280799994.9004502
primary,ND-PC,200,14970427933435388700,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,280799996.60030013
primary,ND-PC-NOLP,200,14970427933435388700,derived,LP0,0.0,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC-NOLP,200,14970427933435388700,derived,LP10,0.1,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC-NOLP,200,14970427933435388700,derived,LP25,0.25,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC-NOLP,200,14970427933435388700,derived,LP50,0.5,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,6530983822519173908,physical,LP0,0.0,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,6530983822519173908,physical,LP10,0.1,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,6530983822519173908,physical,LP25,0.25,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,6530983822519173908,physical,LP50,0.5,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,6530983822519173908,physical,LP0,0.0,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,6530983822519173908,physical,LP10,0.1,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,6530983822519173908,physical,LP25,0.25,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW-OFFSET,200,6530983822519173908,physical,LP50,0.5,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC,200,6530983822519173908,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,280799993.2006003
primary,ND-PC,200,6530983822519173908,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,280799993.88054025
primary,ND-PC,200,6530983822519173908,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,280799994.9004502
primary,ND-PC,200,6530983822519173908,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,280799996.60030013
primary,ND-PC-NOLP,200,6530983822519173908,derived,LP0,0.0,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC-NOLP,200,6530983822519173908,derived,LP10,0.1,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC-NOLP,200,6530983822519173908,derived,LP25,0.25,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PC-NOLP,200,6530983822519173908,derived,LP50,0.5,7020000000.0,1950.0,0.0,280800000.0
primary,ND-PW,200,16478255227937338382,physical,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,16478255227937338382,physical,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,16478255227937338382,physical,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,16478255227937338382,physical,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,16478255227937338382,physical,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,16478255227937338382,physical,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,16478255227937338382,physical,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,16478255227937338382,physical,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC,200,16478255227937338382,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,389999990.55638933
primary,ND-PC,200,16478255227937338382,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,389999991.50075036
primary,ND-PC,200,16478255227937338382,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,389999992.917292
primary,ND-PC,200,16478255227937338382,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,389999995.27819467
primary,ND-PC-NOLP,200,16478255227937338382,derived,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,16478255227937338382,derived,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,16478255227937338382,derived,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,16478255227937338382,derived,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,447822293856133746,physical,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,447822293856133746,physical,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,447822293856133746,physical,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,447822293856133746,physical,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,447822293856133746,physical,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,447822293856133746,physical,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,447822293856133746,physical,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW-OFFSET,200,447822293856133746,physical,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC,200,447822293856133746,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,467999988.6676672
primary,ND-PC,200,447822293856133746,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,467999989.80090046
primary,ND-PC,200,447822293856133746,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,467999991.5007504
primary,ND-PC,200,447822293856133746,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,467999994.3338336
primary,ND-PC-NOLP,200,447822293856133746,derived,LP0,0.0,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,447822293856133746,derived,LP10,0.1,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,447822293856133746,derived,LP25,0.25,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PC-NOLP,200,447822293856133746,derived,LP50,0.5,7020000000.0,1950.0,0.0,468000000.0
primary,ND-PW,200,9364596802063509215,physical,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,9364596802063509215,physical,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,9364596802063509215,physical,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,9364596802063509215,physical,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,9364596802063509215,physical,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,9364596802063509215,physical,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,9364596802063509215,physical,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW-OFFSET,200,9364596802063509215,physical,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC,200,9364596802063509215,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,389999990.55638933
primary,ND-PC,200,9364596802063509215,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,389999991.50075036
primary,ND-PC,200,9364596802063509215,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,389999992.917292
primary,ND-PC,200,9364596802063509215,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,389999995.27819467
primary,ND-PC-NOLP,200,9364596802063509215,derived,LP0,0.0,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,9364596802063509215,derived,LP10,0.1,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,9364596802063509215,derived,LP25,0.25,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PC-NOLP,200,9364596802063509215,derived,LP50,0.5,7020000000.0,1950.0,0.0,390000000.0
primary,ND-PW,200,6483795830361016413,physical,LP0,0.0,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW,200,6483795830361016413,physical,LP10,0.1,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW,200,6483795830361016413,physical,LP25,0.25,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW,200,6483795830361016413,physical,LP50,0.5,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW-OFFSET,200,6483795830361016413,physical,LP0,0.0,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW-OFFSET,200,6483795830361016413,physical,LP10,0.1,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW-OFFSET,200,6483795830361016413,physical,LP25,0.25,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW-OFFSET,200,6483795830361016413,physical,LP50,0.5,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PC,200,6483795830361016413,physical,LP0,0.0,7019999830.015008,1949.9999527819466,2.4214386273868627e-08,501428559.28678626
primary,ND-PC,200,6483795830361016413,physical,LP10,0.1,7019999847.013507,1949.9999575037518,2.1792947779708527e-08,501428560.50096476
primary,ND-PC,200,6483795830361016413,physical,LP25,0.25,7019999872.511256,1949.99996458646,1.816078976091262e-08,501428562.3222326
primary,ND-PC,200,6483795830361016413,physical,LP50,0.5,7019999915.0075035,1949.9999763909732,1.2107193247956616e-08,501428565.35767883
primary,ND-PC-NOLP,200,6483795830361016413,derived,LP0,0.0,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PC-NOLP,200,6483795830361016413,derived,LP10,0.1,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PC-NOLP,200,6483795830361016413,derived,LP25,0.25,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PC-NOLP,200,6483795830361016413,derived,LP50,0.5,7020000000.0,1950.0,0.0,501428571.4285714
primary,ND-PW,200,13726057523507487050,physical,LP0,0.0,7020000000.0,1950.0,0.0,319090909.09090906
primary,ND-PW,200,13726057523507487050,physical,LP10,0.1,7020000000.0,1950.0,0.0,319090909.09090906
primary,ND-PW,200,13726057523507487050,physical,LP25,0.25,7020000000.0,1950.0,0.0,319090909.09090906
primary,ND-PW,200,13726057523507487050,physical,LP50,0.5,7020000000.0,1950.0,0.0,319090909.09090906
primary,ND-PW-OFFSET,200,13726057523507487050,physical,LP0,0.0,7020000000.0,1950.0,0.0,319090909.09090906
primary,ND-PW-OFFSET,200,13726057523507487050,physical,LP10,0.1,7020000000.0,1950.0,0.0,319090909.09090906
primary,ND-PW-OFFSET,200,13726057523507487050,physical,LP25,0.25,7020000000.0,1950.0,0.0,319090909.09090906
