tag,arm,N,seed,run_kind,W_total,hashes_per_block,W_unique_exact_secondary,exact_duplicates_secondary
primary,ND-PC,300,5192363207272324882,physical,701999983001500780792,4.12941166471471e+19,701999983001500780792,0
primary,ND-PC-NOLP,300,5192363207272324882,derived,701999983001500780792,4.12941166471471e+19,701999983001500780792,0
primary,ND-PW,300,14936110819278713214,physical,702000000000000000000,4.129411764705882e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,14936110819278713214,physical,702000000000000000000,4.129411764705882e+19,702000000000000000000,0
primary,ND-PC,300,14936110819278713214,physical,701999983001500780896,4.12941166471471e+19,701999983001500780896,0
primary,ND-PC-NOLP,300,14936110819278713214,derived,701999983001500780896,4.12941166471471e+19,701999983001500780896,0
primary,ND-PW,300,15027284727339452496,physical,702000000000000000000,5.014285714285715e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,15027284727339452496,physical,702000000000000000000,5.014285714285715e+19,702000000000000000000,0
primary,ND-PC,300,15027284727339452496,physical,701999983001500780584,5.014285592867863e+19,701999983001500780584,0
primary,ND-PC-NOLP,300,15027284727339452496,derived,701999983001500780584,5.014285592867863e+19,701999983001500780584,0
primary,ND-PW,300,529132900484142986,physical,702000000000000000000,5.4e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,529132900484142986,physical,702000000000000000000,5.4e+19,702000000000000000000,0
primary,ND-PC,300,529132900484142986,physical,701999983001500780480,5.399999869242314e+19,701999983001500780480,0
primary,ND-PC-NOLP,300,529132900484142986,derived,701999983001500780480,5.399999869242314e+19,701999983001500780480,0
primary,ND-PW,300,8583420154531566926,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,8583420154531566926,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PC,300,8583420154531566926,physical,701999983001500780688,4.679999886676672e+19,701999983001500780688,0
primary,ND-PC-NOLP,300,8583420154531566926,derived,701999983001500780688,4.679999886676672e+19,701999983001500780688,0
primary,ND-PW,300,16465068975321571430,physical,702000000000000000000,6.381818181818182e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,16465068975321571430,physical,702000000000000000000,6.381818181818182e+19,702000000000000000000,0
primary,ND-PC,300,16465068975321571430,physical,701999983001500780272,6.381818027286371e+19,701999983001500780272,0
primary,ND-PC-NOLP,300,16465068975321571430,derived,701999983001500780272,6.381818027286371e+19,701999983001500780272,0
primary,ND-PW,300,1580318165844385263,physical,702000000000000000000,5.85e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,1580318165844385263,physical,702000000000000000000,5.85e+19,702000000000000000000,0
primary,ND-PC,300,1580318165844385263,physical,701999983001500780480,5.84999985834584e+19,701999983001500780480,0
primary,ND-PC-NOLP,300,1580318165844385263,derived,701999983001500780480,5.84999985834584e+19,701999983001500780480,0
primary,ND-PW,300,860680765458012691,physical,702000000000000000000,2.420689655172414e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,860680765458012691,physical,702000000000000000000,2.420689655172414e+19,702000000000000000000,0
primary,ND-PC,300,860680765458012691,physical,701999983001500781208,2.420689596556899e+19,701999983001500781208,0
primary,ND-PC-NOLP,300,860680765458012691,derived,701999983001500781208,2.420689596556899e+19,701999983001500781208,0
primary,ND-PW,300,405674777376978405,physical,702000000000000000000,3.3428571428571427e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,405674777376978405,physical,702000000000000000000,3.3428571428571427e+19,702000000000000000000,0
primary,ND-PC,300,405674777376978405,physical,701999983001500781104,3.3428570619119084e+19,701999983001500781104,0
primary,ND-PC-NOLP,300,405674777376978405,derived,701999983001500781104,3.3428570619119084e+19,701999983001500781104,0
primary,ND-PW,300,5516199827559636311,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,5516199827559636311,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PC,300,5516199827559636311,physical,701999983001500780688,4.679999886676672e+19,701999983001500780688,0
primary,ND-PC-NOLP,300,5516199827559636311,derived,701999983001500780688,4.679999886676672e+19,701999983001500780688,0
primary,ND-PW,300,676253669661655881,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,676253669661655881,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PC,300,676253669661655881,physical,701999983001500780896,3.899999905563893e+19,701999983001500780896,0
primary,ND-PC-NOLP,300,676253669661655881,derived,701999983001500780896,3.899999905563893e+19,701999983001500780896,0
primary,ND-PW,300,4902971022134724746,physical,702000000000000000000,5.85e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,4902971022134724746,physical,702000000000000000000,5.85e+19,702000000000000000000,0
primary,ND-PC,300,4902971022134724746,physical,701999983001500780584,5.84999985834584e+19,701999983001500780584,0
primary,ND-PC-NOLP,300,4902971022134724746,derived,701999983001500780584,5.84999985834584e+19,701999983001500780584,0
primary,ND-PW,300,7985863793510020389,physical,702000000000000000000,4.3875e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,7985863793510020389,physical,702000000000000000000,4.3875e+19,702000000000000000000,0
primary,ND-PC,300,7985863793510020389,physical,701999983001500780584,4.38749989375938e+19,701999983001500780584,0
primary,ND-PC-NOLP,300,7985863793510020389,derived,701999983001500780584,4.38749989375938e+19,701999983001500780584,0
primary,ND-PW,300,5259580605389323177,physical,702000000000000000000,4.3875e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,5259580605389323177,physical,702000000000000000000,4.3875e+19,702000000000000000000,0
primary,ND-PC,300,5259580605389323177,physical,701999983001500780688,4.38749989375938e+19,701999983001500780688,0
primary,ND-PC-NOLP,300,5259580605389323177,derived,701999983001500780688,4.38749989375938e+19,701999983001500780688,0
primary,ND-PW,300,14894895525097951974,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,14894895525097951974,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PC,300,14894895525097951974,physical,701999983001500780792,4.679999886676672e+19,701999983001500780792,0
primary,ND-PC-NOLP,300,14894895525097951974,derived,701999983001500780792,4.679999886676672e+19,701999983001500780792,0
primary,ND-PW,300,14255052758501613198,physical,702000000000000000000,2.6e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,14255052758501613198,physical,702000000000000000000,2.6e+19,702000000000000000000,0
primary,ND-PC,300,14255052758501613198,physical,701999983001500781000,2.5999999370425954e+19,701999983001500781000,0
primary,ND-PC-NOLP,300,14255052758501613198,derived,701999983001500781000,2.5999999370425954e+19,701999983001500781000,0
primary,ND-PW,300,14970427933435388700,physical,702000000000000000000,2.808e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,14970427933435388700,physical,702000000000000000000,2.808e+19,702000000000000000000,0
primary,ND-PC,300,14970427933435388700,physical,701999983001500781104,2.807999932006003e+19,701999983001500781104,0
primary,ND-PC-NOLP,300,14970427933435388700,derived,701999983001500781104,2.807999932006003e+19,701999983001500781104,0
primary,ND-PW,300,6530983822519173908,physical,702000000000000000000,2.808e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,6530983822519173908,physical,702000000000000000000,2.808e+19,702000000000000000000,0
primary,ND-PC,300,6530983822519173908,physical,701999983001500780896,2.807999932006003e+19,701999983001500780896,0
primary,ND-PC-NOLP,300,6530983822519173908,derived,701999983001500780896,2.807999932006003e+19,701999983001500780896,0
primary,ND-PW,300,16478255227937338382,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,16478255227937338382,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PC,300,16478255227937338382,physical,701999983001500780792,3.899999905563893e+19,701999983001500780792,0
primary,ND-PC-NOLP,300,16478255227937338382,derived,701999983001500780792,3.899999905563893e+19,701999983001500780792,0
primary,ND-PW,300,447822293856133746,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,447822293856133746,physical,702000000000000000000,4.68e+19,702000000000000000000,0
primary,ND-PC,300,447822293856133746,physical,701999983001500780480,4.679999886676672e+19,701999983001500780480,0
primary,ND-PC-NOLP,300,447822293856133746,derived,701999983001500780480,4.679999886676672e+19,701999983001500780480,0
primary,ND-PW,300,9364596802063509215,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,9364596802063509215,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PC,300,9364596802063509215,physical,701999983001500780688,3.899999905563893e+19,701999983001500780688,0
primary,ND-PC-NOLP,300,9364596802063509215,derived,701999983001500780688,3.899999905563893e+19,701999983001500780688,0
primary,ND-PW,300,6483795830361016413,physical,702000000000000000000,5.014285714285715e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,6483795830361016413,physical,702000000000000000000,5.014285714285715e+19,702000000000000000000,0
primary,ND-PC,300,6483795830361016413,physical,701999983001500780584,5.014285592867863e+19,701999983001500780584,0
primary,ND-PC-NOLP,300,6483795830361016413,derived,701999983001500780584,5.014285592867863e+19,701999983001500780584,0
primary,ND-PW,300,13726057523507487050,physical,702000000000000000000,3.190909090909091e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,13726057523507487050,physical,702000000000000000000,3.190909090909091e+19,702000000000000000000,0
primary,ND-PC,300,13726057523507487050,physical,701999983001500781104,3.1909090136431854e+19,701999983001500781104,0
primary,ND-PC-NOLP,300,13726057523507487050,derived,701999983001500781104,3.1909090136431854e+19,701999983001500781104,0
primary,ND-PW,300,592649121540029029,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,592649121540029029,physical,702000000000000000000,3.9e+19,702000000000000000000,0
primary,ND-PC,300,592649121540029029,physical,701999983001500780792,3.899999905563893e+19,701999983001500780792,0
primary,ND-PC-NOLP,300,592649121540029029,derived,701999983001500780792,3.899999905563893e+19,701999983001500780792,0
primary,ND-PW,300,13234303622947097637,physical,702000000000000000000,3.190909090909091e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,13234303622947097637,physical,702000000000000000000,3.190909090909091e+19,702000000000000000000,0
primary,ND-PC,300,13234303622947097637,physical,701999983001500780792,3.1909090136431854e+19,701999983001500780792,0
primary,ND-PC-NOLP,300,13234303622947097637,derived,701999983001500780792,3.1909090136431854e+19,701999983001500780792,0
primary,ND-PW,300,17788360996555233988,physical,702000000000000000000,4.3875e+19,702000000000000000000,0
primary,ND-PW-OFFSET,300,17788360996555233988,physical,702000000000000000000,4.3875e+19,702000000000000000000,0
primary,ND-PC,300,17788360996555233988,physical,701999983001500780480,4.38749989375938e+19,701999983001500780480,0
primary,ND-PC-NOLP,300,17788360996555233988,derived,701999983001500780480,4.38749989375938e+19,701999983001500780480,0
primary,ND-PW,400,467376819415377580,physical,936000000000000000000,4.926315789473684e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,467376819415377580,physical,936000000000000000000,4.926315789473684e+19,936000000000000000000,0
primary,ND-PC,400,467376819415377580,physical,935999933749442024704,4.926315440786537e+19,935999933749442024704,0
primary,ND-PC-NOLP,400,467376819415377580,derived,935999933749442024704,4.926315440786537e+19,935999933749442024704,0
primary,ND-PW,400,2704408835578762228,physical,936000000000000000000,4.254545454545455e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,2704408835578762228,physical,936000000000000000000,4.254545454545455e+19,936000000000000000000,0
primary,ND-PC,400,2704408835578762228,physical,935999933749442024400,4.254545153406555e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,2704408835578762228,derived,935999933749442024400,4.254545153406555e+19,935999933749442024400,0
primary,ND-PW,400,11237067994138084197,physical,936000000000000000000,4.926315789473684e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,11237067994138084197,physical,936000000000000000000,4.926315789473684e+19,936000000000000000000,0
primary,ND-PC,400,11237067994138084197,physical,935999933749442023792,4.926315440786537e+19,935999933749442023792,0
primary,ND-PC-NOLP,400,11237067994138084197,derived,935999933749442023792,4.926315440786537e+19,935999933749442023792,0
primary,ND-PW,400,5926412735843326529,physical,936000000000000000000,8.50909090909091e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,5926412735843326529,physical,936000000000000000000,8.50909090909091e+19,936000000000000000000,0
primary,ND-PC,400,5926412735843326529,physical,935999933749442023488,8.50909030681311e+19,935999933749442023488,0
primary,ND-PC-NOLP,400,5926412735843326529,derived,935999933749442023488,8.50909030681311e+19,935999933749442023488,0
primary,ND-PW,400,5192363207272324882,physical,936000000000000000000,5.5058823529411764e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,5192363207272324882,physical,936000000000000000000,5.5058823529411764e+19,936000000000000000000,0
primary,ND-PC,400,5192363207272324882,physical,935999933749442023792,5.505881963232012e+19,935999933749442023792,0
primary,ND-PC-NOLP,400,5192363207272324882,derived,935999933749442023792,5.505881963232012e+19,935999933749442023792,0
primary,ND-PW,400,14936110819278713214,physical,936000000000000000000,5.5058823529411764e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,14936110819278713214,physical,936000000000000000000,5.5058823529411764e+19,936000000000000000000,0
primary,ND-PC,400,14936110819278713214,physical,935999933749442024400,5.505881963232012e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,14936110819278713214,derived,935999933749442024400,5.505881963232012e+19,935999933749442024400,0
primary,ND-PW,400,15027284727339452496,physical,936000000000000000000,6.685714285714285e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,15027284727339452496,physical,936000000000000000000,6.685714285714285e+19,936000000000000000000,0
primary,ND-PC,400,15027284727339452496,physical,935999933749442024096,6.6857138124960145e+19,935999933749442024096,0
primary,ND-PC-NOLP,400,15027284727339452496,derived,935999933749442024096,6.6857138124960145e+19,935999933749442024096,0
primary,ND-PW,400,529132900484142986,physical,936000000000000000000,7.2e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,529132900484142986,physical,936000000000000000000,7.2e+19,936000000000000000000,0
primary,ND-PC,400,529132900484142986,physical,935999933749442022880,7.199999490380323e+19,935999933749442022880,0
primary,ND-PC-NOLP,400,529132900484142986,derived,935999933749442022880,7.199999490380323e+19,935999933749442022880,0
primary,ND-PW,400,8583420154531566926,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,8583420154531566926,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PC,400,8583420154531566926,physical,935999933749442024096,6.2399995583296135e+19,935999933749442024096,0
primary,ND-PC-NOLP,400,8583420154531566926,derived,935999933749442024096,6.2399995583296135e+19,935999933749442024096,0
primary,ND-PW,400,16465068975321571430,physical,936000000000000000000,8.50909090909091e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,16465068975321571430,physical,936000000000000000000,8.50909090909091e+19,936000000000000000000,0
primary,ND-PC,400,16465068975321571430,physical,935999933749442023184,8.50909030681311e+19,935999933749442023184,0
primary,ND-PC-NOLP,400,16465068975321571430,derived,935999933749442023184,8.50909030681311e+19,935999933749442023184,0
primary,ND-PW,400,1580318165844385263,physical,936000000000000000000,7.8e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,1580318165844385263,physical,936000000000000000000,7.8e+19,936000000000000000000,0
primary,ND-PC,400,1580318165844385263,physical,935999933749442022880,7.799999447912017e+19,935999933749442022880,0
primary,ND-PC-NOLP,400,1580318165844385263,derived,935999933749442022880,7.799999447912017e+19,935999933749442022880,0
primary,ND-PW,400,860680765458012691,physical,936000000000000000000,3.2275862068965515e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,860680765458012691,physical,936000000000000000000,3.2275862068965515e+19,936000000000000000000,0
primary,ND-PC,400,860680765458012691,physical,935999933749442025920,3.227585978446352e+19,935999933749442025920,0
primary,ND-PC-NOLP,400,860680765458012691,derived,935999933749442025920,3.227585978446352e+19,935999933749442025920,0
primary,ND-PW,400,405674777376978405,physical,936000000000000000000,4.457142857142857e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,405674777376978405,physical,936000000000000000000,4.457142857142857e+19,936000000000000000000,0
primary,ND-PC,400,405674777376978405,physical,935999933749442025008,4.4571425416640094e+19,935999933749442025008,0
primary,ND-PC-NOLP,400,405674777376978405,derived,935999933749442025008,4.4571425416640094e+19,935999933749442025008,0
primary,ND-PW,400,5516199827559636311,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,5516199827559636311,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PC,400,5516199827559636311,physical,935999933749442024400,6.2399995583296135e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,5516199827559636311,derived,935999933749442024400,6.2399995583296135e+19,935999933749442024400,0
primary,ND-PW,400,676253669661655881,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,676253669661655881,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PC,400,676253669661655881,physical,935999933749442024096,5.1999996319413445e+19,935999933749442024096,0
primary,ND-PC-NOLP,400,676253669661655881,derived,935999933749442024096,5.1999996319413445e+19,935999933749442024096,0
primary,ND-PW,400,4902971022134724746,physical,936000000000000000000,7.8e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,4902971022134724746,physical,936000000000000000000,7.8e+19,936000000000000000000,0
primary,ND-PC,400,4902971022134724746,physical,935999933749442023488,7.799999447912017e+19,935999933749442023488,0
primary,ND-PC-NOLP,400,4902971022134724746,derived,935999933749442023488,7.799999447912017e+19,935999933749442023488,0
primary,ND-PW,400,7985863793510020389,physical,936000000000000000000,5.85e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,7985863793510020389,physical,936000000000000000000,5.85e+19,936000000000000000000,0
primary,ND-PC,400,7985863793510020389,physical,935999933749442024400,5.8499995859340124e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,7985863793510020389,derived,935999933749442024400,5.8499995859340124e+19,935999933749442024400,0
primary,ND-PW,400,5259580605389323177,physical,936000000000000000000,5.85e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,5259580605389323177,physical,936000000000000000000,5.85e+19,936000000000000000000,0
primary,ND-PC,400,5259580605389323177,physical,935999933749442024400,5.8499995859340124e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,5259580605389323177,derived,935999933749442024400,5.8499995859340124e+19,935999933749442024400,0
primary,ND-PW,400,14894895525097951974,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,14894895525097951974,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PC,400,14894895525097951974,physical,935999933749442023488,6.2399995583296135e+19,935999933749442023488,0
primary,ND-PC-NOLP,400,14894895525097951974,derived,935999933749442023488,6.2399995583296135e+19,935999933749442023488,0
primary,ND-PW,400,14255052758501613198,physical,936000000000000000000,3.466666666666667e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,14255052758501613198,physical,936000000000000000000,3.466666666666667e+19,936000000000000000000,0
primary,ND-PC,400,14255052758501613198,physical,935999933749442025920,3.46666642129423e+19,935999933749442025920,0
primary,ND-PC-NOLP,400,14255052758501613198,derived,935999933749442025920,3.46666642129423e+19,935999933749442025920,0
primary,ND-PW,400,14970427933435388700,physical,936000000000000000000,3.744e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,14970427933435388700,physical,936000000000000000000,3.744e+19,936000000000000000000,0
primary,ND-PC,400,14970427933435388700,physical,935999933749442025008,3.743999734997768e+19,935999933749442025008,0
primary,ND-PC-NOLP,400,14970427933435388700,derived,935999933749442025008,3.743999734997768e+19,935999933749442025008,0
primary,ND-PW,400,6530983822519173908,physical,936000000000000000000,3.744e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,6530983822519173908,physical,936000000000000000000,3.744e+19,936000000000000000000,0
primary,ND-PC,400,6530983822519173908,physical,935999933749442025312,3.743999734997768e+19,935999933749442025312,0
primary,ND-PC-NOLP,400,6530983822519173908,derived,935999933749442025312,3.743999734997768e+19,935999933749442025312,0
primary,ND-PW,400,16478255227937338382,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,16478255227937338382,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PC,400,16478255227937338382,physical,935999933749442023792,5.1999996319413445e+19,935999933749442023792,0
primary,ND-PC-NOLP,400,16478255227937338382,derived,935999933749442023792,5.1999996319413445e+19,935999933749442023792,0
primary,ND-PW,400,447822293856133746,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,447822293856133746,physical,936000000000000000000,6.24e+19,936000000000000000000,0
primary,ND-PC,400,447822293856133746,physical,935999933749442024400,6.2399995583296135e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,447822293856133746,derived,935999933749442024400,6.2399995583296135e+19,935999933749442024400,0
primary,ND-PW,400,9364596802063509215,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,9364596802063509215,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PC,400,9364596802063509215,physical,935999933749442024400,5.1999996319413445e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,9364596802063509215,derived,935999933749442024400,5.1999996319413445e+19,935999933749442024400,0
primary,ND-PW,400,6483795830361016413,physical,936000000000000000000,6.685714285714285e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,6483795830361016413,physical,936000000000000000000,6.685714285714285e+19,936000000000000000000,0
primary,ND-PC,400,6483795830361016413,physical,935999933749442023488,6.6857138124960145e+19,935999933749442023488,0
primary,ND-PC-NOLP,400,6483795830361016413,derived,935999933749442023488,6.6857138124960145e+19,935999933749442023488,0
primary,ND-PW,400,13726057523507487050,physical,936000000000000000000,4.254545454545455e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,13726057523507487050,physical,936000000000000000000,4.254545454545455e+19,936000000000000000000,0
primary,ND-PC,400,13726057523507487050,physical,935999933749442025008,4.254545153406555e+19,935999933749442025008,0
primary,ND-PC-NOLP,400,13726057523507487050,derived,935999933749442025008,4.254545153406555e+19,935999933749442025008,0
primary,ND-PW,400,592649121540029029,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,592649121540029029,physical,936000000000000000000,5.2e+19,936000000000000000000,0
primary,ND-PC,400,592649121540029029,physical,935999933749442024096,5.1999996319413445e+19,935999933749442024096,0
primary,ND-PC-NOLP,400,592649121540029029,derived,935999933749442024096,5.1999996319413445e+19,935999933749442024096,0
primary,ND-PW,400,13234303622947097637,physical,936000000000000000000,4.254545454545455e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,13234303622947097637,physical,936000000000000000000,4.254545454545455e+19,936000000000000000000,0
primary,ND-PC,400,13234303622947097637,physical,935999933749442025312,4.254545153406555e+19,935999933749442025312,0
primary,ND-PC-NOLP,400,13234303622947097637,derived,935999933749442025312,4.254545153406555e+19,935999933749442025312,0
primary,ND-PW,400,17788360996555233988,physical,936000000000000000000,5.85e+19,936000000000000000000,0
primary,ND-PW-OFFSET,400,17788360996555233988,physical,936000000000000000000,5.85e+19,936000000000000000000,0
primary,ND-PC,400,17788360996555233988,physical,935999933749442024400,5.8499995859340124e+19,935999933749442024400,0
primary,ND-PC-NOLP,400,17788360996555233988,derived,935999933749442024400,5.8499995859340124e+19,935999933749442024400,0
primary,ND-PW,500,467376819415377580,physical,1170000000000000000000,6.157894736842106e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,467376819415377580,physical,1170000000000000000000,6.157894736842106e+19,1170000000000000000000,0
primary,ND-PC,500,467376819415377580,physical,1169999944427984614500,6.157894444357814e+19,1169999944427984614500,0
primary,ND-PC-NOLP,500,467376819415377580,derived,1169999944427984614500,6.157894444357814e+19,1169999944427984614500,0
primary,ND-PW,500,2704408835578762228,physical,1170000000000000000000,5.318181818181818e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,2704408835578762228,physical,1170000000000000000000,5.318181818181818e+19,1170000000000000000000,0
primary,ND-PC,500,2704408835578762228,physical,1169999944427984614296,5.318181565581749e+19,1169999944427984614296,0
primary,ND-PC-NOLP,500,2704408835578762228,derived,1169999944427984614296,5.318181565581749e+19,1169999944427984614296,0
primary,ND-PW,500,11237067994138084197,physical,1170000000000000000000,6.157894736842106e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,11237067994138084197,physical,1170000000000000000000,6.157894736842106e+19,1170000000000000000000,0
primary,ND-PC,500,11237067994138084197,physical,1169999944427984614092,6.157894444357814e+19,1169999944427984614092,0
primary,ND-PC-NOLP,500,11237067994138084197,derived,1169999944427984614092,6.157894444357814e+19,1169999944427984614092,0
primary,ND-PW,500,5926412735843326529,physical,1170000000000000000000,1.0636363636363636e+20,1170000000000000000000,0
primary,ND-PW-OFFSET,500,5926412735843326529,physical,1170000000000000000000,1.0636363636363636e+20,1170000000000000000000,0
primary,ND-PC,500,5926412735843326529,physical,1169999944427984613480,1.0636363131163497e+20,1169999944427984613480,0
primary,ND-PC-NOLP,500,5926412735843326529,derived,1169999944427984613480,1.0636363131163497e+20,1169999944427984613480,0
primary,ND-PW,500,5192363207272324882,physical,1170000000000000000000,6.882352941176471e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,5192363207272324882,physical,1170000000000000000000,6.882352941176471e+19,1170000000000000000000,0
primary,ND-PC,500,5192363207272324882,physical,1169999944427984613888,6.882352614282262e+19,1169999944427984613888,0
primary,ND-PC-NOLP,500,5192363207272324882,derived,1169999944427984613888,6.882352614282262e+19,1169999944427984613888,0
primary,ND-PW,500,14936110819278713214,physical,1170000000000000000000,6.882352941176471e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,14936110819278713214,physical,1170000000000000000000,6.882352941176471e+19,1170000000000000000000,0
primary,ND-PC,500,14936110819278713214,physical,1169999944427984614092,6.882352614282262e+19,1169999944427984614092,0
primary,ND-PC-NOLP,500,14936110819278713214,derived,1169999944427984614092,6.882352614282262e+19,1169999944427984614092,0
primary,ND-PW,500,15027284727339452496,physical,1170000000000000000000,8.357142857142857e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,15027284727339452496,physical,1170000000000000000000,8.357142857142857e+19,1170000000000000000000,0
primary,ND-PC,500,15027284727339452496,physical,1169999944427984613480,8.35714246019989e+19,1169999944427984613480,0
primary,ND-PC-NOLP,500,15027284727339452496,derived,1169999944427984613480,8.35714246019989e+19,1169999944427984613480,0
primary,ND-PW,500,529132900484142986,physical,1170000000000000000000,9e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,529132900484142986,physical,1170000000000000000000,9e+19,1170000000000000000000,0
primary,ND-PC,500,529132900484142986,physical,1169999944427984613480,8.999999572522959e+19,1169999944427984613480,0
primary,ND-PC-NOLP,500,529132900484142986,derived,1169999944427984613480,8.999999572522959e+19,1169999944427984613480,0
primary,ND-PW,500,8583420154531566926,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PW-OFFSET,500,8583420154531566926,physical,1170000000000000000000,7.8e+19,1170000000000000000000,0
primary,ND-PC,500,8583420154531566926,physical,1169999944427984613888,7.799999629519898e+19,1169999944427984613888,0
primary,ND-PC-NOLP,500,8583420154531566926,derived,1169999944427984613888,7.799999629519898e+19,1169999944427984613888,0
primary,ND-PW,500,16465068975321571430,physical,1170000000000000000000,1.0636363636363636e+20,1170000000000000000000,0
primary,ND-PW-OFFSET,500,16465068975321571430,physical,1170000000000000000000,1.0636363636363636e+20,1170000000000000000000,0
primary,ND-PC,500,16465068975321571430,physical,1169999944427984613072,1.0636363131163497e+20,1169999944427984613072,0
primary,ND-PC-NOLP,500,16465068975321571430,derived,1169999944427984613072,1.0636363131163497e+20,1169999944427984613072,0
primary,ND-PW,500,1580318165844385263,physical,1170000000000000000000,9.75e+19,1170000000000000000000,0
