tag,arm,N,seed,run_kind,block_retention,latency_ratio,saving_LP0,energy_per_block_ratio_LP0,saving_LP10,energy_per_block_ratio_LP10,saving_LP25,energy_per_block_ratio_LP25,saving_LP50,energy_per_block_ratio_LP50
primary,ND-PC,200,14970427933435388700,physical,1.0,1.000000024063375,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,200,14970427933435388700,derived,1.0,1.000000024063375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,6530983822519173908,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,6530983822519173908,physical,1.0,1.0000000241733458,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,200,6530983822519173908,derived,1.0,1.0000000241733458,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,16478255227937338382,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,16478255227937338382,physical,1.0,1.0000000242641516,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,200,16478255227937338382,derived,1.0,1.0000000242641516,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,447822293856133746,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,447822293856133746,physical,1.0,1.000000024267502,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,200,447822293856133746,derived,1.0,1.000000024267502,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,9364596802063509215,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,9364596802063509215,physical,1.0,1.0000000242279519,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,200,9364596802063509215,derived,1.0,1.0000000242279519,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,6483795830361016413,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,6483795830361016413,physical,1.0,1.0000000242536728,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,200,6483795830361016413,derived,1.0,1.0000000242536728,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,13726057523507487050,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,13726057523507487050,physical,1.0,1.0000000243110763,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392105,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,200,13726057523507487050,derived,1.0,1.0000000243110763,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,592649121540029029,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,592649121540029029,physical,1.0,1.0000000243343579,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,200,592649121540029029,derived,1.0,1.0000000243343579,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,13234303622947097637,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,13234303622947097637,physical,1.0,1.000000024395686,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392105,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,200,13234303622947097637,derived,1.0,1.000000024395686,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,200,17788360996555233988,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,200,17788360996555233988,physical,1.0,1.0000000243004104,2.4214386273868627e-08,0.9999999757856137,2.1792947779708527e-08,0.9999999782070522,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,200,17788360996555233988,derived,1.0,1.0000000243004104,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,467376819415377580,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,467376819415377580,physical,1.0,1.000000024148608,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,467376819415377580,derived,1.0,1.000000024148608,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,2704408835578762228,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,2704408835578762228,physical,1.0,1.000000024201431,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,2704408835578762228,derived,1.0,1.000000024201431,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,11237067994138084197,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,11237067994138084197,physical,1.0,1.0000000241659084,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,11237067994138084197,derived,1.0,1.0000000241659084,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,5926412735843326529,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,5926412735843326529,physical,1.0,1.0000000242658176,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,5926412735843326529,derived,1.0,1.0000000242658176,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,5192363207272324882,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,5192363207272324882,physical,1.0,1.0000000242478433,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,5192363207272324882,derived,1.0,1.0000000242478433,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,14936110819278713214,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,14936110819278713214,physical,1.0,1.0000000242184603,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,14936110819278713214,derived,1.0,1.0000000242184603,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,15027284727339452496,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,15027284727339452496,physical,1.0,1.0000000242286124,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928066
primary,ND-PC-NOLP,300,15027284727339452496,derived,1.0,1.0000000242286124,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,529132900484142986,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,529132900484142986,physical,1.0,1.000000024201685,2.4214386273868627e-08,0.9999999757856136,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,529132900484142986,derived,1.0,1.000000024201685,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,8583420154531566926,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,8583420154531566926,physical,1.0,1.0000000242252716,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,8583420154531566926,derived,1.0,1.0000000242252716,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,16465068975321571430,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,16465068975321571430,physical,1.0,1.0000000241984253,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,16465068975321571430,derived,1.0,1.0000000241984253,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,1580318165844385263,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,1580318165844385263,physical,1.0,1.0000000242421316,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,1580318165844385263,derived,1.0,1.0000000242421316,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,860680765458012691,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,860680765458012691,physical,1.0,1.0000000241615472,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928066
primary,ND-PC-NOLP,300,860680765458012691,derived,1.0,1.0000000241615472,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,405674777376978405,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,405674777376978405,physical,1.0,1.0000000242204246,2.4214386273868627e-08,0.9999999757856138,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,405674777376978405,derived,1.0,1.0000000242204246,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,5516199827559636311,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,5516199827559636311,physical,1.0,1.0000000242190221,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,5516199827559636311,derived,1.0,1.0000000242190221,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,676253669661655881,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,676253669661655881,physical,1.0,1.000000024163291,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,676253669661655881,derived,1.0,1.000000024163291,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,4902971022134724746,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,4902971022134724746,physical,1.0,1.0000000242433393,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,4902971022134724746,derived,1.0,1.0000000242433393,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,7985863793510020389,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,7985863793510020389,physical,1.0,1.0000000242059797,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,7985863793510020389,derived,1.0,1.0000000242059797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,5259580605389323177,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,5259580605389323177,physical,1.0,1.0000000242450746,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,5259580605389323177,derived,1.0,1.0000000242450746,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,14894895525097951974,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,14894895525097951974,physical,1.0,1.000000024362695,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,14894895525097951974,derived,1.0,1.000000024362695,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,14255052758501613198,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,14255052758501613198,physical,1.0,1.0000000240658302,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070523,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,14255052758501613198,derived,1.0,1.0000000240658302,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,14970427933435388700,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,14970427933435388700,physical,1.0,1.0000000243039537,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,14970427933435388700,derived,1.0,1.0000000243039537,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,6530983822519173908,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,6530983822519173908,physical,1.0,1.0000000241733458,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,6530983822519173908,derived,1.0,1.0000000241733458,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,16478255227937338382,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,16478255227937338382,physical,1.0,1.0000000242038907,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,16478255227937338382,derived,1.0,1.0000000242038907,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,447822293856133746,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,447822293856133746,physical,1.0,1.0000000243261022,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,447822293856133746,derived,1.0,1.0000000243261022,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,9364596802063509215,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,9364596802063509215,physical,1.0,1.0000000242279516,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,9364596802063509215,derived,1.0,1.0000000242279516,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,6483795830361016413,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,6483795830361016413,physical,1.0,1.0000000242536728,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928066
primary,ND-PC-NOLP,300,6483795830361016413,derived,1.0,1.0000000242536728,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,13726057523507487050,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,13726057523507487050,physical,1.0,1.000000024311076,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,13726057523507487050,derived,1.0,1.000000024311076,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,592649121540029029,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,592649121540029029,physical,1.0,1.0000000241988383,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392101,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,592649121540029029,derived,1.0,1.0000000241988383,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,13234303622947097637,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,13234303622947097637,physical,1.0,1.000000024192666,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392104,1.2107193247956616e-08,0.9999999878928069
primary,ND-PC-NOLP,300,13234303622947097637,derived,1.0,1.000000024192666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,300,17788360996555233988,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,300,17788360996555233988,physical,1.0,1.0000000242428924,2.4214386273868627e-08,0.9999999757856137,2.1792947557663922e-08,0.9999999782070524,1.816078976091262e-08,0.9999999818392102,1.2107193247956616e-08,0.9999999878928068
primary,ND-PC-NOLP,300,17788360996555233988,derived,1.0,1.0000000242428924,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,467376819415377580,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,467376819415377580,physical,1.0,1.0000000708238785,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.9999999469146171,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,467376819415377580,derived,1.0,1.0000000708238785,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,2704408835578762228,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,2704408835578762228,physical,1.0,1.0000000706992007,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.9999999469146171,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,2704408835578762228,derived,1.0,1.0000000706992007,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,11237067994138084197,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,11237067994138084197,physical,1.0,1.0000000707320371,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.9999999469146171,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,11237067994138084197,derived,1.0,1.0000000707320371,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,5926412735843326529,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,5926412735843326529,physical,1.0,1.0000000708069507,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.9999999469146171,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,5926412735843326529,derived,1.0,1.0000000708069507,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,5192363207272324882,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,5192363207272324882,physical,1.0,1.0000000707698,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097445
primary,ND-PC-NOLP,400,5192363207272324882,derived,1.0,1.0000000707698,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,14936110819278713214,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,14936110819278713214,physical,1.0,1.000000070784589,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097445
primary,ND-PC-NOLP,400,14936110819278713214,derived,1.0,1.000000070784589,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,15027284727339452496,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,15027284727339452496,physical,1.0,1.0000000708104044,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975405,5.308538297832399e-08,0.9999999469146171,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,15027284727339452496,derived,1.0,1.0000000708104044,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,529132900484142986,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,529132900484142986,physical,1.0,1.0000000708401502,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,529132900484142986,derived,1.0,1.0000000708401502,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,8583420154531566926,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,8583420154531566926,physical,1.0,1.0000000706976555,7.078051067477276e-08,0.9999999292194893,6.370245952957987e-08,0.9999999362975405,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,8583420154531566926,derived,1.0,1.0000000706976555,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,16465068975321571430,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,16465068975321571430,physical,1.0,1.0000000707645542,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.9999999469146171,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,16465068975321571430,derived,1.0,1.0000000707645542,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,1580318165844385263,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,1580318165844385263,physical,1.0,1.0000000707349572,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975404,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,1580318165844385263,derived,1.0,1.0000000707349572,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,860680765458012691,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,860680765458012691,physical,1.0,1.00000007078525,7.078051067477276e-08,0.9999999292194892,6.370245952957987e-08,0.9999999362975405,5.308538297832399e-08,0.9999999469146169,3.539025550391983e-08,0.9999999646097445
primary,ND-PC-NOLP,400,860680765458012691,derived,1.0,1.00000007078525,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,405674777376978405,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,405674777376978405,physical,1.0,1.0000000706852494,7.078051067477276e-08,0.9999999292194894,6.370245952957987e-08,0.9999999362975406,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,405674777376978405,derived,1.0,1.0000000706852494,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,5516199827559636311,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PC,400,5516199827559636311,physical,1.0,1.000000070750212,7.078051067477276e-08,0.9999999292194893,6.370245952957987e-08,0.9999999362975405,5.308538297832399e-08,0.999999946914617,3.539025550391983e-08,0.9999999646097446
primary,ND-PC-NOLP,400,5516199827559636311,derived,1.0,1.000000070750212,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
primary,ND-PW-OFFSET,400,676253669661655881,physical,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
