tag,arm,N,seed,run_kind,per_miner_domain_size,per_miner_domain_size_max,C_nonce,U_nonce_run,R_nonce,rho_nonce,cross_miner_m_max,cross_miner_M_ge2,rho_exact_secondary,domain_sweeps_per_miner
primary,ND-PC,200,405674777376978405,physical,21474836,21474837,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,1,0,0.0,544823692.905
primary,ND-PC-NOLP,200,405674777376978405,derived,21474836,21474837,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,1,0,0.0,544823692.905
primary,ND-PW,200,5516199827559636311,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,200,5516199827559636311,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PC,200,5516199827559636311,physical,21474836,21474837,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,1,0,0.0,544823692.915
primary,ND-PC-NOLP,200,5516199827559636311,derived,21474836,21474837,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,1,0,0.0,544823692.915
primary,ND-PW,200,676253669661655881,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823698.0
primary,ND-PW-OFFSET,200,676253669661655881,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823698.0
primary,ND-PC,200,676253669661655881,physical,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PC-NOLP,200,676253669661655881,derived,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PW,200,4902971022134724746,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,200,4902971022134724746,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823700.0
primary,ND-PC,200,4902971022134724746,physical,21474836,21474837,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,1,0,0.0,544823692.91
primary,ND-PC-NOLP,200,4902971022134724746,derived,21474836,21474837,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,1,0,0.0,544823692.91
primary,ND-PW,200,7985863793510020389,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,200,7985863793510020389,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PC,200,7985863793510020389,physical,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PC-NOLP,200,7985863793510020389,derived,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PW,200,5259580605389323177,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,200,5259580605389323177,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PC,200,5259580605389323177,physical,21474836,21474837,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,1,0,0.0,544823692.915
primary,ND-PC-NOLP,200,5259580605389323177,derived,21474836,21474837,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,1,0,0.0,544823692.915
primary,ND-PW,200,14894895525097951974,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,200,14894895525097951974,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823700.0
primary,ND-PC,200,14894895525097951974,physical,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PC-NOLP,200,14894895525097951974,derived,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PW,200,14255052758501613198,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823692.0
primary,ND-PW-OFFSET,200,14255052758501613198,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823692.0
primary,ND-PC,200,14255052758501613198,physical,21474836,21474837,467999988667667187992,4294967296,467999988663372220696,0.9999999999908227,1,0,0.0,544823692.885
primary,ND-PC-NOLP,200,14255052758501613198,derived,21474836,21474837,467999988667667187992,4294967296,467999988663372220696,0.9999999999908227,1,0,0.0,544823692.885
primary,ND-PW,200,14970427933435388700,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823693.0
primary,ND-PW-OFFSET,200,14970427933435388700,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823693.0
primary,ND-PC,200,14970427933435388700,physical,21474836,21474837,467999988667667187784,4294967296,467999988663372220488,0.9999999999908227,1,0,0.0,544823692.895
primary,ND-PC-NOLP,200,14970427933435388700,derived,21474836,21474837,467999988667667187784,4294967296,467999988663372220488,0.9999999999908227,1,0,0.0,544823692.895
primary,ND-PW,200,6530983822519173908,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823690.0
primary,ND-PW-OFFSET,200,6530983822519173908,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823690.0
primary,ND-PC,200,6530983822519173908,physical,21474836,21474837,467999988667667187784,4294967296,467999988663372220488,0.9999999999908227,1,0,0.0,544823692.895
primary,ND-PC-NOLP,200,6530983822519173908,derived,21474836,21474837,467999988667667187784,4294967296,467999988663372220488,0.9999999999908227,1,0,0.0,544823692.895
primary,ND-PW,200,16478255227937338382,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823696.0
primary,ND-PW-OFFSET,200,16478255227937338382,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823696.0
primary,ND-PC,200,16478255227937338382,physical,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PC-NOLP,200,16478255227937338382,derived,21474836,21474837,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,1,0,0.0,544823692.92
primary,ND-PW,200,447822293856133746,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,200,447822293856133746,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PC,200,447822293856133746,physical,21474836,21474837,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,1,0,0.0,544823692.915
primary,ND-PC-NOLP,200,447822293856133746,derived,21474836,21474837,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,1,0,0.0,544823692.915
primary,ND-PW,200,9364596802063509215,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823695.0
primary,ND-PW-OFFSET,200,9364596802063509215,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823695.0
primary,ND-PC,200,9364596802063509215,physical,21474836,21474837,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,1,0,0.0,544823692.91
primary,ND-PC-NOLP,200,9364596802063509215,derived,21474836,21474837,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,1,0,0.0,544823692.91
primary,ND-PW,200,6483795830361016413,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,200,6483795830361016413,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823700.0
primary,ND-PC,200,6483795830361016413,physical,21474836,21474837,467999988667667187160,4294967296,467999988663372219864,0.9999999999908227,1,0,0.0,544823692.925
primary,ND-PC-NOLP,200,6483795830361016413,derived,21474836,21474837,467999988667667187160,4294967296,467999988663372219864,0.9999999999908227,1,0,0.0,544823692.925
primary,ND-PW,200,13726057523507487050,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823695.0
primary,ND-PW-OFFSET,200,13726057523507487050,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823695.0
primary,ND-PC,200,13726057523507487050,physical,21474836,21474837,467999988667667187680,4294967296,467999988663372220384,0.9999999999908227,1,0,0.0,544823692.9
primary,ND-PC-NOLP,200,13726057523507487050,derived,21474836,21474837,467999988667667187680,4294967296,467999988663372220384,0.9999999999908227,1,0,0.0,544823692.9
primary,ND-PW,200,592649121540029029,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823696.0
primary,ND-PW-OFFSET,200,592649121540029029,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823696.0
primary,ND-PC,200,592649121540029029,physical,21474836,21474837,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,1,0,0.0,544823692.905
primary,ND-PC-NOLP,200,592649121540029029,derived,21474836,21474837,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,1,0,0.0,544823692.905
primary,ND-PW,200,13234303622947097637,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823695.0
primary,ND-PW-OFFSET,200,13234303622947097637,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823695.0
primary,ND-PC,200,13234303622947097637,physical,21474836,21474837,467999988667667187784,4294967296,467999988663372220488,0.9999999999908227,1,0,0.0,544823692.895
primary,ND-PC-NOLP,200,13234303622947097637,derived,21474836,21474837,467999988667667187784,4294967296,467999988663372220488,0.9999999999908227,1,0,0.0,544823692.895
primary,ND-PW,200,17788360996555233988,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,200,17788360996555233988,physical,4294967296,4294967296,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,200,4294967296,0.0,544823697.0
primary,ND-PC,200,17788360996555233988,physical,21474836,21474837,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,1,0,0.0,544823692.91
primary,ND-PC-NOLP,200,17788360996555233988,derived,21474836,21474837,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,1,0,0.0,544823692.91
primary,ND-PW,300,467376819415377580,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823696.0
primary,ND-PW-OFFSET,300,467376819415377580,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823696.0
primary,ND-PC,300,467376819415377580,physical,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PC-NOLP,300,467376819415377580,derived,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PW,300,2704408835578762228,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823696.0
primary,ND-PW-OFFSET,300,2704408835578762228,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823696.0
primary,ND-PC,300,2704408835578762228,physical,14316557,14316558,701999983001500781104,4294967296,701999982997205813808,0.9999999999938818,1,0,0.0,544823692.9133333
primary,ND-PC-NOLP,300,2704408835578762228,derived,14316557,14316558,701999983001500781104,4294967296,701999982997205813808,0.9999999999938818,1,0,0.0,544823692.9133333
primary,ND-PW,300,11237067994138084197,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823695.0
primary,ND-PW-OFFSET,300,11237067994138084197,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823695.0
primary,ND-PC,300,11237067994138084197,physical,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PC-NOLP,300,11237067994138084197,derived,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PW,300,5926412735843326529,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823701.0
primary,ND-PW-OFFSET,300,5926412735843326529,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823701.0
primary,ND-PC,300,5926412735843326529,physical,14316557,14316558,701999983001500780272,4294967296,701999982997205812976,0.9999999999938818,1,0,0.0,544823692.94
primary,ND-PC-NOLP,300,5926412735843326529,derived,14316557,14316558,701999983001500780272,4294967296,701999982997205812976,0.9999999999938818,1,0,0.0,544823692.94
primary,ND-PW,300,5192363207272324882,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823698.0
primary,ND-PW-OFFSET,300,5192363207272324882,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823698.0
primary,ND-PC,300,5192363207272324882,physical,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PC-NOLP,300,5192363207272324882,derived,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PW,300,14936110819278713214,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,300,14936110819278713214,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PC,300,14936110819278713214,physical,14316557,14316558,701999983001500780896,4294967296,701999982997205813600,0.9999999999938818,1,0,0.0,544823692.92
primary,ND-PC-NOLP,300,14936110819278713214,derived,14316557,14316558,701999983001500780896,4294967296,701999982997205813600,0.9999999999938818,1,0,0.0,544823692.92
primary,ND-PW,300,15027284727339452496,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823699.0
primary,ND-PW-OFFSET,300,15027284727339452496,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823699.0
primary,ND-PC,300,15027284727339452496,physical,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PC-NOLP,300,15027284727339452496,derived,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PW,300,529132900484142986,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823699.0
primary,ND-PW-OFFSET,300,529132900484142986,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823699.0
primary,ND-PC,300,529132900484142986,physical,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PC-NOLP,300,529132900484142986,derived,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PW,300,8583420154531566926,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,300,8583420154531566926,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PC,300,8583420154531566926,physical,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PC-NOLP,300,8583420154531566926,derived,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PW,300,16465068975321571430,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823698.0
primary,ND-PW-OFFSET,300,16465068975321571430,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823698.0
primary,ND-PC,300,16465068975321571430,physical,14316557,14316558,701999983001500780272,4294967296,701999982997205812976,0.9999999999938818,1,0,0.0,544823692.94
primary,ND-PC-NOLP,300,16465068975321571430,derived,14316557,14316558,701999983001500780272,4294967296,701999982997205812976,0.9999999999938818,1,0,0.0,544823692.94
primary,ND-PW,300,1580318165844385263,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,300,1580318165844385263,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PC,300,1580318165844385263,physical,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PC-NOLP,300,1580318165844385263,derived,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PW,300,860680765458012691,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823690.0
primary,ND-PW-OFFSET,300,860680765458012691,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823690.0
primary,ND-PC,300,860680765458012691,physical,14316557,14316558,701999983001500781208,4294967296,701999982997205813912,0.9999999999938818,1,0,0.0,544823692.91
primary,ND-PC-NOLP,300,860680765458012691,derived,14316557,14316558,701999983001500781208,4294967296,701999982997205813912,0.9999999999938818,1,0,0.0,544823692.91
primary,ND-PW,300,405674777376978405,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823693.0
primary,ND-PW-OFFSET,300,405674777376978405,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823693.0
primary,ND-PC,300,405674777376978405,physical,14316557,14316558,701999983001500781104,4294967296,701999982997205813808,0.9999999999938818,1,0,0.0,544823692.9133333
primary,ND-PC-NOLP,300,405674777376978405,derived,14316557,14316558,701999983001500781104,4294967296,701999982997205813808,0.9999999999938818,1,0,0.0,544823692.9133333
primary,ND-PW,300,5516199827559636311,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,300,5516199827559636311,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PC,300,5516199827559636311,physical,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PC-NOLP,300,5516199827559636311,derived,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PW,300,676253669661655881,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823698.0
primary,ND-PW-OFFSET,300,676253669661655881,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823698.0
primary,ND-PC,300,676253669661655881,physical,14316557,14316558,701999983001500780896,4294967296,701999982997205813600,0.9999999999938818,1,0,0.0,544823692.92
primary,ND-PC-NOLP,300,676253669661655881,derived,14316557,14316558,701999983001500780896,4294967296,701999982997205813600,0.9999999999938818,1,0,0.0,544823692.92
primary,ND-PW,300,4902971022134724746,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,300,4902971022134724746,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PC,300,4902971022134724746,physical,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PC-NOLP,300,4902971022134724746,derived,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PW,300,7985863793510020389,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,300,7985863793510020389,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PC,300,7985863793510020389,physical,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PC-NOLP,300,7985863793510020389,derived,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PW,300,5259580605389323177,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,300,5259580605389323177,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PC,300,5259580605389323177,physical,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PC-NOLP,300,5259580605389323177,derived,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PW,300,14894895525097951974,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,300,14894895525097951974,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PC,300,14894895525097951974,physical,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PC-NOLP,300,14894895525097951974,derived,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PW,300,14255052758501613198,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823692.0
primary,ND-PW-OFFSET,300,14255052758501613198,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823692.0
primary,ND-PC,300,14255052758501613198,physical,14316557,14316558,701999983001500781000,4294967296,701999982997205813704,0.9999999999938818,1,0,0.0,544823692.9166666
primary,ND-PC-NOLP,300,14255052758501613198,derived,14316557,14316558,701999983001500781000,4294967296,701999982997205813704,0.9999999999938818,1,0,0.0,544823692.9166666
primary,ND-PW,300,14970427933435388700,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823693.0
primary,ND-PW-OFFSET,300,14970427933435388700,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823693.0
primary,ND-PC,300,14970427933435388700,physical,14316557,14316558,701999983001500781104,4294967296,701999982997205813808,0.9999999999938818,1,0,0.0,544823692.9133333
primary,ND-PC-NOLP,300,14970427933435388700,derived,14316557,14316558,701999983001500781104,4294967296,701999982997205813808,0.9999999999938818,1,0,0.0,544823692.9133333
primary,ND-PW,300,6530983822519173908,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823690.0
primary,ND-PW-OFFSET,300,6530983822519173908,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823690.0
primary,ND-PC,300,6530983822519173908,physical,14316557,14316558,701999983001500780896,4294967296,701999982997205813600,0.9999999999938818,1,0,0.0,544823692.92
primary,ND-PC-NOLP,300,6530983822519173908,derived,14316557,14316558,701999983001500780896,4294967296,701999982997205813600,0.9999999999938818,1,0,0.0,544823692.92
primary,ND-PW,300,16478255227937338382,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823696.0
primary,ND-PW-OFFSET,300,16478255227937338382,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823696.0
primary,ND-PC,300,16478255227937338382,physical,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PC-NOLP,300,16478255227937338382,derived,14316557,14316558,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,1,0,0.0,544823692.9233333
primary,ND-PW,300,447822293856133746,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PW-OFFSET,300,447822293856133746,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823697.0
primary,ND-PC,300,447822293856133746,physical,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PC-NOLP,300,447822293856133746,derived,14316557,14316558,701999983001500780480,4294967296,701999982997205813184,0.9999999999938818,1,0,0.0,544823692.9333333
primary,ND-PW,300,9364596802063509215,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823695.0
primary,ND-PW-OFFSET,300,9364596802063509215,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823695.0
primary,ND-PC,300,9364596802063509215,physical,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PC-NOLP,300,9364596802063509215,derived,14316557,14316558,701999983001500780688,4294967296,701999982997205813392,0.9999999999938818,1,0,0.0,544823692.9266666
primary,ND-PW,300,6483795830361016413,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PW-OFFSET,300,6483795830361016413,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823700.0
primary,ND-PC,300,6483795830361016413,physical,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PC-NOLP,300,6483795830361016413,derived,14316557,14316558,701999983001500780584,4294967296,701999982997205813288,0.9999999999938818,1,0,0.0,544823692.93
primary,ND-PW,300,13726057523507487050,physical,4294967296,4294967296,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,300,4294967296,0.0,544823695.0
