tag,arm,N,seed,run_kind,rounds,accepted_blocks,W_total,t_active_miner_s,t_low_miner_s,F_low,state_time_conservation_rel,work_identity_rel
primary,ND-PC,200,9364596802063509215,physical,19,18,467999988667667187472,1999999.9515712273,0.04842877270311111,2.4214386351555557e-08,0.0,0.0
primary,ND-PC-NOLP,200,9364596802063509215,derived,19,18,467999988667667187472,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,200,6483795830361016413,physical,15,14,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,200,6483795830361016413,physical,15,14,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,200,6483795830361016413,physical,15,14,467999988667667187160,1999999.9515712273,0.04842877270444444,2.421438635222222e-08,0.0,0.0
primary,ND-PC-NOLP,200,6483795830361016413,derived,15,14,467999988667667187160,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,200,13726057523507487050,physical,23,22,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,200,13726057523507487050,physical,23,22,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,200,13726057523507487050,physical,23,22,467999988667667187680,1999999.9515712273,0.04842877270222222,2.421438635111111e-08,0.0,0.0
primary,ND-PC-NOLP,200,13726057523507487050,derived,23,22,467999988667667187680,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,200,592649121540029029,physical,19,18,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,200,592649121540029029,physical,19,18,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,200,592649121540029029,physical,19,18,467999988667667187576,1999999.9515712273,0.04842877270266667,2.4214386351333333e-08,0.0,0.0
primary,ND-PC-NOLP,200,592649121540029029,derived,19,18,467999988667667187576,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,200,13234303622947097637,physical,23,22,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,200,13234303622947097637,physical,23,22,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,200,13234303622947097637,physical,23,22,467999988667667187784,1999999.9515712273,0.04842877270177778,2.421438635088889e-08,0.0,0.0
primary,ND-PC-NOLP,200,13234303622947097637,derived,23,22,467999988667667187784,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,200,17788360996555233988,physical,17,16,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,200,17788360996555233988,physical,17,16,468000000000000000000,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,200,17788360996555233988,physical,17,16,467999988667667187472,1999999.9515712273,0.04842877270311111,2.4214386351555557e-08,0.0,0.0
primary,ND-PC-NOLP,200,17788360996555233988,derived,17,16,467999988667667187472,2000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,467376819415377580,physical,20,19,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,467376819415377580,physical,20,19,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,467376819415377580,physical,20,19,701999983001500780480,2999999.927356841,0.07264315905777778,2.4214386352592593e-08,0.0,0.0
primary,ND-PC-NOLP,300,467376819415377580,derived,20,19,701999983001500780480,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,2704408835578762228,physical,23,22,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,2704408835578762228,physical,23,22,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,2704408835578762228,physical,23,22,701999983001500781104,2999999.927356841,0.07264315905511111,2.4214386351703702e-08,0.0,0.0
primary,ND-PC-NOLP,300,2704408835578762228,derived,23,22,701999983001500781104,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,11237067994138084197,physical,20,19,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,11237067994138084197,physical,20,19,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,11237067994138084197,physical,20,19,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,0.0,0.0
primary,ND-PC-NOLP,300,11237067994138084197,derived,20,19,701999983001500780792,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,5926412735843326529,physical,12,11,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,5926412735843326529,physical,12,11,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,5926412735843326529,physical,12,11,701999983001500780272,2999999.927356841,0.07264315905866667,2.421438635288889e-08,0.0,0.0
primary,ND-PC-NOLP,300,5926412735843326529,derived,12,11,701999983001500780272,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,5192363207272324882,physical,18,17,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,5192363207272324882,physical,18,17,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,5192363207272324882,physical,18,17,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,0.0,0.0
primary,ND-PC-NOLP,300,5192363207272324882,derived,18,17,701999983001500780792,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,14936110819278713214,physical,18,17,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,14936110819278713214,physical,18,17,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,14936110819278713214,physical,18,17,701999983001500780896,2999999.927356841,0.072643159056,2.4214386351999998e-08,0.0,0.0
primary,ND-PC-NOLP,300,14936110819278713214,derived,18,17,701999983001500780896,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,15027284727339452496,physical,15,14,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,15027284727339452496,physical,15,14,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,15027284727339452496,physical,15,14,701999983001500780584,2999999.927356841,0.07264315905733333,2.4214386352444445e-08,0.0,0.0
primary,ND-PC-NOLP,300,15027284727339452496,derived,15,14,701999983001500780584,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,529132900484142986,physical,14,13,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,529132900484142986,physical,14,13,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,529132900484142986,physical,14,13,701999983001500780480,2999999.927356841,0.07264315905777778,2.4214386352592593e-08,0.0,0.0
primary,ND-PC-NOLP,300,529132900484142986,derived,14,13,701999983001500780480,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,8583420154531566926,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,8583420154531566926,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,8583420154531566926,physical,16,15,701999983001500780688,2999999.927356841,0.0726431590568889,2.4214386352296297e-08,0.0,0.0
primary,ND-PC-NOLP,300,8583420154531566926,derived,16,15,701999983001500780688,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,16465068975321571430,physical,12,11,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,16465068975321571430,physical,12,11,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,16465068975321571430,physical,12,11,701999983001500780272,2999999.927356841,0.07264315905866667,2.421438635288889e-08,0.0,0.0
primary,ND-PC-NOLP,300,16465068975321571430,derived,12,11,701999983001500780272,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,1580318165844385263,physical,13,12,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,1580318165844385263,physical,13,12,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,1580318165844385263,physical,13,12,701999983001500780480,2999999.927356841,0.07264315905777778,2.4214386352592593e-08,0.0,0.0
primary,ND-PC-NOLP,300,1580318165844385263,derived,13,12,701999983001500780480,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,860680765458012691,physical,30,29,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,860680765458012691,physical,30,29,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,860680765458012691,physical,30,29,701999983001500781208,2999999.927356841,0.07264315905466667,2.4214386351555557e-08,0.0,0.0
primary,ND-PC-NOLP,300,860680765458012691,derived,30,29,701999983001500781208,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,405674777376978405,physical,22,21,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,405674777376978405,physical,22,21,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,405674777376978405,physical,22,21,701999983001500781104,2999999.927356841,0.07264315905511111,2.4214386351703702e-08,0.0,0.0
primary,ND-PC-NOLP,300,405674777376978405,derived,22,21,701999983001500781104,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,5516199827559636311,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,5516199827559636311,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,5516199827559636311,physical,16,15,701999983001500780688,2999999.927356841,0.0726431590568889,2.4214386352296297e-08,0.0,0.0
primary,ND-PC-NOLP,300,5516199827559636311,derived,16,15,701999983001500780688,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,676253669661655881,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,676253669661655881,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,676253669661655881,physical,19,18,701999983001500780896,2999999.927356841,0.072643159056,2.4214386351999998e-08,0.0,0.0
primary,ND-PC-NOLP,300,676253669661655881,derived,19,18,701999983001500780896,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,4902971022134724746,physical,13,12,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,4902971022134724746,physical,13,12,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,4902971022134724746,physical,13,12,701999983001500780584,2999999.927356841,0.07264315905733333,2.4214386352444445e-08,0.0,0.0
primary,ND-PC-NOLP,300,4902971022134724746,derived,13,12,701999983001500780584,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,7985863793510020389,physical,17,16,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,7985863793510020389,physical,17,16,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,7985863793510020389,physical,17,16,701999983001500780584,2999999.927356841,0.07264315905733333,2.4214386352444445e-08,0.0,0.0
primary,ND-PC-NOLP,300,7985863793510020389,derived,17,16,701999983001500780584,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,5259580605389323177,physical,17,16,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,5259580605389323177,physical,17,16,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,5259580605389323177,physical,17,16,701999983001500780688,2999999.927356841,0.0726431590568889,2.4214386352296297e-08,0.0,0.0
primary,ND-PC-NOLP,300,5259580605389323177,derived,17,16,701999983001500780688,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,14894895525097951974,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,14894895525097951974,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,14894895525097951974,physical,16,15,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,0.0,0.0
primary,ND-PC-NOLP,300,14894895525097951974,derived,16,15,701999983001500780792,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,14255052758501613198,physical,28,27,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,14255052758501613198,physical,28,27,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,14255052758501613198,physical,28,27,701999983001500781000,2999999.927356841,0.07264315905555556,2.4214386351851853e-08,0.0,0.0
primary,ND-PC-NOLP,300,14255052758501613198,derived,28,27,701999983001500781000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,14970427933435388700,physical,26,25,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,14970427933435388700,physical,26,25,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,14970427933435388700,physical,26,25,701999983001500781104,2999999.927356841,0.07264315905511111,2.4214386351703702e-08,0.0,0.0
primary,ND-PC-NOLP,300,14970427933435388700,derived,26,25,701999983001500781104,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,6530983822519173908,physical,26,25,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,6530983822519173908,physical,26,25,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,6530983822519173908,physical,26,25,701999983001500780896,2999999.927356841,0.072643159056,2.4214386351999998e-08,0.0,0.0
primary,ND-PC-NOLP,300,6530983822519173908,derived,26,25,701999983001500780896,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,16478255227937338382,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,16478255227937338382,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,16478255227937338382,physical,19,18,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,0.0,0.0
primary,ND-PC-NOLP,300,16478255227937338382,derived,19,18,701999983001500780792,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,447822293856133746,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,447822293856133746,physical,16,15,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,447822293856133746,physical,16,15,701999983001500780480,2999999.927356841,0.07264315905777778,2.4214386352592593e-08,0.0,0.0
primary,ND-PC-NOLP,300,447822293856133746,derived,16,15,701999983001500780480,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,9364596802063509215,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,9364596802063509215,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,9364596802063509215,physical,19,18,701999983001500780688,2999999.927356841,0.0726431590568889,2.4214386352296297e-08,0.0,0.0
primary,ND-PC-NOLP,300,9364596802063509215,derived,19,18,701999983001500780688,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,6483795830361016413,physical,15,14,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,6483795830361016413,physical,15,14,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,6483795830361016413,physical,15,14,701999983001500780584,2999999.927356841,0.07264315905733333,2.4214386352444445e-08,0.0,0.0
primary,ND-PC-NOLP,300,6483795830361016413,derived,15,14,701999983001500780584,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,13726057523507487050,physical,23,22,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,13726057523507487050,physical,23,22,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,13726057523507487050,physical,23,22,701999983001500781104,2999999.927356841,0.07264315905511111,2.4214386351703702e-08,0.0,0.0
primary,ND-PC-NOLP,300,13726057523507487050,derived,23,22,701999983001500781104,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,592649121540029029,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,592649121540029029,physical,19,18,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,592649121540029029,physical,19,18,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,0.0,0.0
primary,ND-PC-NOLP,300,592649121540029029,derived,19,18,701999983001500780792,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,13234303622947097637,physical,23,22,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,13234303622947097637,physical,23,22,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,13234303622947097637,physical,23,22,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,0.0,0.0
primary,ND-PC-NOLP,300,13234303622947097637,derived,23,22,701999983001500780792,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,300,17788360996555233988,physical,17,16,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,300,17788360996555233988,physical,17,16,702000000000000000000,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,300,17788360996555233988,physical,17,16,701999983001500780480,2999999.927356841,0.07264315905777778,2.4214386352592593e-08,0.0,0.0
primary,ND-PC-NOLP,300,17788360996555233988,derived,17,16,701999983001500780480,3000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,467376819415377580,physical,20,19,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,467376819415377580,physical,20,19,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,467376819415377580,physical,20,19,935999933749442024704,3999999.7168779573,0.2831220426294701,7.078051065736753e-08,0.0,0.0
primary,ND-PC-NOLP,400,467376819415377580,derived,20,19,935999933749442024704,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,2704408835578762228,physical,23,22,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,2704408835578762228,physical,23,22,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,2704408835578762228,physical,23,22,935999933749442024400,3999999.7168779573,0.28312204263076923,7.078051065769231e-08,0.0,0.0
primary,ND-PC-NOLP,400,2704408835578762228,derived,23,22,935999933749442024400,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,11237067994138084197,physical,20,19,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,11237067994138084197,physical,20,19,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,11237067994138084197,physical,20,19,935999933749442023792,3999999.7168779573,0.28312204263336754,7.078051065834189e-08,0.0,0.0
primary,ND-PC-NOLP,400,11237067994138084197,derived,20,19,935999933749442023792,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,5926412735843326529,physical,12,11,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,5926412735843326529,physical,12,11,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,5926412735843326529,physical,12,11,935999933749442023488,3999999.7168779573,0.28312204263466667,7.078051065866666e-08,0.0,0.0
primary,ND-PC-NOLP,400,5926412735843326529,derived,12,11,935999933749442023488,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,5192363207272324882,physical,18,17,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,5192363207272324882,physical,18,17,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,5192363207272324882,physical,18,17,935999933749442023792,3999999.7168779573,0.28312204263336754,7.078051065834189e-08,0.0,0.0
primary,ND-PC-NOLP,400,5192363207272324882,derived,18,17,935999933749442023792,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,14936110819278713214,physical,18,17,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,14936110819278713214,physical,18,17,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,14936110819278713214,physical,18,17,935999933749442024400,3999999.7168779573,0.28312204263076923,7.078051065769231e-08,0.0,0.0
primary,ND-PC-NOLP,400,14936110819278713214,derived,18,17,935999933749442024400,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,15027284727339452496,physical,15,14,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,15027284727339452496,physical,15,14,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,15027284727339452496,physical,15,14,935999933749442024096,3999999.7168779573,0.28312204263206836,7.07805106580171e-08,0.0,0.0
primary,ND-PC-NOLP,400,15027284727339452496,derived,15,14,935999933749442024096,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,529132900484142986,physical,14,13,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,529132900484142986,physical,14,13,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,529132900484142986,physical,14,13,935999933749442022880,3999999.7168779573,0.283122042637265,7.078051065931624e-08,0.0,0.0
primary,ND-PC-NOLP,400,529132900484142986,derived,14,13,935999933749442022880,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,8583420154531566926,physical,16,15,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,8583420154531566926,physical,16,15,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,8583420154531566926,physical,16,15,935999933749442024096,3999999.7168779573,0.28312204263206836,7.07805106580171e-08,0.0,0.0
primary,ND-PC-NOLP,400,8583420154531566926,derived,16,15,935999933749442024096,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,16465068975321571430,physical,12,11,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,16465068975321571430,physical,12,11,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,16465068975321571430,physical,12,11,935999933749442023184,3999999.7168779573,0.2831220426359658,7.078051065899145e-08,0.0,0.0
primary,ND-PC-NOLP,400,16465068975321571430,derived,12,11,935999933749442023184,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,1580318165844385263,physical,13,12,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,1580318165844385263,physical,13,12,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,1580318165844385263,physical,13,12,935999933749442022880,3999999.7168779573,0.283122042637265,7.078051065931624e-08,0.0,0.0
primary,ND-PC-NOLP,400,1580318165844385263,derived,13,12,935999933749442022880,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,860680765458012691,physical,30,29,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,860680765458012691,physical,30,29,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,860680765458012691,physical,30,29,935999933749442025920,3999999.7168779573,0.2831220426242735,7.078051065606838e-08,0.0,0.0
primary,ND-PC-NOLP,400,860680765458012691,derived,30,29,935999933749442025920,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,405674777376978405,physical,22,21,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,405674777376978405,physical,22,21,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,405674777376978405,physical,22,21,935999933749442025008,3999999.7168779573,0.2831220426281709,7.078051065704273e-08,0.0,0.0
primary,ND-PC-NOLP,400,405674777376978405,derived,22,21,935999933749442025008,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,5516199827559636311,physical,16,15,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,5516199827559636311,physical,16,15,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,5516199827559636311,physical,16,15,935999933749442024400,3999999.7168779573,0.28312204263076923,7.078051065769231e-08,0.0,0.0
primary,ND-PC-NOLP,400,5516199827559636311,derived,16,15,935999933749442024400,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,676253669661655881,physical,19,18,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,676253669661655881,physical,19,18,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,676253669661655881,physical,19,18,935999933749442024096,3999999.7168779573,0.28312204263206836,7.07805106580171e-08,0.0,0.0
primary,ND-PC-NOLP,400,676253669661655881,derived,19,18,935999933749442024096,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,4902971022134724746,physical,13,12,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,4902971022134724746,physical,13,12,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,4902971022134724746,physical,13,12,935999933749442023488,3999999.7168779573,0.28312204263466667,7.078051065866666e-08,0.0,0.0
primary,ND-PC-NOLP,400,4902971022134724746,derived,13,12,935999933749442023488,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,7985863793510020389,physical,17,16,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,7985863793510020389,physical,17,16,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,7985863793510020389,physical,17,16,935999933749442024400,3999999.7168779573,0.28312204263076923,7.078051065769231e-08,0.0,0.0
primary,ND-PC-NOLP,400,7985863793510020389,derived,17,16,935999933749442024400,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,5259580605389323177,physical,17,16,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,5259580605389323177,physical,17,16,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,5259580605389323177,physical,17,16,935999933749442024400,3999999.7168779573,0.28312204263076923,7.078051065769231e-08,0.0,0.0
primary,ND-PC-NOLP,400,5259580605389323177,derived,17,16,935999933749442024400,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,14894895525097951974,physical,16,15,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,14894895525097951974,physical,16,15,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,14894895525097951974,physical,16,15,935999933749442023488,3999999.7168779573,0.28312204263466667,7.078051065866666e-08,0.0,0.0
primary,ND-PC-NOLP,400,14894895525097951974,derived,16,15,935999933749442023488,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,14255052758501613198,physical,28,27,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW-OFFSET,400,14255052758501613198,physical,28,27,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PC,400,14255052758501613198,physical,28,27,935999933749442025920,3999999.7168779573,0.2831220426242735,7.078051065606838e-08,0.0,0.0
primary,ND-PC-NOLP,400,14255052758501613198,derived,28,27,935999933749442025920,4000000.0,0.0,0.0,0.0,0.0
primary,ND-PW,400,14970427933435388700,physical,26,25,936000000000000000000,4000000.0,0.0,0.0,0.0,0.0
