M,N,accepted_block_interval_s,accepted_blocks,active_miner_seconds,co2_kg,duplicate_header_evaluations,empty_rounds,energy_fairness_cv,energy_per_accepted_block_kwh,energy_per_tx_kwh,exhausted_templates,hardware,idle_miner_seconds,idle_ratio,mean_discovery_time_s,mean_post_discovery_idle_s,median_discovery_time_s,n_rounds,p_success,pct_time_active,per_miner_energy_kwh_max,per_miner_energy_kwh_min,placement,protocol,round_seconds,seed,sim_seconds,sleep_miner_seconds,sleep_ratio,throughput_tx_per_s,total_attempts,total_energy_j,total_energy_kwh,total_hashes,unique_candidate_evaluations,use_sleep,winner_max_share,workload_fairness_cv
846000000000000,100,800.0,13,435809.9067406962,1.6330977524071335,608347048819338378,4,7.563069100272503e-16,0.28229866074453475,0.00014114933037226738,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,584190.0932593037,0.0,150.6230051851512,449.37699481484896,71.15902247925442,17,2.364066193853428e-15,42.726461445166294,0.03669882589678949,0.03669882589678949,last,common_template_duplicate_pow,600.0,7,10200.0,0.0,0.0,2.549019607843137,614491968504382200,13211577.322844226,3.6698825896789518,6.144919685043828e+17,6144919685043822,False,1.0,0.0
846000000000000,100,685.7142857142857,15,447386.2449369351,1.6764774268866995,624506459307468705,2,1.6576584712360994e-15,0.2511576669493183,0.00012557883347465913,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,572613.7550630647,0.0,218.25749662462388,381.74250337537603,161.505019815163,17,2.364066193853428e-15,43.86139656244462,0.037673650042397804,0.037673650042397804,last,common_template_duplicate_pow,600.0,10,10200.0,0.0,0.0,2.9411764705882355,630814605361079500,13562514.015263187,3.767365004239774,6.308146053610799e+17,6308146053610795,False,1.0,0.0
846000000000000,100,640.0,16,369279.28546687093,1.3837894957841832,515476954583205516,1,1.6735607890394234e-15,0.19435245727305944,9.717622863652972e-05,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,650720.7145331299,0.0,193.29955341679477,406.70044658320523,154.83114272781313,17,2.364066193853428e-15,36.2038515163599,0.031096393163689482,0.031096393163689482,last,common_template_duplicate_pow,600.0,17,10200.0,0.0,0.0,3.1372549019607843,520683792508288400,11194701.538928224,3.109639316368951,5.206837925082884e+17,5206837925082884,False,1.0,0.0
846000000000000,100,780.0,11,613048.4710084611,2.297258654829593,855754360680708720,6,2.1506034808903167e-15,0.4693071817833694,0.00023465359089168468,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,406951.5289915395,0.0,230.04406455314503,369.955935446855,170.0178682374135,17,2.364066193853428e-15,60.10279127533933,0.0516237899961707,0.0516237899961707,last,common_template_duplicate_pow,600.0,18,10200.0,0.0,0.0,2.156862745098039,864398344121928000,18584564.39862143,5.162378999617063,8.643983441219288e+17,8643983441219280,False,1.0,0.0
846000000000000,100,738.4615384615385,14,409675.99752616417,1.5351669166465343,571866724946773575,3,2.614797179305407e-15,0.24641523541677918,0.00012320761770838958,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,610324.002473836,0.0,164.05428394726064,435.94571605273933,130.7471873194516,17,2.364066193853428e-15,40.164313482957276,0.03449813295834913,0.03449813295834913,last,common_template_duplicate_pow,600.0,19,10200.0,0.0,0.0,2.7450980392156863,577643156511892500,12419327.86500567,3.4498132958349084,5.776431565118916e+17,5776431565118925,False,1.0,0.0
846000000000000,100,709.0909090909091,12,592010.5553190392,2.218423886972505,826387534169847144,5,1.6702711174568178e-15,0.41543518482631175,0.00020771759241315586,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,427989.4446809602,0.0,243.34212943253291,356.65787056746717,225.9758075946546,17,2.364066193853428e-15,58.04025052147443,0.049852222179157454,0.049852222179157454,last,common_template_duplicate_pow,600.0,20,10200.0,0.0,0.0,2.3529411764705883,834734882999845600,17946799.984496668,4.985222217915741,8.347348829998463e+17,8347348829998456,False,1.0,0.0
846000000000000,100,640.0,16,495788.84771048895,1.857855088517451,692071652519070615,1,1.1634198299028377e-15,0.2609347034434622,0.0001304673517217311,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,524211.15228951105,0.0,272.3680298190552,327.63197018094485,227.87660304500048,17,2.364066193853428e-15,48.606749775538134,0.04174955255095405,0.04174955255095405,last,common_template_duplicate_pow,600.0,21,10200.0,0.0,0.0,3.1372549019607843,699062275271788500,15029838.918343423,4.174955255095395,6.990622752717876e+17,6990622752717885,False,1.0,0.0
846000000000000,100,640.0,16,385586.9978273361,1.444898910670944,538240890267179055,1,1.709632564290546e-15,0.20293524026277304,0.00010146762013138652,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,634413.0021726635,0.0,203.49187364208524,396.5081263579146,175.5552716301404,17,2.364066193853428e-15,37.80264684581726,0.03246963844204362,0.03246963844204362,last,common_template_duplicate_pow,600.0,22,10200.0,0.0,0.0,3.1372549019607843,543677666936544500,11689069.839135727,3.2469638442043687,5.4367766693654406e+17,5436776669365445,False,1.0,0.0
846000000000000,100,685.7142857142857,15,426688.78958884015,1.5989184561365606,595614881387061459,2,9.655926402587575e-16,0.23953834548862332,0.00011976917274431165,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,593311.2104111594,0.0,204.45919305922646,395.5408069407732,158.71537595606787,17,2.364066193853428e-15,41.8322342734157,0.03593075182329354,0.03593075182329354,last,common_template_duplicate_pow,600.0,23,10200.0,0.0,0.0,2.9411764705882355,601631193320264100,12935070.656385658,3.5930751823293496,6.01631193320263e+17,6016311933202641,False,1.0,0.0
846000000000000,100,872.7272727272727,12,538574.8963967261,2.01818600083298,751796697880190952,5,3.059983357296372e-16,0.3779374533395093,0.00018896872666975464,0,H1_FIXED_AGGREGATE_NETWORK_HASHRATE,481425.1036032739,0.0,198.8124136639391,401.18758633606086,149.96545977686424,17,2.364066193853428e-15,52.80146043105158,0.04535249440074105,0.04535249440074105,last,common_template_duplicate_pow,600.0,24,10200.0,0.0,0.0,2.3529411764705883,759390603919384800,16326897.9842668,4.535249440074112,7.593906039193855e+17,7593906039193848,False,1.0,0.0
