protocol,n_miners,seed,config_hash,sim_time,aggregate_hashrate_THs,aggregate_power_W,energy_kWh,co2_kg,created_blocks,accepted_main_blocks,stale_blocks,stale_rate_pct,accepted_block_interval_s,created_block_interval_s,throughput_tx_per_s,confirmation_time_6blk_s,energy_per_accepted_block_kWh,energy_per_tx_kWh,total_hashes,active_mining_time_s,exhausted_rounds,_cmd
PoCol,100,11,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,18,18,0,0.0,552.0062331149894,555.5555555555555,3.3151,3312.0373986899367,0.4678240740740747,0.0002540144590912294,1.4100000000000003e+18,1000000.0,4,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 11
PoCol,100,12,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,23,23,0,0.0,424.3277148808862,434.7826086956522,4.2497,2545.9662892853175,0.36612318840579755,0.00019815124204845854,1.41e+18,1000000.0,1,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 12
PoCol,100,13,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,17,17,0,0.0,512.3455021113986,588.2352941176471,3.1294,3074.073012668391,0.49534313725490253,0.0002690877910568589,1.41e+18,1000000.0,4,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 13
PoCol,100,14,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.74727083333334,18,18,0,0.0,472.59183499138464,555.5555555555555,3.3534,2835.551009948308,0.4678240740740747,0.00025111329794636324,1.41e+18,1000000.0,1,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 14
PoCol,100,15,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,17,16,1,5.88,615.4422466779225,588.2352941176471,2.9605,3692.6534800675354,0.526302083333334,0.0002844395653887297,1.41e+18,1000000.0,16,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 15
PoCol,100,16,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,20,20,0,0.0,489.1621692272522,500.0,3.6504,2934.9730153635132,0.42104166666666726,0.0002306824822850467,1.4100000000000003e+18,1000000.0,1,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 16
PoCol,100,17,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,11,11,0,0.0,775.0519113761346,909.0909090909091,2.0427,4650.3114682568075,0.7655303030303039,0.00041224033550366394,1.4100000000000003e+18,1000000.0,4,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 17
PoCol,100,18,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,24,24,0,0.0,381.6614342047253,416.6666666666667,4.4186,2289.968605228352,0.35086805555555606,0.00019057695499328622,1.4099999999999997e+18,1000000.0,0,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 18
PoCol,100,19,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,19,19,0,0.0,473.52240044442743,526.3157894736842,3.5291,2841.1344026665647,0.44320175438596554,0.0002386113551141465,1.41e+18,1000000.0,4,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 19
PoCol,100,20,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,23,23,0,0.0,436.37331687300707,434.7826086956522,4.2834,2618.2399012380424,0.36612318840579755,0.00019659227093741754,1.4100000000000003e+18,1000000.0,2,/usr/local/bin/python /home/user/BlockSim-New/experiments/run_scenario.py PoCol 100 20
