protocol,n_miners,metric,mean,median,std,ci95_low,ci95_high,min,max,n
PoCol,400,created_block_interval_s,623.8769495993438,606.6176470588235,151.8385015049166,569.5422396496208,678.2116595490668,370.3703703703704,1111.111111111111,30
PoCol,400,throughput_tx_per_s,3.1111399999999994,3.0633,0.6956557534516227,2.8622027856965113,3.3600772143034874,1.6343,4.9643,30
PoCol,400,confirmation_time_6blk_s,3486.2399384126243,3350.564137112868,939.3747639189521,3150.0889962882843,3822.3908805369642,2051.740336416533,6399.635500763967,30
PoCol,400,energy_per_accepted_block_kWh,0.525356381308446,0.5108226102941162,0.12786067147559815,0.4796020276382836,0.5711107349786084,0.3118827160493819,0.9356481481481457,30
PoCol,400,energy_per_tx_kWh,0.00028492873847262983,0.000275056865473026,7.007935094086905e-05,0.00025985116480654836,0.0003100063121387113,0.00016962780922452937,0.0005152562768973451,30
PoCol,400,total_hashes,1.41e+18,1.41e+18,201.68668087253386,1.41e+18,1.41e+18,1.4099999999999997e+18,1.4100000000000003e+18,30
PoCol,400,active_mining_time_s,4000000.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,30
PoCol,400,exhausted_rounds,2.466666666666667,2.5,0.8995528902176071,2.1447657990344475,2.788567534298886,0.0,4.0,30
PoCol,500,energy_kWh,8.420833333333414,8.420833333333418,3.613448226613569e-15,8.420833333333412,8.420833333333416,8.420833333333418,8.420833333333418,30
PoCol,500,co2_kg,3.747270833333307,3.7472708333333076,4.737270590596318e-16,3.747270833333307,3.747270833333307,3.7472708333333076,3.747270833333308,30
PoCol,500,created_blocks,16.833333333333332,16.0,4.102844541697057,15.365149269789375,18.301517396877287,9.0,31.0,30
