time_s,H_effective,H_pipeline,floor_threshold,live_activation_requests,waking_miners,active_hashing_miners,accepted_block_event,round_boundary
131.055000,0.0,0.0,3200.0,0,0,0,1,1
131.981667,300.0,300.0,3200.0,0,0,1,0,0
132.065000,0.0,0.0,3200.0,0,0,0,1,1
133.065000,4000.0,4000.0,3200.0,0,0,16,0,0
133.265000,2400.0,3200.0,3200.0,3,3,12,0,0
133.331667,1200.0,2200.0,3200.0,4,4,8,0,0
133.465000,400.0,1400.0,3200.0,4,4,4,0,0
133.865000,0.0,1000.0,3200.0,4,4,0,0,0
134.265000,800.0,1000.0,3200.0,1,1,3,0,0
134.331667,1000.0,1000.0,3200.0,0,0,4,0,0
134.465000,600.0,600.0,3200.0,0,0,3,0,0
134.531667,300.0,300.0,3200.0,0,0,2,0,0
134.731667,100.0,100.0,3200.0,0,0,1,0,0
135.065000,0.0,0.0,3200.0,0,0,0,0,1
136.065000,4000.0,4000.0,3200.0,0,0,16,0,0
136.265000,2400.0,3200.0,3200.0,3,3,12,0,0
136.331667,1200.0,2200.0,3200.0,4,4,8,0,0
136.465000,400.0,1400.0,3200.0,4,4,4,0,0
136.865000,0.0,1000.0,3200.0,4,4,0,0,0
137.265000,800.0,1000.0,3200.0,1,1,3,0,0
137.331667,1000.0,1000.0,3200.0,0,0,4,0,0
137.465000,600.0,600.0,3200.0,0,0,3,0,0
137.531667,300.0,300.0,3200.0,0,0,2,0,0
137.731667,100.0,100.0,3200.0,0,0,1,0,0
138.065000,0.0,0.0,3200.0,0,0,0,0,1
139.010000,400.0,400.0,3200.0,0,0,1,0,0
139.072500,0.0,0.0,3200.0,0,0,0,1,1
140.072500,4000.0,4000.0,3200.0,0,0,16,0,0
140.272500,2400.0,3200.0,3200.0,3,3,12,0,0
140.339167,1200.0,2200.0,3200.0,4,4,8,0,0
140.472500,400.0,1400.0,3200.0,4,4,4,0,0
140.872500,0.0,1000.0,3200.0,4,4,0,0,0
141.272500,800.0,1000.0,3200.0,1,1,3,0,0
141.339167,1000.0,1000.0,3200.0,0,0,4,0,0
141.472500,600.0,600.0,3200.0,0,0,3,0,0
141.539167,300.0,300.0,3200.0,0,0,2,0,0
141.739167,100.0,100.0,3200.0,0,0,1,0,0
142.072500,0.0,0.0,3200.0,0,0,0,0,1
143.072500,4000.0,4000.0,3200.0,0,0,16,0,0
143.272500,2400.0,3200.0,3200.0,3,3,12,0,0
143.322500,200.0,1000.0,3200.0,3,3,1,0,0
143.332500,0.0,0.0,3200.0,0,0,0,1,1
144.332500,3600.0,3600.0,3200.0,0,0,12,0,0
144.457500,2800.0,2800.0,3200.0,0,0,8,0,0
144.499167,1900.0,1900.0,3200.0,0,0,5,0,0
144.532500,300.0,1100.0,3200.0,3,3,1,0,0
144.562500,0.0,0.0,3200.0,0,0,0,1,1
145.562500,4000.0,4000.0,3200.0,0,0,16,0,0
145.762500,2400.0,3200.0,3200.0,3,3,12,0,0
145.812500,1400.0,2200.0,3200.0,3,3,5,0,0
145.829167,200.0,1200.0,3200.0,4,4,1,0,0
145.932500,0.0,0.0,3200.0,0,0,0,1,1
146.932500,2800.0,2800.0,3200.0,0,0,8,0,0
146.995000,1600.0,1600.0,3200.0,0,0,5,0,0
147.015833,400.0,400.0,3200.0,0,0,1,0,0
147.020000,0.0,0.0,3200.0,0,0,0,1,1
148.020000,3600.0,3600.0,3200.0,0,0,12,0,0
148.145000,1200.0,1200.0,3200.0,0,0,4,0,0
148.186667,300.0,300.0,3200.0,0,0,1,0,0
148.203333,0.0,0.0,3200.0,0,0,0,1,1
149.203333,4000.0,4000.0,3200.0,0,0,16,0,0
149.403333,2400.0,3200.0,3200.0,3,3,12,0,0
149.470000,1200.0,2200.0,3200.0,4,4,8,0,0
149.603333,400.0,1400.0,3200.0,4,4,4,0,0
150.003333,0.0,1000.0,3200.0,4,4,0,0,0
150.403333,800.0,1000.0,3200.0,1,1,3,0,0
150.470000,1000.0,1000.0,3200.0,0,0,4,0,0
150.603333,600.0,600.0,3200.0,0,0,3,0,0
150.670000,300.0,300.0,3200.0,0,0,2,0,0
150.870000,100.0,100.0,3200.0,0,0,1,0,0
151.203333,0.0,0.0,3200.0,0,0,0,0,1
152.203333,3600.0,3600.0,3200.0,0,0,12,0,0
152.286667,2700.0,2700.0,3200.0,0,0,9,0,0
152.328333,300.0,300.0,3200.0,0,0,1,0,0
152.346667,0.0,0.0,3200.0,0,0,0,1,1
153.346667,4000.0,4000.0,3200.0,0,0,16,0,0
153.546667,2400.0,3200.0,3200.0,3,3,12,0,0
153.613333,1200.0,2200.0,3200.0,4,4,8,0,0
153.746667,400.0,1400.0,3200.0,4,4,4,0,0
154.146667,0.0,1000.0,3200.0,4,4,0,0,0
154.546667,800.0,1000.0,3200.0,1,1,3,0,0
154.613333,1000.0,1000.0,3200.0,0,0,4,0,0
154.746667,600.0,600.0,3200.0,0,0,3,0,0
154.813333,300.0,300.0,3200.0,0,0,2,0,0
155.013333,100.0,100.0,3200.0,0,0,1,0,0
155.346667,0.0,0.0,3200.0,0,0,0,0,1
156.346667,4000.0,4000.0,3200.0,0,0,16,0,0
156.546667,2400.0,3200.0,3200.0,3,3,12,0,0
156.613333,1200.0,2200.0,3200.0,4,4,8,0,0
156.746667,400.0,1400.0,3200.0,4,4,4,0,0
157.146667,0.0,1000.0,3200.0,4,4,0,0,0
157.546667,800.0,1000.0,3200.0,1,1,3,0,0
157.613333,1000.0,1000.0,3200.0,0,0,4,0,0
157.746667,600.0,600.0,3200.0,0,0,3,0,0
157.813333,300.0,300.0,3200.0,0,0,2,0,0
158.013333,100.0,100.0,3200.0,0,0,1,0,0
158.346667,0.0,0.0,3200.0,0,0,0,0,1
159.346667,4000.0,4000.0,3200.0,0,0,16,0,0
159.546667,2400.0,3200.0,3200.0,3,3,12,0,0
159.613333,1200.0,2200.0,3200.0,4,4,8,0,0
159.746667,400.0,1400.0,3200.0,4,4,4,0,0
160.146667,0.0,1000.0,3200.0,4,4,0,0,0
160.546667,700.0,900.0,3200.0,1,1,2,0,0
160.613333,900.0,900.0,3200.0,0,0,3,0,0
160.734167,500.0,500.0,3200.0,0,0,2,0,0
160.738333,300.0,300.0,3200.0,0,0,1,0,0
160.740000,0.0,0.0,3200.0,0,0,0,1,1
161.740000,4000.0,4000.0,3200.0,0,0,16,0,0
161.940000,2400.0,3200.0,3200.0,3,3,12,0,0
161.990000,300.0,1100.0,3200.0,3,3,1,0,0
162.003333,0.0,0.0,3200.0,0,0,0,1,1
162.956667,300.0,300.0,3200.0,0,0,1,0,0
163.040000,0.0,0.0,3200.0,0,0,0,1,1
164.040000,4000.0,4000.0,3200.0,0,0,16,0,0
164.240000,2400.0,3200.0,3200.0,3,3,12,0,0
164.306667,1200.0,2200.0,3200.0,4,4,8,0,0
164.440000,400.0,1400.0,3200.0,4,4,4,0,0
164.840000,0.0,1000.0,3200.0,4,4,0,0,0
165.240000,800.0,1000.0,3200.0,1,1,3,0,0
165.306667,1000.0,1000.0,3200.0,0,0,4,0,0
165.440000,600.0,600.0,3200.0,0,0,3,0,0
165.506667,300.0,300.0,3200.0,0,0,2,0,0
165.706667,100.0,100.0,3200.0,0,0,1,0,0
166.040000,0.0,0.0,3200.0,0,0,0,0,1
167.040000,3600.0,3600.0,3200.0,0,0,12,0,0
167.123333,2700.0,2700.0,3200.0,0,0,9,0,0
167.165000,300.0,300.0,3200.0,0,0,1,0,0
167.170000,0.0,0.0,3200.0,0,0,0,1,1
168.160000,100.0,100.0,3200.0,0,0,1,0,0
168.170000,3700.0,3700.0,3200.0,0,0,13,0,0
168.295000,2900.0,2900.0,3200.0,0,0,9,0,0
168.336667,1700.0,1700.0,3200.0,0,0,5,0,0
168.370000,100.0,900.0,3200.0,3,3,1,0,0
168.410000,0.0,0.0,3200.0,0,0,0,1,1
169.410000,4000.0,4000.0,3200.0,0,0,16,0,0
169.610000,2400.0,3200.0,3200.0,3,3,12,0,0
169.676667,1200.0,2200.0,3200.0,4,4,8,0,0
169.810000,400.0,1400.0,3200.0,4,4,4,0,0
170.210000,0.0,1000.0,3200.0,4,4,0,0,0
170.610000,800.0,1000.0,3200.0,1,1,3,0,0
170.676667,1000.0,1000.0,3200.0,0,0,4,0,0
170.810000,600.0,600.0,3200.0,0,0,3,0,0
170.876667,300.0,300.0,3200.0,0,0,2,0,0
171.076667,100.0,100.0,3200.0,0,0,1,0,0
171.410000,0.0,0.0,3200.0,0,0,0,0,1
172.410000,1600.0,1600.0,3200.0,0,0,4,0,0
172.472500,400.0,400.0,3200.0,0,0,1,0,0
172.477500,0.0,0.0,3200.0,0,0,0,1,1
173.477500,3600.0,3600.0,3200.0,0,0,12,0,0
173.602500,2800.0,2800.0,3200.0,0,0,8,0,0
173.644167,1900.0,1900.0,3200.0,0,0,5,0,0
173.677500,300.0,1100.0,3200.0,3,3,1,0,0
173.684167,0.0,0.0,3200.0,0,0,0,1,1
174.624167,100.0,100.0,3200.0,0,0,1,0,0
174.684167,3700.0,3700.0,3200.0,0,0,13,0,0
174.809167,2900.0,2900.0,3200.0,0,0,9,0,0
174.850833,1700.0,1700.0,3200.0,0,0,5,0,0
174.871667,100.0,100.0,3200.0,0,0,1,0,0
174.874167,0.0,0.0,3200.0,0,0,0,1,1
175.874167,2800.0,2800.0,3200.0,0,0,8,0,0
175.936667,1600.0,1600.0,3200.0,0,0,5,0,0
175.957500,400.0,400.0,3200.0,0,0,1,0,0
175.979167,0.0,0.0,3200.0,0,0,0,1,1
176.979167,4000.0,4000.0,3200.0,0,0,16,0,0
177.179167,2400.0,3200.0,3200.0,3,3,12,0,0
177.245833,1200.0,2200.0,3200.0,4,4,8,0,0
177.379167,400.0,1400.0,3200.0,4,4,4,0,0
177.779167,0.0,1000.0,3200.0,4,4,0,0,0
178.179167,800.0,1000.0,3200.0,1,1,3,0,0
178.245833,1000.0,1000.0,3200.0,0,0,4,0,0
178.379167,600.0,600.0,3200.0,0,0,3,0,0
178.445833,300.0,300.0,3200.0,0,0,2,0,0
178.645833,100.0,100.0,3200.0,0,0,1,0,0
178.979167,0.0,0.0,3200.0,0,0,0,0,1
179.979167,4000.0,4000.0,3200.0,0,0,16,0,0
180.179167,2400.0,3200.0,3200.0,3,3,12,0,0
180.245833,1200.0,2200.0,3200.0,4,4,8,0,0
180.379167,400.0,1400.0,3200.0,4,4,4,0,0
180.779167,0.0,1000.0,3200.0,4,4,0,0,0
181.179167,800.0,1000.0,3200.0,1,1,3,0,0
181.245833,1000.0,1000.0,3200.0,0,0,4,0,0
181.379167,600.0,600.0,3200.0,0,0,3,0,0
181.445833,300.0,300.0,3200.0,0,0,2,0,0
181.645833,100.0,100.0,3200.0,0,0,1,0,0
181.979167,0.0,0.0,3200.0,0,0,0,0,1
182.979167,4000.0,4000.0,3200.0,0,0,16,0,0
183.179167,2400.0,3200.0,3200.0,3,3,12,0,0
183.245833,1200.0,2200.0,3200.0,4,4,8,0,0
183.379167,400.0,1400.0,3200.0,4,4,4,0,0
183.779167,0.0,1000.0,3200.0,4,4,0,0,0
184.179167,800.0,1000.0,3200.0,1,1,3,0,0
184.245833,1000.0,1000.0,3200.0,0,0,4,0,0
184.379167,600.0,600.0,3200.0,0,0,3,0,0
184.445833,300.0,300.0,3200.0,0,0,2,0,0
184.645833,100.0,100.0,3200.0,0,0,1,0,0
184.979167,0.0,0.0,3200.0,0,0,0,0,1
185.979167,3600.0,3600.0,3200.0,0,0,12,0,0
186.062500,2400.0,2400.0,3200.0,0,0,8,0,0
186.104167,400.0,400.0,3200.0,0,0,1,0,0
186.129167,0.0,0.0,3200.0,0,0,0,1,1
187.129167,1600.0,1600.0,3200.0,0,0,4,0,0
187.191667,400.0,400.0,3200.0,0,0,1,0,0
187.211667,0.0,0.0,3200.0,0,0,0,1,1
188.211667,4000.0,4000.0,3200.0,0,0,16,0,0
188.411667,2400.0,3200.0,3200.0,3,3,12,0,0
188.478333,1200.0,2200.0,3200.0,4,4,8,0,0
188.611667,400.0,1400.0,3200.0,4,4,4,0,0
189.011667,0.0,1000.0,3200.0,4,4,0,0,0
189.411667,800.0,1000.0,3200.0,1,1,3,0,0
189.478333,1000.0,1000.0,3200.0,0,0,4,0,0
189.611667,600.0,600.0,3200.0,0,0,3,0,0
189.678333,300.0,300.0,3200.0,0,0,2,0,0
189.878333,100.0,100.0,3200.0,0,0,1,0,0
190.211667,0.0,0.0,3200.0,0,0,0,0,1
191.211667,1600.0,1600.0,3200.0,0,0,4,0,0
191.274167,400.0,400.0,3200.0,0,0,1,0,0
191.281667,0.0,0.0,3200.0,0,0,0,1,1
192.218333,300.0,300.0,3200.0,0,0,1,0,0
192.301667,0.0,0.0,3200.0,0,0,0,1,1
193.259167,400.0,400.0,3200.0,0,0,1,0,0
193.321667,0.0,0.0,3200.0,0,0,0,1,1
194.321667,3600.0,3600.0,3200.0,0,0,12,0,0
194.405000,2400.0,2400.0,3200.0,0,0,8,0,0
194.446667,400.0,400.0,3200.0,0,0,1,0,0
194.464167,0.0,0.0,3200.0,0,0,0,1,1
195.244167,100.0,100.0,3200.0,0,0,1,0,0
195.494167,0.0,0.0,3200.0,0,0,0,1,1
196.494167,4000.0,4000.0,3200.0,0,0,16,0,0
196.694167,2400.0,3200.0,3200.0,3,3,12,0,0
196.744167,0.0,0.0,3200.0,0,0,0,1,1
197.744167,4000.0,4000.0,3200.0,0,0,16,0,0
197.944167,2400.0,3200.0,3200.0,3,3,12,0,0
198.010833,1200.0,2200.0,3200.0,4,4,8,0,0
198.144167,400.0,1400.0,3200.0,4,4,4,0,0
198.544167,0.0,1000.0,3200.0,4,4,0,0,0
198.944167,800.0,1000.0,3200.0,1,1,3,0,0
199.010833,1000.0,1000.0,3200.0,0,0,4,0,0
199.144167,600.0,600.0,3200.0,0,0,3,0,0
199.210833,300.0,300.0,3200.0,0,0,2,0,0
199.410833,100.0,100.0,3200.0,0,0,1,0,0
199.744167,0.0,0.0,3200.0,0,0,0,0,1
200.744167,4000.0,4000.0,3200.0,0,0,16,0,0
200.944167,2400.0,3200.0,3200.0,3,3,12,0,0
201.010833,1200.0,2200.0,3200.0,4,4,8,0,0
201.144167,400.0,1400.0,3200.0,4,4,4,0,0
201.544167,0.0,1000.0,3200.0,4,4,0,0,0
201.944167,800.0,1000.0,3200.0,1,1,3,0,0
202.010833,1000.0,1000.0,3200.0,0,0,4,0,0
202.144167,600.0,600.0,3200.0,0,0,3,0,0
202.210833,300.0,300.0,3200.0,0,0,2,0,0
202.410833,100.0,100.0,3200.0,0,0,1,0,0
202.744167,0.0,0.0,3200.0,0,0,0,0,1
203.689167,200.0,200.0,3200.0,0,0,1,0,0
203.744167,1800.0,1800.0,3200.0,0,0,5,0,0
203.806667,200.0,200.0,3200.0,0,0,1,0,0
203.814167,0.0,0.0,3200.0,0,0,0,1,1
204.814167,2800.0,2800.0,3200.0,0,0,8,0,0
204.876667,1200.0,1200.0,3200.0,0,0,4,0,0
204.897500,300.0,300.0,3200.0,0,0,1,0,0
204.934167,0.0,0.0,3200.0,0,0,0,1,1
205.934167,4000.0,4000.0,3200.0,0,0,16,0,0
206.134167,2400.0,3200.0,3200.0,3,3,12,0,0
206.200833,1200.0,2200.0,3200.0,4,4,8,0,0
206.334167,400.0,1400.0,3200.0,4,4,4,0,0
206.734167,0.0,1000.0,3200.0,4,4,0,0,0
207.134167,800.0,1000.0,3200.0,1,1,3,0,0
207.200833,1000.0,1000.0,3200.0,0,0,4,0,0
207.334167,600.0,600.0,3200.0,0,0,3,0,0
207.400833,300.0,300.0,3200.0,0,0,2,0,0
207.600833,100.0,100.0,3200.0,0,0,1,0,0
207.934167,0.0,0.0,3200.0,0,0,0,0,1
208.934167,4000.0,4000.0,3200.0,0,0,16,0,0
209.134167,2400.0,3200.0,3200.0,3,3,12,0,0
209.200833,1200.0,2200.0,3200.0,4,4,8,0,0
209.334167,400.0,1400.0,3200.0,4,4,4,0,0
209.734167,0.0,1000.0,3200.0,4,4,0,0,0
210.134167,700.0,900.0,3200.0,1,1,2,0,0
210.200833,700.0,700.0,3200.0,0,0,2,0,0
210.217500,400.0,400.0,3200.0,0,0,1,0,0
210.251667,0.0,0.0,3200.0,0,0,0,1,1
211.251667,2800.0,2800.0,3200.0,0,0,8,0,0
211.314167,1200.0,1200.0,3200.0,0,0,4,0,0
211.335000,300.0,300.0,3200.0,0,0,1,0,0
211.371667,0.0,0.0,3200.0,0,0,0,1,1
212.371667,4000.0,4000.0,3200.0,0,0,16,0,0
212.571667,2400.0,3200.0,3200.0,3,3,12,0,0
212.638333,1200.0,2200.0,3200.0,4,4,8,0,0
212.771667,400.0,1400.0,3200.0,4,4,4,0,0
213.171667,0.0,1000.0,3200.0,4,4,0,0,0
213.571667,800.0,1000.0,3200.0,1,1,3,0,0
213.638333,1000.0,1000.0,3200.0,0,0,4,0,0
213.771667,600.0,600.0,3200.0,0,0,3,0,0
213.838333,300.0,300.0,3200.0,0,0,2,0,0
214.038333,100.0,100.0,3200.0,0,0,1,0,0
214.371667,0.0,0.0,3200.0,0,0,0,0,1
215.371667,3600.0,3600.0,3200.0,0,0,12,0,0
215.496667,3000.0,3000.0,3200.0,0,0,9,0,0
215.538333,1800.0,1800.0,3200.0,0,0,5,0,0
215.571667,200.0,1000.0,3200.0,3,3,1,0,0
215.596667,0.0,0.0,3200.0,0,0,0,1,1
216.561667,400.0,400.0,3200.0,0,0,1,0,0
216.624167,0.0,0.0,3200.0,0,0,0,1,1
217.620833,300.0,300.0,3200.0,0,0,1,0,0
217.624167,1900.0,1900.0,3200.0,0,0,5,0,0
217.686667,300.0,300.0,3200.0,0,0,1,0,0
217.704167,0.0,0.0,3200.0,0,0,0,1,1
218.704167,4000.0,4000.0,3200.0,0,0,16,0,0
218.904167,2400.0,3200.0,3200.0,3,3,12,0,0
218.970833,1200.0,2200.0,3200.0,4,4,8,0,0
219.104167,400.0,1400.0,3200.0,4,4,4,0,0
219.204167,100.0,1100.0,3200.0,4,4,1,0,0
219.274167,0.0,0.0,3200.0,0,0,0,1,1
220.274167,3600.0,3600.0,3200.0,0,0,12,0,0
220.357500,2700.0,2700.0,3200.0,0,0,9,0,0
220.399167,300.0,300.0,3200.0,0,0,1,0,0
220.414167,0.0,0.0,3200.0,0,0,0,1,1
221.414167,4000.0,4000.0,3200.0,0,0,16,0,0
221.614167,2400.0,3200.0,3200.0,3,3,12,0,0
221.680833,1200.0,2200.0,3200.0,4,4,8,0,0
221.814167,400.0,1400.0,3200.0,4,4,4,0,0
222.214167,0.0,1000.0,3200.0,4,4,0,0,0
222.614167,100.0,300.0,3200.0,1,1,1,0,0
222.674167,0.0,0.0,3200.0,0,0,0,1,1
223.674167,3600.0,3600.0,3200.0,0,0,12,0,0
223.757500,2400.0,2400.0,3200.0,0,0,8,0,0
223.799167,400.0,400.0,3200.0,0,0,1,0,0
223.831667,0.0,0.0,3200.0,0,0,0,1,1
224.831667,4000.0,4000.0,3200.0,0,0,16,0,0
225.031667,2400.0,3200.0,3200.0,3,3,12,0,0
225.098333,1200.0,2200.0,3200.0,4,4,8,0,0
225.231667,400.0,1400.0,3200.0,4,4,4,0,0
225.631667,0.0,1000.0,3200.0,4,4,0,0,0
226.031667,800.0,1000.0,3200.0,1,1,3,0,0
226.098333,1000.0,1000.0,3200.0,0,0,4,0,0
226.231667,600.0,600.0,3200.0,0,0,3,0,0
226.298333,300.0,300.0,3200.0,0,0,2,0,0
226.498333,100.0,100.0,3200.0,0,0,1,0,0
226.831667,0.0,0.0,3200.0,0,0,0,0,1
227.798333,300.0,300.0,3200.0,0,0,1,0,0
227.881667,0.0,0.0,3200.0,0,0,0,1,1
228.661667,100.0,100.0,3200.0,0,0,1,0,0
228.911667,0.0,0.0,3200.0,0,0,0,1,1
229.911667,4000.0,4000.0,3200.0,0,0,16,0,0
230.111667,2400.0,3200.0,3200.0,3,3,12,0,0
230.161667,2000.0,2800.0,3200.0,3,3,8,0,0
230.178333,800.0,1800.0,3200.0,4,4,4,0,0
230.286667,200.0,1200.0,3200.0,4,4,1,0,0
230.306667,0.0,0.0,3200.0,0,0,0,1,1
231.306667,4000.0,4000.0,3200.0,0,0,16,0,0
231.506667,2400.0,3200.0,3200.0,3,3,12,0,0
231.573333,1200.0,2200.0,3200.0,4,4,8,0,0
231.706667,400.0,1400.0,3200.0,4,4,4,0,0
232.106667,0.0,1000.0,3200.0,4,4,0,0,0
232.506667,800.0,1000.0,3200.0,1,1,3,0,0
232.573333,1000.0,1000.0,3200.0,0,0,4,0,0
232.706667,600.0,600.0,3200.0,0,0,3,0,0
232.773333,300.0,300.0,3200.0,0,0,2,0,0
232.973333,100.0,100.0,3200.0,0,0,1,0,0
233.306667,0.0,0.0,3200.0,0,0,0,0,1
234.306667,4000.0,4000.0,3200.0,0,0,16,0,0
234.506667,2400.0,3200.0,3200.0,3,3,12,0,0
234.573333,1200.0,2200.0,3200.0,4,4,8,0,0
234.706667,400.0,1400.0,3200.0,4,4,4,0,0
235.106667,0.0,1000.0,3200.0,4,4,0,0,0
235.506667,800.0,1000.0,3200.0,1,1,3,0,0
235.573333,1000.0,1000.0,3200.0,0,0,4,0,0
235.706667,600.0,600.0,3200.0,0,0,3,0,0
235.773333,300.0,300.0,3200.0,0,0,2,0,0
235.973333,100.0,100.0,3200.0,0,0,1,0,0
236.306667,0.0,0.0,3200.0,0,0,0,0,1
237.306667,2800.0,2800.0,3200.0,0,0,8,0,0
237.369167,1600.0,1600.0,3200.0,0,0,5,0,0
237.390000,400.0,400.0,3200.0,0,0,1,0,0
237.394167,0.0,0.0,3200.0,0,0,0,1,1
238.394167,4000.0,4000.0,3200.0,0,0,16,0,0
238.594167,2400.0,3200.0,3200.0,3,3,12,0,0
238.644167,1300.0,2100.0,3200.0,3,3,5,0,0
238.660833,100.0,1100.0,3200.0,4,4,1,0,0
238.744167,0.0,0.0,3200.0,0,0,0,1,1
239.744167,4000.0,4000.0,3200.0,0,0,16,0,0
239.944167,2400.0,3200.0,3200.0,3,3,12,0,0
240.010833,1200.0,2200.0,3200.0,4,4,8,0,0
240.144167,400.0,1400.0,3200.0,4,4,4,0,0
240.544167,0.0,1000.0,3200.0,4,4,0,0,0
240.944167,800.0,1000.0,3200.0,1,1,3,0,0
241.010833,800.0,800.0,3200.0,0,0,3,0,0
241.069167,400.0,400.0,3200.0,0,0,2,0,0
241.110833,100.0,100.0,3200.0,0,0,1,0,0
241.114167,0.0,0.0,3200.0,0,0,0,1,1
242.114167,4000.0,4000.0,3200.0,0,0,16,0,0
242.314167,2400.0,3200.0,3200.0,3,3,12,0,0
242.380833,1200.0,2200.0,3200.0,4,4,8,0,0
242.514167,400.0,1400.0,3200.0,4,4,4,0,0
242.614167,100.0,1100.0,3200.0,4,4,1,0,0
242.644167,0.0,0.0,3200.0,0,0,0,1,1
243.644167,4000.0,4000.0,3200.0,0,0,16,0,0
243.844167,2400.0,3200.0,3200.0,3,3,12,0,0
243.910833,1200.0,2200.0,3200.0,4,4,8,0,0
244.044167,400.0,1400.0,3200.0,4,4,4,0,0
244.444167,0.0,1000.0,3200.0,4,4,0,0,0
244.844167,800.0,1000.0,3200.0,1,1,3,0,0
244.910833,1000.0,1000.0,3200.0,0,0,4,0,0
245.044167,600.0,600.0,3200.0,0,0,3,0,0
245.110833,300.0,300.0,3200.0,0,0,2,0,0
245.310833,100.0,100.0,3200.0,0,0,1,0,0
245.644167,0.0,0.0,3200.0,0,0,0,0,1
246.539167,200.0,200.0,3200.0,0,0,1,0,0
246.664167,0.0,0.0,3200.0,0,0,0,1,1
247.619167,400.0,400.0,3200.0,0,0,1,0,0
247.681667,0.0,0.0,3200.0,0,0,0,1,1
248.681667,1600.0,1600.0,3200.0,0,0,4,0,0
248.744167,400.0,400.0,3200.0,0,0,1,0,0
248.746667,0.0,0.0,3200.0,0,0,0,1,1
249.746667,4000.0,4000.0,3200.0,0,0,16,0,0
249.946667,2400.0,3200.0,3200.0,3,3,12,0,0
250.013333,1200.0,2200.0,3200.0,4,4,8,0,0
250.146667,400.0,1400.0,3200.0,4,4,4,0,0
250.546667,0.0,1000.0,3200.0,4,4,0,0,0
250.946667,100.0,300.0,3200.0,1,1,1,0,0
250.966667,0.0,0.0,3200.0,0,0,0,1,1
251.966667,4000.0,4000.0,3200.0,0,0,16,0,0
252.166667,2400.0,3200.0,3200.0,3,3,12,0,0
252.233333,1200.0,2200.0,3200.0,4,4,8,0,0
252.366667,400.0,1400.0,3200.0,4,4,4,0,0
252.766667,0.0,1000.0,3200.0,4,4,0,0,0
253.166667,800.0,1000.0,3200.0,1,1,3,0,0
253.233333,1000.0,1000.0,3200.0,0,0,4,0,0
253.366667,600.0,600.0,3200.0,0,0,3,0,0
253.433333,300.0,300.0,3200.0,0,0,2,0,0
253.633333,100.0,100.0,3200.0,0,0,1,0,0
253.966667,0.0,0.0,3200.0,0,0,0,0,1
254.966667,3600.0,3600.0,3200.0,0,0,12,0,0
255.091667,3000.0,3000.0,3200.0,0,0,9,0,0
255.133333,1800.0,1800.0,3200.0,0,0,5,0,0
255.166667,200.0,1000.0,3200.0,3,3,1,0,0
255.186667,0.0,0.0,3200.0,0,0,0,1,1
256.186667,4000.0,4000.0,3200.0,0,0,16,0,0
256.386667,2400.0,3200.0,3200.0,3,3,12,0,0
256.453333,1200.0,2200.0,3200.0,4,4,8,0,0
256.586667,400.0,1400.0,3200.0,4,4,4,0,0
256.986667,0.0,1000.0,3200.0,4,4,0,0,0
257.386667,700.0,900.0,3200.0,1,1,2,0,0
257.453333,700.0,700.0,3200.0,0,0,2,0,0
257.511667,300.0,300.0,3200.0,0,0,1,0,0
257.556667,0.0,0.0,3200.0,0,0,0,1,1
258.501667,400.0,400.0,3200.0,0,0,1,0,0
258.564167,0.0,0.0,3200.0,0,0,0,1,1
259.564167,2800.0,2800.0,3200.0,0,0,8,0,0
259.626667,1600.0,1600.0,3200.0,0,0,5,0,0
259.647500,400.0,400.0,3200.0,0,0,1,0,0
259.651667,0.0,0.0,3200.0,0,0,0,1,1
260.651667,1600.0,1600.0,3200.0,0,0,4,0,0
260.714167,400.0,400.0,3200.0,0,0,1,0,0
260.734167,0.0,0.0,3200.0,0,0,0,1,1
261.734167,4000.0,4000.0,3200.0,0,0,16,0,0
261.934167,2400.0,3200.0,3200.0,3,3,12,0,0
262.000833,1200.0,2200.0,3200.0,4,4,8,0,0
262.134167,400.0,1400.0,3200.0,4,4,4,0,0
262.534167,0.0,1000.0,3200.0,4,4,0,0,0
262.934167,800.0,1000.0,3200.0,1,1,3,0,0
263.000833,1000.0,1000.0,3200.0,0,0,4,0,0
263.134167,600.0,600.0,3200.0,0,0,3,0,0
263.200833,300.0,300.0,3200.0,0,0,2,0,0
263.400833,100.0,100.0,3200.0,0,0,1,0,0
263.734167,0.0,0.0,3200.0,0,0,0,0,1
264.734167,4000.0,4000.0,3200.0,0,0,16,0,0
264.934167,2400.0,3200.0,3200.0,3,3,12,0,0
264.984167,300.0,1100.0,3200.0,3,3,1,0,0
264.987500,0.0,0.0,3200.0,0,0,0,1,1
265.987500,2800.0,2800.0,3200.0,0,0,8,0,0
266.050000,1600.0,1600.0,3200.0,0,0,5,0,0
266.070833,400.0,400.0,3200.0,0,0,1,0,0
266.105000,0.0,0.0,3200.0,0,0,0,1,1
267.105000,3600.0,3600.0,3200.0,0,0,12,0,0
267.188333,2400.0,2400.0,3200.0,0,0,8,0,0
267.230000,400.0,400.0,3200.0,0,0,1,0,0
267.257500,0.0,0.0,3200.0,0,0,0,1,1
268.257500,4000.0,4000.0,3200.0,0,0,16,0,0
268.457500,2400.0,3200.0,3200.0,3,3,12,0,0
268.524167,1200.0,2200.0,3200.0,4,4,8,0,0
268.657500,400.0,1400.0,3200.0,4,4,4,0,0
