family,gamma_scenario,gamma,carbon_mean_kg,carbon_std_kg,carbon_ci95_kg,carbon_per_block_mean_kg,carbon_per_tx_mean_g,n_seeds
PoW_BTC,low,0.05,23373903.545599163,2294384.034170403,856640.8824296449,164598.07314062765,82299.03657031382,30
PoW_BTC,average,0.475,222052083.68319204,21796648.32461883,8138088.383081626,1563681.6948359625,781840.8474179814,30
PoW_BTC,high,0.82,383332018.1478262,37627898.1603946,14048910.471846174,2699408.399506293,1349704.1997531464,30
PoS_ETH,low,0.05,118.74196852613241,0.39359908894154266,0.14695581291224488,0.016491940073073946,0.008245970036536973,30
PoS_ETH,average,0.475,1128.0487009982578,3.7391913449446466,1.396080222666323,0.15667343069420242,0.07833671534710125,30
PoS_ETH,high,0.82,1947.3682838285713,6.455025058641297,2.410075331760815,0.2704678171984127,0.13523390859920634,30
