run_id,scenario_id,role,seed_class,seed_index,master_seed,controller_mode_configured,run_status,all_integrity_gates_pass,E_idle_kwh,E_power_null_kwh,absolute_reduction_kwh,relative_reduction,offline_residency_s,a1_continuous_control_kwh,rounds_executed,rounds_accepted,accepted_blocks_per_closed_round,zero_block_indicator,median_round_duration,mean_round_duration,p95_round_duration,unclosed_final_tail_s,static_floor_deficit_area_hash_s,activation_requests_seated,activation_requests_completed,activation_requests_cancelled,incomplete_activation_request_count,activations_per_closed_round,reassignments_per_closed_round,nonterminal_activation_request_count,duration_below_static_floor,static_floor_unattainable_count,duration_below_useful_floor,useful_floor_deficit_area,useful_floor_unattainable_count,H_useful_available_time_weighted,H_useful_target_time_weighted,coarse_repartition_count,coarse_reassignment_count,mean_coarse_chunk_size,minimum_coarse_chunk_size,maximum_coarse_chunk_size,donor_lineage_repartition_replay_count,duplicate_reassignment_prevented_count,nonterminal_coarse_request_count,coarse_requests_completed,reserve_wakes_rejected_no_useful_work,reserve_wakes_with_bound_work,reserve_wakes_completed_with_useful_work,reserve_wake_useful_completion_ratio,controller_mode,breach_episode_count,breach_episode_recovered_count,episode_unattainable_count,activation_batches_seated,predictive_batches_seated,reactive_batches_seated,duplicate_activation_batch_prevented_count,prediction_decision_count,false_positive_wake_count,late_wake_count,maximum_H_pipeline,time_weighted_H_pipeline,maximum_energy_identity_residual_j,maximum_residency_partition_residual_s,duplicate_nonce_count,post_round_evaluation_record_count,post_round_evaluation_nonce_count,evaluation_missing_terminal_time_count,physical_frontier_rewind_count,work_reward_union_residual,nonterminal_lease_count,nonterminal_reassignment_request_count,adversarial_action_total,nonterminal_episode_count,live_batch_after_close_count,evaluation_ledger_entries,coarse_chunks_pairwise_disjoint,coarse_chunks_contiguous,coarse_donor_never_in_ceded_chunk,coarse_lineage_count,residency_PRIMARY_ACTIVE_HASHING_s,energy_PRIMARY_ACTIVE_HASHING_kwh,power_null_difference_PRIMARY_ACTIVE_HASHING_kwh,residency_PRIMARY_LOW_POWER_LISTEN_s,energy_PRIMARY_LOW_POWER_LISTEN_kwh,power_null_difference_PRIMARY_LOW_POWER_LISTEN_kwh,residency_RESERVE_STANDBY_s,energy_RESERVE_STANDBY_kwh,power_null_difference_RESERVE_STANDBY_kwh,residency_RESERVE_WAKING_s,energy_RESERVE_WAKING_kwh,power_null_difference_RESERVE_WAKING_kwh,residency_ACTIVATED_RESERVE_HASHING_s,energy_ACTIVATED_RESERVE_HASHING_kwh,power_null_difference_ACTIVATED_RESERVE_HASHING_kwh,residency_OFFLINE_s,energy_OFFLINE_kwh,power_null_difference_OFFLINE_kwh,residency_COORDINATION_AND_VERIFICATION_s,energy_COORDINATION_AND_VERIFICATION_kwh,power_null_difference_COORDINATION_AND_VERIFICATION_kwh,range_idle_energy_difference_kwh,reserve_standby_energy_difference_kwh,wake_energy_difference_kwh,activated_reserve_energy_kwh,total_low_power_state_difference_kwh,wall_clock_seconds,peak_rss_mb,config_sha256,engine_sha256,record_sha256
8s-S00_NO_FLOOR-s10,S00_NO_FLOOR,CONFIRMATORY_CONTROL,CONFIRMATORY_8S,10,13715678045320114932,LEGACY_REACTIVE,COMPLETED,True,0.016466165185184973,0.035833333333333335,0.019367168148148362,0.540479111111117,0.0,0.035833333333333335,222,174,0.7837837837837838,0,1.1566666666666734,1.3513513513513513,2.0000000000000284,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,LEGACY_REACTIVE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6189,True,True,True,0,822.5066666666636,0.004912192592592574,0.0,435.32000000008645,0.00025998277777782936,0.002339845000000464,1200.0,0.0007166666666666667,0.00645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542.1733333332504,0.010577323148147903,0.010577323148147903,0.002339845000000464,0.00645,0.0,0.0,0.01936716814814837,1.2551591396331787,54.67578125,bcfa23e2b95bfdfa3d572a004b595cac3064eb192568796cd86ea44a8e219580,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,eddc5ec1cf9973a3ea3c5d4d3234df0296d9fee5a36bebcff52b225c6f34bd3a
8s-S00_NO_FLOOR-s11,S00_NO_FLOOR,CONFIRMATORY_CONTROL,CONFIRMATORY_8S,11,16935060739719325789,LEGACY_REACTIVE,COMPLETED,True,0.016539965925925708,0.035833333333333335,0.019293367407407627,0.5384195555555616,0.0,0.035833333333333335,221,172,0.7782805429864253,0,1.1800000000000637,1.3574660633484164,2.0000000000000284,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,LEGACY_REACTIVE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6298,True,True,True,0,839.7333333333314,0.0050150740740740616,0.0,425.9600000000871,0.00025439277777782976,0.0022895350000004685,1200.0,0.0007166666666666667,0.00645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3534.306666666582,0.01055383240740715,0.01055383240740715,0.0022895350000004685,0.00645,0.0,0.0,0.01929336740740762,1.2172937393188477,54.94140625,13ed4488cfb9bd0fc2118e3fac526e08fd890a8bc3ef03d71ce76592c3f42e94,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,8858e0243613b111d8b7427f777a1d616abbc2057a75124474119c6f836a27ab
8s-S01_STAGE8R_STATIC_FLOOR-s00,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,0,16589040752212978661,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015553064166666465,0.035833333333333335,0.02028026916666687,0.5659610000000057,0.0,0.035833333333333335,200,166,0.83,0,1.160000000000018,1.5,2.86250000000004,0.0,831227.9999999847,620,188,428,432,3.1,0.0,0,272.75499999999556,48,36.420000000000435,46166.500000000204,0,642.7388888888876,579.4636111111091,0,0,0.0,0,0,0,0,0,0,0,0,165,0.8776595744680851,STAGE8R_PREDICTIVE_STATIC_FLOOR,355,200,48,155,155,0,1129,156,0,199,5000.0,1028.9552777777863,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6133,True,True,True,0,637.1133333333321,0.0038049824074073996,0.0,969.9666666667479,0.0005792856481481966,0.00521357083333377,893.7233333333334,0.0005337514351851851,0.004803762916666667,243.96999999999986,0.0007285215277777773,0.0007285215277777773,62.306666666666715,0.00037210925925925954,0.0,0.0,0.0,0.0,3192.919999999919,0.00953441388888865,0.00953441388888865,0.00521357083333377,0.004803762916666667,0.0007285215277777773,0.00037210925925925954,0.020280269166666864,2.418405771255493,58.22265625,5957fffb32e7c59fe8c19d29a3e34c32d5dbb14e068d6c54e33d530a894b1045,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,2907ed76c7986d0a6f7120b9d70b3a46b5ec36a919e7cb4e6ef2306e8344e5f2
8s-S01_STAGE8R_STATIC_FLOOR-s01,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,1,5165989057726133609,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015408701620370191,0.03583333333333334,0.020424631712963152,0.5699897222222273,0.0,0.035833333333333335,192,153,0.796875,0,1.190000000000019,1.5625,2.86250000000004,0.0,828095.8333333186,600,200,400,400,3.125,0.0,0,273.3541666666626,50,41.23416666666725,52033.000000000335,0,674.0913888888891,609.6011111111103,0,0,0.0,0,0,0,0,0,0,0,0,181,0.905,STAGE8R_PREDICTIVE_STATIC_FLOOR,341,191,50,150,150,0,1268,150,0,191,5000.0,1032.8450000000084,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6438,True,True,True,0,654.0133333333333,0.003905912962962963,0.0,1088.786666666745,0.0006502475925926394,0.005852228333333755,865.7133333333333,0.0005170232407407406,0.004653209166666667,264.5766666666666,0.0007900553240740739,0.0007900553240740739,69.71000000000024,0.0004163236111111125,0.0,0.0,0.0,0.0,3057.199999999922,0.009129138888888656,0.009129138888888656,0.005852228333333755,0.004653209166666667,0.0007900553240740739,0.0004163236111111125,0.02042463171296315,2.286013126373291,58.8203125,29e5dbeaa595feccf66a5df4f1e0ebcc5c285a6eb6bd57613db233d630c8bd25,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,a46438e0914c387381712b7951fd03a8e0e84bceb0c1ab12cd0d75dc157f0dd8
8s-S01_STAGE8R_STATIC_FLOOR-s02,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,2,16947568176394249616,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015172398703703526,0.035833333333333335,0.02066093462962981,0.5765842222222272,0.0,0.035833333333333335,186,145,0.7795698924731183,0,1.1800000000000281,1.6129032258064515,2.86250000000004,0.0,829812.1666666525,568,224,344,344,3.053763440860215,0.0,0,274.5883333333294,56,44.44250000000038,55792.333333333365,0,679.0624999999983,616.5402777777753,0,0,0.0,0,0,0,0,0,0,0,0,205,0.9151785714285714,STAGE8R_PREDICTIVE_STATIC_FLOOR,327,185,56,142,142,0,1284,142,0,185,5000.0,985.8841666666726,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6399,True,True,True,0,639.1466666666661,0.0038171259259259208,0.0,1199.960000000075,0.0007166427777778227,0.006449785000000404,846.9700000000005,0.0005058293055555559,0.004552463750000004,273.64333333333275,0.0008171293981481464,0.0008171293981481464,79.38666666666677,0.0004741148148148154,0.0,0.0,0.0,0.0,2960.8933333332598,0.008841556481481256,0.008841556481481256,0.006449785000000404,0.004552463750000004,0.0008171293981481464,0.0004741148148148154,0.02066093462962981,2.148421049118042,58.37890625,adbe0c64e714f1507c6172aa532ca7dbba1205116c3aa73a92bdc081f305ef3d,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,ee89beb071b94403f16b7915cbc3ec1a53ab8af0781b21ad9bead8ffc6fa5f8d
8s-S01_STAGE8R_STATIC_FLOOR-s03,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,3,18075326756669610819,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015399543217592392,0.035833333333333314,0.020433790115740924,0.570245305555561,0.0,0.035833333333333335,190,152,0.8,0,1.1933333333333351,1.5789473684210527,2.86250000000004,0.0,826183.1666666513,600,208,392,392,3.1578947368421053,0.0,0,273.2566666666624,52,42.570833333333866,54137.666666666904,0,688.440833333333,622.9686111111106,0,0,0.0,0,0,0,0,0,0,0,0,189,0.9086538461538461,STAGE8R_PREDICTIVE_STATIC_FLOOR,339,189,52,150,150,0,1297,150,0,189,5000.0,1037.4402777777852,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6548,True,True,True,0,661.8533333333329,0.003952735185185181,0.0,1113.8933333334132,0.0006652418518518996,0.005987176666667097,857.3883333333334,0.0005120513657407408,0.004608462291666667,270.3833333333329,0.0008073946759259247,0.0008073946759259247,72.22833333333364,0.0004313636574074092,0.0,0.0,0.0,0.0,3024.253333333254,0.009030756481481241,0.009030756481481241,0.005987176666667097,0.004608462291666667,0.0008073946759259247,0.0004313636574074092,0.02043379011574093,2.2038159370422363,59.015625,95b7b9e8edd88f8ce99d5fd4483cde3a052b5a04d130e377d3f23c6d7dd1af6d,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,1f59432e761fd5e3fcf714c85ed0de9149434cfddbbf80d2f89de49859984237
8s-S01_STAGE8R_STATIC_FLOOR-s04,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,4,4114217942748140496,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015415697083333138,0.03583333333333333,0.02041763625000019,0.5697945000000054,0.0,0.035833333333333335,193,155,0.8031088082901554,0,1.1825000000000614,1.5544041450777202,2.86250000000004,0.0,827844.4999999859,608,200,404,408,3.150259067357513,0.0,0,273.1108333333293,51,40.94750000000057,51764.16666666702,0,674.0227777777759,609.4841666666648,0,0,0.0,0,0,0,0,0,0,0,0,188,0.94,STAGE8R_PREDICTIVE_STATIC_FLOOR,345,193,51,152,152,0,1219,153,0,192,5000.0,1030.1236111111175,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6413,True,True,True,0,649.5666666666643,0.0038793564814814676,0.0,1077.02000000008,0.0006432202777778255,0.0057889825000004315,871.8933333333335,0.0005207140740740742,0.0046864266666666685,256.07666666666637,0.0007646733796296287,0.0007646733796296287,72.03000000000002,0.0004301791666666668,0.0,0.0,0.0,0.0,3073.4133333332566,0.00917755370370347,0.00917755370370347,0.0057889825000004315,0.0046864266666666685,0.0007646733796296287,0.0004301791666666668,0.020417636250000197,2.193739891052246,58.87109375,0e8c7ca7dc077adaa8773cac0633fd0417f758b281c115a08c9224945ed17c25,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,814f583e88ff430bbd2e797a2e6f4e4ea3f3d9d828422af3a5097fe7d532326d
8s-S01_STAGE8R_STATIC_FLOOR-s05,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,5,1762912106260157046,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015239480694444254,0.035833333333333356,0.020593852638889104,0.5747121666666724,0.0,0.035833333333333335,189,147,0.7777777777777778,0,1.1650000000000205,1.5873015873015872,2.86250000000004,0.0,831188.8333333193,580,212,364,368,3.068783068783069,0.0,0,274.31999999999584,54,42.502500000000374,53373.833333333576,0,665.6897222222204,603.8508333333309,0,0,0.0,0,0,0,0,0,0,0,0,193,0.910377358490566,STAGE8R_PREDICTIVE_STATIC_FLOOR,334,189,54,145,145,0,1230,146,0,188,5000.0,989.752500000007,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6276,True,True,True,0,632.6533333333315,0.003778346296296286,0.0,1145.5066666667453,0.0006841220370370841,0.006157098333333758,860.846666666667,0.0005141167592592594,0.004627050833333334,263.2699999999994,0.0007861534722222205,0.0007861534722222205,75.88333333333352,0.0004531921296296308,0.0,0.0,0.0,0.0,3021.8399999999233,0.00902354999999977,0.00902354999999977,0.006157098333333758,0.004627050833333334,0.0007861534722222205,0.0004531921296296308,0.020593852638889083,2.1244215965270996,58.015625,c3d01bce74df5112cd5bfe742aa48372912d854887c63fe271b5f928268e679d,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,ffe01f7d9a5e4fe5cdc88cffaa145d33a73de60d03da59653f7d97f0c54f4cfd
8s-S01_STAGE8R_STATIC_FLOOR-s06,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,6,4670163991797319312,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015423388310184992,0.035833333333333335,0.020409945023148343,0.5695798611111165,0.0,0.035833333333333335,193,155,0.8031088082901554,0,1.1800000000000068,1.5544041450777202,2.86250000000004,0.0,829079.8333333198,604,196,408,408,3.1295336787564767,0.0,0,273.7158333333294,49,41.00416666666726,52422.500000000335,0,670.4397222222211,607.5511111111088,0,0,0.0,0,0,0,0,0,0,0,0,178,0.9081632653061225,STAGE8R_PREDICTIVE_STATIC_FLOOR,343,192,49,151,151,0,1258,151,0,192,5000.0,1033.2272222222293,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6355,True,True,True,0,650.7666666666648,0.0038865231481481372,0.0,1074.0466666667453,0.000641444537037084,0.0057730008333337565,868.6783333333333,0.0005187940046296295,0.0046691460416666665,262.8666666666668,0.0007849490740740744,0.0007849490740740744,68.45500000000006,0.00040882847222222256,0.0,0.0,0.0,0.0,3075.1866666665887,0.009182849074073844,0.009182849074073844,0.0057730008333337565,0.0046691460416666665,0.0007849490740740744,0.00040882847222222256,0.02040994502314834,2.247685670852661,58.50390625,42f7224f2d27c81ae47f410d1a84e3e68102d5d5ebad433430fe156474616566,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,6722ef5d50ba32843de7ebea64417b6d59a7ebfd6256d313d4f64ec1f0205a1a
8s-S01_STAGE8R_STATIC_FLOOR-s07,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,7,17386869905707270377,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015213306435184999,0.03583333333333333,0.02062002689814833,0.5754426111111163,0.0,0.035833333333333335,187,147,0.786096256684492,0,1.1625000000000796,1.6042780748663101,2.86250000000004,0.0,829683.1666666531,600,228,368,372,3.2085561497326203,0.0,0,274.3783333333292,58,43.60416666666711,55745.33333333369,0,679.4000000000009,616.7819444444439,0,0,0.0,0,0,0,0,0,0,0,0,207,0.9078947368421053,STAGE8R_PREDICTIVE_STATIC_FLOOR,337,187,58,150,150,0,1267,151,0,186,5000.0,1005.3363888888993,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6345,True,True,True,0,641.1933333333346,0.0038293490740740808,0.0,1179.4200000000749,0.0007043758333333782,0.006339382500000404,850.5066666666662,0.0005079414814814813,0.004571473333333331,272.0566666666672,0.0008123914351851867,0.0008123914351851867,77.43666666666655,0.00046246898148148084,0.0,0.0,0.0,0.0,2979.386666666591,0.008896779629629405,0.008896779629629405,0.006339382500000404,0.004571473333333331,0.0008123914351851867,0.00046246898148148084,0.020620026898148326,2.085744857788086,58.21875,831ea040ccb09dbc55e6a187a8ca0a871d93727b30db0bcb7439203bfcc87f05,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,affa6c15ca7cc4ccd2f8834584874e707b2bbb64c9ae62032bdaa9bc0214e8a4
8s-S01_STAGE8R_STATIC_FLOOR-s08,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,8,2990465172206113483,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015285785324073889,0.03583333333333333,0.02054754800925944,0.5734199444444495,0.0,0.035833333333333335,187,149,0.7967914438502673,0,1.1833333333333655,1.6042780748663101,2.86250000000004,0.0,828232.3333333194,592,220,368,372,3.165775401069519,0.0,0,274.32666666666273,56,43.910833333333855,55981.83333333355,0,685.8419444444435,622.3972222222205,0,0,0.0,0,0,0,0,0,0,0,0,201,0.9136363636363637,STAGE8R_PREDICTIVE_STATIC_FLOOR,335,187,56,148,148,0,1300,149,0,186,5000.0,1014.6138888888966,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6492,True,True,True,0,651.9266666666654,0.0038934509259259177,0.0,1163.1400000000765,0.0006946530555556011,0.006251877500000409,847.2966666666665,0.0005060243981481481,0.004554219583333334,277.31999999999994,0.0008281083333333331,0.0008281083333333331,75.38333333333345,0.00045020601851851927,0.0,0.0,0.0,0.0,2984.9333333332593,0.008913342592592367,0.008913342592592367,0.006251877500000409,0.004554219583333334,0.0008281083333333331,0.00045020601851851927,0.020547548009259443,2.1367383003234863,58.7109375,9497e866f783d9680b013825fc8a9f04e597368f6de58ee17e3cc8bdbd5e962f,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,38167af65abdef7068d01f6855f2a0826cbbcc5ca21088ee2437dcb292bc43c5
8s-S01_STAGE8R_STATIC_FLOOR-s09,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,9,13617931550189158389,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015306983726851672,0.035833333333333335,0.020526349606481663,0.5728283611111161,0.0,0.035833333333333335,187,146,0.7807486631016043,0,1.1775000000000375,1.6042780748663101,2.86250000000004,0.0,827299.9999999856,600,212,388,388,3.2085561497326203,0.0,0,273.5191666666626,53,43.06083333333382,54433.83333333346,0,684.4205555555563,620.284166666666,0,0,0.0,0,0,0,0,0,0,0,0,195,0.9198113207547169,STAGE8R_PREDICTIVE_STATIC_FLOOR,336,186,53,150,150,0,1259,150,0,186,5000.0,1032.0691666666607,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6482,True,True,True,0,655.966666666668,0.003917578703703711,0.0,1154.020000000076,0.0006892063888889341,0.006202857500000408,851.9449999999997,0.000508800486111111,0.004579204375,273.19000000000017,0.0008157756944444449,0.0008157756944444449,74.86500000000005,0.000447110416666667,0.0,0.0,0.0,0.0,2990.013333333256,0.008928512037036805,0.008928512037036805,0.006202857500000408,0.004579204375,0.0008157756944444449,0.000447110416666667,0.02052634960648166,2.100104331970215,58.8203125,3ade05775d4dac71ef50941c2d51c0841826ee8668c26c77c1972da1d78e7a69,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,efa2683a424032e5abaed9ffbe33ce865385499c998320a2116874753be741c0
8s-S01_STAGE8R_STATIC_FLOOR-s10,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,10,13715678045320114932,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015318608657407215,0.03583333333333333,0.020514724675926112,0.5725039444444497,0.0,0.035833333333333335,190,147,0.7736842105263158,0,1.170000000000016,1.5789473684210527,2.86250000000004,0.0,828745.9999999863,604,204,396,400,3.1789473684210527,0.0,0,273.70749999999595,52,42.183333333333714,53152.833333333445,0,674.3127777777756,611.1516666666641,0,0,0.0,0,0,0,0,0,0,0,0,188,0.9215686274509803,STAGE8R_PREDICTIVE_STATIC_FLOOR,341,190,52,151,151,0,1235,152,0,189,5000.0,1024.0200000000063,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6404,True,True,True,0,648.4199999999992,0.0038725083333333286,0.0,1124.2733333334097,0.000671441018518564,0.0060429691666670764,865.1400000000007,0.0005166808333333336,0.004650127500000003,261.7966666666662,0.0007817539351851839,0.0007817539351851839,73.06333333333325,0.0004363504629629624,0.0,0.0,0.0,0.0,3027.306666666591,0.009039874074073851,0.009039874074073851,0.0060429691666670764,0.004650127500000003,0.0007817539351851839,0.0004363504629629624,0.020514724675926115,2.168213129043579,58.63671875,0e57895cfc2784c97a153434f6da8a1a6c8fd895b113149e8e2c761fb69ff2c6,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,fdbcf66de819350347b915abaf9b015a0b061afc02f2fed55d8623c70969727b
8s-S01_STAGE8R_STATIC_FLOOR-s11,S01_STAGE8R_STATIC_FLOOR,CONFIRMATORY_BASELINE,CONFIRMATORY_8S,11,16935060739719325789,STAGE8R_PREDICTIVE_STATIC_FLOOR,COMPLETED,True,0.015223340763888699,0.035833333333333335,0.020609992569444638,0.5751625833333387,0.0,0.035833333333333335,183,141,0.7704918032786885,0,1.1900000000000048,1.639344262295082,2.86250000000004,0.0,826444.3333333249,584,228,352,356,3.191256830601093,0.0,0,274.00333333332935,58,45.12083333332916,57173.16666665941,0,696.9402777777345,632.3305555555115,0,0,0.0,0,0,0,0,0,0,0,0,204,0.8947368421052632,STAGE8R_PREDICTIVE_STATIC_FLOOR,330,184,58,146,146,0,1333,147,0,183,5000.0,1012.8061111111002,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6603,True,True,True,0,660.2599999999635,0.003943219444444227,0.0,1211.7400000000366,0.0007236780555555775,0.006513102500000197,838.8216666666664,0.0005009629398148146,0.004508666458333332,282.9400000000001,0.0008448902777777782,0.0008448902777777782,78.2383333333335,0.000467256712962964,0.0,0.0,0.0,0.0,2928.0,0.008743333333333334,0.008743333333333334,0.006513102500000197,0.004508666458333332,0.0008448902777777782,0.000467256712962964,0.02060999256944464,2.05385160446167,58.8203125,28b958850a7acd9809072777494dbae29268adad053af3d772867625d0383bf9,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,6783da6dbfc6d1b1def8202a47f59c8f37670dd30e60ab6e74c12b93a0bbc94f
8s-S02_USEFUL_FLOOR-s00,S02_USEFUL_FLOOR,CONFIRMATORY_COMPONENT,CONFIRMATORY_8S,0,16589040752212978661,USEFUL_FLOOR_ONLY,COMPLETED,True,0.015553064166666465,0.035833333333333335,0.02028026916666687,0.5659610000000057,0.0,0.035833333333333335,200,166,0.83,0,1.160000000000018,1.5,2.86250000000004,0.0,831227.9999999847,620,188,428,432,3.1,0.0,0,272.75499999999556,0,36.420000000000435,46166.500000000204,453,642.7388888888876,579.4636111111091,0,0,0.0,0,0,0,0,0,0,0,620,165,0.8776595744680851,USEFUL_FLOOR_ONLY,156,1,0,155,155,0,1129,155,0,0,5000.0,1028.9552777777863,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6133,True,True,True,0,637.1133333333321,0.0038049824074073996,0.0,969.9666666667479,0.0005792856481481966,0.00521357083333377,893.7233333333334,0.0005337514351851851,0.004803762916666667,243.96999999999986,0.0007285215277777773,0.0007285215277777773,62.306666666666715,0.00037210925925925954,0.0,0.0,0.0,0.0,3192.919999999919,0.00953441388888865,0.00953441388888865,0.00521357083333377,0.004803762916666667,0.0007285215277777773,0.00037210925925925954,0.020280269166666864,2.2941205501556396,58.18359375,2a44f06356cb261027796b50297f4a3207850fe15164d8d25a799bac0e30b056,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,0c3c44fc3b786f6efe0f8280fabec8ee70aa641e06303156510a318e0ba697d9
8s-S02_USEFUL_FLOOR-s01,S02_USEFUL_FLOOR,CONFIRMATORY_COMPONENT,CONFIRMATORY_8S,1,5165989057726133609,USEFUL_FLOOR_ONLY,COMPLETED,True,0.015408701620370191,0.03583333333333334,0.020424631712963152,0.5699897222222273,0.0,0.035833333333333335,192,153,0.796875,0,1.190000000000019,1.5625,2.86250000000004,0.0,828095.8333333186,600,200,400,400,3.125,0.0,0,273.3541666666626,0,41.23416666666725,52033.000000000335,497,674.0913888888891,609.6011111111103,0,0,0.0,0,0,0,0,0,0,0,600,181,0.905,USEFUL_FLOOR_ONLY,150,0,0,150,150,0,1268,150,0,0,5000.0,1032.8450000000084,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,6438,True,True,True,0,654.0133333333333,0.003905912962962963,0.0,1088.786666666745,0.0006502475925926394,0.005852228333333755,865.7133333333333,0.0005170232407407406,0.004653209166666667,264.5766666666666,0.0007900553240740739,0.0007900553240740739,69.71000000000024,0.0004163236111111125,0.0,0.0,0.0,0.0,3057.199999999922,0.009129138888888656,0.009129138888888656,0.005852228333333755,0.004653209166666667,0.0007900553240740739,0.0004163236111111125,0.02042463171296315,2.349203109741211,58.59375,481f1a6cee4b0fb93c9e231d59fd2cc6be980817dbda8bfcabdf2ae3d542c372,3116582ebea8ffd8ed4a0bb69d1e5132683f8bb96a88f955d3d5511b4dc0d158,e221f3b9c618ddc98417d1badac44ab9a86555bcbbf241c41dcf3f634e5a9049
