hardware,N,M,schedule,idle_ratio,sleep_ratio,finished_state,mode,total_energy_j,total_energy_kwh,active_miner_seconds,idle_miner_seconds,sleep_miner_seconds,pct_time_active,unique_candidate_evaluations,duplicate_header_evaluations,successful_rounds,energy_ratio_vs_A,energy_reduction_pct_vs_A,expected_reduction_pct
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,IMMEDIATE_RESTART,0.5,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,IMMEDIATE_RESTART,0.5,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,1.0,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,1.0,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,1.0,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,1,84600000000000000,FIXED_SLOT_IDLE,1.0,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,10000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.0,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,676800000000000000,676800000000000000,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.0,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.0,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.0,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.05,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,676800000000000000,676800000000000000,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.05,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.05,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.05,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.1,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,676800000000000000,676800000000000000,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.1,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.1,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.1,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.2,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,676800000000000000,676800000000000000,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.2,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.2,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.2,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.5,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,676800000000000000,676800000000000000,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.5,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.5,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,0.5,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,676800000000000000,676800000000000000,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,POCOL_DISJOINT_NONCE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1395900000000000000,0,33,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,IMMEDIATE_RESTART,1.0,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1353600000000000000,0,16,1.0,0.0,0.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,719100000000000000,719100000000000000,17,1.0,0.0,50.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,POCOL_DISJOINT_NONCE,15460650.0,4.294625,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.51,49.0,50.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,15460650.0,4.294625,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.51,49.0,50.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.0,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,50.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,719100000000000000,719100000000000000,17,1.0,0.0,47.5
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,POCOL_DISJOINT_NONCE,16203367.5,4.500935416666667,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.5345,46.550000000000004,47.5
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,16203367.5,4.500935416666667,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.5345,46.550000000000004,47.5
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.05,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,47.5
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,719100000000000000,719100000000000000,17,1.0,0.0,45.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,POCOL_DISJOINT_NONCE,16946085.0,4.707245833333333,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.559,44.099999999999994,45.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,16946085.0,4.707245833333333,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.559,44.099999999999994,45.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.1,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,45.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,719100000000000000,719100000000000000,17,1.0,0.0,40.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,POCOL_DISJOINT_NONCE,18431520.0,5.119866666666667,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.608,39.2,40.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,18431520.0,5.119866666666667,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.608,39.2,40.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.2,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,40.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,COMMON_TEMPLATE_DUPLICATE_BASELINE,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,719100000000000000,719100000000000000,17,1.0,0.0,25.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,POCOL_DISJOINT_NONCE,22887825.0,6.357729166666667,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.755,24.5,25.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,INDEPENDENT_HEADERS_EQUAL_TOTAL_BUDGET,22887825.0,6.357729166666667,10200.0,9800.0,0.0,51.0,719100000000000000,0,17,0.755,24.5,25.0
H1_FIXED_AGGREGATE_NETWORK_HASHRATE,2,42300000000000000,FIXED_SLOT_IDLE,0.5,0.0,IDLE,INDEPENDENT_HEADERS_FULL_PER_MINER_BUDGET,30315000.0,8.420833333333333,20000.0,0.0,0.0,100.0,1438200000000000000,0,17,1.0,0.0,25.0
