tag,arm,N,seed,k_active,alpha_case,alpha,energy_J,energy_kWh,saving_vs_MT100,energy_per_block_J
pilot,E50-PC100,300,6918711742289843946,300,LP0,0.0,10529999745.022512,2924.99992917292,2.4214386273868627e-08,752142838.9301795
pilot,E50-PC100,300,6918711742289843946,300,LP10,0.1,10529999770.520262,2924.999936255628,2.1792947557663922e-08,752142840.7514473
pilot,E50-PC100,300,6918711742289843946,300,LP25,0.25,10529999808.766884,2924.99994687969,1.816078976091262e-08,752142843.4833488
pilot,E50-PC100,300,6918711742289843946,300,LP50,0.5,10529999872.511255,2924.99996458646,1.2107193247956616e-08,752142848.0365182
pilot,E50-CONV100,300,9878713980055163606,300,LP0,0.0,10530000000.0,2925.0,0.0,1504285714.2857144
pilot,E50-CONV100,300,9878713980055163606,300,LP10,0.1,10530000000.0,2925.0,0.0,1504285714.2857144
pilot,E50-CONV100,300,9878713980055163606,300,LP25,0.25,10530000000.0,2925.0,0.0,1504285714.2857144
pilot,E50-CONV100,300,9878713980055163606,300,LP50,0.5,10530000000.0,2925.0,0.0,1504285714.2857144
pilot,E50-MT100,300,9878713980055163606,300,LP0,0.0,10530000000.0,2925.0,0.0,
pilot,E50-MT100,300,9878713980055163606,300,LP10,0.1,10530000000.0,2925.0,0.0,
pilot,E50-MT100,300,9878713980055163606,300,LP25,0.25,10530000000.0,2925.0,0.0,
pilot,E50-MT100,300,9878713980055163606,300,LP50,0.5,10530000000.0,2925.0,0.0,
