tag,arm,N,seed,k_active,alpha_case,alpha,energy_J,energy_kWh,saving_vs_MT100,energy_per_block_J
pilot,E50-PC40,500,9878713980055163606,200,LP50,0.5,12284999833.283953,3412.499953689987,0.3000000094994899,6142499916.641976
pilot,E50-PC50,500,9878713980055163606,250,LP0,0.0,8774999583.209885,2437.499884224968,0.5000000237487245,2924999861.0699615
pilot,E50-PC50,500,9878713980055163606,250,LP10,0.1,9652499624.888897,2681.249895802471,0.450000021373852,3217499874.9629655
pilot,E50-PC50,500,9878713980055163606,250,LP25,0.25,10968749687.407413,3046.874913168726,0.37500001781154335,3656249895.802471
pilot,E50-PC50,500,9878713980055163606,250,LP50,0.5,13162499791.604942,3656.249942112484,0.25000001187436227,4387499930.534981
pilot,E50-PC60,500,9878713980055163606,300,LP0,0.0,10529999499.851862,2924.9998610699618,0.4000000284984694,2105999899.9703724
pilot,E50-PC60,500,9878713980055163606,300,LP10,0.1,11231999549.866676,3119.999874962966,0.36000002564862243,2246399909.9733353
pilot,E50-PC60,500,9878713980055163606,300,LP25,0.25,12284999624.888897,3412.499895802471,0.30000002137385207,2456999924.9777794
pilot,E50-PC60,500,9878713980055163606,300,LP50,0.5,14039999749.925932,3899.999930534981,0.20000001424923464,2807999949.9851866
pilot,E50-PC80,500,9878713980055163606,400,LP0,0.0,14039999333.135815,3899.9998147599485,0.2000000379979593,2339999888.855969
pilot,E50-PC80,500,9878713980055163606,400,LP10,0.1,14390999399.822233,3997.4998332839536,0.18000003419816335,2398499899.970372
pilot,E50-PC80,500,9878713980055163606,400,LP25,0.25,14917499499.85186,4143.749861069961,0.1500000284984695,2486249916.641977
pilot,E50-PC80,500,9878713980055163606,400,LP50,0.5,15794999666.567907,4387.4999073799745,0.10000001899897959,2632499944.4279847
pilot,E50-PC100,500,9878713980055163606,500,LP0,0.0,17549999166.41977,4874.999768449936,4.7497449084943355e-08,2507142738.059967
pilot,E50-PC100,500,9878713980055163606,500,LP10,0.1,17549999249.777794,4874.999791604942,4.2747704043222257e-08,2507142749.9682565
pilot,E50-PC100,500,9878713980055163606,500,LP25,0.25,17549999374.814827,4874.999826337452,3.5623086813707516e-08,2507142767.8306894
pilot,E50-PC100,500,9878713980055163606,500,LP50,0.5,17549999583.209885,4874.999884224968,2.3748724542471678e-08,2507142797.6014123
