N,arm,metric,mean,median,sd,iqr,ci95_lo,ci95_hi,n
500,E50-PC30,block_ratio_per_seed,11.0,11.0,0.0,0.0,11.0,11.0,1
500,E50-PC40,coverage_retention,199.99999017785981,199.99999018850284,5.82941680227805e-08,0.0,199.99999015609242,199.9999901996272,30
500,E50-PC40,saving_LP0,0.6000000189989796,0.6000000189989796,0.0,0.0,0.6000000189989796,0.6000000189989796,30
500,E50-PC40,saving_LP50,0.3000000094994899,0.3000000094994899,0.0,0.0,0.3000000094994899,0.3000000094994899,30
500,E50-PC40,block_ratio_per_seed,12.0,12.0,0.0,0.0,12.0,12.0,1
500,E50-PC50,coverage_retention,249.99998772232476,249.99998773562854,7.286770873120802e-08,0.0,249.99998769511552,249.999987749534,30
500,E50-PC50,saving_LP0,0.5000000237487245,0.5000000237487245,0.0,0.0,0.5000000237487245,0.5000000237487245,30
500,E50-PC50,saving_LP50,0.25000001187436227,0.25000001187436227,0.0,0.0,0.25000001187436227,0.25000001187436227,30
500,E50-PC50,block_ratio_per_seed,14.0,14.0,0.0,0.0,14.0,14.0,1
500,E50-PC60,coverage_retention,299.99998526678974,299.99998528275427,8.744125462870599e-08,0.0,299.99998523413865,299.9999852994408,30
500,E50-PC60,saving_LP0,0.4000000284984694,0.4000000284984694,0.0,0.0,0.4000000284984694,0.4000000284984694,30
500,E50-PC60,saving_LP50,0.20000001424923464,0.20000001424923464,0.0,0.0,0.20000001424923464,0.20000001424923464,30
500,E50-PC60,block_ratio_per_seed,14.0,14.0,0.0,0.0,14.0,14.0,1
500,E50-PC80,coverage_retention,399.99998035571963,399.99998037700567,1.16588336045561e-07,0.0,399.99998031218485,399.9999803992544,30
500,E50-PC80,saving_LP0,0.2000000379979593,0.2000000379979593,0.0,0.0,0.2000000379979593,0.2000000379979593,30
500,E50-PC80,saving_LP50,0.10000001899897959,0.10000001899897959,0.0,0.0,0.10000001899897959,0.10000001899897959,30
500,E50-PC80,block_ratio_per_seed,19.0,19.0,0.0,0.0,19.0,19.0,1
500,E50-PC100,coverage_retention,499.9999754446495,499.9999754712571,1.4573541746241604e-07,0.0,499.99997539023104,499.999975499068,30
500,E50-PC100,saving_LP0,4.7497449084943355e-08,4.7497449084943355e-08,0.0,0.0,4.7497449084943355e-08,4.7497449084943355e-08,30
500,E50-PC100,saving_LP50,2.3748724542471678e-08,2.3748724542471678e-08,0.0,0.0,2.3748724542471678e-08,2.3748724542471678e-08,30
