tag,arm,N,seed,k_active,duty_min,duty_max,duty_sd,jain_index,duty_max_min_ratio,transitions_total,active_episode_s,low_episode_s
primary,E50-PC20,200,12108552042459345255,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477178,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,12108552042459345255,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477180,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,12108552042459345255,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477176,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,12108552042459345255,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477176,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,12108552042459345255,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477176,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,12108552042459345255,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477169,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,12108552042459345255,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477167,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,16218162384852915827,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,16218162384852915827,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,16218162384852915827,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477178,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,16218162384852915827,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477176,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,16218162384852915827,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477171,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,16218162384852915827,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477169,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,16218162384852915827,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477169,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,16218162384852915827,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477164,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,16218162384852915827,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477162,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,16218162384852915827,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477158,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,3678478102310266571,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,3678478102310266571,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,3678478102310266571,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477180,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,3678478102310266571,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477180,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,3678478102310266571,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477173,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,3678478102310266571,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477171,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,3678478102310266571,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477164,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,3678478102310266571,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477164,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,3678478102310266571,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477160,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,3678478102310266571,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477162,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,876786005621288851,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,876786005621288851,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,876786005621288851,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477180,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,876786005621288851,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477178,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,876786005621288851,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477176,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,876786005621288851,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477176,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,876786005621288851,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477171,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,876786005621288851,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477169,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,876786005621288851,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477162,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,876786005621288851,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477156,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,5865549906742908637,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,5865549906742908637,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,5865549906742908637,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477182,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,5865549906742908637,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477180,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,5865549906742908637,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477176,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,5865549906742908637,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477173,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,5865549906742908637,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477171,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,5865549906742908637,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477171,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,5865549906742908637,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477169,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,5865549906742908637,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477162,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,15633523601349685045,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,15633523601349685045,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,15633523601349685045,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477182,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,15633523601349685045,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477180,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,15633523601349685045,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477178,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,15633523601349685045,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477178,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,15633523601349685045,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477176,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,15633523601349685045,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477173,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,15633523601349685045,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477169,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,15633523601349685045,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477164,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,14497997932990664800,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,14497997932990664800,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,14497997932990664800,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477182,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,14497997932990664800,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477182,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,14497997932990664800,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477178,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,14497997932990664800,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477176,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,14497997932990664800,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477173,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,14497997932990664800,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477173,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,14497997932990664800,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477171,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,14497997932990664800,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477167,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,5634683829678867503,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,5634683829678867503,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,5634683829678867503,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477180,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,5634683829678867503,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477178,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,5634683829678867503,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477173,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,5634683829678867503,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477171,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,5634683829678867503,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477166,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,5634683829678867503,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477167,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,5634683829678867503,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477166,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,5634683829678867503,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477162,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,11032126464482234521,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,11032126464482234521,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,11032126464482234521,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477178,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,11032126464482234521,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477176,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,11032126464482234521,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477171,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,11032126464482234521,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477169,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,11032126464482234521,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477171,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,11032126464482234521,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477169,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,11032126464482234521,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477166,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,11032126464482234521,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477162,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,5708610443790281403,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,5708610443790281403,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,5708610443790281403,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477180,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,5708610443790281403,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477178,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,5708610443790281403,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477176,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,5708610443790281403,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477173,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,5708610443790281403,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477169,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,5708610443790281403,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477166,1.1012736923076923e-05,7.341824615384615e-06
primary,E50-PC80,200,5708610443790281403,160,0.799999962747098,0.8,1.861154392214434e-08,1.0000000000000027,1.0000000465661298,217929477166,1.468364923076923e-05,3.6709123076923077e-06
primary,E50-PC100,200,5708610443790281403,200,0.9999999534338724,1.0,2.3264429902680375e-08,1.0,1.0000000465661298,217929477164,1.8354561538461537e-05,0.0
primary,E50-CONV100,200,4972874671198070758,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,200,4972874671198070758,200,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,200,4972874671198070758,20,0.09999999534338724,0.1,2.3264429902680425e-09,1.0000000000000027,1.0000000465661298,217929477180,1.8354561538461539e-06,1.6519105384615384e-05
primary,E50-PC20,200,4972874671198070758,40,0.1999999906867745,0.2,4.652885980536085e-09,1.0000000000000027,1.0000000465661298,217929477176,3.6709123076923077e-06,1.468364923076923e-05
primary,E50-PC30,200,4972874671198070758,60,0.2999999860301617,0.3,6.979328970804207e-09,0.9999999999999933,1.0000000465661298,217929477176,5.5063684615384616e-06,1.2848193076923076e-05
primary,E50-PC40,200,4972874671198070758,80,0.399999981373549,0.4,9.30577196107217e-09,1.0000000000000027,1.0000000465661298,217929477171,7.341824615384615e-06,1.1012736923076923e-05
primary,E50-PC50,200,4972874671198070758,100,0.4999999767169362,0.5,1.1632214951340188e-08,1.0,1.0000000465661298,217929477178,9.177280769230768e-06,9.177280769230768e-06
primary,E50-PC60,200,4972874671198070758,120,0.5999999720603234,0.6,1.3958657941608414e-08,0.9999999999999933,1.0000000465661298,217929477176,1.1012736923076923e-05,7.341824615384615e-06
