tag,arm,N,seed,k_active,duty_min,duty_max,duty_sd,jain_index,duty_max_min_ratio,transitions_total,active_episode_s,low_episode_s
primary,E50-PC10,100,15633523601349685045,10,0.09999999767169357,0.1,4.5625301874864615e-10,0.9999999999999958,1.0000000232830648,108964741128,1.8354561111111112e-06,1.6519105e-05
primary,E50-PC20,100,15633523601349685045,20,0.19999999534338714,0.2,9.125060374972923e-10,0.9999999999999958,1.0000000232830648,108964741126,3.6709122222222224e-06,1.468364888888889e-05
primary,E50-PC30,100,15633523601349685045,30,0.2999999930150807,0.3,1.3687590562459085e-09,1.0000000000000042,1.0000000232830648,108964741124,5.5063683333333334e-06,1.2848192777777778e-05
primary,E50-PC40,100,15633523601349685045,40,0.3999999906867743,0.4,1.8250120749945846e-09,0.9999999999999958,1.0000000232830648,108964741124,7.341824444444445e-06,1.1012736666666667e-05
primary,E50-PC50,100,15633523601349685045,50,0.4999999883584678,0.5,2.2812650937430355e-09,1.0,1.0000000232830648,108964741122,9.177280555555555e-06,9.177280555555555e-06
primary,E50-PC60,100,15633523601349685045,60,0.5999999860301614,0.6,2.737518112491817e-09,1.0000000000000042,1.0000000232830648,108964741122,1.1012736666666667e-05,7.341824444444445e-06
primary,E50-PC80,100,15633523601349685045,80,0.7999999813735486,0.8,3.650024149989169e-09,0.9999999999999958,1.0000000232830648,108964741120,1.468364888888889e-05,3.6709122222222224e-06
primary,E50-PC100,100,15633523601349685045,100,0.9999999767169356,1.0,4.562530187486071e-09,1.0,1.0000000232830648,108964741111,1.835456111111111e-05,0.0
primary,E50-CONV100,100,14497997932990664800,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,100,14497997932990664800,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,100,14497997932990664800,10,0.09999999767169357,0.1,4.5625301874864615e-10,0.9999999999999958,1.0000000232830648,108964741128,1.8354561111111112e-06,1.6519105e-05
primary,E50-PC20,100,14497997932990664800,20,0.19999999534338714,0.2,9.125060374972923e-10,0.9999999999999958,1.0000000232830648,108964741126,3.6709122222222224e-06,1.468364888888889e-05
primary,E50-PC30,100,14497997932990664800,30,0.2999999930150807,0.3,1.3687590562459085e-09,1.0000000000000042,1.0000000232830648,108964741124,5.5063683333333334e-06,1.2848192777777778e-05
primary,E50-PC40,100,14497997932990664800,40,0.3999999906867743,0.4,1.8250120749945846e-09,0.9999999999999958,1.0000000232830648,108964741122,7.341824444444445e-06,1.1012736666666667e-05
primary,E50-PC50,100,14497997932990664800,50,0.4999999883584678,0.5,2.2812650937430355e-09,1.0,1.0000000232830648,108964741120,9.177280555555555e-06,9.177280555555555e-06
primary,E50-PC60,100,14497997932990664800,60,0.5999999860301614,0.6,2.737518112491817e-09,1.0000000000000042,1.0000000232830648,108964741118,1.1012736666666667e-05,7.341824444444445e-06
primary,E50-PC80,100,14497997932990664800,80,0.7999999813735486,0.8,3.650024149989169e-09,0.9999999999999958,1.0000000232830648,108964741116,1.468364888888889e-05,3.6709122222222224e-06
primary,E50-PC100,100,14497997932990664800,100,0.9999999767169356,1.0,4.562530187486071e-09,1.0,1.0000000232830648,108964741116,1.835456111111111e-05,0.0
primary,E50-CONV100,100,5634683829678867503,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,100,5634683829678867503,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,100,5634683829678867503,10,0.09999999767169357,0.1,4.5625301874864615e-10,0.9999999999999958,1.0000000232830648,108964741124,1.8354561111111112e-06,1.6519105e-05
primary,E50-PC20,100,5634683829678867503,20,0.19999999534338714,0.2,9.125060374972923e-10,0.9999999999999958,1.0000000232830648,108964741124,3.6709122222222224e-06,1.468364888888889e-05
primary,E50-PC30,100,5634683829678867503,30,0.2999999930150807,0.3,1.3687590562459085e-09,1.0000000000000042,1.0000000232830648,108964741120,5.5063683333333334e-06,1.2848192777777778e-05
primary,E50-PC40,100,5634683829678867503,40,0.3999999906867743,0.4,1.8250120749945846e-09,0.9999999999999958,1.0000000232830648,108964741116,7.341824444444445e-06,1.1012736666666667e-05
primary,E50-PC50,100,5634683829678867503,50,0.4999999883584678,0.5,2.2812650937430355e-09,1.0,1.0000000232830648,108964741116,9.177280555555555e-06,9.177280555555555e-06
primary,E50-PC60,100,5634683829678867503,60,0.5999999860301614,0.6,2.737518112491817e-09,1.0000000000000042,1.0000000232830648,108964741116,1.1012736666666667e-05,7.341824444444445e-06
primary,E50-PC80,100,5634683829678867503,80,0.7999999813735486,0.8,3.650024149989169e-09,0.9999999999999958,1.0000000232830648,108964741114,1.468364888888889e-05,3.6709122222222224e-06
primary,E50-PC100,100,5634683829678867503,100,0.9999999767169356,1.0,4.562530187486071e-09,1.0,1.0000000232830648,108964741108,1.835456111111111e-05,0.0
primary,E50-CONV100,100,11032126464482234521,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,100,11032126464482234521,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,100,11032126464482234521,10,0.09999999767169357,0.1,4.5625301874864615e-10,0.9999999999999958,1.0000000232830648,108964741124,1.8354561111111112e-06,1.6519105e-05
primary,E50-PC20,100,11032126464482234521,20,0.19999999534338714,0.2,9.125060374972923e-10,0.9999999999999958,1.0000000232830648,108964741122,3.6709122222222224e-06,1.468364888888889e-05
primary,E50-PC30,100,11032126464482234521,30,0.2999999930150807,0.3,1.3687590562459085e-09,1.0000000000000042,1.0000000232830648,108964741120,5.5063683333333334e-06,1.2848192777777778e-05
primary,E50-PC40,100,11032126464482234521,40,0.3999999906867743,0.4,1.8250120749945846e-09,0.9999999999999958,1.0000000232830648,108964741116,7.341824444444445e-06,1.1012736666666667e-05
primary,E50-PC50,100,11032126464482234521,50,0.4999999883584678,0.5,2.2812650937430355e-09,1.0,1.0000000232830648,108964741114,9.177280555555555e-06,9.177280555555555e-06
primary,E50-PC60,100,11032126464482234521,60,0.5999999860301614,0.6,2.737518112491817e-09,1.0000000000000042,1.0000000232830648,108964741109,1.1012736666666667e-05,7.341824444444445e-06
primary,E50-PC80,100,11032126464482234521,80,0.7999999813735486,0.8,3.650024149989169e-09,0.9999999999999958,1.0000000232830648,108964741109,1.468364888888889e-05,3.6709122222222224e-06
primary,E50-PC100,100,11032126464482234521,100,0.9999999767169356,1.0,4.562530187486071e-09,1.0,1.0000000232830648,108964741108,1.835456111111111e-05,0.0
primary,E50-CONV100,100,5708610443790281403,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-MT100,100,5708610443790281403,100,1.0,1.0,0.0,1.0,1.0,0,10000.0,0.0
primary,E50-PC10,100,5708610443790281403,10,0.09999999767169357,0.1,4.5625301874864615e-10,0.9999999999999958,1.0000000232830648,108964741126,1.8354561111111112e-06,1.6519105e-05
primary,E50-PC20,100,5708610443790281403,20,0.19999999534338714,0.2,9.125060374972923e-10,0.9999999999999958,1.0000000232830648,108964741122,3.6709122222222224e-06,1.468364888888889e-05
primary,E50-PC30,100,5708610443790281403,30,0.2999999930150807,0.3,1.3687590562459085e-09,1.0000000000000042,1.0000000232830648,108964741122,5.5063683333333334e-06,1.2848192777777778e-05
primary,E50-PC40,100,5708610443790281403,40,0.3999999906867743,0.4,1.8250120749945846e-09,0.9999999999999958,1.0000000232830648,108964741120,7.341824444444445e-06,1.1012736666666667e-05
primary,E50-PC50,100,5708610443790281403,50,0.4999999883584678,0.5,2.2812650937430355e-09,1.0,1.0000000232830648,108964741118,9.177280555555555e-06,9.177280555555555e-06
primary,E50-PC60,100,5708610443790281403,60,0.5999999860301614,0.6,2.737518112491817e-09,1.0000000000000042,1.0000000232830648,108964741116,1.1012736666666667e-05,7.341824444444445e-06
