tag,arm,N,seed,k_active,accepted_blocks,mean_interval_s,median_interval_s,p95_interval_s,stale_blocks
primary,E50-CONV100,100,4923552916831257795,100,17,570.4978249440467,377.6392836159085,1386.3539619890482,0
primary,E50-MT100,100,4923552916831257795,100,0,,,,0
primary,E50-PC10,100,4923552916831257795,10,0,,,,0
primary,E50-PC20,100,4923552916831257795,20,1,6222.627792165694,6222.627792165694,6222.627792165694,0
primary,E50-PC30,100,4923552916831257795,30,1,4148.418528208515,4148.418528208515,4148.418528208515,0
primary,E50-PC40,100,4923552916831257795,40,3,2790.3070179915303,3111.313895980001,3111.313895980001,0
primary,E50-PC50,100,4923552916831257795,50,5,1832.4520255092473,1883.182973744288,2489.0511169861534,0
primary,E50-PC60,100,4923552916831257795,60,8,1218.347546315093,1005.1892307186729,2074.2092641827726,0
primary,E50-PC80,100,4923552916831257795,80,15,663.1316951243649,472.04910509666036,1555.6569480596263,0
primary,E50-PC100,100,4923552916831257795,100,17,570.4978254799479,377.63928383821417,1386.3539633090845,0
primary,E50-CONV100,100,6572291145813621428,100,7,1350.3202204461516,1196.659507728484,2345.192546182088,0
primary,E50-MT100,100,6572291145813621428,100,0,,,,0
primary,E50-PC10,100,6572291145813621428,10,0,,,,0
primary,E50-PC20,100,6572291145813621428,20,1,7232.117899626828,7232.117899626828,7232.117899626828,0
primary,E50-PC30,100,6572291145813621428,30,1,4821.411933131577,4821.411933131577,4821.411933131577,0
primary,E50-PC40,100,6572291145813621428,40,1,3616.058949774544,3616.058949774544,3616.058949774544,0
primary,E50-PC50,100,6572291145813621428,50,3,3252.66676729814,2892.8471600144076,2892.8471600144076,0
primary,E50-PC60,100,6572291145813621428,60,5,1970.1298316258267,1058.6276190089754,2410.7059666715945,0
primary,E50-PC80,100,6572291145813621428,80,6,1480.6352091359774,1144.8975501843179,1808.0294749930779,0
primary,E50-PC100,100,6572291145813621428,100,7,1350.3202217017713,1196.6595089120697,2345.192548352245,0
primary,E50-CONV100,100,17112478889879003015,100,21,474.60644436361235,343.7124318648502,1240.0546960046224,0
primary,E50-MT100,100,17112478889879003015,100,0,,,,0
primary,E50-PC10,100,17112478889879003015,10,1,5664.71864025617,5664.71864025617,5664.71864025617,0
primary,E50-PC20,100,17112478889879003015,20,2,4908.350635715911,4908.350635715911,2832.3593201483222,0
primary,E50-PC30,100,17112478889879003015,30,3,3286.3081911586,3314.457059256646,3314.457059256646,0
primary,E50-PC40,100,17112478889879003015,40,3,2464.7311433606187,2485.842794489703,2485.842794489703,0
primary,E50-PC50,100,17112478889879003015,50,7,1398.5944475387241,1132.9437281491269,2175.7756271741664,0
primary,E50-PC60,100,17112478889879003015,60,8,1096.9160329452618,869.3559849116973,1813.1463559919277,0
primary,E50-PC80,100,17112478889879003015,80,13,768.0375830840502,595.9441472390298,1579.0507521233421,0
primary,E50-PC100,100,17112478889879003015,100,21,474.6064448067694,343.7124321110382,1240.0546971637118,0
primary,E50-CONV100,100,9839921138141735050,100,12,768.8459455726114,611.9848589755261,1872.36465053494,0
primary,E50-MT100,100,9839921138141735050,100,0,,,,0
primary,E50-PC10,100,9839921138141735050,10,3,3207.49206916655,3578.41079458331,3578.41079458331,0
primary,E50-PC20,100,9839921138141735050,20,4,1618.9890353266849,1726.9617174082555,1789.2053973371715,0
primary,E50-PC30,100,9839921138141735050,30,4,1079.326023579701,1151.307811619307,1192.803598183336,0
primary,E50-PC40,100,9839921138141735050,40,5,1583.7779403084849,894.6026986678463,1247.4064487976048,0
primary,E50-PC50,100,9839921138141735050,50,5,1267.0223521617884,715.6821588229666,997.9251589263044,0
primary,E50-PC60,100,9839921138141735050,60,7,1396.547303311828,831.6042992399326,3120.607753792394,0
primary,E50-PC80,100,9839921138141735050,80,10,999.0923430170428,764.981074446383,2340.4558155034606,0
primary,E50-PC100,100,9839921138141735050,100,12,768.8459462813034,611.9848594782156,1872.3646521583782,0
primary,E50-CONV100,100,76950829605806397,100,18,508.6720293356846,472.4963896744499,1231.2518011533448,0
primary,E50-MT100,100,76950829605806397,100,0,,,,0
primary,E50-PC10,100,76950829605806397,10,0,,,,0
primary,E50-PC20,100,76950829605806397,20,2,4336.984254544834,4336.984254544834,3222.8659085538925,0
primary,E50-PC30,100,76950829605806397,30,3,3295.606115709516,3634.068400325802,3634.068400325802,0
primary,E50-PC40,100,76950829605806397,40,6,1591.1470615057917,1409.8451294008046,2725.551300255527,0
primary,E50-PC50,100,76950829605806397,50,7,1222.9836588871217,966.6058435500436,2180.4410401846458,0
primary,E50-PC60,100,76950829605806397,60,8,1167.0492325966816,939.896752860171,2052.08633731961,0
primary,E50-PC80,100,76950829605806397,80,15,624.1010771031288,577.1123231361008,1539.0647528966128,0
primary,E50-PC100,100,76950829605806397,100,18,508.67202983265116,472.49639002376136,1231.2518024005326,0
primary,E50-CONV100,100,4559695916379544378,100,17,582.0951287039918,407.86889088132125,1489.3440045137386,0
primary,E50-MT100,100,4559695916379544378,100,0,,,,0
primary,E50-PC10,100,4559695916379544378,10,0,,,,0
primary,E50-PC20,100,4559695916379544378,20,1,7446.7200294841805,7446.7200294841805,7446.7200294841805,0
primary,E50-PC30,100,4559695916379544378,30,4,2382.905328096138,1940.386301380227,2832.2613717478807,0
primary,E50-PC40,100,4559695916379544378,40,4,1787.178996006965,1455.289725923729,2124.196028793495,0
primary,E50-PC50,100,4559695916379544378,50,7,1288.5717401343527,703.6038556511958,2412.6015500154144,0
primary,E50-PC60,100,4559695916379544378,60,8,1075.687746595802,837.5850174844704,2010.5012916546098,0
primary,E50-PC80,100,4559695916379544378,80,11,784.4858340858639,816.6251164666759,1507.8759686853898,0
primary,E50-PC100,100,4559695916379544378,100,17,582.0951292409636,407.8688912503472,1489.344005784948,0
primary,E50-CONV100,100,18018684830827566070,100,12,829.9052498051361,807.3759883439428,1569.9181229084093,0
primary,E50-MT100,100,18018684830827566070,100,0,,,,0
primary,E50-PC10,100,18018684830827566070,10,0,,,,0
primary,E50-PC20,100,18018684830827566070,20,2,4967.51553237705,4967.51553237705,2393.781176299704,0
primary,E50-PC30,100,18018684830827566070,30,2,3311.6770216347563,3311.6770216347563,1595.8541174631848,0
primary,E50-PC40,100,18018684830827566070,40,4,2245.5160217438197,2483.757766152945,3770.6249442407748,0
primary,E50-PC50,100,18018684830827566070,50,4,1796.4128174177658,1987.0062129737316,3016.4999554366636,0
primary,E50-PC60,100,18018684830827566070,60,5,1741.0459952291592,2513.749962983768,2616.5302073280595,0
primary,E50-PC80,100,18018684830827566070,80,8,1154.256588945259,1103.5858961017057,1962.397655459494,0
primary,E50-PC100,100,18018684830827566070,100,12,829.9052505661388,807.3759889810324,1569.91812436224,0
primary,E50-CONV100,100,11415035473929976970,100,23,381.26021155961223,182.83351166030386,809.632465383715,0
primary,E50-MT100,100,11415035473929976970,100,0,,,,0
primary,E50-PC10,100,11415035473929976970,10,8,1222.0479333501628,738.5440710221048,1876.1478980732763,0
primary,E50-PC20,100,11415035473929976970,20,13,720.5420809098856,436.6927454552419,1926.9304909499863,0
primary,E50-PC30,100,11415035473929976970,30,15,610.8907010859398,291.1284969891294,1284.9050094250695,0
primary,E50-PC40,100,11415035473929976970,40,16,535.2389766879324,310.7319590553657,1691.303239692615,0
primary,E50-PC50,100,11415035473929976970,50,16,428.1911813803589,248.58556719220476,1353.0425917784798,0
primary,E50-PC60,100,11415035473929976970,60,17,582.0100720968501,268.74503024628996,1349.3874435645457,0
primary,E50-PC80,100,11415035473929976970,80,20,476.66055595428486,222.6117336329778,1012.0405827737443,0
primary,E50-PC100,100,11415035473929976970,100,23,381.260211945742,182.8335118560724,809.6324661248755,0
primary,E50-CONV100,100,5972818461147421061,100,11,820.6061668758693,473.69917478518767,1761.6233689820585,0
primary,E50-MT100,100,5972818461147421061,100,0,,,,0
primary,E50-PC10,100,5972818461147421061,10,1,4609.639123227775,4609.639123227775,4609.639123227775,0
primary,E50-PC20,100,5972818461147421061,20,3,2892.425903824469,2304.8195615926443,2304.8195615926443,0
primary,E50-PC30,100,5972818461147421061,30,3,1928.2839358620404,1536.5463743573316,1536.5463743573316,0
primary,E50-PC40,100,5972818461147421061,40,4,2327.2227840064456,2132.1188451039025,3111.827909453968,0
primary,E50-PC50,100,5972818461147421061,50,5,1953.2388357057316,2319.0812693812145,2489.462327600496,0
primary,E50-PC60,100,5972818461147421061,60,7,1349.3571263448362,789.4986252468287,2074.551939600108,0
primary,E50-PC80,100,5972818461147421061,80,9,969.7449032071142,592.1239691922684,1555.9139545918756,0
primary,E50-PC100,100,5972818461147421061,100,11,820.6061676898804,473.6991753204724,1761.6233707332342,0
primary,E50-CONV100,100,11677511577610847452,100,15,623.4371217768006,622.8566605902276,1325.9508102780537,0
primary,E50-MT100,100,11677511577610847452,100,0,,,,0
primary,E50-PC10,100,11677511577610847452,10,2,4946.373317924234,4946.373317924234,2607.734506991164,0
primary,E50-PC20,100,11677511577610847452,20,2,2473.1866590449026,2473.1866590449026,1303.8672535812898,0
primary,E50-PC30,100,11677511577610847452,30,6,1662.7266199277933,1472.7168531530945,2428.3373761498774,0
primary,E50-PC40,100,11677511577610847452,40,7,1365.9764631222752,1557.1416529808223,2079.565451870996,0
primary,E50-PC50,100,11677511577610847452,50,10,995.0079749777645,883.6301119214967,1780.7148182150413,0
primary,E50-PC60,100,11677511577610847452,60,10,829.1733124956082,736.358426660746,1483.92901520442,0
primary,E50-PC80,100,11677511577610847452,80,14,695.0758151016082,552.2688198875956,1452.262987755491,0
primary,E50-PC100,100,11677511577610847452,100,15,623.437122377394,622.8566612644729,1325.9508116396532,0
primary,E50-CONV100,100,17891702655887131290,100,18,482.0238433580157,298.81294618452915,1020.5270344175152,0
primary,E50-MT100,100,17891702655887131290,100,0,,,,0
primary,E50-PC10,100,17891702655887131290,10,0,,,,0
primary,E50-PC20,100,17891702655887131290,20,3,2361.522177094387,1003.810533694496,1003.810533694496,0
primary,E50-PC30,100,17891702655887131290,30,5,1794.0441162673837,1149.247819025139,3097.9284078891083,0
primary,E50-PC40,100,17891702655887131290,40,6,1394.5045341765617,1250.6488167332209,2323.4463060094176,0
primary,E50-PC50,100,17891702655887131290,50,7,1400.9755414538297,1311.4894153071004,2041.05407080074,0
primary,E50-PC60,100,17891702655887131290,60,8,1224.772434796074,1320.9360250216016,1700.8783923899236,0
primary,E50-PC80,100,17891702655887131290,80,14,692.6723057981101,568.4327594066601,1275.658794195801,0
primary,E50-PC100,100,17891702655887131290,100,18,482.0238437759018,298.8129464590419,1020.5270354995819,0
primary,E50-CONV100,200,7695027954463196593,200,11,787.9044849551786,582.7696938701106,1595.3872915705135,0
primary,E50-MT100,200,7695027954463196593,200,0,,,,0
primary,E50-PC10,200,7695027954463196593,20,1,930.5262906627975,930.5262906627975,930.5262906627975,0
primary,E50-PC20,200,7695027954463196593,40,2,3964.093755821464,3964.093755821464,465.26314534865315,0
primary,E50-PC30,200,7695027954463196593,60,2,2642.729170581537,2642.729170581537,310.1754302835039,0
primary,E50-PC40,200,7695027954463196593,80,4,2401.1064248232265,2446.428823232104,3731.4621831659474,0
primary,E50-PC50,200,7695027954463196593,100,5,1676.0781013348255,929.1163705733501,2985.169746562854,0
primary,E50-PC60,200,7695027954463196593,120,6,1462.2454051015402,1282.0386586007037,2487.6414554774046,0
primary,E50-PC80,200,7695027954463196593,160,9,1025.1411461053403,580.6977316442461,1994.2341627179323,0
primary,E50-PC100,200,7695027954463196593,200,11,787.9045040418739,582.7697079277874,1595.3873301659908,0
primary,E50-CONV100,200,8525591707662220640,200,15,612.7777301418282,430.32606196669667,1921.6329909691556,0
primary,E50-MT100,200,8525591707662220640,200,0,,,,0
primary,E50-PC10,200,8525591707662220640,20,2,2702.9237727778054,2702.9237727778054,1558.478837282828,0
primary,E50-PC20,200,8525591707662220640,40,2,1351.4618864367455,1351.4618864367455,779.2394187089081,0
primary,E50-PC30,200,8525591707662220640,60,5,1802.8116412888062,519.4929458035646,1282.45623615984,0
primary,E50-PC40,200,8525591707662220640,80,7,1380.658805530029,961.8421771386742,1756.635189637231,0
primary,E50-PC50,200,8525591707662220640,100,8,1164.645637370547,843.7099884722736,1585.4757881051228,0
primary,E50-PC60,200,8525591707662220640,120,11,855.6093481388335,717.2101206703627,1321.2298234860673,0
primary,E50-PC80,200,8525591707662220640,160,14,708.8245762976476,509.4143395167498,2402.0412969468007,0
primary,E50-PC100,200,8525591707662220640,200,15,612.7777449862906,430.3260723962781,1921.6330375502678,0
primary,E50-CONV100,200,12108552042459345255,200,14,654.2332057835894,429.3032988617445,1641.2039298503728,0
primary,E50-MT100,200,12108552042459345255,200,0,,,,0
primary,E50-PC10,200,12108552042459345255,20,0,,,,0
primary,E50-PC20,200,12108552042459345255,40,2,4582.347016683791,4582.347016683791,958.6741854223461,0
primary,E50-PC30,200,12108552042459345255,60,2,3054.898011132156,3054.898011132156,639.1161235976226,0
primary,E50-PC40,200,12108552042459345255,80,4,2329.051443798909,2291.173508366772,4103.009923990774,0
primary,E50-PC50,200,12108552042459345255,100,6,1411.2973025095416,589.1821373380388,3282.4079391666055,0
primary,E50-PC60,200,12108552042459345255,120,7,1377.2159841190485,662.4121671266861,2735.339949277885,0
primary,E50-PC80,200,12108552042459345255,160,12,832.4482283324771,511.0864830873147,2051.504961985813,0
primary,E50-PC100,200,12108552042459345255,200,14,654.2332216336777,429.30330925546355,1641.2039696280558,0
primary,E50-CONV100,200,16218162384852915827,200,25,389.85964612345566,243.51887233431648,966.226949369096,0
primary,E50-MT100,200,16218162384852915827,200,1,6904.817223552849,6904.817223552849,6904.817223552849,0
primary,E50-PC10,200,16218162384852915827,20,3,1456.5534671572461,1704.688505265444,1704.688505265444,0
primary,E50-PC20,200,16218162384852915827,40,5,1508.4162749879365,1159.8655128942246,1220.948951459085,0
primary,E50-PC30,200,16218162384852915827,60,9,1014.845549727272,773.2436752731332,2151.0192368236812,0
primary,E50-PC40,200,16218162384852915827,80,10,753.4011000743724,595.2036161097508,1613.2644275888338,0
primary,E50-PC50,200,16218162384852915827,100,12,742.3602084936872,476.16289287149186,1654.5208890687416,0
primary,E50-PC60,200,16218162384852915827,120,15,648.8570392920417,405.8647970938333,1610.3782879273663,0
primary,E50-PC80,200,16218162384852915827,160,18,546.3789619248811,304.8179178622529,1658.152519435037,0
primary,E50-PC100,200,16218162384852915827,200,25,389.85965555204285,243.5188781580316,966.2269727132579,0
primary,E50-CONV100,200,3678478102310266571,200,18,488.6080905290503,396.6566547097817,1475.7820827938442,0
primary,E50-MT100,200,3678478102310266571,200,0,,,,0
primary,E50-PC10,200,3678478102310266571,20,1,2360.351997179829,2360.351997179829,2360.351997179829,0
primary,E50-PC20,200,3678478102310266571,40,2,4279.543295590586,4279.543295590586,1180.1759985433455,0
primary,E50-PC30,200,3678478102310266571,60,8,1126.5103445551808,493.8402303771127,2047.2498541089649,0
primary,E50-PC40,200,3678478102310266571,80,9,1027.931304160227,443.0970897426704,2492.3196702247055,0
primary,E50-PC50,200,3678478102310266571,100,13,737.3243240859925,354.4776718258566,1993.8557362467502,0
primary,E50-PC60,200,3678478102310266571,120,14,623.9101257027736,344.3950297254673,1661.546446793944,0
primary,E50-PC80,200,3678478102310266571,160,17,574.8609919148355,438.29310509788735,1844.727648187208,0
primary,E50-PC100,200,3678478102310266571,200,18,488.6081023704219,396.65666433555486,1475.782118565119,0
primary,E50-CONV100,200,876786005621288851,200,27,334.84119067269955,280.7355283518029,830.7579190301512,0
primary,E50-MT100,200,876786005621288851,200,0,,,,0
primary,E50-PC10,200,876786005621288851,20,2,4162.064769111842,4162.064769111842,2809.146299661616,0
primary,E50-PC20,200,876786005621288851,40,4,2292.8626692411235,2504.6929539196776,2669.18161678179,0
primary,E50-PC30,200,876786005621288851,60,6,1517.0930271816917,1669.7953025772808,1838.3277461580292,0
primary,E50-PC40,200,876786005621288851,80,7,1306.8832239705503,1334.5908083797376,1539.3544460801197,0
primary,E50-PC50,200,876786005621288851,100,12,831.9290348271936,857.8830933493314,1231.483556847607,0
primary,E50-PC60,200,876786005621288851,120,14,645.4800336208812,558.9640542251472,1026.2362973473253,0
primary,E50-PC80,200,876786005621288851,160,22,412.7373882695771,339.9161558806792,769.677222995711,0
primary,E50-PC100,200,876786005621288851,200,27,334.8411987820868,280.7355351819687,830.7579391612305,0
primary,E50-CONV100,200,5865549906742908637,200,18,548.5444663800605,341.27575269350774,1391.2883654070838,0
primary,E50-MT100,200,5865549906742908637,200,0,,,,0
primary,E50-PC10,200,5865549906742908637,20,0,,,,0
primary,E50-PC20,200,5865549906742908637,40,5,1896.3540528213282,752.3892723572452,2669.565069770881,0
primary,E50-PC30,200,5865549906742908637,60,9,1023.0837024059364,501.59284831249863,1779.7100465490496,0
primary,E50-PC40,200,5865549906742908637,80,10,931.3660130171289,591.0184107661228,2407.845138886738,0
primary,E50-PC50,200,5865549906742908637,100,10,745.0928104005374,472.81472859697806,1926.2761110818633,0
primary,E50-PC60,200,5865549906742908637,120,11,832.4178335588116,537.2281235450534,1691.4945477618737,0
primary,E50-PC80,200,5865549906742908637,160,12,717.2131354736558,426.59470115772456,1739.1104989480666,0
primary,E50-PC100,200,5865549906742908637,200,18,548.5444796643872,341.27576097693134,1391.2883991052554,0
primary,E50-CONV100,200,15633523601349685045,200,14,687.3256516270434,347.2707882593138,1608.9235245862596,0
primary,E50-MT100,200,15633523601349685045,200,0,,,,0
primary,E50-PC10,200,15633523601349685045,20,1,4981.930152153404,4981.930152153404,4981.930152153404,0
primary,E50-PC20,200,15633523601349685045,40,2,4923.663599555001,4923.663599555001,2490.9650760375716,0
primary,E50-PC30,200,15633523601349685045,60,4,2404.6678899776657,1758.2959237427135,1855.9484634789596,0
primary,E50-PC40,200,15633523601349685045,80,5,1509.4976194943033,1245.4825379864117,1391.9613476144386,0
primary,E50-PC50,200,15633523601349685045,100,5,1207.5980956021458,996.3860304474578,1113.569078061538,0
primary,E50-PC60,200,15633523601349685045,120,6,1642.5205897710223,879.1479618775825,2452.120707705253,0
primary,E50-PC80,200,15633523601349685045,160,9,1097.3856017441594,622.7412689743436,2011.1544544670658,0
primary,E50-PC100,200,15633523601349685045,200,14,687.3256682845123,347.27079667298597,1608.9235635468417,0
primary,E50-CONV100,200,14497997932990664800,200,13,755.9910069120468,590.1902580929552,1370.1099050400833,0
primary,E50-MT100,200,14497997932990664800,200,0,,,,0
primary,E50-PC10,200,14497997932990664800,20,0,,,,0
primary,E50-PC20,200,14497997932990664800,40,2,4684.718995938247,4684.718995938247,2430.3157028916253,0
primary,E50-PC30,200,14497997932990664800,60,4,2104.071411034249,1584.2577275228068,1620.210468584697,0
primary,E50-PC40,200,14497997932990664800,80,5,1947.4978156986024,1215.1578514512555,3425.2748455121787,0
primary,E50-PC50,200,14497997932990664800,100,7,1337.0360300160746,972.1262811650698,2740.2198764022087,0
primary,E50-PC60,200,14497997932990664800,120,8,1228.418411021083,841.001962600159,2283.5165637314835,0
primary,E50-PC80,200,14497997932990664800,160,11,879.0779424541836,653.9240181405847,1712.6374227367744,0
primary,E50-PC100,200,14497997932990664800,200,13,755.9910252142827,590.1902723357689,1370.1099381863453,0
primary,E50-CONV100,200,5634683829678867503,200,18,506.7160266116191,297.48656744229106,1296.8739323541781,0
primary,E50-MT100,200,5634683829678867503,200,0,,,,0
primary,E50-PC10,200,5634683829678867503,20,3,3129.9492354604804,2958.5315966574885,2958.5315966574885,0
primary,E50-PC20,200,5634683829678867503,40,4,2410.2315495547264,1634.8355465944414,1790.405294798654,0
primary,E50-PC30,200,5634683829678867503,60,9,953.4979504169219,950.1685067137738,1193.6035298342142,0
primary,E50-PC40,200,5634683829678867503,80,12,762.5252676176463,573.6641244911882,2122.586419409531,0
primary,E50-PC50,200,5634683829678867503,100,13,762.6146535883307,570.1011040531781,1978.4009379919335,0
primary,E50-PC60,200,5634683829678867503,120,13,635.5122113257594,475.08425333769384,1648.6674483839124,0
primary,E50-PC80,200,5634683829678867503,160,15,624.3954518954447,369.81644958377416,1621.092454673156,0
primary,E50-PC100,200,5634683829678867503,200,18,506.71603888615795,297.4865746596133,1296.8739637161327,0
primary,E50-CONV100,200,11032126464482234521,200,16,601.497927827927,553.7312568052171,947.5735518413005,0
primary,E50-MT100,200,11032126464482234521,200,0,,,,0
primary,E50-PC10,200,11032126464482234521,20,2,4014.8830941876986,4014.8830941876986,2800.7892630613624,0
primary,E50-PC20,200,11032126464482234521,40,4,2193.298090542257,2007.4415470972685,2614.4884626727785,0
primary,E50-PC30,200,11032126464482234521,60,7,1398.1940157367019,933.5964210186277,2741.694177226482,0
primary,E50-PC40,200,11032126464482234521,80,9,1049.2841718504526,943.3203723370796,2056.2706329064004,0
primary,E50-PC50,200,11032126464482234521,100,9,839.4273374611245,754.6562977706753,1645.0165063086968,0
primary,E50-PC60,200,11032126464482234521,120,11,888.3429354610417,628.8802481802999,1579.2892913069127,0
primary,E50-PC80,200,11032126464482234521,160,13,719.7220157820184,579.8592957399643,1184.4669685364875,0
primary,E50-PC100,200,11032126464482234521,200,16,601.4979424032774,553.7312701990991,947.5735747840973,0
primary,E50-CONV100,200,5708610443790281403,200,20,458.2226938123613,433.4971905774212,1044.078524882148,0
primary,E50-MT100,200,5708610443790281403,200,0,,,,0
primary,E50-PC10,200,5708610443790281403,20,2,4401.764957540163,4401.764957540163,788.9902146124685,0
primary,E50-PC20,200,5708610443790281403,40,5,1760.2573121803443,2062.241209656034,2291.254689092013,0
primary,E50-PC30,200,5708610443790281403,60,7,1157.9189863816307,1374.8274730806907,1887.6655421995126,0
primary,E50-PC40,200,5708610443790281403,80,8,1008.4357364712968,1088.3739747299173,1988.4112132730243,0
primary,E50-PC50,200,5708610443790281403,100,11,826.8093829053355,824.8964839253979,1602.907940026441,0
primary,E50-PC60,200,5708610443790281403,120,16,579.4376607399859,400.8315507985884,1335.7566167058555,0
primary,E50-PC80,200,5708610443790281403,160,19,513.0658654555648,515.5603024179617,1091.5925665073228,0
primary,E50-PC100,200,5708610443790281403,200,20,458.2227048929396,433.4972010837531,1044.0785501568764,0
primary,E50-CONV100,200,4972874671198070758,200,19,518.0235317242732,468.6934739909562,1234.2282627092343,0
primary,E50-MT100,200,4972874671198070758,200,0,,,,0
primary,E50-PC10,200,4972874671198070758,20,2,3111.661472680117,3111.661472680117,1983.744173215758,0
primary,E50-PC20,200,4972874671198070758,40,4,1368.4803628601603,1555.8307363742954,2119.7893861380544,0
primary,E50-PC30,200,4972874671198070758,60,6,1372.3439852713743,1037.2204909038505,1562.311617829091,0
primary,E50-PC40,200,4972874671198070758,80,8,1100.180991890417,1018.6037816404872,1648.5871310829275,0
primary,E50-PC50,200,4972874671198070758,100,8,880.1447934755487,814.8830252906575,1318.8697048114916,0
primary,E50-PC60,200,4972874671198070758,120,9,1018.6288873304162,706.5964620309392,2057.0471543195654,0
primary,E50-PC80,200,4972874671198070758,160,13,740.9403042871629,585.8668566646464,1542.7853658218653,0
primary,E50-PC100,200,4972874671198070758,200,19,518.0235442663608,468.6934852684746,1234.2282925851534,0
primary,E50-CONV100,200,15110839482730944980,200,6,1463.8905412930953,980.6203455609168,2137.167680809085,0
primary,E50-MT100,200,15110839482730944980,200,0,,,,0
primary,E50-PC10,200,15110839482730944980,20,1,8475.712086315263,8475.712086315263,8475.712086315263,0
primary,E50-PC20,200,15110839482730944980,40,2,2913.353904917629,2913.353904917629,1588.8517666482867,0
primary,E50-PC30,200,15110839482730944980,60,3,2532.2345466407546,2825.237362176806,2825.237362176806,0
primary,E50-PC40,200,15110839482730944980,80,3,1899.175909962822,2118.9280216062775,2118.9280216062775,0
primary,E50-PC50,200,15110839482730944980,100,3,1519.3407279676164,1695.1424173054897,1695.1424173054897,0
primary,E50-PC60,200,15110839482730944980,120,3,1266.1172733258861,1412.6186811139876,1412.6186811139876,0
primary,E50-PC80,200,15110839482730944980,160,4,1925.4227995545432,1225.775461673864,1392.0869125190043,0
primary,E50-PC100,200,15110839482730944980,200,6,1463.8905767555552,980.6203692989204,2137.1677325348073,0
primary,E50-CONV100,200,8623653743411919337,200,15,598.6217735863878,260.239462327303,1655.6398183000008,0
primary,E50-MT100,200,8623653743411919337,200,0,,,,0
primary,E50-PC10,200,8623653743411919337,20,4,2001.079326748947,2173.8812949739063,2179.61923169659,0
primary,E50-PC20,200,8623653743411919337,40,6,1204.6469642933635,1195.503479487636,1558.1153643138857,0
primary,E50-PC30,200,8623653743411919337,60,6,803.0979761970981,797.0023196573466,1038.7435762136267,0
primary,E50-PC40,200,8623653743411919337,80,8,1118.0624615225313,597.7517397565965,962.2628945719808,0
primary,E50-PC50,200,8623653743411919337,100,8,894.4499692418,478.2013918412965,769.8103157267625,0
primary,E50-PC60,200,8623653743411919337,120,12,735.7702023502261,378.43048751780805,2438.0863973956625,0
primary,E50-PC80,200,8623653743411919337,160,13,668.5755110962428,295.1933273459374,2069.5498230427443,0
primary,E50-PC100,200,8623653743411919337,200,15,598.6217880873379,260.23946862897856,1655.6398584152262,0
primary,E50-CONV100,200,1326031443968983885,200,26,382.37927758420005,276.4537214024766,693.2706945168223,0
primary,E50-MT100,200,1326031443968983885,200,0,,,,0
primary,E50-PC10,200,1326031443968983885,20,3,3320.83188510466,3011.6446563556988,3011.6446563556988,0
primary,E50-PC20,200,1326031443968983885,40,6,1180.5392400701853,1037.7282376381522,1505.8223281357684,0
primary,E50-PC30,200,1326031443968983885,60,6,787.0261600416111,691.8188251120596,1003.8815521218984,0
primary,E50-PC40,200,1326031443968983885,80,6,590.2696200217346,518.8641188180084,752.911164029609,0
primary,E50-PC50,200,1326031443968983885,100,10,956.5050414174787,415.09129509859144,1386.541422621298,0
primary,E50-PC60,200,1326031443968983885,120,13,734.0262731170568,398.44201142657363,1155.45118549054,0
primary,E50-PC80,200,1326031443968983885,160,20,496.97736946313046,345.567160078868,866.5883890740733,0
primary,E50-PC100,200,1326031443968983885,200,26,382.3792868443259,276.4537281268508,693.2707113425166,0
primary,E50-CONV100,200,8177548632312565564,200,18,549.0433809829439,277.0691908722208,1612.6023351846845,0
primary,E50-MT100,200,8177548632312565564,200,0,,,,0
primary,E50-PC10,200,8177548632312565564,20,1,9392.854373884677,9392.854373884677,9392.854373884677,0
primary,E50-PC20,200,8177548632312565564,40,3,1881.8607088000115,741.9066260418224,741.9066260418224,0
primary,E50-PC30,200,8177548632312565564,60,4,2284.76566621646,1812.7779376239469,3130.951457905689,0
primary,E50-PC40,200,8177548632312565564,80,6,1648.2547401434808,1517.615721084264,2348.2135934140297,0
primary,E50-PC50,200,8177548632312565564,100,9,1079.8823175689665,1199.240687215292,1878.5708747596618,0
primary,E50-PC60,200,8177548632312565564,120,9,899.9019313090554,999.3672393879244,1565.4757289531938,0
primary,E50-PC80,200,8177548632312565564,160,16,560.3545972885034,322.95389519013617,1439.7412122508981,0
primary,E50-PC100,200,8177548632312565564,200,18,549.043394273792,277.0691975847416,1612.6023742911311,0
primary,E50-CONV100,200,11117893399474783980,200,22,451.83620402043505,378.7368658745544,864.3883601114175,0
primary,E50-MT100,200,11117893399474783980,200,1,2967.902390785122,2967.902390785122,2967.902390785122,0
primary,E50-PC10,200,11117893399474783980,20,5,1256.692383757103,325.37678064120547,607.2543982242537,0
primary,E50-PC20,200,11117893399474783980,40,8,833.4369278579666,301.2346910264262,2237.4246094276077,0
primary,E50-PC30,200,11117893399474783980,60,11,881.8271596668152,319.4469656996199,2376.1486602684517,0
primary,E50-PC40,200,11117893399474783980,80,12,702.467523046462,367.1670298910807,1782.1114951999468,0
primary,E50-PC50,200,11117893399474783980,100,14,642.0366553524359,455.9236300898717,1535.7037089650971,0
primary,E50-PC60,200,11117893399474783980,120,14,535.0305461261925,379.9363583680528,1279.7530908819565,0
