tag,arm,N,seed,k_active,accepted_blocks,mean_interval_s,median_interval_s,p95_interval_s,stale_blocks
primary,E50-PC20,100,15633523601349685045,20,2,4923.663484917028,4923.663484917028,2490.9650179485,0
primary,E50-PC30,100,15633523601349685045,30,4,2404.66783398963,1758.2958828041974,1855.948420358566,0
primary,E50-PC40,100,15633523601349685045,40,5,1509.4975843485738,1245.4825088959894,1391.961315205314,0
primary,E50-PC50,100,15633523601349685045,50,5,1207.5980674855623,996.3860072485382,1113.5690520424653,0
primary,E50-PC60,100,15633523601349685045,60,6,1642.5205515128152,879.1479413624379,2452.1206507041434,0
primary,E50-PC80,100,15633523601349685045,80,9,1097.3855761834636,622.741254475019,2011.1544075494553,0
primary,E50-PC100,100,15633523601349685045,100,14,687.3256522749097,347.2707885874579,1608.923525994399,0
primary,E50-CONV100,100,14497997932990664800,100,13,755.9910069120468,590.1902580929552,1370.1099050400833,0
primary,E50-MT100,100,14497997932990664800,100,0,,,,0
primary,E50-PC10,100,14497997932990664800,10,0,,,,0
primary,E50-PC20,100,14497997932990664800,20,2,4684.718886863635,4684.718886863635,2430.3156463982027,0
primary,E50-PC30,100,14497997932990664800,30,4,2104.07136204502,1584.2576906364332,1620.2104307694606,0
primary,E50-PC40,100,14497997932990664800,40,5,1947.4977703365319,1215.157823066885,3425.2747658530584,0
primary,E50-PC50,100,14497997932990664800,50,7,1337.035998872669,972.1262585309917,2740.219812509722,0
primary,E50-PC60,100,14497997932990664800,60,8,1228.4183824082675,841.0019429731703,2283.516510564222,0
primary,E50-PC80,100,14497997932990664800,80,11,879.0779219782128,653.9240028234573,1712.637382861328,0
primary,E50-PC100,100,14497997932990664800,100,13,755.9910075983764,590.1902585943312,1370.1099062859882,0
primary,E50-CONV100,100,5634683829678867503,100,18,506.7160266116191,297.48656744229106,1296.8739323541781,0
primary,E50-MT100,100,5634683829678867503,100,0,,,,0
primary,E50-PC10,100,5634683829678867503,10,3,3129.9491626162635,2958.531527865581,2958.531527865581,0
primary,E50-PC20,100,5634683829678867503,20,4,2410.2314934371516,1634.835508530461,1790.4052531125335,0
primary,E50-PC30,100,5634683829678867503,30,9,953.4979282063713,950.1684844991671,1193.6035019516942,0
primary,E50-PC40,100,5634683829678867503,40,12,762.5252498560741,573.664111042757,2122.586369989216,0
primary,E50-PC50,100,5634683829678867503,50,13,762.6146358111467,570.1010906877049,1978.4008919286982,0
primary,E50-PC60,100,5634683829678867503,60,13,635.5121965220286,475.0842421845041,1648.667409997883,0
primary,E50-PC80,100,5634683829678867503,80,15,624.3954373270146,369.8164409733142,1621.092416837384,0
primary,E50-PC100,100,5634683829678867503,100,18,506.7160270780591,297.48656768732803,1296.8739335209334,0
primary,E50-CONV100,100,11032126464482234521,100,16,601.497927827927,553.7312568052171,947.5735518413005,0
primary,E50-MT100,100,11032126464482234521,100,0,,,,0
primary,E50-PC10,100,11032126464482234521,10,2,4014.883000754806,4014.883000754806,2800.789197850407,0
primary,E50-PC20,100,11032126464482234521,20,4,2193.2980394985007,2007.4415004496518,2614.48840189125,0
primary,E50-PC30,100,11032126464482234521,30,7,1398.193983169351,933.5963993734155,2741.694113299669,0
primary,E50-PC40,100,11032126464482234521,40,9,1049.2841474097054,943.3203502819184,2056.2705850301204,0
primary,E50-PC50,100,11032126464482234521,50,9,839.4273179574722,754.6562801999646,1645.0164680994453,0
primary,E50-PC60,100,11032126464482234521,60,11,888.3429148360974,628.8802336298138,1579.2892546279922,0
primary,E50-PC80,100,11032126464482234521,80,13,719.7219990599821,579.8592823308361,1184.4669409584676,0
primary,E50-PC100,100,11032126464482234521,100,16,601.4979284042982,553.7312573065386,947.5735526299085,0
primary,E50-CONV100,100,5708610443790281403,100,20,458.2226938123613,433.4971905774212,1044.078524882148,0
primary,E50-MT100,100,5708610443790281403,100,0,,,,0
primary,E50-PC10,100,5708610443790281403,10,2,4401.764855053589,4401.764855053589,788.9901963341318,0
primary,E50-PC20,100,5708610443790281403,20,5,1760.2572712145154,2062.24116164074,2291.2546358363566,0
primary,E50-PC30,100,5708610443790281403,30,7,1157.9189593955082,1374.827440978722,1887.6654981571025,0
