tag,arm,N,seed,k_active,U_exact,unique_coverage_rate_per_s,coverage_retention_vs_MT100
primary,E50-PC100,200,5972818461147421061,200,467999988667667187264,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,11677511577610847452,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,11677511577610847452,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,11677511577610847452,20,46799998866766718674,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,11677511577610847452,40,93599997733533437330,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,11677511577610847452,60,140399996600300156087,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,11677511577610847452,80,187199995467066874783,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,11677511577610847452,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,11677511577610847452,120,280799993200600312293,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,11677511577610847452,160,374399990934133749896,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,11677511577610847452,200,467999988667667187576,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,17891702655887131290,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,17891702655887131290,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,17891702655887131290,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,17891702655887131290,40,93599997733533437351,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,17891702655887131290,60,140399996600300156025,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,17891702655887131290,80,187199995467066874701,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,17891702655887131290,100,233999994333833593372,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,17891702655887131290,120,280799993200600312108,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,17891702655887131290,160,374399990934133749811,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,17891702655887131290,200,467999988667667187472,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,300,7695027954463196593,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,7695027954463196593,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,7695027954463196593,30,70199998300150077986,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,7695027954463196593,60,140399996600300155972,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,7695027954463196593,90,210599994900450233958,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,7695027954463196593,120,280799993200600311986,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,7695027954463196593,150,350999991500750390084,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,7695027954463196593,180,421199989800900468164,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,7695027954463196593,240,561599986401200624302,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,7695027954463196593,300,701999983001500780272,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,8525591707662220640,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,8525591707662220640,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,8525591707662220640,30,70199998300150077997,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,8525591707662220640,60,140399996600300155973,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,8525591707662220640,90,210599994900450233988,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,8525591707662220640,120,280799993200600312027,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,8525591707662220640,150,350999991500750390084,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,8525591707662220640,180,421199989800900468165,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,8525591707662220640,240,561599986401200624300,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,8525591707662220640,300,701999983001500780584,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,12108552042459345255,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,12108552042459345255,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,12108552042459345255,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,12108552042459345255,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,12108552042459345255,90,210599994900450233958,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,12108552042459345255,120,280799993200600311986,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,12108552042459345255,150,350999991500750390032,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,12108552042459345255,180,421199989800900468040,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,12108552042459345255,240,561599986401200624300,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,12108552042459345255,300,701999983001500780480,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,16218162384852915827,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,16218162384852915827,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,16218162384852915827,30,70199998300150077997,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,16218162384852915827,60,140399996600300155995,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,16218162384852915827,90,210599994900450234085,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,16218162384852915827,120,280799993200600312109,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,16218162384852915827,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,16218162384852915827,180,421199989800900468290,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,16218162384852915827,240,561599986401200624383,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,16218162384852915827,300,701999983001500781104,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,3678478102310266571,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,3678478102310266571,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,3678478102310266571,30,70199998300150077986,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,3678478102310266571,60,140399996600300155972,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,3678478102310266571,90,210599994900450234051,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,3678478102310266571,120,280799993200600312110,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,3678478102310266571,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,3678478102310266571,180,421199989800900468352,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,3678478102310266571,240,561599986401200624549,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,3678478102310266571,300,701999983001500780896,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,876786005621288851,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,876786005621288851,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,876786005621288851,30,70199998300150077996,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,876786005621288851,60,140399996600300156014,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,876786005621288851,90,210599994900450234050,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,876786005621288851,120,280799993200600312069,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,876786005621288851,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,876786005621288851,180,421199989800900468351,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,876786005621288851,240,561599986401200624713,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,876786005621288851,300,701999983001500781208,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,5865549906742908637,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,5865549906742908637,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,5865549906742908637,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,5865549906742908637,60,140399996600300156012,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,5865549906742908637,90,210599994900450234083,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,5865549906742908637,120,280799993200600312068,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,5865549906742908637,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,5865549906742908637,180,421199989800900468288,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,5865549906742908637,240,561599986401200624301,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,5865549906742908637,300,701999983001500780688,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,15633523601349685045,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,15633523601349685045,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,15633523601349685045,30,70199998300150077977,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,15633523601349685045,60,140399996600300155972,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,15633523601349685045,90,210599994900450234021,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,15633523601349685045,120,280799993200600312025,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,15633523601349685045,150,350999991500750390032,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,15633523601349685045,180,421199989800900468102,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,15633523601349685045,240,561599986401200624219,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,15633523601349685045,300,701999983001500780792,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,14497997932990664800,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,14497997932990664800,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,14497997932990664800,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,14497997932990664800,60,140399996600300155973,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,14497997932990664800,90,210599994900450233988,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,14497997932990664800,120,280799993200600311984,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,14497997932990664800,150,350999991500750390136,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,14497997932990664800,180,421199989800900468164,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,14497997932990664800,240,561599986401200624387,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,14497997932990664800,300,701999983001500780480,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,5634683829678867503,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,5634683829678867503,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,5634683829678867503,30,70199998300150077997,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,5634683829678867503,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,5634683829678867503,90,210599994900450234086,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,5634683829678867503,120,280799993200600312152,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,5634683829678867503,150,350999991500750390240,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,5634683829678867503,180,421199989800900468294,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,5634683829678867503,240,561599986401200624469,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,5634683829678867503,300,701999983001500780688,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,11032126464482234521,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,11032126464482234521,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,11032126464482234521,30,70199998300150077996,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,11032126464482234521,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,11032126464482234521,90,210599994900450234051,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,11032126464482234521,120,280799993200600312110,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,11032126464482234521,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,11032126464482234521,180,421199989800900468290,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,11032126464482234521,240,561599986401200624466,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,11032126464482234521,300,701999983001500780792,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,5708610443790281403,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,5708610443790281403,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,5708610443790281403,30,70199998300150077987,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,5708610443790281403,60,140399996600300156012,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,5708610443790281403,90,210599994900450234115,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,5708610443790281403,120,280799993200600312110,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,5708610443790281403,150,350999991500750390188,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,5708610443790281403,180,421199989800900468416,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,5708610443790281403,240,561599986401200624637,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,5708610443790281403,300,701999983001500780688,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,4972874671198070758,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,4972874671198070758,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,4972874671198070758,30,70199998300150077986,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,4972874671198070758,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,4972874671198070758,90,210599994900450233990,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,4972874671198070758,120,280799993200600312027,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,4972874671198070758,150,350999991500750390032,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,4972874671198070758,180,421199989800900468037,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,4972874671198070758,240,561599986401200624217,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,4972874671198070758,300,701999983001500780584,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,15110839482730944980,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,15110839482730944980,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,15110839482730944980,30,70199998300150077987,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,15110839482730944980,60,140399996600300155971,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,15110839482730944980,90,210599994900450233989,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,15110839482730944980,120,280799993200600311943,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,15110839482730944980,150,350999991500750389980,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,15110839482730944980,180,421199989800900468041,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,15110839482730944980,240,561599986401200624053,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,15110839482730944980,300,701999983001500780168,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,8623653743411919337,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,8623653743411919337,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,8623653743411919337,30,70199998300150077999,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,8623653743411919337,60,140399996600300156015,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,8623653743411919337,90,210599994900450234019,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,8623653743411919337,120,280799993200600312068,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,8623653743411919337,150,350999991500750390136,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,8623653743411919337,180,421199989800900468287,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,8623653743411919337,240,561599986401200624552,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,8623653743411919337,300,701999983001500780584,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,1326031443968983885,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,1326031443968983885,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,1326031443968983885,30,70199998300150077987,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,1326031443968983885,60,140399996600300156013,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,1326031443968983885,90,210599994900450233991,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,1326031443968983885,120,280799993200600312028,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,1326031443968983885,150,350999991500750390084,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,1326031443968983885,180,421199989800900468230,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,1326031443968983885,240,561599986401200624551,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,1326031443968983885,300,701999983001500781208,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,8177548632312565564,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,8177548632312565564,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,8177548632312565564,30,70199998300150077986,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,8177548632312565564,60,140399996600300155992,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,8177548632312565564,90,210599994900450234021,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,8177548632312565564,120,280799993200600312028,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,8177548632312565564,150,350999991500750390084,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,8177548632312565564,180,421199989800900468100,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,8177548632312565564,240,561599986401200624386,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,8177548632312565564,300,701999983001500780896,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,11117893399474783980,300,702000000000000000000,7.02e+16,299.9999991464644
primary,E50-MT100,300,11117893399474783980,300,2340000006657577872,234000000665757.8,1.0
primary,E50-PC10,300,11117893399474783980,30,70199998300150078017,7019999830015008.0,29.99999918821485
primary,E50-PC20,300,11117893399474783980,60,140399996600300156057,1.4039999660030016e+16,59.9999983764297
primary,E50-PC30,300,11117893399474783980,90,210599994900450234114,2.1059999490045024e+16,89.99999756464454
primary,E50-PC40,300,11117893399474783980,120,280799993200600312190,2.807999932006003e+16,119.9999967528594
primary,E50-PC50,300,11117893399474783980,150,350999991500750390240,3.509999915007504e+16,149.99999594107425
primary,E50-PC60,300,11117893399474783980,180,421199989800900468286,4.211999898009005e+16,179.9999951292891
primary,E50-PC80,300,11117893399474783980,240,561599986401200624634,5.615999864012006e+16,239.9999935057188
primary,E50-PC100,300,11117893399474783980,300,701999983001500780896,7.019999830015008e+16,299.9999918821485
primary,E50-CONV100,300,10081885022360105039,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,10081885022360105039,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,10081885022360105039,30,70199998300150077988,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,10081885022360105039,60,140399996600300156014,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,10081885022360105039,90,210599994900450234083,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,10081885022360105039,120,280799993200600312148,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,10081885022360105039,150,350999991500750390136,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,10081885022360105039,180,421199989800900468227,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,10081885022360105039,240,561599986401200624550,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,10081885022360105039,300,701999983001500780896,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,4923552916831257795,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,4923552916831257795,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,4923552916831257795,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,4923552916831257795,60,140399996600300155973,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,4923552916831257795,90,210599994900450233958,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,4923552916831257795,120,280799993200600311983,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,4923552916831257795,150,350999991500750390032,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,4923552916831257795,180,421199989800900468164,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,4923552916831257795,240,561599986401200624468,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,4923552916831257795,300,701999983001500780584,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,6572291145813621428,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,6572291145813621428,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,6572291145813621428,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,6572291145813621428,60,140399996600300155972,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,6572291145813621428,90,210599994900450233927,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,6572291145813621428,120,280799993200600311902,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,6572291145813621428,150,350999991500750389980,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,6572291145813621428,180,421199989800900468102,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,6572291145813621428,240,561599986401200624220,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,6572291145813621428,300,701999983001500780168,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,17112478889879003015,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,17112478889879003015,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,17112478889879003015,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,17112478889879003015,60,140399996600300155973,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,17112478889879003015,90,210599994900450233989,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,17112478889879003015,120,280799993200600311985,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,17112478889879003015,150,350999991500750390084,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,17112478889879003015,180,421199989800900468163,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,17112478889879003015,240,561599986401200624386,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,17112478889879003015,300,701999983001500780896,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,9839921138141735050,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,9839921138141735050,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,9839921138141735050,30,70199998300150077986,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,9839921138141735050,60,140399996600300156015,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,9839921138141735050,90,210599994900450234021,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,9839921138141735050,120,280799993200600312025,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,9839921138141735050,150,350999991500750390032,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,9839921138141735050,180,421199989800900468039,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,9839921138141735050,240,561599986401200624302,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,9839921138141735050,300,701999983001500780480,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,76950829605806397,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,76950829605806397,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,76950829605806397,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,76950829605806397,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,76950829605806397,90,210599994900450233990,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,76950829605806397,120,280799993200600312029,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,76950829605806397,150,350999991500750390084,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,76950829605806397,180,421199989800900468101,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,76950829605806397,240,561599986401200624552,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,76950829605806397,300,701999983001500780896,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,4559695916379544378,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,4559695916379544378,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,4559695916379544378,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,4559695916379544378,60,140399996600300155973,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,4559695916379544378,90,210599994900450233989,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,4559695916379544378,120,280799993200600311984,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,4559695916379544378,150,350999991500750389980,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,4559695916379544378,180,421199989800900468038,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,4559695916379544378,240,561599986401200624134,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,4559695916379544378,300,701999983001500780688,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,18018684830827566070,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,18018684830827566070,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,18018684830827566070,30,70199998300150077976,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,18018684830827566070,60,140399996600300155952,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,18018684830827566070,90,210599994900450233959,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,18018684830827566070,120,280799993200600311986,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,18018684830827566070,150,350999991500750389980,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,18018684830827566070,180,421199989800900468041,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,18018684830827566070,240,561599986401200624135,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,18018684830827566070,300,701999983001500780376,7.019999830015008e+16,299.99999226767306
primary,E50-CONV100,300,11415035473929976970,300,702000000000000000000,7.02e+16,299.9999995319889
primary,E50-MT100,300,11415035473929976970,300,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,300,11415035473929976970,30,70199998300150078027,7019999830015008.0,29.999999226767304
primary,E50-PC20,300,11415035473929976970,60,140399996600300156077,1.4039999660030016e+16,59.99999845353461
primary,E50-PC30,300,11415035473929976970,90,210599994900450234176,2.1059999490045024e+16,89.99999768030192
primary,E50-PC40,300,11415035473929976970,120,280799993200600312233,2.807999932006003e+16,119.99999690706922
primary,E50-PC50,300,11415035473929976970,150,350999991500750390344,3.509999915007504e+16,149.99999613383653
primary,E50-PC60,300,11415035473929976970,180,421199989800900468473,4.211999898009005e+16,179.99999536060383
primary,E50-PC80,300,11415035473929976970,240,561599986401200624718,5.615999864012006e+16,239.99999381413843
primary,E50-PC100,300,11415035473929976970,300,701999983001500781104,7.019999830015008e+16,299.99999226767306
