tag,arm,N,seed,k_active,U_exact,unique_coverage_rate_per_s,coverage_retention_vs_MT100
primary,E50-PC60,100,11677511577610847452,60,140399999869242310668,1.4039999986924232e+16,59.999999850518435
primary,E50-PC80,100,11677511577610847452,80,187199999825656414223,1.871999998256564e+16,79.99999980069124
primary,E50-PC100,100,11677511577610847452,100,233999999782070517784,2.3399999978207052e+16,99.99999975086406
primary,E50-CONV100,100,17891702655887131290,100,234000000000000000000,2.34e+16,99.9999998439963
primary,E50-MT100,100,17891702655887131290,100,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,100,17891702655887131290,10,23399999978207051779,2339999997820705.0,9.999999975086405
primary,E50-PC20,100,17891702655887131290,20,46799999956414103551,4679999995641410.0,19.99999995017281
primary,E50-PC30,100,17891702655887131290,30,70199999934621155331,7019999993462116.0,29.999999925259218
primary,E50-PC40,100,17891702655887131290,40,93599999912828207104,9359999991282820.0,39.99999990034562
primary,E50-PC50,100,17891702655887131290,50,116999999891035258878,1.1699999989103526e+16,49.99999987543203
primary,E50-PC60,100,17891702655887131290,60,140399999869242310660,1.4039999986924232e+16,59.999999850518435
primary,E50-PC80,100,17891702655887131290,80,187199999825656414219,1.871999998256564e+16,79.99999980069124
primary,E50-PC100,100,17891702655887131290,100,233999999782070517772,2.3399999978207052e+16,99.99999975086406
primary,E50-CONV100,200,7695027954463196593,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,7695027954463196593,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,7695027954463196593,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,7695027954463196593,40,93599997733533437330,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,7695027954463196593,60,140399996600300155996,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,7695027954463196593,80,187199995467066874700,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,7695027954463196593,100,233999994333833593372,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,7695027954463196593,120,280799993200600312109,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,7695027954463196593,160,374399990934133749563,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,7695027954463196593,200,467999988667667187056,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,8525591707662220640,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,8525591707662220640,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,8525591707662220640,20,46799998866766718665,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,8525591707662220640,40,93599997733533437330,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,8525591707662220640,60,140399996600300156055,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,8525591707662220640,80,187199995467066874821,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,8525591707662220640,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,8525591707662220640,120,280799993200600312357,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,8525591707662220640,160,374399990934133749896,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,8525591707662220640,200,467999988667667187472,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,12108552042459345255,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,12108552042459345255,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,12108552042459345255,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,12108552042459345255,40,93599997733533437350,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,12108552042459345255,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,12108552042459345255,80,187199995467066874740,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,12108552042459345255,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,12108552042459345255,120,280799993200600312108,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,12108552042459345255,160,374399990934133749728,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,12108552042459345255,200,467999988667667187264,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,16218162384852915827,200,468000000000000000000,4.68e+16,199.9999995435383
primary,E50-MT100,200,16218162384852915827,200,2340000005340601953,234000000534060.2,1.0
primary,E50-PC10,200,16218162384852915827,20,46799998866766718675,4679999886676672.0,19.999999470066104
primary,E50-PC20,200,16218162384852915827,40,93599997733533437371,9359999773353344.0,39.99999894013221
primary,E50-PC30,200,16218162384852915827,60,140399996600300156117,1.4039999660030016e+16,59.99999841019831
primary,E50-PC40,200,16218162384852915827,80,187199995467066874865,1.871999954670669e+16,79.99999788026442
primary,E50-PC50,200,16218162384852915827,100,233999994333833593580,2.339999943338336e+16,99.99999735033052
primary,E50-PC60,200,16218162384852915827,120,280799993200600312484,2.807999932006003e+16,119.99999682039662
primary,E50-PC80,200,16218162384852915827,160,374399990934133750060,3.743999909341338e+16,159.99999576052883
primary,E50-PC100,200,16218162384852915827,200,467999988667667187784,4.679999886676672e+16,199.99999470066103
primary,E50-CONV100,200,3678478102310266571,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,3678478102310266571,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,3678478102310266571,20,46799998866766718664,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,3678478102310266571,40,93599997733533437330,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,3678478102310266571,60,140399996600300156087,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,3678478102310266571,80,187199995467066874823,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,3678478102310266571,100,233999994333833593736,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,3678478102310266571,120,280799993200600312481,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,3678478102310266571,160,374399990934133750144,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,3678478102310266571,200,467999988667667187576,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,876786005621288851,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,876786005621288851,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,876786005621288851,20,46799998866766718665,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,876786005621288851,40,93599997733533437350,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,876786005621288851,60,140399996600300156056,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,876786005621288851,80,187199995467066874740,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,876786005621288851,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,876786005621288851,120,280799993200600312294,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,876786005621288851,160,374399990934133750057,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,876786005621288851,200,467999988667667187888,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,5865549906742908637,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,5865549906742908637,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,5865549906742908637,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,5865549906742908637,40,93599997733533437329,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,5865549906742908637,60,140399996600300156053,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,5865549906742908637,80,187199995467066874783,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,5865549906742908637,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,5865549906742908637,120,280799993200600312230,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,5865549906742908637,160,374399990934133749729,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,5865549906742908637,200,467999988667667187576,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,15633523601349685045,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,15633523601349685045,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,15633523601349685045,20,46799998866766718655,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,15633523601349685045,40,93599997733533437328,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,15633523601349685045,60,140399996600300156026,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,15633523601349685045,80,187199995467066874699,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,15633523601349685045,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,15633523601349685045,120,280799993200600312173,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,15633523601349685045,160,374399990934133749728,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,15633523601349685045,200,467999988667667187472,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,14497997932990664800,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,14497997932990664800,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,14497997932990664800,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,14497997932990664800,40,93599997733533437307,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,14497997932990664800,60,140399996600300156024,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,14497997932990664800,80,187199995467066874740,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,14497997932990664800,100,233999994333833593476,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,14497997932990664800,120,280799993200600312170,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,14497997932990664800,160,374399990934133749646,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,14497997932990664800,200,467999988667667187264,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,5634683829678867503,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,5634683829678867503,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,5634683829678867503,20,46799998866766718665,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,5634683829678867503,40,93599997733533437351,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,5634683829678867503,60,140399996600300156085,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,5634683829678867503,80,187199995467066874824,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,5634683829678867503,100,233999994333833593684,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,5634683829678867503,120,280799993200600312360,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,5634683829678867503,160,374399990934133749896,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,5634683829678867503,200,467999988667667187576,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,11032126464482234521,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,11032126464482234521,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,11032126464482234521,20,46799998866766718674,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,11032126464482234521,40,93599997733533437371,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,11032126464482234521,60,140399996600300156119,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,11032126464482234521,80,187199995467066874868,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,11032126464482234521,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,11032126464482234521,120,280799993200600312297,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,11032126464482234521,160,374399990934133749897,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,11032126464482234521,200,467999988667667187576,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,5708610443790281403,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,5708610443790281403,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,5708610443790281403,20,46799998866766718665,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,5708610443790281403,40,93599997733533437350,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,5708610443790281403,60,140399996600300156055,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,5708610443790281403,80,187199995467066874783,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,5708610443790281403,100,233999994333833593580,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,5708610443790281403,120,280799993200600312420,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,5708610443790281403,160,374399990934133749892,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,5708610443790281403,200,467999988667667187472,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,4972874671198070758,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,4972874671198070758,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,4972874671198070758,20,46799998866766718664,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,4972874671198070758,40,93599997733533437372,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,4972874671198070758,60,140399996600300156056,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,4972874671198070758,80,187199995467066874825,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,4972874671198070758,100,233999994333833593372,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,4972874671198070758,120,280799993200600312110,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,4972874671198070758,160,374399990934133749645,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,4972874671198070758,200,467999988667667187368,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,15110839482730944980,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,15110839482730944980,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,15110839482730944980,20,46799998866766718655,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,15110839482730944980,40,93599997733533437329,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,15110839482730944980,60,140399996600300156025,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,15110839482730944980,80,187199995467066874740,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,15110839482730944980,100,233999994333833593320,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,15110839482730944980,120,280799993200600312046,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,15110839482730944980,160,374399990934133749481,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,15110839482730944980,200,467999988667667186848,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,8623653743411919337,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,8623653743411919337,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,8623653743411919337,20,46799998866766718674,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,8623653743411919337,40,93599997733533437370,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,8623653743411919337,60,140399996600300156058,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,8623653743411919337,80,187199995467066874822,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,8623653743411919337,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,8623653743411919337,120,280799993200600312420,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,8623653743411919337,160,374399990934133749977,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,8623653743411919337,200,467999988667667187264,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,1326031443968983885,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,1326031443968983885,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,1326031443968983885,20,46799998866766718663,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,1326031443968983885,40,93599997733533437351,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,1326031443968983885,60,140399996600300156025,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,1326031443968983885,80,187199995467066874742,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,1326031443968983885,100,233999994333833593528,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,1326031443968983885,120,280799993200600312296,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,1326031443968983885,160,374399990934133750059,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,1326031443968983885,200,467999988667667187888,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,8177548632312565564,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,8177548632312565564,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,8177548632312565564,20,46799998866766718664,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,8177548632312565564,40,93599997733533437350,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,8177548632312565564,60,140399996600300155993,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,8177548632312565564,80,187199995467066874701,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,8177548632312565564,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,8177548632312565564,120,280799993200600312170,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,8177548632312565564,160,374399990934133749726,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,8177548632312565564,200,467999988667667187472,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,11117893399474783980,200,468000000000000000000,4.68e+16,199.9999994920878
primary,E50-MT100,200,11117893399474783980,200,2340000005942572884,234000000594257.3,1.0
primary,E50-PC10,200,11117893399474783980,20,46799998866766718686,4679999886676672.0,19.999999464921054
primary,E50-PC20,200,11117893399474783980,40,93599997733533437392,9359999773353344.0,39.99999892984211
primary,E50-PC30,200,11117893399474783980,60,140399996600300156116,1.4039999660030016e+16,59.99999839476316
primary,E50-PC40,200,11117893399474783980,80,187199995467066874866,1.871999954670669e+16,79.99999785968421
primary,E50-PC50,200,11117893399474783980,100,233999994333833593528,2.339999943338336e+16,99.99999732460526
primary,E50-PC60,200,11117893399474783980,120,280799993200600312297,2.807999932006003e+16,119.99999678952632
primary,E50-PC80,200,11117893399474783980,160,374399990934133749894,3.743999909341338e+16,159.99999571936843
primary,E50-PC100,200,11117893399474783980,200,467999988667667187576,4.679999886676672e+16,199.99999464921052
primary,E50-CONV100,200,10081885022360105039,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,10081885022360105039,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,10081885022360105039,20,46799998866766718665,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,10081885022360105039,40,93599997733533437350,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,10081885022360105039,60,140399996600300156023,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,10081885022360105039,80,187199995467066874784,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,10081885022360105039,100,233999994333833593476,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,10081885022360105039,120,280799993200600312172,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,10081885022360105039,160,374399990934133749892,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,10081885022360105039,200,467999988667667187680,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,4923552916831257795,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,4923552916831257795,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,4923552916831257795,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,4923552916831257795,40,93599997733533437309,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,4923552916831257795,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,4923552916831257795,80,187199995467066874699,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,4923552916831257795,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,4923552916831257795,120,280799993200600312235,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,4923552916831257795,160,374399990934133749893,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,4923552916831257795,200,467999988667667187472,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,6572291145813621428,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,6572291145813621428,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,6572291145813621428,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,6572291145813621428,40,93599997733533437309,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,6572291145813621428,60,140399996600300155995,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,6572291145813621428,80,187199995467066874656,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,6572291145813621428,100,233999994333833593372,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,6572291145813621428,120,280799993200600312107,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,6572291145813621428,160,374399990934133749563,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,6572291145813621428,200,467999988667667186952,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,17112478889879003015,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,17112478889879003015,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,17112478889879003015,20,46799998866766718655,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,17112478889879003015,40,93599997733533437328,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,17112478889879003015,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,17112478889879003015,80,187199995467066874699,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,17112478889879003015,100,233999994333833593476,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,17112478889879003015,120,280799993200600312232,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,17112478889879003015,160,374399990934133749812,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,17112478889879003015,200,467999988667667187680,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,9839921138141735050,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,9839921138141735050,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,9839921138141735050,20,46799998866766718675,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,9839921138141735050,40,93599997733533437372,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,9839921138141735050,60,140399996600300155994,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,9839921138141735050,80,187199995467066874700,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,9839921138141735050,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,9839921138141735050,120,280799993200600312109,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,9839921138141735050,160,374399990934133749647,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,9839921138141735050,200,467999988667667187056,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,76950829605806397,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,76950829605806397,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,76950829605806397,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,76950829605806397,40,93599997733533437330,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,76950829605806397,60,140399996600300156026,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,76950829605806397,80,187199995467066874782,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,76950829605806397,100,233999994333833593476,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,76950829605806397,120,280799993200600312173,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,76950829605806397,160,374399990934133749897,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,76950829605806397,200,467999988667667187264,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,4559695916379544378,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,4559695916379544378,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,4559695916379544378,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,4559695916379544378,40,93599997733533437329,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,4559695916379544378,60,140399996600300156025,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,4559695916379544378,80,187199995467066874697,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,4559695916379544378,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,4559695916379544378,120,280799993200600312171,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,4559695916379544378,160,374399990934133749728,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,4559695916379544378,200,467999988667667187368,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,18018684830827566070,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,18018684830827566070,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,18018684830827566070,20,46799998866766718654,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,18018684830827566070,40,93599997733533437309,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,18018684830827566070,60,140399996600300156027,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,18018684830827566070,80,187199995467066874740,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,18018684830827566070,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,18018684830827566070,120,280799993200600312174,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,18018684830827566070,160,374399990934133749645,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,18018684830827566070,200,467999988667667187160,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,11415035473929976970,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,11415035473929976970,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,11415035473929976970,20,46799998866766718686,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,11415035473929976970,40,93599997733533437454,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,11415035473929976970,60,140399996600300156208,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,11415035473929976970,80,187199995467066874988,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,11415035473929976970,100,233999994333833593736,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,11415035473929976970,120,280799993200600312483,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,11415035473929976970,160,374399990934133750142,3.743999909341338e+16,159.9999958760923
primary,E50-PC100,200,11415035473929976970,200,467999988667667187888,4.679999886676672e+16,199.99999484511537
primary,E50-CONV100,200,5972818461147421061,200,468000000000000000000,4.68e+16,199.9999996879926
primary,E50-MT100,200,5972818461147421061,200,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,200,5972818461147421061,20,46799998866766718665,4679999886676672.0,19.999999484511537
primary,E50-PC20,200,5972818461147421061,40,93599997733533437349,9359999773353344.0,39.999998969023075
primary,E50-PC30,200,5972818461147421061,60,140399996600300156026,1.4039999660030016e+16,59.99999845353461
primary,E50-PC40,200,5972818461147421061,80,187199995467066874698,1.871999954670669e+16,79.99999793804615
primary,E50-PC50,200,5972818461147421061,100,233999994333833593424,2.339999943338336e+16,99.99999742255768
primary,E50-PC60,200,5972818461147421061,120,280799993200600312172,2.807999932006003e+16,119.99999690706922
primary,E50-PC80,200,5972818461147421061,160,374399990934133749646,3.743999909341338e+16,159.9999958760923
