tag,arm,N,seed,k_active,C_total,U_exact,R_exact,rho_exact
primary,E50-PC30,300,8525591707662220640,90,210599994900450233988,210599994900450233988,0,0.0
primary,E50-PC40,300,8525591707662220640,120,280799993200600312027,280799993200600312027,0,0.0
primary,E50-PC50,300,8525591707662220640,150,350999991500750390084,350999991500750390084,0,0.0
primary,E50-PC60,300,8525591707662220640,180,421199989800900468165,421199989800900468165,0,0.0
primary,E50-PC80,300,8525591707662220640,240,561599986401200624300,561599986401200624300,0,0.0
primary,E50-PC100,300,8525591707662220640,300,701999983001500780584,701999983001500780584,0,0.0
primary,E50-CONV100,300,12108552042459345255,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,12108552042459345255,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,12108552042459345255,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,12108552042459345255,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,12108552042459345255,90,210599994900450233958,210599994900450233958,0,0.0
primary,E50-PC40,300,12108552042459345255,120,280799993200600311986,280799993200600311986,0,0.0
primary,E50-PC50,300,12108552042459345255,150,350999991500750390032,350999991500750390032,0,0.0
primary,E50-PC60,300,12108552042459345255,180,421199989800900468040,421199989800900468040,0,0.0
primary,E50-PC80,300,12108552042459345255,240,561599986401200624300,561599986401200624300,0,0.0
primary,E50-PC100,300,12108552042459345255,300,701999983001500780480,701999983001500780480,0,0.0
primary,E50-CONV100,300,16218162384852915827,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,16218162384852915827,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,16218162384852915827,30,70199998300150077997,70199998300150077997,0,0.0
primary,E50-PC20,300,16218162384852915827,60,140399996600300155995,140399996600300155995,0,0.0
primary,E50-PC30,300,16218162384852915827,90,210599994900450234085,210599994900450234085,0,0.0
primary,E50-PC40,300,16218162384852915827,120,280799993200600312109,280799993200600312109,0,0.0
primary,E50-PC50,300,16218162384852915827,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,16218162384852915827,180,421199989800900468290,421199989800900468290,0,0.0
primary,E50-PC80,300,16218162384852915827,240,561599986401200624383,561599986401200624383,0,0.0
primary,E50-PC100,300,16218162384852915827,300,701999983001500781104,701999983001500781104,0,0.0
primary,E50-CONV100,300,3678478102310266571,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,3678478102310266571,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,3678478102310266571,30,70199998300150077986,70199998300150077986,0,0.0
primary,E50-PC20,300,3678478102310266571,60,140399996600300155972,140399996600300155972,0,0.0
primary,E50-PC30,300,3678478102310266571,90,210599994900450234051,210599994900450234051,0,0.0
primary,E50-PC40,300,3678478102310266571,120,280799993200600312110,280799993200600312110,0,0.0
primary,E50-PC50,300,3678478102310266571,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,3678478102310266571,180,421199989800900468352,421199989800900468352,0,0.0
primary,E50-PC80,300,3678478102310266571,240,561599986401200624549,561599986401200624549,0,0.0
primary,E50-PC100,300,3678478102310266571,300,701999983001500780896,701999983001500780896,0,0.0
primary,E50-CONV100,300,876786005621288851,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,876786005621288851,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,876786005621288851,30,70199998300150077996,70199998300150077996,0,0.0
primary,E50-PC20,300,876786005621288851,60,140399996600300156014,140399996600300156014,0,0.0
primary,E50-PC30,300,876786005621288851,90,210599994900450234050,210599994900450234050,0,0.0
primary,E50-PC40,300,876786005621288851,120,280799993200600312069,280799993200600312069,0,0.0
primary,E50-PC50,300,876786005621288851,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,876786005621288851,180,421199989800900468351,421199989800900468351,0,0.0
primary,E50-PC80,300,876786005621288851,240,561599986401200624713,561599986401200624713,0,0.0
primary,E50-PC100,300,876786005621288851,300,701999983001500781208,701999983001500781208,0,0.0
primary,E50-CONV100,300,5865549906742908637,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,5865549906742908637,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,5865549906742908637,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,5865549906742908637,60,140399996600300156012,140399996600300156012,0,0.0
primary,E50-PC30,300,5865549906742908637,90,210599994900450234083,210599994900450234083,0,0.0
primary,E50-PC40,300,5865549906742908637,120,280799993200600312068,280799993200600312068,0,0.0
primary,E50-PC50,300,5865549906742908637,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,5865549906742908637,180,421199989800900468288,421199989800900468288,0,0.0
primary,E50-PC80,300,5865549906742908637,240,561599986401200624301,561599986401200624301,0,0.0
primary,E50-PC100,300,5865549906742908637,300,701999983001500780688,701999983001500780688,0,0.0
primary,E50-CONV100,300,15633523601349685045,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,15633523601349685045,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,15633523601349685045,30,70199998300150077977,70199998300150077977,0,0.0
primary,E50-PC20,300,15633523601349685045,60,140399996600300155972,140399996600300155972,0,0.0
primary,E50-PC30,300,15633523601349685045,90,210599994900450234021,210599994900450234021,0,0.0
primary,E50-PC40,300,15633523601349685045,120,280799993200600312025,280799993200600312025,0,0.0
primary,E50-PC50,300,15633523601349685045,150,350999991500750390032,350999991500750390032,0,0.0
primary,E50-PC60,300,15633523601349685045,180,421199989800900468102,421199989800900468102,0,0.0
primary,E50-PC80,300,15633523601349685045,240,561599986401200624219,561599986401200624219,0,0.0
primary,E50-PC100,300,15633523601349685045,300,701999983001500780792,701999983001500780792,0,0.0
primary,E50-CONV100,300,14497997932990664800,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,14497997932990664800,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,14497997932990664800,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,14497997932990664800,60,140399996600300155973,140399996600300155973,0,0.0
primary,E50-PC30,300,14497997932990664800,90,210599994900450233988,210599994900450233988,0,0.0
primary,E50-PC40,300,14497997932990664800,120,280799993200600311984,280799993200600311984,0,0.0
primary,E50-PC50,300,14497997932990664800,150,350999991500750390136,350999991500750390136,0,0.0
primary,E50-PC60,300,14497997932990664800,180,421199989800900468164,421199989800900468164,0,0.0
primary,E50-PC80,300,14497997932990664800,240,561599986401200624387,561599986401200624387,0,0.0
primary,E50-PC100,300,14497997932990664800,300,701999983001500780480,701999983001500780480,0,0.0
primary,E50-CONV100,300,5634683829678867503,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,5634683829678867503,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,5634683829678867503,30,70199998300150077997,70199998300150077997,0,0.0
primary,E50-PC20,300,5634683829678867503,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,5634683829678867503,90,210599994900450234086,210599994900450234086,0,0.0
primary,E50-PC40,300,5634683829678867503,120,280799993200600312152,280799993200600312152,0,0.0
primary,E50-PC50,300,5634683829678867503,150,350999991500750390240,350999991500750390240,0,0.0
primary,E50-PC60,300,5634683829678867503,180,421199989800900468294,421199989800900468294,0,0.0
primary,E50-PC80,300,5634683829678867503,240,561599986401200624469,561599986401200624469,0,0.0
primary,E50-PC100,300,5634683829678867503,300,701999983001500780688,701999983001500780688,0,0.0
primary,E50-CONV100,300,11032126464482234521,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,11032126464482234521,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,11032126464482234521,30,70199998300150077996,70199998300150077996,0,0.0
primary,E50-PC20,300,11032126464482234521,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,11032126464482234521,90,210599994900450234051,210599994900450234051,0,0.0
primary,E50-PC40,300,11032126464482234521,120,280799993200600312110,280799993200600312110,0,0.0
primary,E50-PC50,300,11032126464482234521,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,11032126464482234521,180,421199989800900468290,421199989800900468290,0,0.0
primary,E50-PC80,300,11032126464482234521,240,561599986401200624466,561599986401200624466,0,0.0
primary,E50-PC100,300,11032126464482234521,300,701999983001500780792,701999983001500780792,0,0.0
primary,E50-CONV100,300,5708610443790281403,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,5708610443790281403,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,5708610443790281403,30,70199998300150077987,70199998300150077987,0,0.0
primary,E50-PC20,300,5708610443790281403,60,140399996600300156012,140399996600300156012,0,0.0
primary,E50-PC30,300,5708610443790281403,90,210599994900450234115,210599994900450234115,0,0.0
primary,E50-PC40,300,5708610443790281403,120,280799993200600312110,280799993200600312110,0,0.0
primary,E50-PC50,300,5708610443790281403,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,5708610443790281403,180,421199989800900468416,421199989800900468416,0,0.0
primary,E50-PC80,300,5708610443790281403,240,561599986401200624637,561599986401200624637,0,0.0
primary,E50-PC100,300,5708610443790281403,300,701999983001500780688,701999983001500780688,0,0.0
primary,E50-CONV100,300,4972874671198070758,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,4972874671198070758,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,4972874671198070758,30,70199998300150077986,70199998300150077986,0,0.0
primary,E50-PC20,300,4972874671198070758,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,4972874671198070758,90,210599994900450233990,210599994900450233990,0,0.0
primary,E50-PC40,300,4972874671198070758,120,280799993200600312027,280799993200600312027,0,0.0
primary,E50-PC50,300,4972874671198070758,150,350999991500750390032,350999991500750390032,0,0.0
primary,E50-PC60,300,4972874671198070758,180,421199989800900468037,421199989800900468037,0,0.0
primary,E50-PC80,300,4972874671198070758,240,561599986401200624217,561599986401200624217,0,0.0
primary,E50-PC100,300,4972874671198070758,300,701999983001500780584,701999983001500780584,0,0.0
primary,E50-CONV100,300,15110839482730944980,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,15110839482730944980,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,15110839482730944980,30,70199998300150077987,70199998300150077987,0,0.0
primary,E50-PC20,300,15110839482730944980,60,140399996600300155971,140399996600300155971,0,0.0
primary,E50-PC30,300,15110839482730944980,90,210599994900450233989,210599994900450233989,0,0.0
primary,E50-PC40,300,15110839482730944980,120,280799993200600311943,280799993200600311943,0,0.0
primary,E50-PC50,300,15110839482730944980,150,350999991500750389980,350999991500750389980,0,0.0
primary,E50-PC60,300,15110839482730944980,180,421199989800900468041,421199989800900468041,0,0.0
primary,E50-PC80,300,15110839482730944980,240,561599986401200624053,561599986401200624053,0,0.0
primary,E50-PC100,300,15110839482730944980,300,701999983001500780168,701999983001500780168,0,0.0
primary,E50-CONV100,300,8623653743411919337,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,8623653743411919337,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,8623653743411919337,30,70199998300150077999,70199998300150077999,0,0.0
primary,E50-PC20,300,8623653743411919337,60,140399996600300156015,140399996600300156015,0,0.0
primary,E50-PC30,300,8623653743411919337,90,210599994900450234019,210599994900450234019,0,0.0
primary,E50-PC40,300,8623653743411919337,120,280799993200600312068,280799993200600312068,0,0.0
primary,E50-PC50,300,8623653743411919337,150,350999991500750390136,350999991500750390136,0,0.0
primary,E50-PC60,300,8623653743411919337,180,421199989800900468287,421199989800900468287,0,0.0
primary,E50-PC80,300,8623653743411919337,240,561599986401200624552,561599986401200624552,0,0.0
primary,E50-PC100,300,8623653743411919337,300,701999983001500780584,701999983001500780584,0,0.0
primary,E50-CONV100,300,1326031443968983885,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,1326031443968983885,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,1326031443968983885,30,70199998300150077987,70199998300150077987,0,0.0
primary,E50-PC20,300,1326031443968983885,60,140399996600300156013,140399996600300156013,0,0.0
primary,E50-PC30,300,1326031443968983885,90,210599994900450233991,210599994900450233991,0,0.0
primary,E50-PC40,300,1326031443968983885,120,280799993200600312028,280799993200600312028,0,0.0
primary,E50-PC50,300,1326031443968983885,150,350999991500750390084,350999991500750390084,0,0.0
primary,E50-PC60,300,1326031443968983885,180,421199989800900468230,421199989800900468230,0,0.0
primary,E50-PC80,300,1326031443968983885,240,561599986401200624551,561599986401200624551,0,0.0
primary,E50-PC100,300,1326031443968983885,300,701999983001500781208,701999983001500781208,0,0.0
primary,E50-CONV100,300,8177548632312565564,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,8177548632312565564,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,8177548632312565564,30,70199998300150077986,70199998300150077986,0,0.0
primary,E50-PC20,300,8177548632312565564,60,140399996600300155992,140399996600300155992,0,0.0
primary,E50-PC30,300,8177548632312565564,90,210599994900450234021,210599994900450234021,0,0.0
primary,E50-PC40,300,8177548632312565564,120,280799993200600312028,280799993200600312028,0,0.0
primary,E50-PC50,300,8177548632312565564,150,350999991500750390084,350999991500750390084,0,0.0
primary,E50-PC60,300,8177548632312565564,180,421199989800900468100,421199989800900468100,0,0.0
primary,E50-PC80,300,8177548632312565564,240,561599986401200624386,561599986401200624386,0,0.0
primary,E50-PC100,300,8177548632312565564,300,701999983001500780896,701999983001500780896,0,0.0
primary,E50-CONV100,300,11117893399474783980,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,11117893399474783980,300,702000000000000000000,2340000006657577872,699659999993342422128,0.996666666657183
primary,E50-PC10,300,11117893399474783980,30,70199998300150078017,70199998300150078017,0,0.0
primary,E50-PC20,300,11117893399474783980,60,140399996600300156057,140399996600300156057,0,0.0
primary,E50-PC30,300,11117893399474783980,90,210599994900450234114,210599994900450234114,0,0.0
primary,E50-PC40,300,11117893399474783980,120,280799993200600312190,280799993200600312190,0,0.0
primary,E50-PC50,300,11117893399474783980,150,350999991500750390240,350999991500750390240,0,0.0
primary,E50-PC60,300,11117893399474783980,180,421199989800900468286,421199989800900468286,0,0.0
primary,E50-PC80,300,11117893399474783980,240,561599986401200624634,561599986401200624634,0,0.0
primary,E50-PC100,300,11117893399474783980,300,701999983001500780896,701999983001500780896,0,0.0
primary,E50-CONV100,300,10081885022360105039,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,10081885022360105039,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,10081885022360105039,30,70199998300150077988,70199998300150077988,0,0.0
primary,E50-PC20,300,10081885022360105039,60,140399996600300156014,140399996600300156014,0,0.0
primary,E50-PC30,300,10081885022360105039,90,210599994900450234083,210599994900450234083,0,0.0
primary,E50-PC40,300,10081885022360105039,120,280799993200600312148,280799993200600312148,0,0.0
primary,E50-PC50,300,10081885022360105039,150,350999991500750390136,350999991500750390136,0,0.0
primary,E50-PC60,300,10081885022360105039,180,421199989800900468227,421199989800900468227,0,0.0
primary,E50-PC80,300,10081885022360105039,240,561599986401200624550,561599986401200624550,0,0.0
primary,E50-PC100,300,10081885022360105039,300,701999983001500780896,701999983001500780896,0,0.0
primary,E50-CONV100,300,4923552916831257795,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,4923552916831257795,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,4923552916831257795,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,4923552916831257795,60,140399996600300155973,140399996600300155973,0,0.0
primary,E50-PC30,300,4923552916831257795,90,210599994900450233958,210599994900450233958,0,0.0
primary,E50-PC40,300,4923552916831257795,120,280799993200600311983,280799993200600311983,0,0.0
primary,E50-PC50,300,4923552916831257795,150,350999991500750390032,350999991500750390032,0,0.0
primary,E50-PC60,300,4923552916831257795,180,421199989800900468164,421199989800900468164,0,0.0
primary,E50-PC80,300,4923552916831257795,240,561599986401200624468,561599986401200624468,0,0.0
primary,E50-PC100,300,4923552916831257795,300,701999983001500780584,701999983001500780584,0,0.0
primary,E50-CONV100,300,6572291145813621428,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,6572291145813621428,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,6572291145813621428,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,6572291145813621428,60,140399996600300155972,140399996600300155972,0,0.0
primary,E50-PC30,300,6572291145813621428,90,210599994900450233927,210599994900450233927,0,0.0
primary,E50-PC40,300,6572291145813621428,120,280799993200600311902,280799993200600311902,0,0.0
primary,E50-PC50,300,6572291145813621428,150,350999991500750389980,350999991500750389980,0,0.0
primary,E50-PC60,300,6572291145813621428,180,421199989800900468102,421199989800900468102,0,0.0
primary,E50-PC80,300,6572291145813621428,240,561599986401200624220,561599986401200624220,0,0.0
primary,E50-PC100,300,6572291145813621428,300,701999983001500780168,701999983001500780168,0,0.0
primary,E50-CONV100,300,17112478889879003015,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,17112478889879003015,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,17112478889879003015,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,17112478889879003015,60,140399996600300155973,140399996600300155973,0,0.0
primary,E50-PC30,300,17112478889879003015,90,210599994900450233989,210599994900450233989,0,0.0
primary,E50-PC40,300,17112478889879003015,120,280799993200600311985,280799993200600311985,0,0.0
primary,E50-PC50,300,17112478889879003015,150,350999991500750390084,350999991500750390084,0,0.0
primary,E50-PC60,300,17112478889879003015,180,421199989800900468163,421199989800900468163,0,0.0
primary,E50-PC80,300,17112478889879003015,240,561599986401200624386,561599986401200624386,0,0.0
primary,E50-PC100,300,17112478889879003015,300,701999983001500780896,701999983001500780896,0,0.0
primary,E50-CONV100,300,9839921138141735050,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,9839921138141735050,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,9839921138141735050,30,70199998300150077986,70199998300150077986,0,0.0
primary,E50-PC20,300,9839921138141735050,60,140399996600300156015,140399996600300156015,0,0.0
primary,E50-PC30,300,9839921138141735050,90,210599994900450234021,210599994900450234021,0,0.0
primary,E50-PC40,300,9839921138141735050,120,280799993200600312025,280799993200600312025,0,0.0
primary,E50-PC50,300,9839921138141735050,150,350999991500750390032,350999991500750390032,0,0.0
primary,E50-PC60,300,9839921138141735050,180,421199989800900468039,421199989800900468039,0,0.0
primary,E50-PC80,300,9839921138141735050,240,561599986401200624302,561599986401200624302,0,0.0
primary,E50-PC100,300,9839921138141735050,300,701999983001500780480,701999983001500780480,0,0.0
primary,E50-CONV100,300,76950829605806397,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,76950829605806397,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,76950829605806397,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,76950829605806397,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,76950829605806397,90,210599994900450233990,210599994900450233990,0,0.0
primary,E50-PC40,300,76950829605806397,120,280799993200600312029,280799993200600312029,0,0.0
primary,E50-PC50,300,76950829605806397,150,350999991500750390084,350999991500750390084,0,0.0
primary,E50-PC60,300,76950829605806397,180,421199989800900468101,421199989800900468101,0,0.0
primary,E50-PC80,300,76950829605806397,240,561599986401200624552,561599986401200624552,0,0.0
primary,E50-PC100,300,76950829605806397,300,701999983001500780896,701999983001500780896,0,0.0
primary,E50-CONV100,300,4559695916379544378,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,4559695916379544378,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,4559695916379544378,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,4559695916379544378,60,140399996600300155973,140399996600300155973,0,0.0
primary,E50-PC30,300,4559695916379544378,90,210599994900450233989,210599994900450233989,0,0.0
primary,E50-PC40,300,4559695916379544378,120,280799993200600311984,280799993200600311984,0,0.0
primary,E50-PC50,300,4559695916379544378,150,350999991500750389980,350999991500750389980,0,0.0
primary,E50-PC60,300,4559695916379544378,180,421199989800900468038,421199989800900468038,0,0.0
primary,E50-PC80,300,4559695916379544378,240,561599986401200624134,561599986401200624134,0,0.0
primary,E50-PC100,300,4559695916379544378,300,701999983001500780688,701999983001500780688,0,0.0
primary,E50-CONV100,300,18018684830827566070,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,18018684830827566070,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,18018684830827566070,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,18018684830827566070,60,140399996600300155952,140399996600300155952,0,0.0
primary,E50-PC30,300,18018684830827566070,90,210599994900450233959,210599994900450233959,0,0.0
primary,E50-PC40,300,18018684830827566070,120,280799993200600311986,280799993200600311986,0,0.0
primary,E50-PC50,300,18018684830827566070,150,350999991500750389980,350999991500750389980,0,0.0
primary,E50-PC60,300,18018684830827566070,180,421199989800900468041,421199989800900468041,0,0.0
primary,E50-PC80,300,18018684830827566070,240,561599986401200624135,561599986401200624135,0,0.0
primary,E50-PC100,300,18018684830827566070,300,701999983001500780376,701999983001500780376,0,0.0
primary,E50-CONV100,300,11415035473929976970,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,11415035473929976970,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,11415035473929976970,30,70199998300150078027,70199998300150078027,0,0.0
primary,E50-PC20,300,11415035473929976970,60,140399996600300156077,140399996600300156077,0,0.0
primary,E50-PC30,300,11415035473929976970,90,210599994900450234176,210599994900450234176,0,0.0
primary,E50-PC40,300,11415035473929976970,120,280799993200600312233,280799993200600312233,0,0.0
primary,E50-PC50,300,11415035473929976970,150,350999991500750390344,350999991500750390344,0,0.0
primary,E50-PC60,300,11415035473929976970,180,421199989800900468473,421199989800900468473,0,0.0
primary,E50-PC80,300,11415035473929976970,240,561599986401200624718,561599986401200624718,0,0.0
primary,E50-PC100,300,11415035473929976970,300,701999983001500781104,701999983001500781104,0,0.0
primary,E50-CONV100,300,5972818461147421061,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,5972818461147421061,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,5972818461147421061,30,70199998300150077986,70199998300150077986,0,0.0
primary,E50-PC20,300,5972818461147421061,60,140399996600300155993,140399996600300155993,0,0.0
primary,E50-PC30,300,5972818461147421061,90,210599994900450233957,210599994900450233957,0,0.0
primary,E50-PC40,300,5972818461147421061,120,280799993200600311985,280799993200600311985,0,0.0
primary,E50-PC50,300,5972818461147421061,150,350999991500750389980,350999991500750389980,0,0.0
primary,E50-PC60,300,5972818461147421061,180,421199989800900468042,421199989800900468042,0,0.0
primary,E50-PC80,300,5972818461147421061,240,561599986401200624135,561599986401200624135,0,0.0
primary,E50-PC100,300,5972818461147421061,300,701999983001500780480,701999983001500780480,0,0.0
primary,E50-CONV100,300,11677511577610847452,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,11677511577610847452,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,11677511577610847452,30,70199998300150077997,70199998300150077997,0,0.0
primary,E50-PC20,300,11677511577610847452,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,11677511577610847452,90,210599994900450234052,210599994900450234052,0,0.0
primary,E50-PC40,300,11677511577610847452,120,280799993200600312111,280799993200600312111,0,0.0
primary,E50-PC50,300,11677511577610847452,150,350999991500750390188,350999991500750390188,0,0.0
primary,E50-PC60,300,11677511577610847452,180,421199989800900468165,421199989800900468165,0,0.0
primary,E50-PC80,300,11677511577610847452,240,561599986401200624467,561599986401200624467,0,0.0
primary,E50-PC100,300,11677511577610847452,300,701999983001500780584,701999983001500780584,0,0.0
primary,E50-CONV100,300,17891702655887131290,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,17891702655887131290,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,17891702655887131290,30,70199998300150077976,70199998300150077976,0,0.0
primary,E50-PC20,300,17891702655887131290,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC30,300,17891702655887131290,90,210599994900450234019,210599994900450234019,0,0.0
primary,E50-PC40,300,17891702655887131290,120,280799993200600312029,280799993200600312029,0,0.0
primary,E50-PC50,300,17891702655887131290,150,350999991500750390032,350999991500750390032,0,0.0
primary,E50-PC60,300,17891702655887131290,180,421199989800900468101,421199989800900468101,0,0.0
primary,E50-PC80,300,17891702655887131290,240,561599986401200624302,561599986401200624302,0,0.0
primary,E50-PC100,300,17891702655887131290,300,701999983001500780584,701999983001500780584,0,0.0
primary,E50-CONV100,400,7695027954463196593,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,7695027954463196593,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,7695027954463196593,40,93599993374944202197,93599993374944202197,0,0.0
primary,E50-PC20,400,7695027954463196593,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,7695027954463196593,120,280799980124832606591,280799980124832606591,0,0.0
primary,E50-PC40,400,7695027954463196593,160,374399973499776809031,374399973499776809031,0,0.0
primary,E50-PC50,400,7695027954463196593,200,467999966874721011136,467999966874721011136,0,0.0
primary,E50-PC60,400,7695027954463196593,240,561599960249665213364,561599960249665213364,0,0.0
primary,E50-PC80,400,7695027954463196593,320,748799946999553618062,748799946999553618062,0,0.0
primary,E50-PC100,400,7695027954463196593,400,935999933749442023184,935999933749442023184,0,0.0
primary,E50-CONV100,400,8525591707662220640,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,8525591707662220640,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,8525591707662220640,40,93599993374944202196,93599993374944202196,0,0.0
primary,E50-PC20,400,8525591707662220640,80,187199986749888404394,187199986749888404394,0,0.0
primary,E50-PC30,400,8525591707662220640,120,280799980124832606773,280799980124832606773,0,0.0
primary,E50-PC40,400,8525591707662220640,160,374399973499776809274,374399973499776809274,0,0.0
primary,E50-PC50,400,8525591707662220640,200,467999966874721011440,467999966874721011440,0,0.0
primary,E50-PC60,400,8525591707662220640,240,561599960249665214093,561599960249665214093,0,0.0
primary,E50-PC80,400,8525591707662220640,320,748799946999553618790,748799946999553618790,0,0.0
primary,E50-PC100,400,8525591707662220640,400,935999933749442023792,935999933749442023792,0,0.0
primary,E50-CONV100,400,12108552042459345255,400,936000000000000000000,936000000000000000000,0,0.0
primary,E50-MT100,400,12108552042459345255,400,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961
primary,E50-PC10,400,12108552042459345255,40,93599993374944202167,93599993374944202167,0,0.0
