tag,arm,N,seed,k_active,C_total,U_exact,R_exact,rho_exact
primary,E50-PC40,200,7695027954463196593,80,187199995467066874700,187199995467066874700,0,0.0
primary,E50-PC50,200,7695027954463196593,100,233999994333833593372,233999994333833593372,0,0.0
primary,E50-PC60,200,7695027954463196593,120,280799993200600312109,280799993200600312109,0,0.0
primary,E50-PC80,200,7695027954463196593,160,374399990934133749563,374399990934133749563,0,0.0
primary,E50-PC100,200,7695027954463196593,200,467999988667667187056,467999988667667187056,0,0.0
primary,E50-CONV100,200,8525591707662220640,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,8525591707662220640,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,8525591707662220640,20,46799998866766718665,46799998866766718665,0,0.0
primary,E50-PC20,200,8525591707662220640,40,93599997733533437330,93599997733533437330,0,0.0
primary,E50-PC30,200,8525591707662220640,60,140399996600300156055,140399996600300156055,0,0.0
primary,E50-PC40,200,8525591707662220640,80,187199995467066874821,187199995467066874821,0,0.0
primary,E50-PC50,200,8525591707662220640,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,8525591707662220640,120,280799993200600312357,280799993200600312357,0,0.0
primary,E50-PC80,200,8525591707662220640,160,374399990934133749896,374399990934133749896,0,0.0
primary,E50-PC100,200,8525591707662220640,200,467999988667667187472,467999988667667187472,0,0.0
primary,E50-CONV100,200,12108552042459345255,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,12108552042459345255,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,12108552042459345255,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,12108552042459345255,40,93599997733533437350,93599997733533437350,0,0.0
primary,E50-PC30,200,12108552042459345255,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC40,200,12108552042459345255,80,187199995467066874740,187199995467066874740,0,0.0
primary,E50-PC50,200,12108552042459345255,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,12108552042459345255,120,280799993200600312108,280799993200600312108,0,0.0
primary,E50-PC80,200,12108552042459345255,160,374399990934133749728,374399990934133749728,0,0.0
primary,E50-PC100,200,12108552042459345255,200,467999988667667187264,467999988667667187264,0,0.0
primary,E50-CONV100,200,16218162384852915827,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,16218162384852915827,200,468000000000000000000,2340000005340601953,465659999994659398047,0.9949999999885885
primary,E50-PC10,200,16218162384852915827,20,46799998866766718675,46799998866766718675,0,0.0
primary,E50-PC20,200,16218162384852915827,40,93599997733533437371,93599997733533437371,0,0.0
primary,E50-PC30,200,16218162384852915827,60,140399996600300156117,140399996600300156117,0,0.0
primary,E50-PC40,200,16218162384852915827,80,187199995467066874865,187199995467066874865,0,0.0
primary,E50-PC50,200,16218162384852915827,100,233999994333833593580,233999994333833593580,0,0.0
primary,E50-PC60,200,16218162384852915827,120,280799993200600312484,280799993200600312484,0,0.0
primary,E50-PC80,200,16218162384852915827,160,374399990934133750060,374399990934133750060,0,0.0
primary,E50-PC100,200,16218162384852915827,200,467999988667667187784,467999988667667187784,0,0.0
primary,E50-CONV100,200,3678478102310266571,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,3678478102310266571,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,3678478102310266571,20,46799998866766718664,46799998866766718664,0,0.0
primary,E50-PC20,200,3678478102310266571,40,93599997733533437330,93599997733533437330,0,0.0
primary,E50-PC30,200,3678478102310266571,60,140399996600300156087,140399996600300156087,0,0.0
primary,E50-PC40,200,3678478102310266571,80,187199995467066874823,187199995467066874823,0,0.0
primary,E50-PC50,200,3678478102310266571,100,233999994333833593736,233999994333833593736,0,0.0
primary,E50-PC60,200,3678478102310266571,120,280799993200600312481,280799993200600312481,0,0.0
primary,E50-PC80,200,3678478102310266571,160,374399990934133750144,374399990934133750144,0,0.0
primary,E50-PC100,200,3678478102310266571,200,467999988667667187576,467999988667667187576,0,0.0
primary,E50-CONV100,200,876786005621288851,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,876786005621288851,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,876786005621288851,20,46799998866766718665,46799998866766718665,0,0.0
primary,E50-PC20,200,876786005621288851,40,93599997733533437350,93599997733533437350,0,0.0
primary,E50-PC30,200,876786005621288851,60,140399996600300156056,140399996600300156056,0,0.0
primary,E50-PC40,200,876786005621288851,80,187199995467066874740,187199995467066874740,0,0.0
primary,E50-PC50,200,876786005621288851,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,876786005621288851,120,280799993200600312294,280799993200600312294,0,0.0
primary,E50-PC80,200,876786005621288851,160,374399990934133750057,374399990934133750057,0,0.0
primary,E50-PC100,200,876786005621288851,200,467999988667667187888,467999988667667187888,0,0.0
primary,E50-CONV100,200,5865549906742908637,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,5865549906742908637,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,5865549906742908637,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,5865549906742908637,40,93599997733533437329,93599997733533437329,0,0.0
primary,E50-PC30,200,5865549906742908637,60,140399996600300156053,140399996600300156053,0,0.0
primary,E50-PC40,200,5865549906742908637,80,187199995467066874783,187199995467066874783,0,0.0
primary,E50-PC50,200,5865549906742908637,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,5865549906742908637,120,280799993200600312230,280799993200600312230,0,0.0
primary,E50-PC80,200,5865549906742908637,160,374399990934133749729,374399990934133749729,0,0.0
primary,E50-PC100,200,5865549906742908637,200,467999988667667187576,467999988667667187576,0,0.0
primary,E50-CONV100,200,15633523601349685045,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,15633523601349685045,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,15633523601349685045,20,46799998866766718655,46799998866766718655,0,0.0
primary,E50-PC20,200,15633523601349685045,40,93599997733533437328,93599997733533437328,0,0.0
primary,E50-PC30,200,15633523601349685045,60,140399996600300156026,140399996600300156026,0,0.0
primary,E50-PC40,200,15633523601349685045,80,187199995467066874699,187199995467066874699,0,0.0
primary,E50-PC50,200,15633523601349685045,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,15633523601349685045,120,280799993200600312173,280799993200600312173,0,0.0
primary,E50-PC80,200,15633523601349685045,160,374399990934133749728,374399990934133749728,0,0.0
primary,E50-PC100,200,15633523601349685045,200,467999988667667187472,467999988667667187472,0,0.0
primary,E50-CONV100,200,14497997932990664800,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,14497997932990664800,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,14497997932990664800,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,14497997932990664800,40,93599997733533437307,93599997733533437307,0,0.0
primary,E50-PC30,200,14497997932990664800,60,140399996600300156024,140399996600300156024,0,0.0
primary,E50-PC40,200,14497997932990664800,80,187199995467066874740,187199995467066874740,0,0.0
primary,E50-PC50,200,14497997932990664800,100,233999994333833593476,233999994333833593476,0,0.0
primary,E50-PC60,200,14497997932990664800,120,280799993200600312170,280799993200600312170,0,0.0
primary,E50-PC80,200,14497997932990664800,160,374399990934133749646,374399990934133749646,0,0.0
primary,E50-PC100,200,14497997932990664800,200,467999988667667187264,467999988667667187264,0,0.0
primary,E50-CONV100,200,5634683829678867503,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,5634683829678867503,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,5634683829678867503,20,46799998866766718665,46799998866766718665,0,0.0
primary,E50-PC20,200,5634683829678867503,40,93599997733533437351,93599997733533437351,0,0.0
primary,E50-PC30,200,5634683829678867503,60,140399996600300156085,140399996600300156085,0,0.0
primary,E50-PC40,200,5634683829678867503,80,187199995467066874824,187199995467066874824,0,0.0
primary,E50-PC50,200,5634683829678867503,100,233999994333833593684,233999994333833593684,0,0.0
primary,E50-PC60,200,5634683829678867503,120,280799993200600312360,280799993200600312360,0,0.0
primary,E50-PC80,200,5634683829678867503,160,374399990934133749896,374399990934133749896,0,0.0
primary,E50-PC100,200,5634683829678867503,200,467999988667667187576,467999988667667187576,0,0.0
primary,E50-CONV100,200,11032126464482234521,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,11032126464482234521,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,11032126464482234521,20,46799998866766718674,46799998866766718674,0,0.0
primary,E50-PC20,200,11032126464482234521,40,93599997733533437371,93599997733533437371,0,0.0
primary,E50-PC30,200,11032126464482234521,60,140399996600300156119,140399996600300156119,0,0.0
primary,E50-PC40,200,11032126464482234521,80,187199995467066874868,187199995467066874868,0,0.0
primary,E50-PC50,200,11032126464482234521,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,11032126464482234521,120,280799993200600312297,280799993200600312297,0,0.0
primary,E50-PC80,200,11032126464482234521,160,374399990934133749897,374399990934133749897,0,0.0
primary,E50-PC100,200,11032126464482234521,200,467999988667667187576,467999988667667187576,0,0.0
primary,E50-CONV100,200,5708610443790281403,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,5708610443790281403,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,5708610443790281403,20,46799998866766718665,46799998866766718665,0,0.0
primary,E50-PC20,200,5708610443790281403,40,93599997733533437350,93599997733533437350,0,0.0
primary,E50-PC30,200,5708610443790281403,60,140399996600300156055,140399996600300156055,0,0.0
primary,E50-PC40,200,5708610443790281403,80,187199995467066874783,187199995467066874783,0,0.0
primary,E50-PC50,200,5708610443790281403,100,233999994333833593580,233999994333833593580,0,0.0
primary,E50-PC60,200,5708610443790281403,120,280799993200600312420,280799993200600312420,0,0.0
primary,E50-PC80,200,5708610443790281403,160,374399990934133749892,374399990934133749892,0,0.0
primary,E50-PC100,200,5708610443790281403,200,467999988667667187472,467999988667667187472,0,0.0
primary,E50-CONV100,200,4972874671198070758,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,4972874671198070758,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,4972874671198070758,20,46799998866766718664,46799998866766718664,0,0.0
primary,E50-PC20,200,4972874671198070758,40,93599997733533437372,93599997733533437372,0,0.0
primary,E50-PC30,200,4972874671198070758,60,140399996600300156056,140399996600300156056,0,0.0
primary,E50-PC40,200,4972874671198070758,80,187199995467066874825,187199995467066874825,0,0.0
primary,E50-PC50,200,4972874671198070758,100,233999994333833593372,233999994333833593372,0,0.0
primary,E50-PC60,200,4972874671198070758,120,280799993200600312110,280799993200600312110,0,0.0
primary,E50-PC80,200,4972874671198070758,160,374399990934133749645,374399990934133749645,0,0.0
primary,E50-PC100,200,4972874671198070758,200,467999988667667187368,467999988667667187368,0,0.0
primary,E50-CONV100,200,15110839482730944980,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,15110839482730944980,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,15110839482730944980,20,46799998866766718655,46799998866766718655,0,0.0
primary,E50-PC20,200,15110839482730944980,40,93599997733533437329,93599997733533437329,0,0.0
primary,E50-PC30,200,15110839482730944980,60,140399996600300156025,140399996600300156025,0,0.0
primary,E50-PC40,200,15110839482730944980,80,187199995467066874740,187199995467066874740,0,0.0
primary,E50-PC50,200,15110839482730944980,100,233999994333833593320,233999994333833593320,0,0.0
primary,E50-PC60,200,15110839482730944980,120,280799993200600312046,280799993200600312046,0,0.0
primary,E50-PC80,200,15110839482730944980,160,374399990934133749481,374399990934133749481,0,0.0
primary,E50-PC100,200,15110839482730944980,200,467999988667667186848,467999988667667186848,0,0.0
primary,E50-CONV100,200,8623653743411919337,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,8623653743411919337,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,8623653743411919337,20,46799998866766718674,46799998866766718674,0,0.0
primary,E50-PC20,200,8623653743411919337,40,93599997733533437370,93599997733533437370,0,0.0
primary,E50-PC30,200,8623653743411919337,60,140399996600300156058,140399996600300156058,0,0.0
primary,E50-PC40,200,8623653743411919337,80,187199995467066874822,187199995467066874822,0,0.0
primary,E50-PC50,200,8623653743411919337,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,8623653743411919337,120,280799993200600312420,280799993200600312420,0,0.0
primary,E50-PC80,200,8623653743411919337,160,374399990934133749977,374399990934133749977,0,0.0
primary,E50-PC100,200,8623653743411919337,200,467999988667667187264,467999988667667187264,0,0.0
primary,E50-CONV100,200,1326031443968983885,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,1326031443968983885,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,1326031443968983885,20,46799998866766718663,46799998866766718663,0,0.0
primary,E50-PC20,200,1326031443968983885,40,93599997733533437351,93599997733533437351,0,0.0
primary,E50-PC30,200,1326031443968983885,60,140399996600300156025,140399996600300156025,0,0.0
primary,E50-PC40,200,1326031443968983885,80,187199995467066874742,187199995467066874742,0,0.0
primary,E50-PC50,200,1326031443968983885,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,1326031443968983885,120,280799993200600312296,280799993200600312296,0,0.0
primary,E50-PC80,200,1326031443968983885,160,374399990934133750059,374399990934133750059,0,0.0
primary,E50-PC100,200,1326031443968983885,200,467999988667667187888,467999988667667187888,0,0.0
primary,E50-CONV100,200,8177548632312565564,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,8177548632312565564,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,8177548632312565564,20,46799998866766718664,46799998866766718664,0,0.0
primary,E50-PC20,200,8177548632312565564,40,93599997733533437350,93599997733533437350,0,0.0
primary,E50-PC30,200,8177548632312565564,60,140399996600300155993,140399996600300155993,0,0.0
primary,E50-PC40,200,8177548632312565564,80,187199995467066874701,187199995467066874701,0,0.0
primary,E50-PC50,200,8177548632312565564,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,8177548632312565564,120,280799993200600312170,280799993200600312170,0,0.0
primary,E50-PC80,200,8177548632312565564,160,374399990934133749726,374399990934133749726,0,0.0
primary,E50-PC100,200,8177548632312565564,200,467999988667667187472,467999988667667187472,0,0.0
primary,E50-CONV100,200,11117893399474783980,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,11117893399474783980,200,468000000000000000000,2340000005942572884,465659999994057427116,0.9949999999873022
primary,E50-PC10,200,11117893399474783980,20,46799998866766718686,46799998866766718686,0,0.0
primary,E50-PC20,200,11117893399474783980,40,93599997733533437392,93599997733533437392,0,0.0
primary,E50-PC30,200,11117893399474783980,60,140399996600300156116,140399996600300156116,0,0.0
primary,E50-PC40,200,11117893399474783980,80,187199995467066874866,187199995467066874866,0,0.0
primary,E50-PC50,200,11117893399474783980,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,11117893399474783980,120,280799993200600312297,280799993200600312297,0,0.0
primary,E50-PC80,200,11117893399474783980,160,374399990934133749894,374399990934133749894,0,0.0
primary,E50-PC100,200,11117893399474783980,200,467999988667667187576,467999988667667187576,0,0.0
primary,E50-CONV100,200,10081885022360105039,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,10081885022360105039,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,10081885022360105039,20,46799998866766718665,46799998866766718665,0,0.0
primary,E50-PC20,200,10081885022360105039,40,93599997733533437350,93599997733533437350,0,0.0
primary,E50-PC30,200,10081885022360105039,60,140399996600300156023,140399996600300156023,0,0.0
primary,E50-PC40,200,10081885022360105039,80,187199995467066874784,187199995467066874784,0,0.0
primary,E50-PC50,200,10081885022360105039,100,233999994333833593476,233999994333833593476,0,0.0
primary,E50-PC60,200,10081885022360105039,120,280799993200600312172,280799993200600312172,0,0.0
primary,E50-PC80,200,10081885022360105039,160,374399990934133749892,374399990934133749892,0,0.0
primary,E50-PC100,200,10081885022360105039,200,467999988667667187680,467999988667667187680,0,0.0
primary,E50-CONV100,200,4923552916831257795,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,4923552916831257795,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,4923552916831257795,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,4923552916831257795,40,93599997733533437309,93599997733533437309,0,0.0
primary,E50-PC30,200,4923552916831257795,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC40,200,4923552916831257795,80,187199995467066874699,187199995467066874699,0,0.0
primary,E50-PC50,200,4923552916831257795,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,4923552916831257795,120,280799993200600312235,280799993200600312235,0,0.0
primary,E50-PC80,200,4923552916831257795,160,374399990934133749893,374399990934133749893,0,0.0
primary,E50-PC100,200,4923552916831257795,200,467999988667667187472,467999988667667187472,0,0.0
primary,E50-CONV100,200,6572291145813621428,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,6572291145813621428,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,6572291145813621428,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,6572291145813621428,40,93599997733533437309,93599997733533437309,0,0.0
primary,E50-PC30,200,6572291145813621428,60,140399996600300155995,140399996600300155995,0,0.0
primary,E50-PC40,200,6572291145813621428,80,187199995467066874656,187199995467066874656,0,0.0
primary,E50-PC50,200,6572291145813621428,100,233999994333833593372,233999994333833593372,0,0.0
primary,E50-PC60,200,6572291145813621428,120,280799993200600312107,280799993200600312107,0,0.0
primary,E50-PC80,200,6572291145813621428,160,374399990934133749563,374399990934133749563,0,0.0
primary,E50-PC100,200,6572291145813621428,200,467999988667667186952,467999988667667186952,0,0.0
primary,E50-CONV100,200,17112478889879003015,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,17112478889879003015,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,17112478889879003015,20,46799998866766718655,46799998866766718655,0,0.0
primary,E50-PC20,200,17112478889879003015,40,93599997733533437328,93599997733533437328,0,0.0
primary,E50-PC30,200,17112478889879003015,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC40,200,17112478889879003015,80,187199995467066874699,187199995467066874699,0,0.0
primary,E50-PC50,200,17112478889879003015,100,233999994333833593476,233999994333833593476,0,0.0
primary,E50-PC60,200,17112478889879003015,120,280799993200600312232,280799993200600312232,0,0.0
primary,E50-PC80,200,17112478889879003015,160,374399990934133749812,374399990934133749812,0,0.0
primary,E50-PC100,200,17112478889879003015,200,467999988667667187680,467999988667667187680,0,0.0
primary,E50-CONV100,200,9839921138141735050,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,9839921138141735050,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,9839921138141735050,20,46799998866766718675,46799998866766718675,0,0.0
primary,E50-PC20,200,9839921138141735050,40,93599997733533437372,93599997733533437372,0,0.0
primary,E50-PC30,200,9839921138141735050,60,140399996600300155994,140399996600300155994,0,0.0
primary,E50-PC40,200,9839921138141735050,80,187199995467066874700,187199995467066874700,0,0.0
primary,E50-PC50,200,9839921138141735050,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,9839921138141735050,120,280799993200600312109,280799993200600312109,0,0.0
primary,E50-PC80,200,9839921138141735050,160,374399990934133749647,374399990934133749647,0,0.0
primary,E50-PC100,200,9839921138141735050,200,467999988667667187056,467999988667667187056,0,0.0
primary,E50-CONV100,200,76950829605806397,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,76950829605806397,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,76950829605806397,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,76950829605806397,40,93599997733533437330,93599997733533437330,0,0.0
primary,E50-PC30,200,76950829605806397,60,140399996600300156026,140399996600300156026,0,0.0
primary,E50-PC40,200,76950829605806397,80,187199995467066874782,187199995467066874782,0,0.0
primary,E50-PC50,200,76950829605806397,100,233999994333833593476,233999994333833593476,0,0.0
primary,E50-PC60,200,76950829605806397,120,280799993200600312173,280799993200600312173,0,0.0
primary,E50-PC80,200,76950829605806397,160,374399990934133749897,374399990934133749897,0,0.0
primary,E50-PC100,200,76950829605806397,200,467999988667667187264,467999988667667187264,0,0.0
primary,E50-CONV100,200,4559695916379544378,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,4559695916379544378,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,4559695916379544378,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,4559695916379544378,40,93599997733533437329,93599997733533437329,0,0.0
primary,E50-PC30,200,4559695916379544378,60,140399996600300156025,140399996600300156025,0,0.0
primary,E50-PC40,200,4559695916379544378,80,187199995467066874697,187199995467066874697,0,0.0
primary,E50-PC50,200,4559695916379544378,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,4559695916379544378,120,280799993200600312171,280799993200600312171,0,0.0
primary,E50-PC80,200,4559695916379544378,160,374399990934133749728,374399990934133749728,0,0.0
primary,E50-PC100,200,4559695916379544378,200,467999988667667187368,467999988667667187368,0,0.0
primary,E50-CONV100,200,18018684830827566070,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,18018684830827566070,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,18018684830827566070,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,18018684830827566070,40,93599997733533437309,93599997733533437309,0,0.0
primary,E50-PC30,200,18018684830827566070,60,140399996600300156027,140399996600300156027,0,0.0
primary,E50-PC40,200,18018684830827566070,80,187199995467066874740,187199995467066874740,0,0.0
primary,E50-PC50,200,18018684830827566070,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,18018684830827566070,120,280799993200600312174,280799993200600312174,0,0.0
primary,E50-PC80,200,18018684830827566070,160,374399990934133749645,374399990934133749645,0,0.0
primary,E50-PC100,200,18018684830827566070,200,467999988667667187160,467999988667667187160,0,0.0
primary,E50-CONV100,200,11415035473929976970,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,11415035473929976970,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,11415035473929976970,20,46799998866766718686,46799998866766718686,0,0.0
primary,E50-PC20,200,11415035473929976970,40,93599997733533437454,93599997733533437454,0,0.0
primary,E50-PC30,200,11415035473929976970,60,140399996600300156208,140399996600300156208,0,0.0
primary,E50-PC40,200,11415035473929976970,80,187199995467066874988,187199995467066874988,0,0.0
primary,E50-PC50,200,11415035473929976970,100,233999994333833593736,233999994333833593736,0,0.0
primary,E50-PC60,200,11415035473929976970,120,280799993200600312483,280799993200600312483,0,0.0
primary,E50-PC80,200,11415035473929976970,160,374399990934133750142,374399990934133750142,0,0.0
primary,E50-PC100,200,11415035473929976970,200,467999988667667187888,467999988667667187888,0,0.0
primary,E50-CONV100,200,5972818461147421061,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,5972818461147421061,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,5972818461147421061,20,46799998866766718665,46799998866766718665,0,0.0
primary,E50-PC20,200,5972818461147421061,40,93599997733533437349,93599997733533437349,0,0.0
primary,E50-PC30,200,5972818461147421061,60,140399996600300156026,140399996600300156026,0,0.0
primary,E50-PC40,200,5972818461147421061,80,187199995467066874698,187199995467066874698,0,0.0
primary,E50-PC50,200,5972818461147421061,100,233999994333833593424,233999994333833593424,0,0.0
primary,E50-PC60,200,5972818461147421061,120,280799993200600312172,280799993200600312172,0,0.0
primary,E50-PC80,200,5972818461147421061,160,374399990934133749646,374399990934133749646,0,0.0
primary,E50-PC100,200,5972818461147421061,200,467999988667667187264,467999988667667187264,0,0.0
primary,E50-CONV100,200,11677511577610847452,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,11677511577610847452,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,11677511577610847452,20,46799998866766718674,46799998866766718674,0,0.0
primary,E50-PC20,200,11677511577610847452,40,93599997733533437330,93599997733533437330,0,0.0
primary,E50-PC30,200,11677511577610847452,60,140399996600300156087,140399996600300156087,0,0.0
primary,E50-PC40,200,11677511577610847452,80,187199995467066874783,187199995467066874783,0,0.0
primary,E50-PC50,200,11677511577610847452,100,233999994333833593528,233999994333833593528,0,0.0
primary,E50-PC60,200,11677511577610847452,120,280799993200600312293,280799993200600312293,0,0.0
primary,E50-PC80,200,11677511577610847452,160,374399990934133749896,374399990934133749896,0,0.0
primary,E50-PC100,200,11677511577610847452,200,467999988667667187576,467999988667667187576,0,0.0
primary,E50-CONV100,200,17891702655887131290,200,468000000000000000000,468000000000000000000,0,0.0
primary,E50-MT100,200,17891702655887131290,200,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,E50-PC10,200,17891702655887131290,20,46799998866766718654,46799998866766718654,0,0.0
primary,E50-PC20,200,17891702655887131290,40,93599997733533437351,93599997733533437351,0,0.0
primary,E50-PC30,200,17891702655887131290,60,140399996600300156025,140399996600300156025,0,0.0
primary,E50-PC40,200,17891702655887131290,80,187199995467066874701,187199995467066874701,0,0.0
primary,E50-PC50,200,17891702655887131290,100,233999994333833593372,233999994333833593372,0,0.0
primary,E50-PC60,200,17891702655887131290,120,280799993200600312108,280799993200600312108,0,0.0
primary,E50-PC80,200,17891702655887131290,160,374399990934133749811,374399990934133749811,0,0.0
primary,E50-PC100,200,17891702655887131290,200,467999988667667187472,467999988667667187472,0,0.0
primary,E50-CONV100,300,7695027954463196593,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,7695027954463196593,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,7695027954463196593,30,70199998300150077986,70199998300150077986,0,0.0
primary,E50-PC20,300,7695027954463196593,60,140399996600300155972,140399996600300155972,0,0.0
primary,E50-PC30,300,7695027954463196593,90,210599994900450233958,210599994900450233958,0,0.0
primary,E50-PC40,300,7695027954463196593,120,280799993200600311986,280799993200600311986,0,0.0
primary,E50-PC50,300,7695027954463196593,150,350999991500750390084,350999991500750390084,0,0.0
primary,E50-PC60,300,7695027954463196593,180,421199989800900468164,421199989800900468164,0,0.0
primary,E50-PC80,300,7695027954463196593,240,561599986401200624302,561599986401200624302,0,0.0
primary,E50-PC100,300,7695027954463196593,300,701999983001500780272,701999983001500780272,0,0.0
primary,E50-CONV100,300,8525591707662220640,300,702000000000000000000,702000000000000000000,0,0.0
primary,E50-MT100,300,8525591707662220640,300,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665
primary,E50-PC10,300,8525591707662220640,30,70199998300150077997,70199998300150077997,0,0.0
primary,E50-PC20,300,8525591707662220640,60,140399996600300155973,140399996600300155973,0,0.0
