tag,arm,N,seed,k_active,rounds,accepted_blocks,C_total,U_exact,R_exact,rho_exact,t_active_miner_s,t_low_miner_s,F_low,epochs_completed,exhaustions,state_time_conservation_rel,work_identity_rel
primary,E50-PC20,200,5708610443790281403,40,6,5,93599997733533437350,93599997733533437350,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738589,4358589543560,0.0,0.0
primary,E50-PC30,200,5708610443790281403,60,8,7,140399996600300156055,140399996600300156055,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738588,6537884315280,0.0,0.0
primary,E50-PC40,200,5708610443790281403,80,9,8,187199995467066874783,187199995467066874783,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738587,8717179086960,0.0,0.0
primary,E50-PC50,200,5708610443790281403,100,12,11,233999994333833593580,233999994333833593580,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738585,10896473858500,0.0,0.0
primary,E50-PC60,200,5708610443790281403,120,17,16,280799993200600312420,280799993200600312420,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738583,13075768629960,0.0,0.0
primary,E50-PC80,200,5708610443790281403,160,20,19,374399990934133749892,374399990934133749892,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738583,17434358173280,0.0,0.0
primary,E50-PC100,200,5708610443790281403,200,21,20,467999988667667187472,467999988667667187472,0,0.0,1999999.9515712273,0.04842877270311111,2.4214386351555557e-08,108964738582,21792947716400,0.0,0.0
primary,E50-CONV100,200,4972874671198070758,200,20,19,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739400,108964739400,0.0,0.0
primary,E50-MT100,200,4972874671198070758,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,4972874671198070758,20,3,2,46799998866766718664,46799998866766718664,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738590,2179294771800,0.0,0.0
primary,E50-PC20,200,4972874671198070758,40,5,4,93599997733533437372,93599997733533437372,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738588,4358589543520,0.0,0.0
primary,E50-PC30,200,4972874671198070758,60,7,6,140399996600300156056,140399996600300156056,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738588,6537884315280,0.0,0.0
primary,E50-PC40,200,4972874671198070758,80,9,8,187199995467066874825,187199995467066874825,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738586,8717179086880,0.0,0.0
primary,E50-PC50,200,4972874671198070758,100,9,8,233999994333833593372,233999994333833593372,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738589,10896473858900,0.0,0.0
primary,E50-PC60,200,4972874671198070758,120,10,9,280799993200600312110,280799993200600312110,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738588,13075768630560,0.0,0.0
primary,E50-PC80,200,4972874671198070758,160,14,13,374399990934133749645,374399990934133749645,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738586,17434358173760,0.0,0.0
primary,E50-PC100,200,4972874671198070758,200,20,19,467999988667667187368,467999988667667187368,0,0.0,1999999.9515712273,0.048428772703555556,2.4214386351777777e-08,108964738583,21792947716600,0.0,0.0
primary,E50-CONV100,200,15110839482730944980,200,7,6,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964740600,108964740600,0.0,0.0
primary,E50-MT100,200,15110839482730944980,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,15110839482730944980,20,2,1,46799998866766718655,46799998866766718655,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,15110839482730944980,40,3,2,93599997733533437329,93599997733533437329,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738590,4358589543600,0.0,0.0
primary,E50-PC30,200,15110839482730944980,60,4,3,140399996600300156025,140399996600300156025,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738589,6537884315340,0.0,0.0
primary,E50-PC40,200,15110839482730944980,80,4,3,187199995467066874740,187199995467066874740,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738588,8717179087040,0.0,0.0
primary,E50-PC50,200,15110839482730944980,100,4,3,233999994333833593320,233999994333833593320,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738590,10896473859000,0.0,0.0
primary,E50-PC60,200,15110839482730944980,120,4,3,280799993200600312046,280799993200600312046,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738589,13075768630680,0.0,0.0
primary,E50-PC80,200,15110839482730944980,160,5,4,374399990934133749481,374399990934133749481,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738588,17434358174080,0.0,0.0
primary,E50-PC100,200,15110839482730944980,200,7,6,467999988667667186848,467999988667667186848,0,0.0,1999999.9515712273,0.04842877270577778,2.421438635288889e-08,108964738588,21792947717600,0.0,0.0
primary,E50-CONV100,200,8623653743411919337,200,16,15,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739600,108964739600,0.0,0.0
primary,E50-MT100,200,8623653743411919337,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,8623653743411919337,20,5,4,46799998866766718674,46799998866766718674,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738589,2179294771780,0.0,0.0
primary,E50-PC20,200,8623653743411919337,40,7,6,93599997733533437370,93599997733533437370,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738588,4358589543520,0.0,0.0
primary,E50-PC30,200,8623653743411919337,60,7,6,140399996600300156058,140399996600300156058,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738588,6537884315280,0.0,0.0
primary,E50-PC40,200,8623653743411919337,80,9,8,187199995467066874822,187199995467066874822,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738586,8717179086880,0.0,0.0
primary,E50-PC50,200,8623653743411919337,100,9,8,233999994333833593528,233999994333833593528,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738586,10896473858600,0.0,0.0
primary,E50-PC60,200,8623653743411919337,120,13,12,280799993200600312420,280799993200600312420,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738583,13075768629960,0.0,0.0
primary,E50-PC80,200,8623653743411919337,160,14,13,374399990934133749977,374399990934133749977,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738582,17434358173120,0.0,0.0
primary,E50-PC100,200,8623653743411919337,200,16,15,467999988667667187264,467999988667667187264,0,0.0,1999999.9515712273,0.048428772704,2.4214386352e-08,108964738584,21792947716800,0.0,0.0
primary,E50-CONV100,200,1326031443968983885,200,27,26,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964738000,108964738000,0.0,0.0
primary,E50-MT100,200,1326031443968983885,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,1326031443968983885,20,4,3,46799998866766718663,46799998866766718663,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738590,2179294771800,0.0,0.0
primary,E50-PC20,200,1326031443968983885,40,7,6,93599997733533437351,93599997733533437351,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738589,4358589543560,0.0,0.0
primary,E50-PC30,200,1326031443968983885,60,7,6,140399996600300156025,140399996600300156025,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738589,6537884315340,0.0,0.0
primary,E50-PC40,200,1326031443968983885,80,7,6,187199995467066874742,187199995467066874742,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738588,8717179087040,0.0,0.0
primary,E50-PC50,200,1326031443968983885,100,11,10,233999994333833593528,233999994333833593528,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738586,10896473858600,0.0,0.0
primary,E50-PC60,200,1326031443968983885,120,14,13,280799993200600312296,280799993200600312296,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738585,13075768630200,0.0,0.0
primary,E50-PC80,200,1326031443968983885,160,21,20,374399990934133750059,374399990934133750059,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738581,17434358172960,0.0,0.0
primary,E50-PC100,200,1326031443968983885,200,27,26,467999988667667187888,467999988667667187888,0,0.0,1999999.9515712273,0.048428772701333334,2.4214386350666665e-08,108964738578,21792947715600,0.0,0.0
primary,E50-CONV100,200,8177548632312565564,200,19,18,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739000,108964739000,0.0,0.0
primary,E50-MT100,200,8177548632312565564,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,8177548632312565564,20,2,1,46799998866766718664,46799998866766718664,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738590,2179294771800,0.0,0.0
primary,E50-PC20,200,8177548632312565564,40,4,3,93599997733533437350,93599997733533437350,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738589,4358589543560,0.0,0.0
primary,E50-PC30,200,8177548632312565564,60,5,4,140399996600300155993,140399996600300155993,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738590,6537884315400,0.0,0.0
primary,E50-PC40,200,8177548632312565564,80,7,6,187199995467066874701,187199995467066874701,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738589,8717179087120,0.0,0.0
primary,E50-PC50,200,8177548632312565564,100,10,9,233999994333833593424,233999994333833593424,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738588,10896473858800,0.0,0.0
primary,E50-PC60,200,8177548632312565564,120,10,9,280799993200600312170,280799993200600312170,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738587,13075768630440,0.0,0.0
primary,E50-PC80,200,8177548632312565564,160,17,16,374399990934133749726,374399990934133749726,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738585,17434358173600,0.0,0.0
primary,E50-PC100,200,8177548632312565564,200,19,18,467999988667667187472,467999988667667187472,0,0.0,1999999.9515712273,0.04842877270311111,2.4214386351555557e-08,108964738582,21792947716400,0.0,0.0
primary,E50-CONV100,200,11117893399474783980,200,23,22,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964738800,108964738800,0.0,0.0
primary,E50-MT100,200,11117893399474783980,200,2,1,468000000000000000000,2340000005942572884,465659999994057427116,0.9949999999873022,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,11117893399474783980,20,6,5,46799998866766718686,46799998866766718686,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738588,2179294771760,0.0,0.0
primary,E50-PC20,200,11117893399474783980,40,9,8,93599997733533437392,93599997733533437392,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738587,4358589543480,0.0,0.0
primary,E50-PC30,200,11117893399474783980,60,12,11,140399996600300156116,140399996600300156116,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738586,6537884315160,0.0,0.0
primary,E50-PC40,200,11117893399474783980,80,13,12,187199995467066874866,187199995467066874866,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738585,8717179086800,0.0,0.0
primary,E50-PC50,200,11117893399474783980,100,15,14,233999994333833593528,233999994333833593528,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738586,10896473858600,0.0,0.0
primary,E50-PC60,200,11117893399474783980,120,15,14,280799993200600312297,280799993200600312297,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738585,13075768630200,0.0,0.0
primary,E50-PC80,200,11117893399474783980,160,20,19,374399990934133749894,374399990934133749894,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738583,17434358173280,0.0,0.0
primary,E50-PC100,200,11117893399474783980,200,23,22,467999988667667187576,467999988667667187576,0,0.0,1999999.9515712273,0.04842877270266667,2.4214386351333333e-08,108964738581,21792947716200,0.0,0.0
primary,E50-CONV100,200,10081885022360105039,200,23,22,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964738600,108964738600,0.0,0.0
primary,E50-MT100,200,10081885022360105039,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,10081885022360105039,20,3,2,46799998866766718665,46799998866766718665,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738590,2179294771800,0.0,0.0
primary,E50-PC20,200,10081885022360105039,40,6,5,93599997733533437350,93599997733533437350,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738589,4358589543560,0.0,0.0
primary,E50-PC30,200,10081885022360105039,60,8,7,140399996600300156023,140399996600300156023,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738589,6537884315340,0.0,0.0
primary,E50-PC40,200,10081885022360105039,80,11,10,187199995467066874784,187199995467066874784,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738587,8717179086960,0.0,0.0
primary,E50-PC50,200,10081885022360105039,100,12,11,233999994333833593476,233999994333833593476,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738587,10896473858700,0.0,0.0
primary,E50-PC60,200,10081885022360105039,120,13,12,280799993200600312172,280799993200600312172,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738587,13075768630440,0.0,0.0
primary,E50-PC80,200,10081885022360105039,160,19,18,374399990934133749892,374399990934133749892,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738583,17434358173280,0.0,0.0
primary,E50-PC100,200,10081885022360105039,200,23,22,467999988667667187680,467999988667667187680,0,0.0,1999999.9515712273,0.04842877270222222,2.421438635111111e-08,108964738580,21792947716000,0.0,0.0
primary,E50-CONV100,200,4923552916831257795,200,18,17,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739600,108964739600,0.0,0.0
primary,E50-MT100,200,4923552916831257795,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,4923552916831257795,20,1,0,46799998866766718654,46799998866766718654,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,4923552916831257795,40,2,1,93599997733533437309,93599997733533437309,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738591,4358589543640,0.0,0.0
primary,E50-PC30,200,4923552916831257795,60,2,1,140399996600300155994,140399996600300155994,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738590,6537884315400,0.0,0.0
primary,E50-PC40,200,4923552916831257795,80,4,3,187199995467066874699,187199995467066874699,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738589,8717179087120,0.0,0.0
primary,E50-PC50,200,4923552916831257795,100,6,5,233999994333833593424,233999994333833593424,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738588,10896473858800,0.0,0.0
primary,E50-PC60,200,4923552916831257795,120,9,8,280799993200600312235,280799993200600312235,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738586,13075768630320,0.0,0.0
primary,E50-PC80,200,4923552916831257795,160,16,15,374399990934133749893,374399990934133749893,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738583,17434358173280,0.0,0.0
primary,E50-PC100,200,4923552916831257795,200,18,17,467999988667667187472,467999988667667187472,0,0.0,1999999.9515712273,0.04842877270311111,2.4214386351555557e-08,108964738582,21792947716400,0.0,0.0
primary,E50-CONV100,200,6572291145813621428,200,8,7,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964740600,108964740600,0.0,0.0
primary,E50-MT100,200,6572291145813621428,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,6572291145813621428,20,1,0,46799998866766718654,46799998866766718654,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,6572291145813621428,40,2,1,93599997733533437309,93599997733533437309,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738591,4358589543640,0.0,0.0
primary,E50-PC30,200,6572291145813621428,60,2,1,140399996600300155995,140399996600300155995,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738590,6537884315400,0.0,0.0
primary,E50-PC40,200,6572291145813621428,80,2,1,187199995467066874656,187199995467066874656,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738590,8717179087200,0.0,0.0
primary,E50-PC50,200,6572291145813621428,100,4,3,233999994333833593372,233999994333833593372,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738589,10896473858900,0.0,0.0
primary,E50-PC60,200,6572291145813621428,120,6,5,280799993200600312107,280799993200600312107,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738588,13075768630560,0.0,0.0
primary,E50-PC80,200,6572291145813621428,160,7,6,374399990934133749563,374399990934133749563,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738587,17434358173920,0.0,0.0
primary,E50-PC100,200,6572291145813621428,200,8,7,467999988667667186952,467999988667667186952,0,0.0,1999999.9515712273,0.048428772705333335,2.421438635266667e-08,108964738587,21792947717400,0.0,0.0
primary,E50-CONV100,200,17112478889879003015,200,22,21,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739400,108964739400,0.0,0.0
primary,E50-MT100,200,17112478889879003015,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,17112478889879003015,20,2,1,46799998866766718655,46799998866766718655,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,17112478889879003015,40,3,2,93599997733533437328,93599997733533437328,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738590,4358589543600,0.0,0.0
primary,E50-PC30,200,17112478889879003015,60,4,3,140399996600300155994,140399996600300155994,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738590,6537884315400,0.0,0.0
primary,E50-PC40,200,17112478889879003015,80,4,3,187199995467066874699,187199995467066874699,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738589,8717179087120,0.0,0.0
primary,E50-PC50,200,17112478889879003015,100,8,7,233999994333833593476,233999994333833593476,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738587,10896473858700,0.0,0.0
primary,E50-PC60,200,17112478889879003015,120,9,8,280799993200600312232,280799993200600312232,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738586,13075768630320,0.0,0.0
primary,E50-PC80,200,17112478889879003015,160,14,13,374399990934133749812,374399990934133749812,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738584,17434358173440,0.0,0.0
primary,E50-PC100,200,17112478889879003015,200,22,21,467999988667667187680,467999988667667187680,0,0.0,1999999.9515712273,0.04842877270222222,2.421438635111111e-08,108964738580,21792947716000,0.0,0.0
primary,E50-CONV100,200,9839921138141735050,200,13,12,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964740000,108964740000,0.0,0.0
primary,E50-MT100,200,9839921138141735050,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,9839921138141735050,20,4,3,46799998866766718675,46799998866766718675,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738589,2179294771780,0.0,0.0
primary,E50-PC20,200,9839921138141735050,40,5,4,93599997733533437372,93599997733533437372,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738588,4358589543520,0.0,0.0
primary,E50-PC30,200,9839921138141735050,60,5,4,140399996600300155994,140399996600300155994,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738590,6537884315400,0.0,0.0
primary,E50-PC40,200,9839921138141735050,80,6,5,187199995467066874700,187199995467066874700,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738589,8717179087120,0.0,0.0
primary,E50-PC50,200,9839921138141735050,100,6,5,233999994333833593424,233999994333833593424,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738588,10896473858800,0.0,0.0
primary,E50-PC60,200,9839921138141735050,120,8,7,280799993200600312109,280799993200600312109,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738588,13075768630560,0.0,0.0
primary,E50-PC80,200,9839921138141735050,160,11,10,374399990934133749647,374399990934133749647,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738586,17434358173760,0.0,0.0
primary,E50-PC100,200,9839921138141735050,200,13,12,467999988667667187056,467999988667667187056,0,0.0,1999999.9515712273,0.04842877270488889,2.4214386352444445e-08,108964738586,21792947717200,0.0,0.0
primary,E50-CONV100,200,76950829605806397,200,19,18,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739200,108964739200,0.0,0.0
primary,E50-MT100,200,76950829605806397,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,76950829605806397,20,1,0,46799998866766718654,46799998866766718654,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,76950829605806397,40,3,2,93599997733533437330,93599997733533437330,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738590,4358589543600,0.0,0.0
primary,E50-PC30,200,76950829605806397,60,4,3,140399996600300156026,140399996600300156026,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738589,6537884315340,0.0,0.0
primary,E50-PC40,200,76950829605806397,80,7,6,187199995467066874782,187199995467066874782,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738587,8717179086960,0.0,0.0
primary,E50-PC50,200,76950829605806397,100,8,7,233999994333833593476,233999994333833593476,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738587,10896473858700,0.0,0.0
primary,E50-PC60,200,76950829605806397,120,9,8,280799993200600312173,280799993200600312173,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738587,13075768630440,0.0,0.0
primary,E50-PC80,200,76950829605806397,160,16,15,374399990934133749897,374399990934133749897,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738583,17434358173280,0.0,0.0
primary,E50-PC100,200,76950829605806397,200,19,18,467999988667667187264,467999988667667187264,0,0.0,1999999.9515712273,0.048428772704,2.4214386352e-08,108964738584,21792947716800,0.0,0.0
primary,E50-CONV100,200,4559695916379544378,200,18,17,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964739600,108964739600,0.0,0.0
primary,E50-MT100,200,4559695916379544378,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,4559695916379544378,20,1,0,46799998866766718654,46799998866766718654,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,4559695916379544378,40,2,1,93599997733533437329,93599997733533437329,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738590,4358589543600,0.0,0.0
primary,E50-PC30,200,4559695916379544378,60,5,4,140399996600300156025,140399996600300156025,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738589,6537884315340,0.0,0.0
primary,E50-PC40,200,4559695916379544378,80,5,4,187199995467066874697,187199995467066874697,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738589,8717179087120,0.0,0.0
primary,E50-PC50,200,4559695916379544378,100,8,7,233999994333833593424,233999994333833593424,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738588,10896473858800,0.0,0.0
primary,E50-PC60,200,4559695916379544378,120,9,8,280799993200600312171,280799993200600312171,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738587,13075768630440,0.0,0.0
primary,E50-PC80,200,4559695916379544378,160,12,11,374399990934133749728,374399990934133749728,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738585,17434358173600,0.0,0.0
primary,E50-PC100,200,4559695916379544378,200,18,17,467999988667667187368,467999988667667187368,0,0.0,1999999.9515712273,0.048428772703555556,2.4214386351777777e-08,108964738583,21792947716600,0.0,0.0
primary,E50-CONV100,200,18018684830827566070,200,13,12,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964740000,108964740000,0.0,0.0
primary,E50-MT100,200,18018684830827566070,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,18018684830827566070,20,1,0,46799998866766718654,46799998866766718654,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738591,2179294771820,0.0,0.0
primary,E50-PC20,200,18018684830827566070,40,3,2,93599997733533437309,93599997733533437309,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738591,4358589543640,0.0,0.0
primary,E50-PC30,200,18018684830827566070,60,3,2,140399996600300156027,140399996600300156027,0,0.0,599999.9854713682,1400000.0145286317,0.7000000072643159,108964738589,6537884315340,0.0,0.0
primary,E50-PC40,200,18018684830827566070,80,5,4,187199995467066874740,187199995467066874740,0,0.0,799999.9806284909,1200000.019371509,0.6000000096857545,108964738588,8717179087040,0.0,0.0
primary,E50-PC50,200,18018684830827566070,100,5,4,233999994333833593424,233999994333833593424,0,0.0,999999.9757856136,1000000.0242143864,0.5000000121071931,108964738588,10896473858800,0.0,0.0
primary,E50-PC60,200,18018684830827566070,120,6,5,280799993200600312174,280799993200600312174,0,0.0,1199999.9709427364,800000.0290572636,0.4000000145286318,108964738587,13075768630440,0.0,0.0
primary,E50-PC80,200,18018684830827566070,160,9,8,374399990934133749645,374399990934133749645,0,0.0,1599999.9612569818,400000.0387430182,0.20000001937150907,108964738586,17434358173760,0.0,0.0
primary,E50-PC100,200,18018684830827566070,200,13,12,467999988667667187160,467999988667667187160,0,0.0,1999999.9515712273,0.04842877270444444,2.421438635222222e-08,108964738585,21792947717000,0.0,0.0
primary,E50-CONV100,200,11415035473929976970,200,24,23,468000000000000000000,468000000000000000000,0,0.0,2000000.0,0.0,0.0,108964738800,108964738800,0.0,0.0
primary,E50-MT100,200,11415035473929976970,200,1,0,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998,2000000.0,0.0,0.0,544823706,108964741200,0.0,0.0
primary,E50-PC10,200,11415035473929976970,20,9,8,46799998866766718686,46799998866766718686,0,0.0,199999.99515712273,1800000.0048428772,0.9000000024214386,108964738588,2179294771760,0.0,0.0
primary,E50-PC20,200,11415035473929976970,40,14,13,93599997733533437454,93599997733533437454,0,0.0,399999.99031424546,1600000.0096857545,0.8000000048428773,108964738584,4358589543360,0.0,0.0
