tag,arm,N,seed,k_active,rounds,accepted_blocks,C_total,U_exact,R_exact,rho_exact,t_active_miner_s,t_low_miner_s,F_low,epochs_completed,exhaustions,state_time_conservation_rel,work_identity_rel
primary,E50-MT100,300,76950829605806397,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,76950829605806397,30,1,0,70199998300150077976,70199998300150077976,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107887,4903413236610,0.0,0.0
primary,E50-PC20,300,76950829605806397,60,3,2,140399996600300155994,140399996600300155994,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107885,9806826473100,0.0,0.0
primary,E50-PC30,300,76950829605806397,90,4,3,210599994900450233990,210599994900450233990,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107885,14710239709650,0.0,0.0
primary,E50-PC40,300,76950829605806397,120,7,6,280799993200600312029,280799993200600312029,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107884,19613652946080,0.0,0.0
primary,E50-PC50,300,76950829605806397,150,8,7,350999991500750390084,350999991500750390084,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107883,24517066182450,0.0,0.0
primary,E50-PC60,300,76950829605806397,180,9,8,421199989800900468101,421199989800900468101,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107883,29420479418940,0.0,0.0
primary,E50-PC80,300,76950829605806397,240,16,15,561599986401200624552,561599986401200624552,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107878,39227305890720,0.0,0.0
primary,E50-PC100,300,76950829605806397,300,19,18,701999983001500780896,701999983001500780896,0,0.0,2999999.927356841,0.072643159056,2.4214386351999998e-08,163447107876,49034132362800,0.0,0.0
primary,E50-CONV100,300,4559695916379544378,300,18,17,702000000000000000000,702000000000000000000,0,0.0,3000000.0,0.0,0.0,163447109400,163447109400,0.0,0.0
primary,E50-MT100,300,4559695916379544378,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,4559695916379544378,30,1,0,70199998300150077976,70199998300150077976,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107887,4903413236610,0.0,0.0
primary,E50-PC20,300,4559695916379544378,60,2,1,140399996600300155973,140399996600300155973,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107886,9806826473160,0.0,0.0
primary,E50-PC30,300,4559695916379544378,90,5,4,210599994900450233989,210599994900450233989,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107885,14710239709650,0.0,0.0
primary,E50-PC40,300,4559695916379544378,120,5,4,280799993200600311984,280799993200600311984,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107885,19613652946200,0.0,0.0
primary,E50-PC50,300,4559695916379544378,150,8,7,350999991500750389980,350999991500750389980,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107885,24517066182750,0.0,0.0
primary,E50-PC60,300,4559695916379544378,180,9,8,421199989800900468038,421199989800900468038,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107884,29420479419120,0.0,0.0
primary,E50-PC80,300,4559695916379544378,240,12,11,561599986401200624134,561599986401200624134,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107883,39227305891920,0.0,0.0
primary,E50-PC100,300,4559695916379544378,300,18,17,701999983001500780688,701999983001500780688,0,0.0,2999999.927356841,0.0726431590568889,2.4214386352296297e-08,163447107878,49034132363400,0.0,0.0
primary,E50-CONV100,300,18018684830827566070,300,13,12,702000000000000000000,702000000000000000000,0,0.0,3000000.0,0.0,0.0,163447110000,163447110000,0.0,0.0
primary,E50-MT100,300,18018684830827566070,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,18018684830827566070,30,1,0,70199998300150077976,70199998300150077976,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107887,4903413236610,0.0,0.0
primary,E50-PC20,300,18018684830827566070,60,3,2,140399996600300155952,140399996600300155952,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107887,9806826473220,0.0,0.0
primary,E50-PC30,300,18018684830827566070,90,3,2,210599994900450233959,210599994900450233959,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107886,14710239709740,0.0,0.0
primary,E50-PC40,300,18018684830827566070,120,5,4,280799993200600311986,280799993200600311986,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107885,19613652946200,0.0,0.0
primary,E50-PC50,300,18018684830827566070,150,5,4,350999991500750389980,350999991500750389980,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107885,24517066182750,0.0,0.0
primary,E50-PC60,300,18018684830827566070,180,6,5,421199989800900468041,421199989800900468041,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107884,29420479419120,0.0,0.0
primary,E50-PC80,300,18018684830827566070,240,9,8,561599986401200624135,561599986401200624135,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107883,39227305891920,0.0,0.0
primary,E50-PC100,300,18018684830827566070,300,13,12,701999983001500780376,701999983001500780376,0,0.0,2999999.927356841,0.07264315905822222,2.4214386352740738e-08,163447107881,49034132364300,0.0,0.0
primary,E50-CONV100,300,11415035473929976970,300,24,23,702000000000000000000,702000000000000000000,0,0.0,3000000.0,0.0,0.0,163447108200,163447108200,0.0,0.0
primary,E50-MT100,300,11415035473929976970,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,11415035473929976970,30,9,8,70199998300150078027,70199998300150078027,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107882,4903413236460,0.0,0.0
primary,E50-PC20,300,11415035473929976970,60,14,13,140399996600300156077,140399996600300156077,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107881,9806826472860,0.0,0.0
primary,E50-PC30,300,11415035473929976970,90,16,15,210599994900450234176,210599994900450234176,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107879,14710239709110,0.0,0.0
primary,E50-PC40,300,11415035473929976970,120,17,16,280799993200600312233,280799993200600312233,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107879,19613652945480,0.0,0.0
primary,E50-PC50,300,11415035473929976970,150,17,16,350999991500750390344,350999991500750390344,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107878,24517066181700,0.0,0.0
primary,E50-PC60,300,11415035473929976970,180,18,17,421199989800900468473,421199989800900468473,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107877,29420479417860,0.0,0.0
primary,E50-PC80,300,11415035473929976970,240,21,20,561599986401200624718,561599986401200624718,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107876,39227305890240,0.0,0.0
primary,E50-PC100,300,11415035473929976970,300,24,23,701999983001500781104,701999983001500781104,0,0.0,2999999.927356841,0.07264315905511111,2.4214386351703702e-08,163447107874,49034132362200,0.0,0.0
primary,E50-CONV100,300,5972818461147421061,300,12,11,702000000000000000000,702000000000000000000,0,0.0,3000000.0,0.0,0.0,163447110000,163447110000,0.0,0.0
primary,E50-MT100,300,5972818461147421061,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,5972818461147421061,30,2,1,70199998300150077986,70199998300150077986,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107886,4903413236580,0.0,0.0
primary,E50-PC20,300,5972818461147421061,60,4,3,140399996600300155993,140399996600300155993,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107885,9806826473100,0.0,0.0
primary,E50-PC30,300,5972818461147421061,90,4,3,210599994900450233957,210599994900450233957,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107886,14710239709740,0.0,0.0
primary,E50-PC40,300,5972818461147421061,120,5,4,280799993200600311985,280799993200600311985,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107885,19613652946200,0.0,0.0
primary,E50-PC50,300,5972818461147421061,150,6,5,350999991500750389980,350999991500750389980,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107885,24517066182750,0.0,0.0
primary,E50-PC60,300,5972818461147421061,180,8,7,421199989800900468042,421199989800900468042,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107884,29420479419120,0.0,0.0
primary,E50-PC80,300,5972818461147421061,240,10,9,561599986401200624135,561599986401200624135,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107883,39227305891920,0.0,0.0
primary,E50-PC100,300,5972818461147421061,300,12,11,701999983001500780480,701999983001500780480,0,0.0,2999999.927356841,0.07264315905777778,2.4214386352592593e-08,163447107880,49034132364000,0.0,0.0
primary,E50-CONV100,300,11677511577610847452,300,16,15,702000000000000000000,702000000000000000000,0,0.0,3000000.0,0.0,0.0,163447109400,163447109400,0.0,0.0
primary,E50-MT100,300,11677511577610847452,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,11677511577610847452,30,3,2,70199998300150077997,70199998300150077997,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107885,4903413236550,0.0,0.0
primary,E50-PC20,300,11677511577610847452,60,3,2,140399996600300155994,140399996600300155994,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107885,9806826473100,0.0,0.0
primary,E50-PC30,300,11677511577610847452,90,7,6,210599994900450234052,210599994900450234052,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107883,14710239709470,0.0,0.0
primary,E50-PC40,300,11677511577610847452,120,8,7,280799993200600312111,280799993200600312111,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107882,19613652945840,0.0,0.0
primary,E50-PC50,300,11677511577610847452,150,11,10,350999991500750390188,350999991500750390188,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107881,24517066182150,0.0,0.0
primary,E50-PC60,300,11677511577610847452,180,11,10,421199989800900468165,421199989800900468165,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107882,29420479418760,0.0,0.0
primary,E50-PC80,300,11677511577610847452,240,15,14,561599986401200624467,561599986401200624467,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107879,39227305890960,0.0,0.0
primary,E50-PC100,300,11677511577610847452,300,16,15,701999983001500780584,701999983001500780584,0,0.0,2999999.927356841,0.07264315905733333,2.4214386352444445e-08,163447107879,49034132363700,0.0,0.0
primary,E50-CONV100,300,17891702655887131290,300,19,18,702000000000000000000,702000000000000000000,0,0.0,3000000.0,0.0,0.0,163447109700,163447109700,0.0,0.0
primary,E50-MT100,300,17891702655887131290,300,1,0,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,3000000.0,0.0,0.0,544823706,163447111800,0.0,0.0
primary,E50-PC10,300,17891702655887131290,30,1,0,70199998300150077976,70199998300150077976,0,0.0,299999.9927356841,2700000.007264316,0.9000000024214387,163447107887,4903413236610,0.0,0.0
primary,E50-PC20,300,17891702655887131290,60,4,3,140399996600300155994,140399996600300155994,0,0.0,599999.9854713682,2400000.0145286317,0.8000000048428773,163447107885,9806826473100,0.0,0.0
primary,E50-PC30,300,17891702655887131290,90,6,5,210599994900450234019,210599994900450234019,0,0.0,899999.9782070523,2100000.021792948,0.7000000072643159,163447107884,14710239709560,0.0,0.0
primary,E50-PC40,300,17891702655887131290,120,7,6,280799993200600312029,280799993200600312029,0,0.0,1199999.9709427364,1800000.0290572636,0.6000000096857545,163447107884,19613652946080,0.0,0.0
primary,E50-PC50,300,17891702655887131290,150,8,7,350999991500750390032,350999991500750390032,0,0.0,1499999.9636784205,1500000.0363215795,0.5000000121071931,163447107884,24517066182600,0.0,0.0
primary,E50-PC60,300,17891702655887131290,180,9,8,421199989800900468101,421199989800900468101,0,0.0,1799999.9564141047,1200000.0435858953,0.40000001452863176,163447107883,29420479418940,0.0,0.0
primary,E50-PC80,300,17891702655887131290,240,15,14,561599986401200624302,561599986401200624302,0,0.0,2399999.9418854727,600000.0581145273,0.20000001937150907,163447107881,39227305891440,0.0,0.0
primary,E50-PC100,300,17891702655887131290,300,19,18,701999983001500780584,701999983001500780584,0,0.0,2999999.927356841,0.07264315905733333,2.4214386352444445e-08,163447107879,49034132363700,0.0,0.0
primary,E50-CONV100,400,7695027954463196593,400,12,11,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929480000,217929480000,0.0,0.0
primary,E50-MT100,400,7695027954463196593,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,7695027954463196593,40,2,1,93599993374944202197,93599993374944202197,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467033,8717178681320,0.0,0.0
primary,E50-PC20,400,7695027954463196593,80,3,2,187199986749888404394,187199986749888404394,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467033,17434357362640,0.0,0.0
primary,E50-PC30,400,7695027954463196593,120,3,2,280799980124832606591,280799980124832606591,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467033,26151536043960,0.0,0.0
primary,E50-PC40,400,7695027954463196593,160,5,4,374399973499776809031,374399973499776809031,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467031,34868714724960,0.0,0.0
primary,E50-PC50,400,7695027954463196593,200,6,5,467999966874721011136,467999966874721011136,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467032,43585893406400,0.0,0.0
primary,E50-PC60,400,7695027954463196593,240,7,6,561599960249665213364,561599960249665213364,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467032,52303072087680,0.0,0.0
primary,E50-PC80,400,7695027954463196593,320,10,9,748799946999553618062,748799946999553618062,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467031,69737429449920,0.0,0.0
primary,E50-PC100,400,7695027954463196593,400,12,11,935999933749442023184,935999933749442023184,0,0.0,3999999.7168779573,0.2831220426359658,7.078051065899145e-08,217929467029,87171786811600,0.0,0.0
primary,E50-CONV100,400,8525591707662220640,400,16,15,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929478000,217929478000,0.0,0.0
primary,E50-MT100,400,8525591707662220640,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,8525591707662220640,40,3,2,93599993374944202196,93599993374944202196,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467033,8717178681320,0.0,0.0
primary,E50-PC20,400,8525591707662220640,80,3,2,187199986749888404394,187199986749888404394,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467033,17434357362640,0.0,0.0
primary,E50-PC30,400,8525591707662220640,120,6,5,280799980124832606773,280799980124832606773,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467031,26151536043720,0.0,0.0
primary,E50-PC40,400,8525591707662220640,160,8,7,374399973499776809274,374399973499776809274,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467029,34868714724640,0.0,0.0
primary,E50-PC50,400,8525591707662220640,200,9,8,467999966874721011440,467999966874721011440,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467030,43585893406000,0.0,0.0
primary,E50-PC60,400,8525591707662220640,240,12,11,561599960249665214093,561599960249665214093,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467028,52303072086720,0.0,0.0
primary,E50-PC80,400,8525591707662220640,320,15,14,748799946999553618790,748799946999553618790,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467028,69737429448960,0.0,0.0
primary,E50-PC100,400,8525591707662220640,400,16,15,935999933749442023792,935999933749442023792,0,0.0,3999999.7168779573,0.28312204263336754,7.078051065834189e-08,217929467027,87171786810800,0.0,0.0
primary,E50-CONV100,400,12108552042459345255,400,15,14,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929479200,217929479200,0.0,0.0
primary,E50-MT100,400,12108552042459345255,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,12108552042459345255,40,1,0,93599993374944202167,93599993374944202167,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467034,8717178681360,0.0,0.0
primary,E50-PC20,400,12108552042459345255,80,3,2,187199986749888404394,187199986749888404394,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467033,17434357362640,0.0,0.0
primary,E50-PC30,400,12108552042459345255,120,3,2,280799980124832606499,280799980124832606499,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467034,26151536044080,0.0,0.0
primary,E50-PC40,400,12108552042459345255,160,5,4,374399973499776808788,374399973499776808788,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467033,34868714725280,0.0,0.0
primary,E50-PC50,400,12108552042459345255,200,7,6,467999966874721011288,467999966874721011288,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467031,43585893406200,0.0,0.0
primary,E50-PC60,400,12108552042459345255,240,8,7,561599960249665213727,561599960249665213727,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467030,52303072087200,0.0,0.0
primary,E50-PC80,400,12108552042459345255,320,13,12,748799946999553618792,748799946999553618792,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467028,69737429448960,0.0,0.0
primary,E50-PC100,400,12108552042459345255,400,15,14,935999933749442023488,935999933749442023488,0,0.0,3999999.7168779573,0.28312204263466667,7.078051065866666e-08,217929467028,87171786811200,0.0,0.0
primary,E50-CONV100,400,16218162384852915827,400,26,25,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929478000,217929478000,0.0,0.0
primary,E50-MT100,400,16218162384852915827,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,16218162384852915827,40,4,3,93599993374944202197,93599993374944202197,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467033,8717178681320,0.0,0.0
primary,E50-PC20,400,16218162384852915827,80,6,5,187199986749888404515,187199986749888404515,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467031,17434357362480,0.0,0.0
primary,E50-PC30,400,16218162384852915827,120,10,9,280799980124832606956,280799980124832606956,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467029,26151536043480,0.0,0.0
primary,E50-PC40,400,16218162384852915827,160,11,10,374399973499776809275,374399973499776809275,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467029,34868714724640,0.0,0.0
primary,E50-PC50,400,16218162384852915827,200,13,12,467999966874721011592,467999966874721011592,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467029,43585893405800,0.0,0.0
primary,E50-PC60,400,16218162384852915827,240,16,15,561599960249665214092,561599960249665214092,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467028,52303072086720,0.0,0.0
primary,E50-PC80,400,16218162384852915827,320,19,18,748799946999553619277,748799946999553619277,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467026,69737429448320,0.0,0.0
primary,E50-PC100,400,16218162384852915827,400,26,25,935999933749442025312,935999933749442025312,0,0.0,3999999.7168779573,0.2831220426268718,7.078051065671794e-08,217929467022,87171786808800,0.0,0.0
primary,E50-CONV100,400,3678478102310266571,400,19,18,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929478400,217929478400,0.0,0.0
primary,E50-MT100,400,3678478102310266571,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,3678478102310266571,40,2,1,93599993374944202167,93599993374944202167,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467034,8717178681360,0.0,0.0
primary,E50-PC20,400,3678478102310266571,80,3,2,187199986749888404394,187199986749888404394,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467033,17434357362640,0.0,0.0
primary,E50-PC30,400,3678478102310266571,120,9,8,280799980124832606954,280799980124832606954,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467029,26151536043480,0.0,0.0
primary,E50-PC40,400,3678478102310266571,160,10,9,374399973499776809397,374399973499776809397,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467028,34868714724480,0.0,0.0
primary,E50-PC50,400,3678478102310266571,200,14,13,467999966874721012048,467999966874721012048,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467026,43585893405200,0.0,0.0
primary,E50-PC60,400,3678478102310266571,240,15,14,561599960249665214641,561599960249665214641,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467025,52303072086000,0.0,0.0
primary,E50-PC80,400,3678478102310266571,320,18,17,748799946999553619764,748799946999553619764,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467024,69737429447680,0.0,0.0
primary,E50-PC100,400,3678478102310266571,400,19,18,935999933749442024400,935999933749442024400,0,0.0,3999999.7168779573,0.28312204263076923,7.078051065769231e-08,217929467025,87171786810000,0.0,0.0
primary,E50-CONV100,400,876786005621288851,400,28,27,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929476000,217929476000,0.0,0.0
primary,E50-MT100,400,876786005621288851,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,876786005621288851,40,3,2,93599993374944202167,93599993374944202167,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467034,8717178681360,0.0,0.0
primary,E50-PC20,400,876786005621288851,80,5,4,187199986749888404391,187199986749888404391,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467033,17434357362640,0.0,0.0
primary,E50-PC30,400,876786005621288851,120,7,6,280799980124832606682,280799980124832606682,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467032,26151536043840,0.0,0.0
primary,E50-PC40,400,876786005621288851,160,8,7,374399973499776808908,374399973499776808908,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467032,34868714725120,0.0,0.0
primary,E50-PC50,400,876786005621288851,200,13,12,467999966874721011592,467999966874721011592,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467029,43585893405800,0.0,0.0
primary,E50-PC60,400,876786005621288851,240,15,14,561599960249665214094,561599960249665214094,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467028,52303072086720,0.0,0.0
primary,E50-PC80,400,876786005621288851,320,23,22,748799946999553620005,748799946999553620005,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467023,69737429447360,0.0,0.0
primary,E50-PC100,400,876786005621288851,400,28,27,935999933749442025616,935999933749442025616,0,0.0,3999999.7168779573,0.28312204262557267,7.078051065639316e-08,217929467021,87171786808400,0.0,0.0
primary,E50-CONV100,400,5865549906742908637,400,19,18,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929478800,217929478800,0.0,0.0
primary,E50-MT100,400,5865549906742908637,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,5865549906742908637,40,1,0,93599993374944202167,93599993374944202167,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467034,8717178681360,0.0,0.0
primary,E50-PC20,400,5865549906742908637,80,6,5,187199986749888404455,187199986749888404455,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467032,17434357362560,0.0,0.0
primary,E50-PC30,400,5865549906742908637,120,10,9,280799980124832606775,280799980124832606775,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467031,26151536043720,0.0,0.0
primary,E50-PC40,400,5865549906742908637,160,11,10,374399973499776809030,374399973499776809030,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467031,34868714724960,0.0,0.0
primary,E50-PC50,400,5865549906742908637,200,11,10,467999966874721011440,467999966874721011440,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467030,43585893406000,0.0,0.0
primary,E50-PC60,400,5865549906742908637,240,12,11,561599960249665213730,561599960249665213730,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467030,52303072087200,0.0,0.0
primary,E50-PC80,400,5865549906742908637,320,13,12,748799946999553618552,748799946999553618552,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467029,69737429449280,0.0,0.0
primary,E50-PC100,400,5865549906742908637,400,19,18,935999933749442024704,935999933749442024704,0,0.0,3999999.7168779573,0.2831220426294701,7.078051065736753e-08,217929467024,87171786809600,0.0,0.0
primary,E50-CONV100,400,15633523601349685045,400,15,14,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929478800,217929478800,0.0,0.0
primary,E50-MT100,400,15633523601349685045,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
primary,E50-PC10,400,15633523601349685045,40,2,1,93599993374944202167,93599993374944202167,0,0.0,399999.9716877957,3600000.0283122044,0.9000000070780511,217929467034,8717178681360,0.0,0.0
primary,E50-PC20,400,15633523601349685045,80,3,2,187199986749888404393,187199986749888404393,0,0.0,799999.9433755914,3200000.0566244083,0.8000000141561021,217929467033,17434357362640,0.0,0.0
primary,E50-PC30,400,15633523601349685045,120,5,4,280799980124832606681,280799980124832606681,0,0.0,1199999.9150633872,2800000.0849366128,0.7000000212341532,217929467032,26151536043840,0.0,0.0
primary,E50-PC40,400,15633523601349685045,160,6,5,374399973499776808908,374399973499776808908,0,0.0,1599999.8867511828,2400000.113248817,0.6000000283122043,217929467032,34868714725120,0.0,0.0
primary,E50-PC50,400,15633523601349685045,200,6,5,467999966874721011440,467999966874721011440,0,0.0,1999999.8584389787,2000000.1415610213,0.5000000353902553,217929467030,43585893406000,0.0,0.0
primary,E50-PC60,400,15633523601349685045,240,7,6,561599960249665213730,561599960249665213730,0,0.0,2399999.8301267745,1600000.1698732255,0.4000000424683064,217929467030,52303072087200,0.0,0.0
primary,E50-PC80,400,15633523601349685045,320,10,9,748799946999553618791,748799946999553618791,0,0.0,3199999.7735023657,800000.2264976341,0.2000000566244085,217929467028,69737429448960,0.0,0.0
primary,E50-PC100,400,15633523601349685045,400,15,14,935999933749442023792,935999933749442023792,0,0.0,3999999.7168779573,0.28312204263336754,7.078051065834189e-08,217929467027,87171786810800,0.0,0.0
primary,E50-CONV100,400,14497997932990664800,400,14,13,936000000000000000000,936000000000000000000,0,0.0,4000000.0,0.0,0.0,217929479200,217929479200,0.0,0.0
primary,E50-MT100,400,14497997932990664800,400,1,0,936000000000000000000,2340000003650486272,933659999996349513728,0.9974999999961,4000000.0,0.0,0.0,544823706,217929482400,0.0,0.0
