tag,arm,N,seed,k_active,alpha_case,alpha,energy_J,energy_kWh,saving_vs_MT100,energy_per_block_J
primary,E50-PC20,100,8525591707662220640,20,LP0,0.0,701999999.3462116,194.9999998183921,0.8000000001862645,350999999.6731058
primary,E50-PC20,100,8525591707662220640,20,LP10,0.1,982799999.4115903,272.9999998365529,0.7200000001676381,491399999.70579517
primary,E50-PC20,100,8525591707662220640,20,LP25,0.25,1403999999.5096586,389.9999998637941,0.6000000001396983,701999999.7548293
primary,E50-PC20,100,8525591707662220640,20,LP50,0.5,2105999999.6731057,584.999999909196,0.4000000000931323,1052999999.8365529
primary,E50-PC30,100,8525591707662220640,30,LP0,0.0,1052999999.0193174,292.49999972758815,0.7000000002793967,210599999.80386347
primary,E50-PC30,100,8525591707662220640,30,LP10,0.1,1298699999.1173856,360.74999975482933,0.6300000002514571,259739999.82347712
primary,E50-PC30,100,8525591707662220640,30,LP25,0.25,1667249999.264488,463.1249997956911,0.5250000002095476,333449999.8528976
primary,E50-PC30,100,8525591707662220640,30,LP50,0.5,2281499999.509659,633.7499998637941,0.35000000013969834,456299999.90193176
primary,E50-PC40,100,8525591707662220640,40,LP0,0.0,1403999998.692423,389.9999996367842,0.600000000372529,200571428.38463187
primary,E50-PC40,100,8525591707662220640,40,LP10,0.1,1614599998.8231807,448.4999996731057,0.5400000003352762,230657142.68902582
primary,E50-PC40,100,8525591707662220640,40,LP25,0.25,1930499999.0193174,536.2499997275881,0.4500000002793968,275785714.14561677
primary,E50-PC40,100,8525591707662220640,40,LP50,0.5,2456999999.3462114,682.4999998183921,0.3000000001862646,350999999.9066016
primary,E50-PC50,100,8525591707662220640,50,LP0,0.0,1754999998.3655288,487.49999954598024,0.5000000004656613,219374999.7956911
primary,E50-PC50,100,8525591707662220640,50,LP10,0.1,1930499998.528976,536.2499995913822,0.45000000041909516,241312499.816122
primary,E50-PC50,100,8525591707662220640,50,LP25,0.25,2193749998.7741466,609.3749996594852,0.37500000034924597,274218749.8467683
primary,E50-PC50,100,8525591707662220640,50,LP50,0.5,2632499999.1827645,731.2499997729901,0.25000000023283064,329062499.89784557
primary,E50-PC60,100,8525591707662220640,60,LP0,0.0,2105999998.0386348,584.9999994551763,0.4000000005587935,191454545.2762395
primary,E50-PC60,100,8525591707662220640,60,LP10,0.1,2246399998.2347713,623.9999995096587,0.36000000050291414,204218181.65770647
primary,E50-PC60,100,8525591707662220640,60,LP25,0.25,2456999998.528976,682.4999995913822,0.30000000041909514,223363636.22990692
primary,E50-PC60,100,8525591707662220640,60,LP50,0.5,2807999999.019317,779.9999997275881,0.2000000002793968,255272727.1835743
primary,E50-PC80,100,8525591707662220640,80,LP0,0.0,2807999997.384846,779.9999992735684,0.20000000074505808,200571428.38463187
primary,E50-PC80,100,8525591707662220640,80,LP10,0.1,2878199997.6463614,799.4999993462114,0.18000000067055233,205585714.11759725
primary,E50-PC80,100,8525591707662220640,80,LP25,0.25,2983499998.038635,828.7499994551763,0.15000000055879348,213107142.71704534
primary,E50-PC80,100,8525591707662220640,80,LP50,0.5,3158999998.692423,877.4999996367841,0.1000000003725291,225642857.04945877
primary,E50-PC100,100,8525591707662220640,100,LP0,0.0,3509999996.7310576,974.9999990919605,9.313225746154785e-10,233999999.78207052
primary,E50-PC100,100,8525591707662220640,100,LP10,0.1,3509999997.057952,974.9999991827644,8.381902949494702e-10,233999999.80386347
primary,E50-PC100,100,8525591707662220640,100,LP25,0.25,3509999997.548293,974.9999993189703,6.984920419839113e-10,233999999.8365529
primary,E50-PC100,100,8525591707662220640,100,LP50,0.5,3509999998.365529,974.9999995459802,4.656612873077393e-10,233999999.89103526
primary,E50-CONV100,100,12108552042459345255,100,LP0,0.0,3510000000.0,975.0,0.0,250714285.7142857
primary,E50-CONV100,100,12108552042459345255,100,LP10,0.1,3510000000.0,975.0,0.0,250714285.7142857
primary,E50-CONV100,100,12108552042459345255,100,LP25,0.25,3510000000.0,975.0,0.0,250714285.7142857
primary,E50-CONV100,100,12108552042459345255,100,LP50,0.5,3510000000.0,975.0,0.0,250714285.7142857
primary,E50-MT100,100,12108552042459345255,100,LP0,0.0,3510000000.0,975.0,0.0,
primary,E50-MT100,100,12108552042459345255,100,LP10,0.1,3510000000.0,975.0,0.0,
primary,E50-MT100,100,12108552042459345255,100,LP25,0.25,3510000000.0,975.0,0.0,
primary,E50-MT100,100,12108552042459345255,100,LP50,0.5,3510000000.0,975.0,0.0,
primary,E50-PC10,100,12108552042459345255,10,LP0,0.0,350999999.6731058,97.49999990919605,0.9000000000931323,
primary,E50-PC10,100,12108552042459345255,10,LP10,0.1,666899999.7057952,185.24999991827644,0.810000000083819,
primary,E50-PC10,100,12108552042459345255,10,LP25,0.25,1140749999.7548294,316.87499993189704,0.6750000000698492,
primary,E50-PC10,100,12108552042459345255,10,LP50,0.5,1930499999.8365529,536.249999954598,0.45000000004656615,
primary,E50-PC20,100,12108552042459345255,20,LP0,0.0,701999999.3462116,194.9999998183921,0.8000000001862645,350999999.6731058
primary,E50-PC20,100,12108552042459345255,20,LP10,0.1,982799999.4115903,272.9999998365529,0.7200000001676381,491399999.70579517
primary,E50-PC20,100,12108552042459345255,20,LP25,0.25,1403999999.5096586,389.9999998637941,0.6000000001396983,701999999.7548293
primary,E50-PC20,100,12108552042459345255,20,LP50,0.5,2105999999.6731057,584.999999909196,0.4000000000931323,1052999999.8365529
primary,E50-PC30,100,12108552042459345255,30,LP0,0.0,1052999999.0193174,292.49999972758815,0.7000000002793967,526499999.5096587
primary,E50-PC30,100,12108552042459345255,30,LP10,0.1,1298699999.1173856,360.74999975482933,0.6300000002514571,649349999.5586928
primary,E50-PC30,100,12108552042459345255,30,LP25,0.25,1667249999.264488,463.1249997956911,0.5250000002095476,833624999.632244
primary,E50-PC30,100,12108552042459345255,30,LP50,0.5,2281499999.509659,633.7499998637941,0.35000000013969834,1140749999.7548294
primary,E50-PC40,100,12108552042459345255,40,LP0,0.0,1403999998.692423,389.9999996367842,0.600000000372529,350999999.6731058
primary,E50-PC40,100,12108552042459345255,40,LP10,0.1,1614599998.8231807,448.4999996731057,0.5400000003352762,403649999.70579517
primary,E50-PC40,100,12108552042459345255,40,LP25,0.25,1930499999.0193174,536.2499997275881,0.4500000002793968,482624999.75482935
primary,E50-PC40,100,12108552042459345255,40,LP50,0.5,2456999999.3462114,682.4999998183921,0.3000000001862646,614249999.8365529
primary,E50-PC50,100,12108552042459345255,50,LP0,0.0,1754999998.3655288,487.49999954598024,0.5000000004656613,292499999.7275881
primary,E50-PC50,100,12108552042459345255,50,LP10,0.1,1930499998.528976,536.2499995913822,0.45000000041909516,321749999.75482935
primary,E50-PC50,100,12108552042459345255,50,LP25,0.25,2193749998.7741466,609.3749996594852,0.37500000034924597,365624999.7956911
primary,E50-PC50,100,12108552042459345255,50,LP50,0.5,2632499999.1827645,731.2499997729901,0.25000000023283064,438749999.8637941
primary,E50-PC60,100,12108552042459345255,60,LP0,0.0,2105999998.0386348,584.9999994551763,0.4000000005587935,300857142.5769478
primary,E50-PC60,100,12108552042459345255,60,LP10,0.1,2246399998.2347713,623.9999995096587,0.36000000050291414,320914285.46211016
primary,E50-PC60,100,12108552042459345255,60,LP25,0.25,2456999998.528976,682.4999995913822,0.30000000041909514,350999999.7898537
primary,E50-PC60,100,12108552042459345255,60,LP50,0.5,2807999999.019317,779.9999997275881,0.2000000002793968,401142857.0027596
primary,E50-PC80,100,12108552042459345255,80,LP0,0.0,2807999997.384846,779.9999992735684,0.20000000074505808,233999999.78207052
primary,E50-PC80,100,12108552042459345255,80,LP10,0.1,2878199997.6463614,799.4999993462114,0.18000000067055233,239849999.80386344
primary,E50-PC80,100,12108552042459345255,80,LP25,0.25,2983499998.038635,828.7499994551763,0.15000000055879348,248624999.8365529
primary,E50-PC80,100,12108552042459345255,80,LP50,0.5,3158999998.692423,877.4999996367841,0.1000000003725291,263249999.89103523
primary,E50-PC100,100,12108552042459345255,100,LP0,0.0,3509999996.7310576,974.9999990919605,9.313225746154785e-10,250714285.48078984
primary,E50-PC100,100,12108552042459345255,100,LP10,0.1,3509999997.057952,974.9999991827644,8.381902949494702e-10,250714285.50413942
primary,E50-PC100,100,12108552042459345255,100,LP25,0.25,3509999997.548293,974.9999993189703,6.984920419839113e-10,250714285.5391638
primary,E50-PC100,100,12108552042459345255,100,LP50,0.5,3509999998.365529,974.9999995459802,4.656612873077393e-10,250714285.5975378
primary,E50-CONV100,100,16218162384852915827,100,LP0,0.0,3510000000.0,975.0,0.0,140400000.0
primary,E50-CONV100,100,16218162384852915827,100,LP10,0.1,3510000000.0,975.0,0.0,140400000.0
primary,E50-CONV100,100,16218162384852915827,100,LP25,0.25,3510000000.0,975.0,0.0,140400000.0
primary,E50-CONV100,100,16218162384852915827,100,LP50,0.5,3510000000.0,975.0,0.0,140400000.0
primary,E50-MT100,100,16218162384852915827,100,LP0,0.0,3510000000.0,975.0,0.0,3510000000.0
primary,E50-MT100,100,16218162384852915827,100,LP10,0.1,3510000000.0,975.0,0.0,3510000000.0
primary,E50-MT100,100,16218162384852915827,100,LP25,0.25,3510000000.0,975.0,0.0,3510000000.0
primary,E50-MT100,100,16218162384852915827,100,LP50,0.5,3510000000.0,975.0,0.0,3510000000.0
primary,E50-PC10,100,16218162384852915827,10,LP0,0.0,350999999.6731058,97.49999990919605,0.9000000000931323,116999999.89103526
primary,E50-PC10,100,16218162384852915827,10,LP10,0.1,666899999.7057952,185.24999991827644,0.810000000083819,222299999.90193173
primary,E50-PC10,100,16218162384852915827,10,LP25,0.25,1140749999.7548294,316.87499993189704,0.6750000000698492,380249999.9182765
primary,E50-PC10,100,16218162384852915827,10,LP50,0.5,1930499999.8365529,536.249999954598,0.45000000004656615,643499999.9455177
primary,E50-PC20,100,16218162384852915827,20,LP0,0.0,701999999.3462116,194.9999998183921,0.8000000001862645,140399999.8692423
primary,E50-PC20,100,16218162384852915827,20,LP10,0.1,982799999.4115903,272.9999998365529,0.7200000001676381,196559999.88231808
primary,E50-PC20,100,16218162384852915827,20,LP25,0.25,1403999999.5096586,389.9999998637941,0.6000000001396983,280799999.9019317
primary,E50-PC20,100,16218162384852915827,20,LP50,0.5,2105999999.6731057,584.999999909196,0.4000000000931323,421199999.93462116
primary,E50-PC30,100,16218162384852915827,30,LP0,0.0,1052999999.0193174,292.49999972758815,0.7000000002793967,116999999.89103526
primary,E50-PC30,100,16218162384852915827,30,LP10,0.1,1298699999.1173856,360.74999975482933,0.6300000002514571,144299999.90193173
primary,E50-PC30,100,16218162384852915827,30,LP25,0.25,1667249999.264488,463.1249997956911,0.5250000002095476,185249999.91827643
primary,E50-PC30,100,16218162384852915827,30,LP50,0.5,2281499999.509659,633.7499998637941,0.35000000013969834,253499999.94551766
primary,E50-PC40,100,16218162384852915827,40,LP0,0.0,1403999998.692423,389.9999996367842,0.600000000372529,140399999.8692423
primary,E50-PC40,100,16218162384852915827,40,LP10,0.1,1614599998.8231807,448.4999996731057,0.5400000003352762,161459999.88231808
primary,E50-PC40,100,16218162384852915827,40,LP25,0.25,1930499999.0193174,536.2499997275881,0.4500000002793968,193049999.90193173
primary,E50-PC40,100,16218162384852915827,40,LP50,0.5,2456999999.3462114,682.4999998183921,0.3000000001862646,245699999.93462116
primary,E50-PC50,100,16218162384852915827,50,LP0,0.0,1754999998.3655288,487.49999954598024,0.5000000004656613,146249999.86379406
primary,E50-PC50,100,16218162384852915827,50,LP10,0.1,1930499998.528976,536.2499995913822,0.45000000041909516,160874999.87741467
primary,E50-PC50,100,16218162384852915827,50,LP25,0.25,2193749998.7741466,609.3749996594852,0.37500000034924597,182812499.89784554
primary,E50-PC50,100,16218162384852915827,50,LP50,0.5,2632499999.1827645,731.2499997729901,0.25000000023283064,219374999.93189704
primary,E50-PC60,100,16218162384852915827,60,LP0,0.0,2105999998.0386348,584.9999994551763,0.4000000005587935,140399999.8692423
primary,E50-PC60,100,16218162384852915827,60,LP10,0.1,2246399998.2347713,623.9999995096587,0.36000000050291414,149759999.88231808
primary,E50-PC60,100,16218162384852915827,60,LP25,0.25,2456999998.528976,682.4999995913822,0.30000000041909514,163799999.90193173
primary,E50-PC60,100,16218162384852915827,60,LP50,0.5,2807999999.019317,779.9999997275881,0.2000000002793968,187199999.93462116
primary,E50-PC80,100,16218162384852915827,80,LP0,0.0,2807999997.384846,779.9999992735684,0.20000000074505808,155999999.85471368
primary,E50-PC80,100,16218162384852915827,80,LP10,0.1,2878199997.6463614,799.4999993462114,0.18000000067055233,159899999.8692423
primary,E50-PC80,100,16218162384852915827,80,LP25,0.25,2983499998.038635,828.7499994551763,0.15000000055879348,165749999.89103526
primary,E50-PC80,100,16218162384852915827,80,LP50,0.5,3158999998.692423,877.4999996367841,0.1000000003725291,175499999.92735684
primary,E50-PC100,100,16218162384852915827,100,LP0,0.0,3509999996.7310576,974.9999990919605,9.313225746154785e-10,140399999.8692423
primary,E50-PC100,100,16218162384852915827,100,LP10,0.1,3509999997.057952,974.9999991827644,8.381902949494702e-10,140399999.88231808
primary,E50-PC100,100,16218162384852915827,100,LP25,0.25,3509999997.548293,974.9999993189703,6.984920419839113e-10,140399999.90193173
primary,E50-PC100,100,16218162384852915827,100,LP50,0.5,3509999998.365529,974.9999995459802,4.656612873077393e-10,140399999.93462116
primary,E50-CONV100,100,3678478102310266571,100,LP0,0.0,3510000000.0,975.0,0.0,195000000.0
primary,E50-CONV100,100,3678478102310266571,100,LP10,0.1,3510000000.0,975.0,0.0,195000000.0
primary,E50-CONV100,100,3678478102310266571,100,LP25,0.25,3510000000.0,975.0,0.0,195000000.0
primary,E50-CONV100,100,3678478102310266571,100,LP50,0.5,3510000000.0,975.0,0.0,195000000.0
primary,E50-MT100,100,3678478102310266571,100,LP0,0.0,3510000000.0,975.0,0.0,
primary,E50-MT100,100,3678478102310266571,100,LP10,0.1,3510000000.0,975.0,0.0,
primary,E50-MT100,100,3678478102310266571,100,LP25,0.25,3510000000.0,975.0,0.0,
primary,E50-MT100,100,3678478102310266571,100,LP50,0.5,3510000000.0,975.0,0.0,
primary,E50-PC10,100,3678478102310266571,10,LP0,0.0,350999999.6731058,97.49999990919605,0.9000000000931323,350999999.6731058
primary,E50-PC10,100,3678478102310266571,10,LP10,0.1,666899999.7057952,185.24999991827644,0.810000000083819,666899999.7057952
primary,E50-PC10,100,3678478102310266571,10,LP25,0.25,1140749999.7548294,316.87499993189704,0.6750000000698492,1140749999.7548294
primary,E50-PC10,100,3678478102310266571,10,LP50,0.5,1930499999.8365529,536.249999954598,0.45000000004656615,1930499999.8365529
primary,E50-PC20,100,3678478102310266571,20,LP0,0.0,701999999.3462116,194.9999998183921,0.8000000001862645,350999999.6731058
primary,E50-PC20,100,3678478102310266571,20,LP10,0.1,982799999.4115903,272.9999998365529,0.7200000001676381,491399999.70579517
primary,E50-PC20,100,3678478102310266571,20,LP25,0.25,1403999999.5096586,389.9999998637941,0.6000000001396983,701999999.7548293
primary,E50-PC20,100,3678478102310266571,20,LP50,0.5,2105999999.6731057,584.999999909196,0.4000000000931323,1052999999.8365529
primary,E50-PC30,100,3678478102310266571,30,LP0,0.0,1052999999.0193174,292.49999972758815,0.7000000002793967,131624999.87741467
primary,E50-PC30,100,3678478102310266571,30,LP10,0.1,1298699999.1173856,360.74999975482933,0.6300000002514571,162337499.8896732
primary,E50-PC30,100,3678478102310266571,30,LP25,0.25,1667249999.264488,463.1249997956911,0.5250000002095476,208406249.908061
primary,E50-PC30,100,3678478102310266571,30,LP50,0.5,2281499999.509659,633.7499998637941,0.35000000013969834,285187499.93870735
primary,E50-PC40,100,3678478102310266571,40,LP0,0.0,1403999998.692423,389.9999996367842,0.600000000372529,155999999.85471368
primary,E50-PC40,100,3678478102310266571,40,LP10,0.1,1614599998.8231807,448.4999996731057,0.5400000003352762,179399999.8692423
primary,E50-PC40,100,3678478102310266571,40,LP25,0.25,1930499999.0193174,536.2499997275881,0.4500000002793968,214499999.89103526
primary,E50-PC40,100,3678478102310266571,40,LP50,0.5,2456999999.3462114,682.4999998183921,0.3000000001862646,272999999.92735684
primary,E50-PC50,100,3678478102310266571,50,LP0,0.0,1754999998.3655288,487.49999954598024,0.5000000004656613,134999999.87427145
primary,E50-PC50,100,3678478102310266571,50,LP10,0.1,1930499998.528976,536.2499995913822,0.45000000041909516,148499999.8868443
primary,E50-PC50,100,3678478102310266571,50,LP25,0.25,2193749998.7741466,609.3749996594852,0.37500000034924597,168749999.90570357
primary,E50-PC50,100,3678478102310266571,50,LP50,0.5,2632499999.1827645,731.2499997729901,0.25000000023283064,202499999.93713573
primary,E50-PC60,100,3678478102310266571,60,LP0,0.0,2105999998.0386348,584.9999994551763,0.4000000005587935,150428571.2884739
primary,E50-PC60,100,3678478102310266571,60,LP10,0.1,2246399998.2347713,623.9999995096587,0.36000000050291414,160457142.73105508
primary,E50-PC60,100,3678478102310266571,60,LP25,0.25,2456999998.528976,682.4999995913822,0.30000000041909514,175499999.89492685
primary,E50-PC60,100,3678478102310266571,60,LP50,0.5,2807999999.019317,779.9999997275881,0.2000000002793968,200571428.5013798
primary,E50-PC80,100,3678478102310266571,80,LP0,0.0,2807999997.384846,779.9999992735684,0.20000000074505808,165176470.4344027
primary,E50-PC80,100,3678478102310266571,80,LP10,0.1,2878199997.6463614,799.4999993462114,0.18000000067055233,169305882.21449184
primary,E50-PC80,100,3678478102310266571,80,LP25,0.25,2983499998.038635,828.7499994551763,0.15000000055879348,175499999.88462558
primary,E50-PC80,100,3678478102310266571,80,LP50,0.5,3158999998.692423,877.4999996367841,0.1000000003725291,185823529.3348484
primary,E50-PC100,100,3678478102310266571,100,LP0,0.0,3509999996.7310576,974.9999990919605,9.313225746154785e-10,194999999.8183921
primary,E50-PC100,100,3678478102310266571,100,LP10,0.1,3509999997.057952,974.9999991827644,8.381902949494702e-10,194999999.8365529
primary,E50-PC100,100,3678478102310266571,100,LP25,0.25,3509999997.548293,974.9999993189703,6.984920419839113e-10,194999999.86379406
primary,E50-PC100,100,3678478102310266571,100,LP50,0.5,3509999998.365529,974.9999995459802,4.656612873077393e-10,194999999.90919605
primary,E50-CONV100,100,876786005621288851,100,LP0,0.0,3510000000.0,975.0,0.0,130000000.0
primary,E50-CONV100,100,876786005621288851,100,LP10,0.1,3510000000.0,975.0,0.0,130000000.0
primary,E50-CONV100,100,876786005621288851,100,LP25,0.25,3510000000.0,975.0,0.0,130000000.0
primary,E50-CONV100,100,876786005621288851,100,LP50,0.5,3510000000.0,975.0,0.0,130000000.0
primary,E50-MT100,100,876786005621288851,100,LP0,0.0,3510000000.0,975.0,0.0,
primary,E50-MT100,100,876786005621288851,100,LP10,0.1,3510000000.0,975.0,0.0,
primary,E50-MT100,100,876786005621288851,100,LP25,0.25,3510000000.0,975.0,0.0,
primary,E50-MT100,100,876786005621288851,100,LP50,0.5,3510000000.0,975.0,0.0,
primary,E50-PC10,100,876786005621288851,10,LP0,0.0,350999999.6731058,97.49999990919605,0.9000000000931323,175499999.8365529
primary,E50-PC10,100,876786005621288851,10,LP10,0.1,666899999.7057952,185.24999991827644,0.810000000083819,333449999.8528976
primary,E50-PC10,100,876786005621288851,10,LP25,0.25,1140749999.7548294,316.87499993189704,0.6750000000698492,570374999.8774147
primary,E50-PC10,100,876786005621288851,10,LP50,0.5,1930499999.8365529,536.249999954598,0.45000000004656615,965249999.9182764
primary,E50-PC20,100,876786005621288851,20,LP0,0.0,701999999.3462116,194.9999998183921,0.8000000001862645,175499999.8365529
primary,E50-PC20,100,876786005621288851,20,LP10,0.1,982799999.4115903,272.9999998365529,0.7200000001676381,245699999.85289758
primary,E50-PC20,100,876786005621288851,20,LP25,0.25,1403999999.5096586,389.9999998637941,0.6000000001396983,350999999.87741464
primary,E50-PC20,100,876786005621288851,20,LP50,0.5,2105999999.6731057,584.999999909196,0.4000000000931323,526499999.9182764
primary,E50-PC30,100,876786005621288851,30,LP0,0.0,1052999999.0193174,292.49999972758815,0.7000000002793967,175499999.8365529
primary,E50-PC30,100,876786005621288851,30,LP10,0.1,1298699999.1173856,360.74999975482933,0.6300000002514571,216449999.8528976
primary,E50-PC30,100,876786005621288851,30,LP25,0.25,1667249999.264488,463.1249997956911,0.5250000002095476,277874999.87741464
primary,E50-PC30,100,876786005621288851,30,LP50,0.5,2281499999.509659,633.7499998637941,0.35000000013969834,380249999.9182765
primary,E50-PC40,100,876786005621288851,40,LP0,0.0,1403999998.692423,389.9999996367842,0.600000000372529,200571428.38463187
primary,E50-PC40,100,876786005621288851,40,LP10,0.1,1614599998.8231807,448.4999996731057,0.5400000003352762,230657142.68902582
primary,E50-PC40,100,876786005621288851,40,LP25,0.25,1930499999.0193174,536.2499997275881,0.4500000002793968,275785714.14561677
primary,E50-PC40,100,876786005621288851,40,LP50,0.5,2456999999.3462114,682.4999998183921,0.3000000001862646,350999999.9066016
primary,E50-PC50,100,876786005621288851,50,LP0,0.0,1754999998.3655288,487.49999954598024,0.5000000004656613,146249999.86379406
primary,E50-PC50,100,876786005621288851,50,LP10,0.1,1930499998.528976,536.2499995913822,0.45000000041909516,160874999.87741467
primary,E50-PC50,100,876786005621288851,50,LP25,0.25,2193749998.7741466,609.3749996594852,0.37500000034924597,182812499.89784554
primary,E50-PC50,100,876786005621288851,50,LP50,0.5,2632499999.1827645,731.2499997729901,0.25000000023283064,219374999.93189704
primary,E50-PC60,100,876786005621288851,60,LP0,0.0,2105999998.0386348,584.9999994551763,0.4000000005587935,150428571.2884739
