tag,arm,N,seed,k_active,epochs_completed,exhaustions,unique_per_epoch,epoch_seconds
primary,E50-PC100,200,9839921138141735050,200,108964738586,21792947717200,4294967296.216657,9.17728076969371e-08
primary,E50-CONV100,200,76950829605806397,200,108964739200,108964739200,4294967376.015158,9.177280717981106e-08
primary,E50-MT100,200,76950829605806397,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,76950829605806397,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,76950829605806397,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,76950829605806397,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,76950829605806397,80,108964738587,8717179086960,1717986918.470896,9.177280769609488e-08
primary,E50-PC50,200,76950829605806397,100,108964738587,10896473858700,2147483648.08862,9.177280769609488e-08
primary,E50-PC60,200,76950829605806397,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,76950829605806397,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,76950829605806397,200,108964738584,21792947716800,4294967296.295488,9.177280769862155e-08
primary,E50-CONV100,200,4559695916379544378,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,4559695916379544378,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,4559695916379544378,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,4559695916379544378,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,4559695916379544378,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,4559695916379544378,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,4559695916379544378,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,4559695916379544378,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,4559695916379544378,160,108964738585,17434358173600,3435973837.004858,9.177280769777932e-08
primary,E50-PC100,200,4559695916379544378,200,108964738583,21792947716600,4294967296.334905,9.177280769946378e-08
primary,E50-CONV100,200,18018684830827566070,200,108964740000,108964740000,4294967344.482261,9.177280650603122e-08
primary,E50-MT100,200,18018684830827566070,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,18018684830827566070,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,18018684830827566070,40,108964738591,4358589543640,858993459.2039151,9.177280769272598e-08
primary,E50-PC30,200,18018684830827566070,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,18018684830827566070,80,108964738588,8717179087040,1717986918.4551296,9.177280769525265e-08
primary,E50-PC50,200,18018684830827566070,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,18018684830827566070,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,18018684830827566070,160,108964738586,17434358173760,3435973836.9733253,9.17728076969371e-08
primary,E50-PC100,200,18018684830827566070,200,108964738585,21792947717000,4294967296.256072,9.177280769777932e-08
primary,E50-CONV100,200,11415035473929976970,200,108964738800,108964738800,4294967391.781607,9.177280751670099e-08
primary,E50-MT100,200,11415035473929976970,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,11415035473929976970,20,108964738588,2179294771760,429496729.6137824,9.177280769525265e-08
primary,E50-PC20,200,11415035473929976970,40,108964738584,4358589543360,858993459.2590977,9.177280769862155e-08
primary,E50-PC30,200,11415035473929976970,60,108964738583,6537884314980,1288490188.9004714,9.177280769946378e-08
primary,E50-PC40,200,11415035473929976970,80,108964738582,8717179086560,1717986918.5497284,9.1772807700306e-08
primary,E50-PC50,200,11415035473929976970,100,108964738582,10896473858200,2147483648.1871605,9.1772807700306e-08
primary,E50-PC60,200,11415035473929976970,120,108964738582,13075768629840,2576980377.8245926,9.1772807700306e-08
primary,E50-PC80,200,11415035473929976970,160,108964738580,17434358172800,3435973837.1625223,9.177280770199045e-08
primary,E50-PC100,200,11415035473929976970,200,108964738578,21792947715600,4294967296.531985,9.17728077036749e-08
primary,E50-CONV100,200,5972818461147421061,200,108964740000,108964740000,4294967344.482261,9.177280650603122e-08
primary,E50-MT100,200,5972818461147421061,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,5972818461147421061,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,5972818461147421061,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,5972818461147421061,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,5972818461147421061,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,5972818461147421061,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,5972818461147421061,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,5972818461147421061,160,108964738586,17434358173760,3435973836.9733253,9.17728076969371e-08
primary,E50-PC100,200,5972818461147421061,200,108964738584,21792947716800,4294967296.295488,9.177280769862155e-08
primary,E50-CONV100,200,11677511577610847452,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,11677511577610847452,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,11677511577610847452,20,108964738589,2179294771780,429496729.6098408,9.177280769441043e-08
primary,E50-PC20,200,11677511577610847452,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,11677511577610847452,60,108964738587,6537884315220,1288490188.853172,9.177280769609488e-08
primary,E50-PC40,200,11677511577610847452,80,108964738587,8717179086960,1717986918.470896,9.177280769609488e-08
primary,E50-PC50,200,11677511577610847452,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,11677511577610847452,120,108964738585,13075768630200,2576980377.7536435,9.177280769777932e-08
primary,E50-PC80,200,11677511577610847452,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,11677511577610847452,200,108964738581,21792947716200,4294967296.413737,9.177280770114822e-08
primary,E50-CONV100,200,17891702655887131290,200,108964739800,108964739800,4294967352.365485,9.177280667447617e-08
primary,E50-MT100,200,17891702655887131290,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,17891702655887131290,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,17891702655887131290,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,17891702655887131290,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,17891702655887131290,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,17891702655887131290,100,108964738589,10896473858900,2147483648.049204,9.177280769441043e-08
primary,E50-PC60,200,17891702655887131290,120,108964738588,13075768630560,2576980377.6826944,9.177280769525265e-08
primary,E50-PC80,200,17891702655887131290,160,108964738584,17434358173440,3435973837.036391,9.177280769862155e-08
primary,E50-PC100,200,17891702655887131290,200,108964738582,21792947716400,4294967296.374321,9.1772807700306e-08
primary,E50-CONV100,300,7695027954463196593,300,163447110000,163447110000,4294967344.482261,6.11818710040208e-08
primary,E50-MT100,300,7695027954463196593,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,7695027954463196593,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,7695027954463196593,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,7695027954463196593,90,163447107886,14710239709740,1288490188.8098145,6.118187179533782e-08
primary,E50-PC40,300,7695027954463196593,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,7695027954463196593,150,163447107883,24517066182450,2147483648.0557733,6.118187179646079e-08
primary,E50-PC60,300,7695027954463196593,180,163447107882,29420479418760,2576980377.6826944,6.11818717968351e-08
primary,E50-PC80,300,7695027954463196593,240,163447107881,39227305891440,3435973836.931281,6.118187179720942e-08
primary,E50-PC100,300,7695027954463196593,300,163447107882,49034132364600,4294967296.137824,6.11818717968351e-08
primary,E50-CONV100,300,8525591707662220640,300,163447108500,163447108500,4294967383.898382,6.118187156550402e-08
primary,E50-MT100,300,8525591707662220640,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,8525591707662220640,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,8525591707662220640,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,8525591707662220640,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,8525591707662220640,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,8525591707662220640,150,163447107883,24517066182450,2147483648.0557733,6.118187179646079e-08
primary,E50-PC60,300,8525591707662220640,180,163447107882,29420479418760,2576980377.6826944,6.11818717968351e-08
primary,E50-PC80,300,8525591707662220640,240,163447107881,39227305891440,3435973836.931281,6.118187179720942e-08
primary,E50-PC100,300,8525591707662220640,300,163447107879,49034132363700,4294967296.216657,6.118187179795806e-08
primary,E50-CONV100,300,12108552042459345255,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,12108552042459345255,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,12108552042459345255,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,12108552042459345255,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,12108552042459345255,90,163447107886,14710239709740,1288490188.8098145,6.118187179533782e-08
primary,E50-PC40,300,12108552042459345255,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,12108552042459345255,150,163447107884,24517066182600,2147483648.0426345,6.118187179608646e-08
primary,E50-PC60,300,12108552042459345255,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,12108552042459345255,240,163447107881,39227305891440,3435973836.931281,6.118187179720942e-08
primary,E50-PC100,300,12108552042459345255,300,163447107880,49034132364000,4294967296.190379,6.118187179758374e-08
primary,E50-CONV100,300,16218162384852915827,300,163447108500,163447108500,4294967383.898382,6.118187156550402e-08
primary,E50-MT100,300,16218162384852915827,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,16218162384852915827,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,16218162384852915827,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,16218162384852915827,90,163447107882,14710239709380,1288490188.8413472,6.11818717968351e-08
primary,E50-PC40,300,16218162384852915827,120,163447107882,19613652945840,1717986918.4551296,6.11818717968351e-08
primary,E50-PC50,300,16218162384852915827,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,16218162384852915827,180,163447107880,29420479418400,2576980377.714227,6.118187179758374e-08
primary,E50-PC80,300,16218162384852915827,240,163447107880,39227305891200,3435973836.952303,6.118187179758374e-08
primary,E50-PC100,300,16218162384852915827,300,163447107874,49034132362200,4294967296.348043,6.118187179982967e-08
primary,E50-CONV100,300,3678478102310266571,300,163447108800,163447108800,4294967376.015158,6.118187145320738e-08
primary,E50-MT100,300,3678478102310266571,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,3678478102310266571,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,3678478102310266571,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,3678478102310266571,90,163447107883,14710239709470,1288490188.833464,6.118187179646079e-08
primary,E50-PC40,300,3678478102310266571,120,163447107882,19613652945840,1717986918.4551296,6.11818717968351e-08
primary,E50-PC50,300,3678478102310266571,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,3678478102310266571,180,163447107879,29420479418220,2576980377.729994,6.118187179795806e-08
primary,E50-PC80,300,3678478102310266571,240,163447107878,39227305890720,3435973836.994347,6.118187179833238e-08
primary,E50-PC100,300,3678478102310266571,300,163447107876,49034132362800,4294967296.295488,6.118187179908103e-08
primary,E50-CONV100,300,876786005621288851,300,163447107000,163447107000,4294967423.314504,6.118187212698723e-08
primary,E50-MT100,300,876786005621288851,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,876786005621288851,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,876786005621288851,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,876786005621288851,90,163447107883,14710239709470,1288490188.833464,6.118187179646079e-08
primary,E50-PC40,300,876786005621288851,120,163447107883,19613652945960,1717986918.4446187,6.118187179646079e-08
primary,E50-PC50,300,876786005621288851,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,876786005621288851,180,163447107879,29420479418220,2576980377.729994,6.118187179795806e-08
primary,E50-PC80,300,876786005621288851,240,163447107876,39227305890240,3435973837.036391,6.118187179908103e-08
primary,E50-PC100,300,876786005621288851,300,163447107873,49034132361900,4294967296.374321,6.1181871800204e-08
primary,E50-CONV100,300,5865549906742908637,300,163447109100,163447109100,4294967368.131933,6.118187134091073e-08
primary,E50-MT100,300,5865549906742908637,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,5865549906742908637,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,5865549906742908637,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,5865549906742908637,90,163447107882,14710239709380,1288490188.8413472,6.11818717968351e-08
primary,E50-PC40,300,5865549906742908637,120,163447107883,19613652945960,1717986918.4446187,6.118187179646079e-08
primary,E50-PC50,300,5865549906742908637,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,5865549906742908637,180,163447107880,29420479418400,2576980377.714227,6.118187179758374e-08
primary,E50-PC80,300,5865549906742908637,240,163447107881,39227305891440,3435973836.931281,6.118187179720942e-08
primary,E50-PC100,300,5865549906742908637,300,163447107878,49034132363400,4294967296.242934,6.118187179833238e-08
primary,E50-CONV100,300,15633523601349685045,300,163447109100,163447109100,4294967368.131933,6.118187134091073e-08
primary,E50-MT100,300,15633523601349685045,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,15633523601349685045,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,15633523601349685045,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,15633523601349685045,90,163447107884,14710239709560,1288490188.8255808,6.118187179608646e-08
primary,E50-PC40,300,15633523601349685045,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,15633523601349685045,150,163447107884,24517066182600,2147483648.0426345,6.118187179608646e-08
primary,E50-PC60,300,15633523601349685045,180,163447107883,29420479418940,2576980377.666928,6.118187179646079e-08
primary,E50-PC80,300,15633523601349685045,240,163447107882,39227305891680,3435973836.9102592,6.11818717968351e-08
primary,E50-PC100,300,15633523601349685045,300,163447107877,49034132363100,4294967296.269211,6.118187179870671e-08
primary,E50-CONV100,300,14497997932990664800,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,14497997932990664800,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,14497997932990664800,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,14497997932990664800,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,14497997932990664800,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,14497997932990664800,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
primary,E50-PC50,300,14497997932990664800,150,163447107882,24517066182300,2147483648.068912,6.11818717968351e-08
primary,E50-PC60,300,14497997932990664800,180,163447107882,29420479418760,2576980377.6826944,6.11818717968351e-08
primary,E50-PC80,300,14497997932990664800,240,163447107880,39227305891200,3435973836.952303,6.118187179758374e-08
primary,E50-PC100,300,14497997932990664800,300,163447107880,49034132364000,4294967296.190379,6.118187179758374e-08
primary,E50-CONV100,300,5634683829678867503,300,163447108800,163447108800,4294967376.015158,6.118187145320738e-08
primary,E50-MT100,300,5634683829678867503,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,5634683829678867503,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,5634683829678867503,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,5634683829678867503,90,163447107882,14710239709380,1288490188.8413472,6.11818717968351e-08
primary,E50-PC40,300,5634683829678867503,120,163447107881,19613652945720,1717986918.4656405,6.118187179720942e-08
primary,E50-PC50,300,5634683829678867503,150,163447107880,24517066182000,2147483648.0951896,6.118187179758374e-08
primary,E50-PC60,300,5634683829678867503,180,163447107880,29420479418400,2576980377.714227,6.118187179758374e-08
primary,E50-PC80,300,5634683829678867503,240,163447107879,39227305890960,3435973836.9733253,6.118187179795806e-08
primary,E50-PC100,300,5634683829678867503,300,163447107878,49034132363400,4294967296.242934,6.118187179833238e-08
primary,E50-CONV100,300,11032126464482234521,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,11032126464482234521,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,11032126464482234521,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,11032126464482234521,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,11032126464482234521,90,163447107883,14710239709470,1288490188.833464,6.118187179646079e-08
primary,E50-PC40,300,11032126464482234521,120,163447107882,19613652945840,1717986918.4551296,6.11818717968351e-08
primary,E50-PC50,300,11032126464482234521,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,11032126464482234521,180,163447107880,29420479418400,2576980377.714227,6.118187179758374e-08
primary,E50-PC80,300,11032126464482234521,240,163447107879,39227305890960,3435973836.9733253,6.118187179795806e-08
primary,E50-PC100,300,11032126464482234521,300,163447107877,49034132363100,4294967296.269211,6.118187179870671e-08
primary,E50-CONV100,300,5708610443790281403,300,163447108800,163447108800,4294967376.015158,6.118187145320738e-08
primary,E50-MT100,300,5708610443790281403,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,5708610443790281403,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,5708610443790281403,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,5708610443790281403,90,163447107881,14710239709290,1288490188.8492305,6.118187179720942e-08
primary,E50-PC40,300,5708610443790281403,120,163447107882,19613652945840,1717986918.4551296,6.11818717968351e-08
primary,E50-PC50,300,5708610443790281403,150,163447107881,24517066182150,2147483648.082051,6.118187179720942e-08
primary,E50-PC60,300,5708610443790281403,180,163447107878,29420479418040,2576980377.7457604,6.118187179833238e-08
primary,E50-PC80,300,5708610443790281403,240,163447107877,39227305890480,3435973837.015369,6.118187179870671e-08
primary,E50-PC100,300,5708610443790281403,300,163447107878,49034132363400,4294967296.242934,6.118187179833238e-08
primary,E50-CONV100,300,4972874671198070758,300,163447109100,163447109100,4294967368.131933,6.118187134091073e-08
primary,E50-MT100,300,4972874671198070758,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,4972874671198070758,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,4972874671198070758,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,4972874671198070758,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,4972874671198070758,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,4972874671198070758,150,163447107884,24517066182600,2147483648.0426345,6.118187179608646e-08
primary,E50-PC60,300,4972874671198070758,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,4972874671198070758,240,163447107882,39227305891680,3435973836.9102592,6.11818717968351e-08
primary,E50-PC100,300,4972874671198070758,300,163447107879,49034132363700,4294967296.216657,6.118187179795806e-08
primary,E50-CONV100,300,15110839482730944980,300,163447110900,163447110900,4294967320.832588,6.11818706671309e-08
primary,E50-MT100,300,15110839482730944980,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,15110839482730944980,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,15110839482730944980,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,15110839482730944980,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,15110839482730944980,120,163447107886,19613652946320,1717986918.4130857,6.118187179533782e-08
primary,E50-PC50,300,15110839482730944980,150,163447107885,24517066182750,2147483648.0294957,6.118187179571214e-08
primary,E50-PC60,300,15110839482730944980,180,163447107884,29420479419120,2576980377.6511617,6.118187179608646e-08
primary,E50-PC80,300,15110839482730944980,240,163447107884,39227305892160,3435973836.8682156,6.118187179608646e-08
primary,E50-PC100,300,15110839482730944980,300,163447107883,49034132364900,4294967296.1115465,6.118187179646079e-08
primary,E50-CONV100,300,8623653743411919337,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,8623653743411919337,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,8623653743411919337,30,163447107885,4903413236550,429496729.6058992,6.118187179571214e-08
primary,E50-PC20,300,8623653743411919337,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,8623653743411919337,90,163447107884,14710239709560,1288490188.8255808,6.118187179608646e-08
primary,E50-PC40,300,8623653743411919337,120,163447107883,19613652945960,1717986918.4446187,6.118187179646079e-08
primary,E50-PC50,300,8623653743411919337,150,163447107882,24517066182300,2147483648.068912,6.11818717968351e-08
primary,E50-PC60,300,8623653743411919337,180,163447107880,29420479418400,2576980377.714227,6.118187179758374e-08
primary,E50-PC80,300,8623653743411919337,240,163447107878,39227305890720,3435973836.994347,6.118187179833238e-08
primary,E50-PC100,300,8623653743411919337,300,163447107879,49034132363700,4294967296.216657,6.118187179795806e-08
primary,E50-CONV100,300,1326031443968983885,300,163447107000,163447107000,4294967423.314504,6.118187212698723e-08
primary,E50-MT100,300,1326031443968983885,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,1326031443968983885,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,1326031443968983885,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,1326031443968983885,90,163447107885,14710239709650,1288490188.8176975,6.118187179571214e-08
primary,E50-PC40,300,1326031443968983885,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,1326031443968983885,150,163447107883,24517066182450,2147483648.0557733,6.118187179646079e-08
primary,E50-PC60,300,1326031443968983885,180,163447107881,29420479418580,2576980377.698461,6.118187179720942e-08
primary,E50-PC80,300,1326031443968983885,240,163447107878,39227305890720,3435973836.994347,6.118187179833238e-08
primary,E50-PC100,300,1326031443968983885,300,163447107873,49034132361900,4294967296.374321,6.1181871800204e-08
primary,E50-CONV100,300,8177548632312565564,300,163447108500,163447108500,4294967383.898382,6.118187156550402e-08
primary,E50-MT100,300,8177548632312565564,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,8177548632312565564,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,8177548632312565564,60,163447107885,9806826473100,858993459.2117984,6.118187179571214e-08
primary,E50-PC30,300,8177548632312565564,90,163447107884,14710239709560,1288490188.8255808,6.118187179608646e-08
primary,E50-PC40,300,8177548632312565564,120,163447107884,19613652946080,1717986918.4341078,6.118187179608646e-08
primary,E50-PC50,300,8177548632312565564,150,163447107883,24517066182450,2147483648.0557733,6.118187179646079e-08
primary,E50-PC60,300,8177548632312565564,180,163447107883,29420479418940,2576980377.666928,6.118187179646079e-08
primary,E50-PC80,300,8177548632312565564,240,163447107880,39227305891200,3435973836.952303,6.118187179758374e-08
primary,E50-PC100,300,8177548632312565564,300,163447107876,49034132362800,4294967296.295488,6.118187179908103e-08
primary,E50-CONV100,300,11117893399474783980,300,163447108200,163447108200,4294967391.781607,6.118187167780065e-08
primary,E50-MT100,300,11117893399474783980,300,544823706,163447111800,4294967309.402609,1.8354561099072293e-05
primary,E50-PC10,300,11117893399474783980,30,163447107883,4903413236490,429496729.6111547,6.118187179646079e-08
primary,E50-PC20,300,11117893399474783980,60,163447107882,9806826472920,858993459.2275648,6.11818717968351e-08
primary,E50-PC30,300,11117893399474783980,90,163447107881,14710239709290,1288490188.8492305,6.118187179720942e-08
primary,E50-PC40,300,11117893399474783980,120,163447107880,19613652945600,1717986918.4761515,6.118187179758374e-08
primary,E50-PC50,300,11117893399474783980,150,163447107880,24517066182000,2147483648.0951896,6.118187179758374e-08
primary,E50-PC60,300,11117893399474783980,180,163447107880,29420479418400,2576980377.714227,6.118187179758374e-08
primary,E50-PC80,300,11117893399474783980,240,163447107877,39227305890480,3435973837.015369,6.118187179870671e-08
primary,E50-PC100,300,11117893399474783980,300,163447107876,49034132362800,4294967296.295488,6.118187179908103e-08
primary,E50-CONV100,300,10081885022360105039,300,163447107900,163447107900,4294967399.66483,6.11818717900973e-08
primary,E50-MT100,300,10081885022360105039,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,10081885022360105039,30,163447107886,4903413236580,429496729.6032714,6.118187179533782e-08
primary,E50-PC20,300,10081885022360105039,60,163447107884,9806826473040,858993459.2170539,6.118187179608646e-08
primary,E50-PC30,300,10081885022360105039,90,163447107882,14710239709380,1288490188.8413472,6.11818717968351e-08
primary,E50-PC40,300,10081885022360105039,120,163447107881,19613652945720,1717986918.4656405,6.118187179720942e-08
primary,E50-PC50,300,10081885022360105039,150,163447107882,24517066182300,2147483648.068912,6.11818717968351e-08
primary,E50-PC60,300,10081885022360105039,180,163447107881,29420479418580,2576980377.698461,6.118187179720942e-08
primary,E50-PC80,300,10081885022360105039,240,163447107878,39227305890720,3435973836.994347,6.118187179833238e-08
primary,E50-PC100,300,10081885022360105039,300,163447107876,49034132362800,4294967296.295488,6.118187179908103e-08
primary,E50-CONV100,300,4923552916831257795,300,163447109400,163447109400,4294967360.24871,6.118187122861409e-08
primary,E50-MT100,300,4923552916831257795,300,544823706,163447111800,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,300,4923552916831257795,30,163447107887,4903413236610,429496729.6006437,6.11818717949635e-08
primary,E50-PC20,300,4923552916831257795,60,163447107886,9806826473160,858993459.2065428,6.118187179533782e-08
primary,E50-PC30,300,4923552916831257795,90,163447107886,14710239709740,1288490188.8098145,6.118187179533782e-08
primary,E50-PC40,300,4923552916831257795,120,163447107885,19613652946200,1717986918.4235969,6.118187179571214e-08
