tag,arm,N,seed,k_active,epochs_completed,exhaustions,unique_per_epoch,epoch_seconds
primary,E50-PC10,100,11415035473929976970,10,54482370559,544823705590,429496729.6415039,1.835456111288478e-07
primary,E50-PC20,100,11415035473929976970,20,54482370559,1089647411180,858993459.2830077,1.835456111288478e-07
primary,E50-PC30,100,11415035473929976970,30,54482370556,1634471116680,1288490188.9954605,1.835456111389545e-07
primary,E50-PC40,100,11415035473929976970,40,54482370555,2179294822200,1717986918.692147,1.8354561114232339e-07
primary,E50-PC50,100,11415035473929976970,50,54482370555,2724118527750,2147483648.365184,1.8354561114232339e-07
primary,E50-PC60,100,11415035473929976970,60,54482370555,3268942233300,2576980378.0382204,1.8354561114232339e-07
primary,E50-PC80,100,11415035473929976970,80,54482370553,4358589644240,3435973837.5104256,1.835456111490612e-07
primary,E50-PC100,100,11415035473929976970,100,54482370550,5448237055000,4294967297.124529,1.8354561115916788e-07
primary,E50-CONV100,100,5972818461147421061,100,54482370000,54482370000,4294967344.482261,1.8354561301206243e-07
primary,E50-MT100,100,5972818461147421061,100,544823706,54482370600,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,100,5972818461147421061,10,54482370563,544823705630,429496729.6099709,1.835456111153722e-07
primary,E50-PC20,100,5972818461147421061,20,54482370561,1089647411220,858993459.2514747,1.8354561112211e-07
primary,E50-PC30,100,5972818461147421061,30,54482370562,1634471116860,1288490188.8535626,1.835456111187411e-07
primary,E50-PC40,100,5972818461147421061,40,54482370561,2179294822440,1717986918.5029495,1.8354561112211e-07
primary,E50-PC50,100,5972818461147421061,50,54482370560,2724118528000,2147483648.168103,1.835456111254789e-07
primary,E50-PC60,100,5972818461147421061,60,54482370559,3268942233540,2576980377.849023,1.835456111288478e-07
primary,E50-PC80,100,5972818461147421061,80,54482370558,4358589644640,3435973837.1950965,1.835456111322167e-07
primary,E50-PC100,100,5972818461147421061,100,54482370556,5448237055600,4294967296.651535,1.835456111389545e-07
primary,E50-CONV100,100,11677511577610847452,100,54482369800,54482369800,4294967360.24871,1.8354561368584228e-07
primary,E50-MT100,100,11677511577610847452,100,544823706,54482370600,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,100,11677511577610847452,10,54482370562,544823705620,429496729.6178542,1.835456111187411e-07
primary,E50-PC20,100,11677511577610847452,20,54482370562,1089647411240,858993459.2357084,1.835456111187411e-07
primary,E50-PC30,100,11677511577610847452,30,54482370560,1634471116800,1288490188.900862,1.835456111254789e-07
primary,E50-PC40,100,11677511577610847452,40,54482370560,2179294822400,1717986918.5344825,1.835456111254789e-07
primary,E50-PC50,100,11677511577610847452,50,54482370558,2724118527900,2147483648.2469354,1.835456111322167e-07
primary,E50-PC60,100,11677511577610847452,60,54482370557,3268942233420,2576980377.9436216,1.8354561113558558e-07
primary,E50-PC80,100,11677511577610847452,80,54482370556,4358589644480,3435973837.321228,1.835456111389545e-07
primary,E50-PC100,100,11677511577610847452,100,54482370554,5448237055400,4294967296.809199,1.835456111456923e-07
primary,E50-CONV100,100,17891702655887131290,100,54482369900,54482369900,4294967352.365485,1.8354561334895234e-07
primary,E50-MT100,100,17891702655887131290,100,544823706,54482370600,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,100,17891702655887131290,10,54482370564,544823705640,429496729.60208774,1.835456111120033e-07
primary,E50-PC20,100,17891702655887131290,20,54482370562,1089647411240,858993459.2357084,1.835456111187411e-07
primary,E50-PC30,100,17891702655887131290,30,54482370561,1634471116830,1288490188.8772123,1.8354561112211e-07
primary,E50-PC40,100,17891702655887131290,40,54482370561,2179294822440,1717986918.5029495,1.8354561112211e-07
primary,E50-PC50,100,17891702655887131290,50,54482370561,2724118528050,2147483648.128687,1.8354561112211e-07
primary,E50-PC60,100,17891702655887131290,60,54482370560,3268942233600,2576980377.801724,1.835456111254789e-07
primary,E50-PC80,100,17891702655887131290,80,54482370557,4358589644560,3435973837.2581625,1.8354561113558558e-07
primary,E50-PC100,100,17891702655887131290,100,54482370557,5448237055700,4294967296.572703,1.8354561113558558e-07
primary,E50-CONV100,200,7695027954463196593,200,108964740000,108964740000,4294967344.482261,9.177280650603122e-08
primary,E50-MT100,200,7695027954463196593,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,7695027954463196593,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,7695027954463196593,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,7695027954463196593,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,7695027954463196593,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,7695027954463196593,100,108964738589,10896473858900,2147483648.049204,9.177280769441043e-08
primary,E50-PC60,200,7695027954463196593,120,108964738588,13075768630560,2576980377.6826944,9.177280769525265e-08
primary,E50-PC80,200,7695027954463196593,160,108964738587,17434358173920,3435973836.941792,9.177280769609488e-08
primary,E50-PC100,200,7695027954463196593,200,108964738586,21792947717200,4294967296.216657,9.17728076969371e-08
primary,E50-CONV100,200,8525591707662220640,200,108964739000,108964739000,4294967383.898382,9.177280734825602e-08
primary,E50-MT100,200,8525591707662220640,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,8525591707662220640,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,8525591707662220640,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,8525591707662220640,60,108964738588,6537884315280,1288490188.8413472,9.177280769525265e-08
primary,E50-PC40,200,8525591707662220640,80,108964738586,8717179086880,1717986918.4866626,9.17728076969371e-08
primary,E50-PC50,200,8525591707662220640,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,8525591707662220640,120,108964738584,13075768630080,2576980377.777293,9.177280769862155e-08
primary,E50-PC80,200,8525591707662220640,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,8525591707662220640,200,108964738582,21792947716400,4294967296.374321,9.1772807700306e-08
primary,E50-CONV100,200,12108552042459345255,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,12108552042459345255,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,12108552042459345255,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,12108552042459345255,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,12108552042459345255,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,12108552042459345255,80,108964738588,8717179087040,1717986918.4551296,9.177280769525265e-08
primary,E50-PC50,200,12108552042459345255,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,12108552042459345255,120,108964738588,13075768630560,2576980377.6826944,9.177280769525265e-08
primary,E50-PC80,200,12108552042459345255,160,108964738585,17434358173600,3435973837.004858,9.177280769777932e-08
primary,E50-PC100,200,12108552042459345255,200,108964738584,21792947716800,4294967296.295488,9.177280769862155e-08
primary,E50-CONV100,200,16218162384852915827,200,108964739000,108964739000,4294967383.898382,9.177280734825602e-08
primary,E50-MT100,200,16218162384852915827,200,544823706,108964741200,4294967306.985357,1.8354561099072293e-05
primary,E50-PC10,200,16218162384852915827,20,108964738589,2179294771780,429496729.6098408,9.177280769441043e-08
primary,E50-PC20,200,16218162384852915827,40,108964738588,4358589543520,858993459.2275648,9.177280769525265e-08
primary,E50-PC30,200,16218162384852915827,60,108964738586,6537884315160,1288490188.864997,9.17728076969371e-08
primary,E50-PC40,200,16218162384852915827,80,108964738585,8717179086800,1717986918.502429,9.177280769777932e-08
primary,E50-PC50,200,16218162384852915827,100,108964738585,10896473858500,2147483648.128036,9.177280769777932e-08
primary,E50-PC60,200,16218162384852915827,120,108964738582,13075768629840,2576980377.8245926,9.1772807700306e-08
primary,E50-PC80,200,16218162384852915827,160,108964738581,17434358172960,3435973837.1309896,9.177280770114822e-08
primary,E50-PC100,200,16218162384852915827,200,108964738579,21792947715800,4294967296.492569,9.177280770283268e-08
primary,E50-CONV100,200,3678478102310266571,200,108964739200,108964739200,4294967376.015158,9.177280717981106e-08
primary,E50-MT100,200,3678478102310266571,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,3678478102310266571,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,3678478102310266571,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,3678478102310266571,60,108964738587,6537884315220,1288490188.853172,9.177280769609488e-08
primary,E50-PC40,200,3678478102310266571,80,108964738586,8717179086880,1717986918.4866626,9.17728076969371e-08
primary,E50-PC50,200,3678478102310266571,100,108964738582,10896473858200,2147483648.1871605,9.1772807700306e-08
primary,E50-PC60,200,3678478102310266571,120,108964738582,13075768629840,2576980377.8245926,9.1772807700306e-08
primary,E50-PC80,200,3678478102310266571,160,108964738580,17434358172800,3435973837.1625223,9.177280770199045e-08
primary,E50-PC100,200,3678478102310266571,200,108964738581,21792947716200,4294967296.413737,9.177280770114822e-08
primary,E50-CONV100,200,876786005621288851,200,108964738000,108964738000,4294967423.314504,9.177280819048085e-08
primary,E50-MT100,200,876786005621288851,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,876786005621288851,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,876786005621288851,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,876786005621288851,60,108964738588,6537884315280,1288490188.8413472,9.177280769525265e-08
primary,E50-PC40,200,876786005621288851,80,108964738588,8717179087040,1717986918.4551296,9.177280769525265e-08
primary,E50-PC50,200,876786005621288851,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,876786005621288851,120,108964738585,13075768630200,2576980377.7536435,9.177280769777932e-08
primary,E50-PC80,200,876786005621288851,160,108964738581,17434358172960,3435973837.1309896,9.177280770114822e-08
primary,E50-PC100,200,876786005621288851,200,108964738578,21792947715600,4294967296.531985,9.17728077036749e-08
primary,E50-CONV100,200,5865549906742908637,200,108964739400,108964739400,4294967368.131933,9.17728070113661e-08
primary,E50-MT100,200,5865549906742908637,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,5865549906742908637,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,5865549906742908637,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,5865549906742908637,60,108964738588,6537884315280,1288490188.8413472,9.177280769525265e-08
primary,E50-PC40,200,5865549906742908637,80,108964738587,8717179086960,1717986918.470896,9.177280769609488e-08
primary,E50-PC50,200,5865549906742908637,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,5865549906742908637,120,108964738586,13075768630320,2576980377.729994,9.17728076969371e-08
primary,E50-PC80,200,5865549906742908637,160,108964738585,17434358173600,3435973837.004858,9.177280769777932e-08
primary,E50-PC100,200,5865549906742908637,200,108964738581,21792947716200,4294967296.413737,9.177280770114822e-08
primary,E50-CONV100,200,15633523601349685045,200,108964739400,108964739400,4294967368.131933,9.17728070113661e-08
primary,E50-MT100,200,15633523601349685045,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,15633523601349685045,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,15633523601349685045,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,15633523601349685045,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,15633523601349685045,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,15633523601349685045,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,15633523601349685045,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,15633523601349685045,160,108964738585,17434358173600,3435973837.004858,9.177280769777932e-08
primary,E50-PC100,200,15633523601349685045,200,108964738582,21792947716400,4294967296.374321,9.1772807700306e-08
primary,E50-CONV100,200,14497997932990664800,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,14497997932990664800,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,14497997932990664800,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,14497997932990664800,40,108964738591,4358589543640,858993459.2039151,9.177280769272598e-08
primary,E50-PC30,200,14497997932990664800,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,14497997932990664800,80,108964738588,8717179087040,1717986918.4551296,9.177280769525265e-08
primary,E50-PC50,200,14497997932990664800,100,108964738587,10896473858700,2147483648.08862,9.177280769609488e-08
primary,E50-PC60,200,14497997932990664800,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,14497997932990664800,160,108964738586,17434358173760,3435973836.9733253,9.17728076969371e-08
primary,E50-PC100,200,14497997932990664800,200,108964738584,21792947716800,4294967296.295488,9.177280769862155e-08
primary,E50-CONV100,200,5634683829678867503,200,108964739200,108964739200,4294967376.015158,9.177280717981106e-08
primary,E50-MT100,200,5634683829678867503,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,5634683829678867503,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,5634683829678867503,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,5634683829678867503,60,108964738587,6537884315220,1288490188.853172,9.177280769609488e-08
primary,E50-PC40,200,5634683829678867503,80,108964738586,8717179086880,1717986918.4866626,9.17728076969371e-08
primary,E50-PC50,200,5634683829678867503,100,108964738583,10896473858300,2147483648.1674523,9.177280769946378e-08
primary,E50-PC60,200,5634683829678867503,120,108964738584,13075768630080,2576980377.777293,9.177280769862155e-08
primary,E50-PC80,200,5634683829678867503,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,5634683829678867503,200,108964738581,21792947716200,4294967296.413737,9.177280770114822e-08
primary,E50-CONV100,200,11032126464482234521,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,11032126464482234521,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,11032126464482234521,20,108964738589,2179294771780,429496729.6098408,9.177280769441043e-08
primary,E50-PC20,200,11032126464482234521,40,108964738588,4358589543520,858993459.2275648,9.177280769525265e-08
primary,E50-PC30,200,11032126464482234521,60,108964738586,6537884315160,1288490188.864997,9.17728076969371e-08
primary,E50-PC40,200,11032126464482234521,80,108964738585,8717179086800,1717986918.502429,9.177280769777932e-08
primary,E50-PC50,200,11032126464482234521,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,11032126464482234521,120,108964738585,13075768630200,2576980377.7536435,9.177280769777932e-08
primary,E50-PC80,200,11032126464482234521,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,11032126464482234521,200,108964738581,21792947716200,4294967296.413737,9.177280770114822e-08
primary,E50-CONV100,200,5708610443790281403,200,108964739200,108964739200,4294967376.015158,9.177280717981106e-08
primary,E50-MT100,200,5708610443790281403,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,5708610443790281403,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,5708610443790281403,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,5708610443790281403,60,108964738588,6537884315280,1288490188.8413472,9.177280769525265e-08
primary,E50-PC40,200,5708610443790281403,80,108964738587,8717179086960,1717986918.470896,9.177280769609488e-08
primary,E50-PC50,200,5708610443790281403,100,108964738585,10896473858500,2147483648.128036,9.177280769777932e-08
primary,E50-PC60,200,5708610443790281403,120,108964738583,13075768629960,2576980377.800943,9.177280769946378e-08
primary,E50-PC80,200,5708610443790281403,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,5708610443790281403,200,108964738582,21792947716400,4294967296.374321,9.1772807700306e-08
primary,E50-CONV100,200,4972874671198070758,200,108964739400,108964739400,4294967368.131933,9.17728070113661e-08
primary,E50-MT100,200,4972874671198070758,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,4972874671198070758,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,4972874671198070758,40,108964738588,4358589543520,858993459.2275648,9.177280769525265e-08
primary,E50-PC30,200,4972874671198070758,60,108964738588,6537884315280,1288490188.8413472,9.177280769525265e-08
primary,E50-PC40,200,4972874671198070758,80,108964738586,8717179086880,1717986918.4866626,9.17728076969371e-08
primary,E50-PC50,200,4972874671198070758,100,108964738589,10896473858900,2147483648.049204,9.177280769441043e-08
primary,E50-PC60,200,4972874671198070758,120,108964738588,13075768630560,2576980377.6826944,9.177280769525265e-08
primary,E50-PC80,200,4972874671198070758,160,108964738586,17434358173760,3435973836.9733253,9.17728076969371e-08
primary,E50-PC100,200,4972874671198070758,200,108964738583,21792947716600,4294967296.334905,9.177280769946378e-08
primary,E50-CONV100,200,15110839482730944980,200,108964740600,108964740600,4294967320.832588,9.177280600069634e-08
primary,E50-MT100,200,15110839482730944980,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,15110839482730944980,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,15110839482730944980,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,15110839482730944980,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,15110839482730944980,80,108964738588,8717179087040,1717986918.4551296,9.177280769525265e-08
primary,E50-PC50,200,15110839482730944980,100,108964738590,10896473859000,2147483648.0294957,9.17728076935682e-08
primary,E50-PC60,200,15110839482730944980,120,108964738589,13075768630680,2576980377.6590447,9.177280769441043e-08
primary,E50-PC80,200,15110839482730944980,160,108964738588,17434358174080,3435973836.9102592,9.177280769525265e-08
primary,E50-PC100,200,15110839482730944980,200,108964738588,21792947717600,4294967296.137824,9.177280769525265e-08
primary,E50-CONV100,200,8623653743411919337,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,8623653743411919337,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,8623653743411919337,20,108964738589,2179294771780,429496729.6098408,9.177280769441043e-08
primary,E50-PC20,200,8623653743411919337,40,108964738588,4358589543520,858993459.2275648,9.177280769525265e-08
primary,E50-PC30,200,8623653743411919337,60,108964738588,6537884315280,1288490188.8413472,9.177280769525265e-08
primary,E50-PC40,200,8623653743411919337,80,108964738586,8717179086880,1717986918.4866626,9.17728076969371e-08
primary,E50-PC50,200,8623653743411919337,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,8623653743411919337,120,108964738583,13075768629960,2576980377.800943,9.177280769946378e-08
primary,E50-PC80,200,8623653743411919337,160,108964738582,17434358173120,3435973837.099457,9.1772807700306e-08
primary,E50-PC100,200,8623653743411919337,200,108964738584,21792947716800,4294967296.295488,9.177280769862155e-08
primary,E50-CONV100,200,1326031443968983885,200,108964738000,108964738000,4294967423.314504,9.177280819048085e-08
primary,E50-MT100,200,1326031443968983885,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,1326031443968983885,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,1326031443968983885,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,1326031443968983885,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,1326031443968983885,80,108964738588,8717179087040,1717986918.4551296,9.177280769525265e-08
primary,E50-PC50,200,1326031443968983885,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,1326031443968983885,120,108964738585,13075768630200,2576980377.7536435,9.177280769777932e-08
primary,E50-PC80,200,1326031443968983885,160,108964738581,17434358172960,3435973837.1309896,9.177280770114822e-08
primary,E50-PC100,200,1326031443968983885,200,108964738578,21792947715600,4294967296.531985,9.17728077036749e-08
primary,E50-CONV100,200,8177548632312565564,200,108964739000,108964739000,4294967383.898382,9.177280734825602e-08
primary,E50-MT100,200,8177548632312565564,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,8177548632312565564,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,8177548632312565564,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,8177548632312565564,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,8177548632312565564,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,8177548632312565564,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,8177548632312565564,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,8177548632312565564,160,108964738585,17434358173600,3435973837.004858,9.177280769777932e-08
primary,E50-PC100,200,8177548632312565564,200,108964738582,21792947716400,4294967296.374321,9.1772807700306e-08
primary,E50-CONV100,200,11117893399474783980,200,108964738800,108964738800,4294967391.781607,9.177280751670099e-08
primary,E50-MT100,200,11117893399474783980,200,544823706,108964741200,4294967308.090248,1.8354561099072293e-05
primary,E50-PC10,200,11117893399474783980,20,108964738588,2179294771760,429496729.6137824,9.177280769525265e-08
primary,E50-PC20,200,11117893399474783980,40,108964738587,4358589543480,858993459.235448,9.177280769609488e-08
primary,E50-PC30,200,11117893399474783980,60,108964738586,6537884315160,1288490188.864997,9.17728076969371e-08
primary,E50-PC40,200,11117893399474783980,80,108964738585,8717179086800,1717986918.502429,9.177280769777932e-08
primary,E50-PC50,200,11117893399474783980,100,108964738586,10896473858600,2147483648.1083283,9.17728076969371e-08
primary,E50-PC60,200,11117893399474783980,120,108964738585,13075768630200,2576980377.7536435,9.177280769777932e-08
primary,E50-PC80,200,11117893399474783980,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,11117893399474783980,200,108964738581,21792947716200,4294967296.413737,9.177280770114822e-08
primary,E50-CONV100,200,10081885022360105039,200,108964738600,108964738600,4294967399.66483,9.177280768514596e-08
primary,E50-MT100,200,10081885022360105039,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,10081885022360105039,20,108964738590,2179294771800,429496729.6058992,9.17728076935682e-08
primary,E50-PC20,200,10081885022360105039,40,108964738589,4358589543560,858993459.2196816,9.177280769441043e-08
primary,E50-PC30,200,10081885022360105039,60,108964738589,6537884315340,1288490188.8295224,9.177280769441043e-08
primary,E50-PC40,200,10081885022360105039,80,108964738587,8717179086960,1717986918.470896,9.177280769609488e-08
primary,E50-PC50,200,10081885022360105039,100,108964738587,10896473858700,2147483648.08862,9.177280769609488e-08
primary,E50-PC60,200,10081885022360105039,120,108964738587,13075768630440,2576980377.706344,9.177280769609488e-08
primary,E50-PC80,200,10081885022360105039,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,10081885022360105039,200,108964738580,21792947716000,4294967296.453153,9.177280770199045e-08
primary,E50-CONV100,200,4923552916831257795,200,108964739600,108964739600,4294967360.24871,9.177280684292114e-08
primary,E50-MT100,200,4923552916831257795,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,4923552916831257795,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,4923552916831257795,40,108964738591,4358589543640,858993459.2039151,9.177280769272598e-08
primary,E50-PC30,200,4923552916831257795,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,4923552916831257795,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,4923552916831257795,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,4923552916831257795,120,108964738586,13075768630320,2576980377.729994,9.17728076969371e-08
primary,E50-PC80,200,4923552916831257795,160,108964738583,17434358173280,3435973837.0679235,9.177280769946378e-08
primary,E50-PC100,200,4923552916831257795,200,108964738582,21792947716400,4294967296.374321,9.1772807700306e-08
primary,E50-CONV100,200,6572291145813621428,200,108964740600,108964740600,4294967320.832588,9.177280600069634e-08
primary,E50-MT100,200,6572291145813621428,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,6572291145813621428,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,6572291145813621428,40,108964738591,4358589543640,858993459.2039151,9.177280769272598e-08
primary,E50-PC30,200,6572291145813621428,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,6572291145813621428,80,108964738590,8717179087200,1717986918.4235969,9.17728076935682e-08
primary,E50-PC50,200,6572291145813621428,100,108964738589,10896473858900,2147483648.049204,9.177280769441043e-08
primary,E50-PC60,200,6572291145813621428,120,108964738588,13075768630560,2576980377.6826944,9.177280769525265e-08
primary,E50-PC80,200,6572291145813621428,160,108964738587,17434358173920,3435973836.941792,9.177280769609488e-08
primary,E50-PC100,200,6572291145813621428,200,108964738587,21792947717400,4294967296.17724,9.177280769609488e-08
primary,E50-CONV100,200,17112478889879003015,200,108964739400,108964739400,4294967368.131933,9.17728070113661e-08
primary,E50-MT100,200,17112478889879003015,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,17112478889879003015,20,108964738591,2179294771820,429496729.60195756,9.177280769272598e-08
primary,E50-PC20,200,17112478889879003015,40,108964738590,4358589543600,858993459.2117984,9.17728076935682e-08
primary,E50-PC30,200,17112478889879003015,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,17112478889879003015,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,17112478889879003015,100,108964738587,10896473858700,2147483648.08862,9.177280769609488e-08
primary,E50-PC60,200,17112478889879003015,120,108964738586,13075768630320,2576980377.729994,9.17728076969371e-08
primary,E50-PC80,200,17112478889879003015,160,108964738584,17434358173440,3435973837.036391,9.177280769862155e-08
primary,E50-PC100,200,17112478889879003015,200,108964738580,21792947716000,4294967296.453153,9.177280770199045e-08
primary,E50-CONV100,200,9839921138141735050,200,108964740000,108964740000,4294967344.482261,9.177280650603122e-08
primary,E50-MT100,200,9839921138141735050,200,544823706,108964741200,4294967303.883224,1.8354561099072293e-05
primary,E50-PC10,200,9839921138141735050,20,108964738589,2179294771780,429496729.6098408,9.177280769441043e-08
primary,E50-PC20,200,9839921138141735050,40,108964738588,4358589543520,858993459.2275648,9.177280769525265e-08
primary,E50-PC30,200,9839921138141735050,60,108964738590,6537884315400,1288490188.8176975,9.17728076935682e-08
primary,E50-PC40,200,9839921138141735050,80,108964738589,8717179087120,1717986918.4393632,9.177280769441043e-08
primary,E50-PC50,200,9839921138141735050,100,108964738588,10896473858800,2147483648.068912,9.177280769525265e-08
primary,E50-PC60,200,9839921138141735050,120,108964738588,13075768630560,2576980377.6826944,9.177280769525265e-08
primary,E50-PC80,200,9839921138141735050,160,108964738586,17434358173760,3435973836.9733253,9.17728076969371e-08
