run_id,scenario_id,block_id,pair_id,master_seed,seed_index,condition,control_or_treatment,template_seed,adversarial_seed,num_miners,horizon_T,difficulty,config_sha256
B03-S19,B03,B,B01-S19,18079315101168952395,19,B03,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S20,B03,B,B01-S20,7204546077592663632,20,B03,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S21,B03,B,B01-S21,9956737151618003453,21,B03,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S22,B03,B,B01-S22,16387267417201747712,22,B03,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S23,B03,B,B01-S23,9291552872952191884,23,B03,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S24,B03,B,B01-S24,6774698307268965035,24,B03,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S25,B03,B,B01-S25,2397802915662912221,25,B03,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S26,B03,B,B01-S26,16512734406278341016,26,B03,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S27,B03,B,B01-S27,7759242425029944541,27,B03,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S28,B03,B,B01-S28,11711687275972324145,28,B03,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S29,B03,B,B01-S29,4354161107732199298,29,B03,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B04-S00,B04,B,B01-S00,7266343386191483739,0,B04,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S01,B04,B,B01-S01,7327669731288643706,1,B04,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S02,B04,B,B01-S02,14021529625252821637,2,B04,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S03,B04,B,B01-S03,13015257401067502099,3,B04,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S04,B04,B,B01-S04,4888788266148067928,4,B04,TREATMENT,2317428014290689691,5004527360990479258,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S05,B04,B,B01-S05,372686234733934361,5,B04,TREATMENT,4112462094266218956,12493455952218554452,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S06,B04,B,B01-S06,8946841158517248766,6,B04,TREATMENT,18344430265889267866,3607112505366798910,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S07,B04,B,B01-S07,9009703059525875822,7,B04,TREATMENT,17090463357186446524,16318870803467828902,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S08,B04,B,B01-S08,13763262471769672163,8,B04,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S09,B04,B,B01-S09,11943450448932995834,9,B04,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S10,B04,B,B01-S10,383364110206706523,10,B04,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S11,B04,B,B01-S11,7597450664324651830,11,B04,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S12,B04,B,B01-S12,7113020691504941419,12,B04,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S13,B04,B,B01-S13,17589586195462360652,13,B04,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S14,B04,B,B01-S14,9841280377429304429,14,B04,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S15,B04,B,B01-S15,15378190346746817772,15,B04,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S16,B04,B,B01-S16,17392834523920745446,16,B04,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S17,B04,B,B01-S17,6004902773991946938,17,B04,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S18,B04,B,B01-S18,1276185860986598701,18,B04,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S19,B04,B,B01-S19,18079315101168952395,19,B04,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S20,B04,B,B01-S20,7204546077592663632,20,B04,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S21,B04,B,B01-S21,9956737151618003453,21,B04,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S22,B04,B,B01-S22,16387267417201747712,22,B04,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S23,B04,B,B01-S23,9291552872952191884,23,B04,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S24,B04,B,B01-S24,6774698307268965035,24,B04,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S25,B04,B,B01-S25,2397802915662912221,25,B04,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S26,B04,B,B01-S26,16512734406278341016,26,B04,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S27,B04,B,B01-S27,7759242425029944541,27,B04,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S28,B04,B,B01-S28,11711687275972324145,28,B04,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
B04-S29,B04,B,B01-S29,4354161107732199298,29,B04,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,f6905ff25ca2cc7638ba9f70cdc582964485a943ba0963797d130885935c7135
C01-S00,C01,C,C01-S00,7266343386191483739,0,C01,CONTROL,12089769011917694374,1988348648956568175,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S01,C01,C,C01-S01,7327669731288643706,1,C01,CONTROL,12962257606173152482,5324873478951682309,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S02,C01,C,C01-S02,14021529625252821637,2,C01,CONTROL,10111987247277390914,7444505376397852194,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S03,C01,C,C01-S03,13015257401067502099,3,C01,CONTROL,17270178139864731407,8641882922361671506,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S04,C01,C,C01-S04,4888788266148067928,4,C01,CONTROL,2317428014290689691,5004527360990479258,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S05,C01,C,C01-S05,372686234733934361,5,C01,CONTROL,4112462094266218956,12493455952218554452,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S06,C01,C,C01-S06,8946841158517248766,6,C01,CONTROL,18344430265889267866,3607112505366798910,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S07,C01,C,C01-S07,9009703059525875822,7,C01,CONTROL,17090463357186446524,16318870803467828902,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S08,C01,C,C01-S08,13763262471769672163,8,C01,CONTROL,16125149457169702369,9691583463255889012,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S09,C01,C,C01-S09,11943450448932995834,9,C01,CONTROL,17149423523499720600,14346439664770562953,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S10,C01,C,C01-S10,383364110206706523,10,C01,CONTROL,523302846518345112,15696728803483267094,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S11,C01,C,C01-S11,7597450664324651830,11,C01,CONTROL,7369064661370065246,5366810094079678820,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S12,C01,C,C01-S12,7113020691504941419,12,C01,CONTROL,8186838090085453911,15680718854683426966,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S13,C01,C,C01-S13,17589586195462360652,13,C01,CONTROL,5829204117060041738,4804898231906745974,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S14,C01,C,C01-S14,9841280377429304429,14,C01,CONTROL,3426743007640780525,8112466945008198149,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S15,C01,C,C01-S15,15378190346746817772,15,C01,CONTROL,5663219481463969684,7358855150582438391,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S16,C01,C,C01-S16,17392834523920745446,16,C01,CONTROL,6824537507448365744,18349887623301676399,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S17,C01,C,C01-S17,6004902773991946938,17,C01,CONTROL,4715227865861581916,2262219189337088363,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S18,C01,C,C01-S18,1276185860986598701,18,C01,CONTROL,9511655153168452277,10436580739198981035,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S19,C01,C,C01-S19,18079315101168952395,19,C01,CONTROL,6043571177915800040,12702549968641713946,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S20,C01,C,C01-S20,7204546077592663632,20,C01,CONTROL,569641493284683202,13765921241000322430,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S21,C01,C,C01-S21,9956737151618003453,21,C01,CONTROL,16877700863488327536,7386769304762975962,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S22,C01,C,C01-S22,16387267417201747712,22,C01,CONTROL,2806097971093939155,12452745886917361139,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S23,C01,C,C01-S23,9291552872952191884,23,C01,CONTROL,7757362910483186954,7789307205402291230,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S24,C01,C,C01-S24,6774698307268965035,24,C01,CONTROL,1576580045019179932,4935217386166152489,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S25,C01,C,C01-S25,2397802915662912221,25,C01,CONTROL,14619151551073477646,12920588218344506273,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S26,C01,C,C01-S26,16512734406278341016,26,C01,CONTROL,14322377249768527931,13254837558786523102,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S27,C01,C,C01-S27,7759242425029944541,27,C01,CONTROL,1149342802584957422,5649797684190372106,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S28,C01,C,C01-S28,11711687275972324145,28,C01,CONTROL,1080364485313091703,6989550281425801118,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C01-S29,C01,C,C01-S29,4354161107732199298,29,C01,CONTROL,958257433142140251,11054401464327553918,141,10000.0,1000,25a9c62438afa3a3c2973cf2ec6dcbcebb471ec3b688112d3ee1621265dbd624
C02-S00,C02,C,C01-S00,7266343386191483739,0,C02,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S01,C02,C,C01-S01,7327669731288643706,1,C02,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S02,C02,C,C01-S02,14021529625252821637,2,C02,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S03,C02,C,C01-S03,13015257401067502099,3,C02,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S04,C02,C,C01-S04,4888788266148067928,4,C02,TREATMENT,2317428014290689691,5004527360990479258,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S05,C02,C,C01-S05,372686234733934361,5,C02,TREATMENT,4112462094266218956,12493455952218554452,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S06,C02,C,C01-S06,8946841158517248766,6,C02,TREATMENT,18344430265889267866,3607112505366798910,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S07,C02,C,C01-S07,9009703059525875822,7,C02,TREATMENT,17090463357186446524,16318870803467828902,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S08,C02,C,C01-S08,13763262471769672163,8,C02,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S09,C02,C,C01-S09,11943450448932995834,9,C02,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S10,C02,C,C01-S10,383364110206706523,10,C02,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S11,C02,C,C01-S11,7597450664324651830,11,C02,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S12,C02,C,C01-S12,7113020691504941419,12,C02,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S13,C02,C,C01-S13,17589586195462360652,13,C02,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S14,C02,C,C01-S14,9841280377429304429,14,C02,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S15,C02,C,C01-S15,15378190346746817772,15,C02,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S16,C02,C,C01-S16,17392834523920745446,16,C02,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S17,C02,C,C01-S17,6004902773991946938,17,C02,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S18,C02,C,C01-S18,1276185860986598701,18,C02,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S19,C02,C,C01-S19,18079315101168952395,19,C02,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S20,C02,C,C01-S20,7204546077592663632,20,C02,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S21,C02,C,C01-S21,9956737151618003453,21,C02,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S22,C02,C,C01-S22,16387267417201747712,22,C02,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S23,C02,C,C01-S23,9291552872952191884,23,C02,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S24,C02,C,C01-S24,6774698307268965035,24,C02,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S25,C02,C,C01-S25,2397802915662912221,25,C02,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S26,C02,C,C01-S26,16512734406278341016,26,C02,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S27,C02,C,C01-S27,7759242425029944541,27,C02,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S28,C02,C,C01-S28,11711687275972324145,28,C02,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C02-S29,C02,C,C01-S29,4354161107732199298,29,C02,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,60c10b68bb6a672e5836ca587256cbd18a293f85d027cf302ca498590eb38587
C03-S00,C03,C,C01-S00,7266343386191483739,0,C03,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S01,C03,C,C01-S01,7327669731288643706,1,C03,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S02,C03,C,C01-S02,14021529625252821637,2,C03,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S03,C03,C,C01-S03,13015257401067502099,3,C03,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S04,C03,C,C01-S04,4888788266148067928,4,C03,TREATMENT,2317428014290689691,5004527360990479258,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S05,C03,C,C01-S05,372686234733934361,5,C03,TREATMENT,4112462094266218956,12493455952218554452,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S06,C03,C,C01-S06,8946841158517248766,6,C03,TREATMENT,18344430265889267866,3607112505366798910,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S07,C03,C,C01-S07,9009703059525875822,7,C03,TREATMENT,17090463357186446524,16318870803467828902,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S08,C03,C,C01-S08,13763262471769672163,8,C03,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S09,C03,C,C01-S09,11943450448932995834,9,C03,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S10,C03,C,C01-S10,383364110206706523,10,C03,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S11,C03,C,C01-S11,7597450664324651830,11,C03,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S12,C03,C,C01-S12,7113020691504941419,12,C03,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S13,C03,C,C01-S13,17589586195462360652,13,C03,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S14,C03,C,C01-S14,9841280377429304429,14,C03,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S15,C03,C,C01-S15,15378190346746817772,15,C03,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S16,C03,C,C01-S16,17392834523920745446,16,C03,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S17,C03,C,C01-S17,6004902773991946938,17,C03,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S18,C03,C,C01-S18,1276185860986598701,18,C03,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S19,C03,C,C01-S19,18079315101168952395,19,C03,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S20,C03,C,C01-S20,7204546077592663632,20,C03,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S21,C03,C,C01-S21,9956737151618003453,21,C03,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S22,C03,C,C01-S22,16387267417201747712,22,C03,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S23,C03,C,C01-S23,9291552872952191884,23,C03,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S24,C03,C,C01-S24,6774698307268965035,24,C03,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S25,C03,C,C01-S25,2397802915662912221,25,C03,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S26,C03,C,C01-S26,16512734406278341016,26,C03,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S27,C03,C,C01-S27,7759242425029944541,27,C03,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S28,C03,C,C01-S28,11711687275972324145,28,C03,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C03-S29,C03,C,C01-S29,4354161107732199298,29,C03,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,16304815fb9819b4761acaecfd83905ef47561b51e3a29783dbe02db144433f0
C04-S00,C04,C,C01-S00,7266343386191483739,0,C04,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,54cb02f171e26baa5848651a7b4c5d64f299be6c8d31bd541905ff61b32f6732
C04-S01,C04,C,C01-S01,7327669731288643706,1,C04,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,54cb02f171e26baa5848651a7b4c5d64f299be6c8d31bd541905ff61b32f6732
C04-S02,C04,C,C01-S02,14021529625252821637,2,C04,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,54cb02f171e26baa5848651a7b4c5d64f299be6c8d31bd541905ff61b32f6732
C04-S03,C04,C,C01-S03,13015257401067502099,3,C04,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,54cb02f171e26baa5848651a7b4c5d64f299be6c8d31bd541905ff61b32f6732
