run_id,scenario_id,block_id,pair_id,master_seed,seed_index,condition,control_or_treatment,template_seed,adversarial_seed,num_miners,horizon_T,difficulty,config_sha256
A05-S08,A05,A,A03-S08,13763262471769672163,8,A05,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S09,A05,A,A03-S09,11943450448932995834,9,A05,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S10,A05,A,A03-S10,383364110206706523,10,A05,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S11,A05,A,A03-S11,7597450664324651830,11,A05,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S12,A05,A,A03-S12,7113020691504941419,12,A05,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S13,A05,A,A03-S13,17589586195462360652,13,A05,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S14,A05,A,A03-S14,9841280377429304429,14,A05,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S15,A05,A,A03-S15,15378190346746817772,15,A05,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S16,A05,A,A03-S16,17392834523920745446,16,A05,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S17,A05,A,A03-S17,6004902773991946938,17,A05,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S18,A05,A,A03-S18,1276185860986598701,18,A05,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S19,A05,A,A03-S19,18079315101168952395,19,A05,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S20,A05,A,A03-S20,7204546077592663632,20,A05,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S21,A05,A,A03-S21,9956737151618003453,21,A05,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S22,A05,A,A03-S22,16387267417201747712,22,A05,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S23,A05,A,A03-S23,9291552872952191884,23,A05,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S24,A05,A,A03-S24,6774698307268965035,24,A05,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S25,A05,A,A03-S25,2397802915662912221,25,A05,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S26,A05,A,A03-S26,16512734406278341016,26,A05,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S27,A05,A,A03-S27,7759242425029944541,27,A05,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S28,A05,A,A03-S28,11711687275972324145,28,A05,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A05-S29,A05,A,A03-S29,4354161107732199298,29,A05,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,02e420a958b6f3739b00bc13e1ba158bef59eefdbac00c3da6ffd29467c7de04
A06-S00,A06,A,A03-S00,7266343386191483739,0,A06,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S01,A06,A,A03-S01,7327669731288643706,1,A06,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S02,A06,A,A03-S02,14021529625252821637,2,A06,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S03,A06,A,A03-S03,13015257401067502099,3,A06,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S04,A06,A,A03-S04,4888788266148067928,4,A06,TREATMENT,2317428014290689691,5004527360990479258,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S05,A06,A,A03-S05,372686234733934361,5,A06,TREATMENT,4112462094266218956,12493455952218554452,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S06,A06,A,A03-S06,8946841158517248766,6,A06,TREATMENT,18344430265889267866,3607112505366798910,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S07,A06,A,A03-S07,9009703059525875822,7,A06,TREATMENT,17090463357186446524,16318870803467828902,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S08,A06,A,A03-S08,13763262471769672163,8,A06,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S09,A06,A,A03-S09,11943450448932995834,9,A06,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S10,A06,A,A03-S10,383364110206706523,10,A06,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S11,A06,A,A03-S11,7597450664324651830,11,A06,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S12,A06,A,A03-S12,7113020691504941419,12,A06,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S13,A06,A,A03-S13,17589586195462360652,13,A06,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S14,A06,A,A03-S14,9841280377429304429,14,A06,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S15,A06,A,A03-S15,15378190346746817772,15,A06,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S16,A06,A,A03-S16,17392834523920745446,16,A06,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S17,A06,A,A03-S17,6004902773991946938,17,A06,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S18,A06,A,A03-S18,1276185860986598701,18,A06,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S19,A06,A,A03-S19,18079315101168952395,19,A06,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S20,A06,A,A03-S20,7204546077592663632,20,A06,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S21,A06,A,A03-S21,9956737151618003453,21,A06,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S22,A06,A,A03-S22,16387267417201747712,22,A06,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S23,A06,A,A03-S23,9291552872952191884,23,A06,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S24,A06,A,A03-S24,6774698307268965035,24,A06,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S25,A06,A,A03-S25,2397802915662912221,25,A06,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S26,A06,A,A03-S26,16512734406278341016,26,A06,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S27,A06,A,A03-S27,7759242425029944541,27,A06,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S28,A06,A,A03-S28,11711687275972324145,28,A06,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
A06-S29,A06,A,A03-S29,4354161107732199298,29,A06,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,d6a98b1e73832c91c4ca8360e8070b9b67e367ec31e6056a9bc71f068ac01f39
B01-S00,B01,B,B01-S00,7266343386191483739,0,B01,CONTROL,12089769011917694374,1988348648956568175,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S01,B01,B,B01-S01,7327669731288643706,1,B01,CONTROL,12962257606173152482,5324873478951682309,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S02,B01,B,B01-S02,14021529625252821637,2,B01,CONTROL,10111987247277390914,7444505376397852194,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S03,B01,B,B01-S03,13015257401067502099,3,B01,CONTROL,17270178139864731407,8641882922361671506,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S04,B01,B,B01-S04,4888788266148067928,4,B01,CONTROL,2317428014290689691,5004527360990479258,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S05,B01,B,B01-S05,372686234733934361,5,B01,CONTROL,4112462094266218956,12493455952218554452,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S06,B01,B,B01-S06,8946841158517248766,6,B01,CONTROL,18344430265889267866,3607112505366798910,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S07,B01,B,B01-S07,9009703059525875822,7,B01,CONTROL,17090463357186446524,16318870803467828902,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S08,B01,B,B01-S08,13763262471769672163,8,B01,CONTROL,16125149457169702369,9691583463255889012,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S09,B01,B,B01-S09,11943450448932995834,9,B01,CONTROL,17149423523499720600,14346439664770562953,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S10,B01,B,B01-S10,383364110206706523,10,B01,CONTROL,523302846518345112,15696728803483267094,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S11,B01,B,B01-S11,7597450664324651830,11,B01,CONTROL,7369064661370065246,5366810094079678820,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S12,B01,B,B01-S12,7113020691504941419,12,B01,CONTROL,8186838090085453911,15680718854683426966,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S13,B01,B,B01-S13,17589586195462360652,13,B01,CONTROL,5829204117060041738,4804898231906745974,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S14,B01,B,B01-S14,9841280377429304429,14,B01,CONTROL,3426743007640780525,8112466945008198149,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S15,B01,B,B01-S15,15378190346746817772,15,B01,CONTROL,5663219481463969684,7358855150582438391,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S16,B01,B,B01-S16,17392834523920745446,16,B01,CONTROL,6824537507448365744,18349887623301676399,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S17,B01,B,B01-S17,6004902773991946938,17,B01,CONTROL,4715227865861581916,2262219189337088363,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S18,B01,B,B01-S18,1276185860986598701,18,B01,CONTROL,9511655153168452277,10436580739198981035,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S19,B01,B,B01-S19,18079315101168952395,19,B01,CONTROL,6043571177915800040,12702549968641713946,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S20,B01,B,B01-S20,7204546077592663632,20,B01,CONTROL,569641493284683202,13765921241000322430,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S21,B01,B,B01-S21,9956737151618003453,21,B01,CONTROL,16877700863488327536,7386769304762975962,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S22,B01,B,B01-S22,16387267417201747712,22,B01,CONTROL,2806097971093939155,12452745886917361139,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S23,B01,B,B01-S23,9291552872952191884,23,B01,CONTROL,7757362910483186954,7789307205402291230,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S24,B01,B,B01-S24,6774698307268965035,24,B01,CONTROL,1576580045019179932,4935217386166152489,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S25,B01,B,B01-S25,2397802915662912221,25,B01,CONTROL,14619151551073477646,12920588218344506273,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S26,B01,B,B01-S26,16512734406278341016,26,B01,CONTROL,14322377249768527931,13254837558786523102,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S27,B01,B,B01-S27,7759242425029944541,27,B01,CONTROL,1149342802584957422,5649797684190372106,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S28,B01,B,B01-S28,11711687275972324145,28,B01,CONTROL,1080364485313091703,6989550281425801118,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B01-S29,B01,B,B01-S29,4354161107732199298,29,B01,CONTROL,958257433142140251,11054401464327553918,141,10000.0,1000,0de9cc1d2d27909e46c28212cb56c220414df452b0f9fe0af71e55e05e502b62
B02-S00,B02,B,B01-S00,7266343386191483739,0,B02,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S01,B02,B,B01-S01,7327669731288643706,1,B02,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S02,B02,B,B01-S02,14021529625252821637,2,B02,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S03,B02,B,B01-S03,13015257401067502099,3,B02,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S04,B02,B,B01-S04,4888788266148067928,4,B02,TREATMENT,2317428014290689691,5004527360990479258,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S05,B02,B,B01-S05,372686234733934361,5,B02,TREATMENT,4112462094266218956,12493455952218554452,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S06,B02,B,B01-S06,8946841158517248766,6,B02,TREATMENT,18344430265889267866,3607112505366798910,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S07,B02,B,B01-S07,9009703059525875822,7,B02,TREATMENT,17090463357186446524,16318870803467828902,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S08,B02,B,B01-S08,13763262471769672163,8,B02,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S09,B02,B,B01-S09,11943450448932995834,9,B02,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S10,B02,B,B01-S10,383364110206706523,10,B02,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S11,B02,B,B01-S11,7597450664324651830,11,B02,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S12,B02,B,B01-S12,7113020691504941419,12,B02,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S13,B02,B,B01-S13,17589586195462360652,13,B02,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S14,B02,B,B01-S14,9841280377429304429,14,B02,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S15,B02,B,B01-S15,15378190346746817772,15,B02,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S16,B02,B,B01-S16,17392834523920745446,16,B02,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S17,B02,B,B01-S17,6004902773991946938,17,B02,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S18,B02,B,B01-S18,1276185860986598701,18,B02,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S19,B02,B,B01-S19,18079315101168952395,19,B02,TREATMENT,6043571177915800040,12702549968641713946,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S20,B02,B,B01-S20,7204546077592663632,20,B02,TREATMENT,569641493284683202,13765921241000322430,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S21,B02,B,B01-S21,9956737151618003453,21,B02,TREATMENT,16877700863488327536,7386769304762975962,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S22,B02,B,B01-S22,16387267417201747712,22,B02,TREATMENT,2806097971093939155,12452745886917361139,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S23,B02,B,B01-S23,9291552872952191884,23,B02,TREATMENT,7757362910483186954,7789307205402291230,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S24,B02,B,B01-S24,6774698307268965035,24,B02,TREATMENT,1576580045019179932,4935217386166152489,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S25,B02,B,B01-S25,2397802915662912221,25,B02,TREATMENT,14619151551073477646,12920588218344506273,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S26,B02,B,B01-S26,16512734406278341016,26,B02,TREATMENT,14322377249768527931,13254837558786523102,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S27,B02,B,B01-S27,7759242425029944541,27,B02,TREATMENT,1149342802584957422,5649797684190372106,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S28,B02,B,B01-S28,11711687275972324145,28,B02,TREATMENT,1080364485313091703,6989550281425801118,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B02-S29,B02,B,B01-S29,4354161107732199298,29,B02,TREATMENT,958257433142140251,11054401464327553918,141,10000.0,1000,c9c87e57845ab286fe9e297f0d0d379ab70e8498e667f0d3076fe08a33f90bd0
B03-S00,B03,B,B01-S00,7266343386191483739,0,B03,TREATMENT,12089769011917694374,1988348648956568175,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S01,B03,B,B01-S01,7327669731288643706,1,B03,TREATMENT,12962257606173152482,5324873478951682309,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S02,B03,B,B01-S02,14021529625252821637,2,B03,TREATMENT,10111987247277390914,7444505376397852194,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S03,B03,B,B01-S03,13015257401067502099,3,B03,TREATMENT,17270178139864731407,8641882922361671506,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S04,B03,B,B01-S04,4888788266148067928,4,B03,TREATMENT,2317428014290689691,5004527360990479258,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S05,B03,B,B01-S05,372686234733934361,5,B03,TREATMENT,4112462094266218956,12493455952218554452,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S06,B03,B,B01-S06,8946841158517248766,6,B03,TREATMENT,18344430265889267866,3607112505366798910,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S07,B03,B,B01-S07,9009703059525875822,7,B03,TREATMENT,17090463357186446524,16318870803467828902,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S08,B03,B,B01-S08,13763262471769672163,8,B03,TREATMENT,16125149457169702369,9691583463255889012,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S09,B03,B,B01-S09,11943450448932995834,9,B03,TREATMENT,17149423523499720600,14346439664770562953,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S10,B03,B,B01-S10,383364110206706523,10,B03,TREATMENT,523302846518345112,15696728803483267094,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S11,B03,B,B01-S11,7597450664324651830,11,B03,TREATMENT,7369064661370065246,5366810094079678820,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S12,B03,B,B01-S12,7113020691504941419,12,B03,TREATMENT,8186838090085453911,15680718854683426966,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S13,B03,B,B01-S13,17589586195462360652,13,B03,TREATMENT,5829204117060041738,4804898231906745974,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S14,B03,B,B01-S14,9841280377429304429,14,B03,TREATMENT,3426743007640780525,8112466945008198149,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S15,B03,B,B01-S15,15378190346746817772,15,B03,TREATMENT,5663219481463969684,7358855150582438391,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S16,B03,B,B01-S16,17392834523920745446,16,B03,TREATMENT,6824537507448365744,18349887623301676399,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S17,B03,B,B01-S17,6004902773991946938,17,B03,TREATMENT,4715227865861581916,2262219189337088363,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
B03-S18,B03,B,B01-S18,1276185860986598701,18,B03,TREATMENT,9511655153168452277,10436580739198981035,141,10000.0,1000,b907196024331ad0456f47bc85985ceba3f2ef26c163145e59dc008d1c946dcd
