time_s,H_effective,H_pipeline,H_useful_target
12.106666666666676,4000.0,4000.0,3200.0
12.106666666666676,4000.0,4000.0,3200.0
12.106666666666676,4000.0,4000.0,3200.0
12.106666666666676,4000.0,4000.0,3200.0
12.12750000000001,4000.0,4000.0,3200.0
12.12750000000001,4000.0,4000.0,3200.0
12.12750000000001,4000.0,4000.0,3200.0
12.12750000000001,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.169166666666676,4000.0,4000.0,3200.0
12.210833333333342,4000.0,4000.0,3200.0
12.210833333333342,4000.0,4000.0,3200.0
12.210833333333342,4000.0,4000.0,3200.0
12.210833333333342,4000.0,4000.0,3200.0
12.231666666666676,4000.0,4000.0,3200.0
12.231666666666676,4000.0,4000.0,3200.0
12.231666666666676,4000.0,4000.0,3200.0
12.231666666666676,4000.0,4000.0,3200.0
12.244166666666676,2400.0,2400.0,2800.0
12.244166666666676,2800.0,2800.0,3200.0
12.244166666666676,2800.0,2800.0,3200.0
12.244166666666676,2800.0,2800.0,3200.0
12.294166666666676,2800.0,2800.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2600.0,2600.0,3200.0
12.294166666666676,2500.0,2500.0,3200.0
12.294166666666676,2500.0,2500.0,3200.0
12.294166666666676,2500.0,2500.0,3200.0
12.294166666666676,0.0,0.0,0.0
13.294166666666678,100.0,100.0,100.0
13.294166666666678,300.0,300.0,300.0
13.294166666666678,600.0,600.0,600.0
13.294166666666678,1000.0,1000.0,1000.0
13.294166666666678,1100.0,1100.0,1100.0
13.294166666666678,1300.0,1300.0,1300.0
13.294166666666678,1600.0,1600.0,1600.0
13.294166666666678,2000.0,2000.0,2000.0
13.294166666666678,2100.0,2100.0,2100.0
13.294166666666678,2300.0,2300.0,2300.0
13.294166666666678,2600.0,2600.0,2600.0
13.294166666666678,3000.0,3000.0,3000.0
13.294166666666678,3100.0,3100.0,3100.0
13.316666666666679,0.0,0.0,0.0
14.31666666666668,100.0,100.0,100.0
14.31666666666668,300.0,300.0,300.0
14.31666666666668,600.0,600.0,600.0
14.31666666666668,1000.0,1000.0,1000.0
14.31666666666668,1100.0,1100.0,1100.0
14.31666666666668,1300.0,1300.0,1300.0
14.31666666666668,1600.0,1600.0,1600.0
14.31666666666668,2000.0,2000.0,2000.0
14.31666666666668,2100.0,2100.0,2100.0
14.31666666666668,2300.0,2300.0,2300.0
14.31666666666668,2600.0,2600.0,2600.0
14.31666666666668,3000.0,3000.0,3000.0
14.31666666666668,3100.0,3100.0,3100.0
14.37916666666668,4000.0,4000.0,3200.0
14.37916666666668,4000.0,4000.0,3200.0
14.37916666666668,4000.0,4000.0,3200.0
14.37916666666668,4000.0,4000.0,3200.0
14.400000000000015,4000.0,4000.0,3200.0
14.400000000000015,4000.0,4000.0,3200.0
14.400000000000015,4000.0,4000.0,3200.0
14.400000000000015,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.44166666666668,4000.0,4000.0,3200.0
14.483333333333347,4000.0,4000.0,3200.0
14.483333333333347,4000.0,4000.0,3200.0
14.483333333333347,4000.0,4000.0,3200.0
14.483333333333347,4000.0,4000.0,3200.0
14.50416666666668,4000.0,4000.0,3200.0
14.50416666666668,4000.0,4000.0,3200.0
14.50416666666668,4000.0,4000.0,3200.0
14.50416666666668,4000.0,4000.0,3200.0
14.51666666666668,2400.0,2400.0,2800.0
14.51666666666668,2800.0,2800.0,3200.0
14.51666666666668,2800.0,2800.0,3200.0
14.51666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2800.0,2800.0,3200.0
14.56666666666668,2700.0,2700.0,3200.0
14.56666666666668,2700.0,2700.0,3200.0
14.56666666666668,2700.0,2700.0,3200.0
14.57916666666668,2700.0,2700.0,3200.0
14.583333333333348,1500.0,1500.0,2700.0
14.583333333333348,1500.0,1500.0,2700.0
14.583333333333348,1500.0,1500.0,2700.0
14.583333333333348,1500.0,1500.0,2700.0
14.63166666666668,0.0,0.0,0.0
15.631666666666682,100.0,100.0,100.0
15.631666666666682,300.0,300.0,300.0
15.631666666666682,600.0,600.0,600.0
15.631666666666682,1000.0,1000.0,1000.0
15.631666666666682,1100.0,1100.0,1100.0
15.631666666666682,1300.0,1300.0,1300.0
15.631666666666682,1600.0,1600.0,1600.0
15.631666666666682,2000.0,2000.0,2000.0
15.631666666666682,2100.0,2100.0,2100.0
15.631666666666682,2300.0,2300.0,2300.0
15.631666666666682,2600.0,2600.0,2600.0
15.631666666666682,3000.0,3000.0,3000.0
15.631666666666682,3100.0,3100.0,3100.0
15.641666666666682,0.0,0.0,0.0
16.641666666666683,100.0,100.0,100.0
16.641666666666683,300.0,300.0,300.0
16.641666666666683,600.0,600.0,600.0
16.641666666666683,1000.0,1000.0,1000.0
16.641666666666683,1100.0,1100.0,1100.0
16.641666666666683,1300.0,1300.0,1300.0
16.641666666666683,1600.0,1600.0,1600.0
16.641666666666683,2000.0,2000.0,2000.0
16.641666666666683,2100.0,2100.0,2100.0
16.641666666666683,2300.0,2300.0,2300.0
16.641666666666683,2600.0,2600.0,2600.0
16.641666666666683,3000.0,3000.0,3000.0
16.641666666666683,3100.0,3100.0,3100.0
16.704166666666683,4000.0,4000.0,3200.0
16.704166666666683,4000.0,4000.0,3200.0
16.704166666666683,4000.0,4000.0,3200.0
16.704166666666683,4000.0,4000.0,3200.0
16.725000000000016,4000.0,4000.0,3200.0
16.725000000000016,4000.0,4000.0,3200.0
16.725000000000016,4000.0,4000.0,3200.0
16.725000000000016,4000.0,4000.0,3200.0
16.731666666666683,0.0,0.0,0.0
17.731666666666687,100.0,100.0,100.0
17.731666666666687,300.0,300.0,300.0
17.731666666666687,600.0,600.0,600.0
17.731666666666687,1000.0,1000.0,1000.0
17.731666666666687,1100.0,1100.0,1100.0
17.731666666666687,1300.0,1300.0,1300.0
17.731666666666687,1600.0,1600.0,1600.0
17.731666666666687,2000.0,2000.0,2000.0
17.731666666666687,2100.0,2100.0,2100.0
17.731666666666687,2300.0,2300.0,2300.0
17.731666666666687,2600.0,2600.0,2600.0
17.731666666666687,3000.0,3000.0,3000.0
17.731666666666687,3100.0,3100.0,3100.0
17.794166666666687,4000.0,4000.0,3200.0
17.794166666666687,4000.0,4000.0,3200.0
17.794166666666687,4000.0,4000.0,3200.0
17.794166666666687,4000.0,4000.0,3200.0
