scenario_id,comparison_type,matching_kind,same_seed_set,same_target_and_difficulty,same_horizon,same_power_values,primary_or_sensitivity,mean_total_energy_kwh,mean_accepted_blocks,mean_closed_rounds,mean_median_round_duration_s,mean_p95_round_duration_s,mean_total_physical_evaluations,mean_unique_physical_evaluations,mean_duplicate_physical_evaluations,mean_blocks_per_million_evaluations,mean_energy_per_accepted_block_kwh,interpretation_limit
W00_POW_POPULATION_MATCHED,MATCHED_POW_CONTROL,population-matched,TRUE,TRUE,TRUE,TRUE,SENSITIVITY,0.035833333333333335,249.41666666666666,311.25,0.18472222222222387,4.0,1447488.5833333333,219373.75,1228114.8333333333,172.35693756980888,0.0001447506657146416,controlled simulator control; not a claim about any deployed network
W01_POW_ACTIVE_CAPACITY_MATCHED,MATCHED_POW_CONTROL,active-capacity-matched (artificial),TRUE,TRUE,TRUE,TRUE,PRIMARY_GATE_CONTROL,0.029383333333333334,241.75,301.25,0.22486111111110865,4.0,1158561.5833333333,216190.41666666666,942371.1666666666,208.73187436451136,0.00012271500228419705,ARTIFICIAL capacity-matched construction; answers a different question from W00; never merged with it
P00_POCOL_NO_FLOOR,POCOL_CONTROL,"same frozen core, floor disabled",TRUE,TRUE,TRUE,TRUE,CONTEXT,0.016548453780863916,178.0,223.41666666666666,1.1803819444444652,2.0000000000000284,152980.41666666666,152980.41666666666,0.0,1166.1351110471028,9.31244072547007e-05,PoCol control without the operational floor
P01_POCOL_STAGE8S_COARSE,POCOL_BASELINE,"same frozen core, Stage-8S coarse policy",TRUE,TRUE,TRUE,TRUE,CONTEXT,0.01612871281442877,164.5,206.0,1.1726388888889039,2.3325000000000387,140644.91666666666,140644.91666666666,0.0,1172.2408599306682,9.831514636487693e-05,frozen Stage-8S baseline re-run on fresh Stage-8U seeds
P02_POCOL_SINGLE_HANDOFF,POCOL_PRIMARY,"same frozen core, single-handoff policy",TRUE,TRUE,TRUE,TRUE,PRIMARY,0.01617508823977599,163.66666666666666,226.5,1.1735416666666831,1.8000000000000398,139712.41666666666,139712.41666666666,0.0,1173.1941816520948,9.898076978468743e-05,the single-handoff useful-work policy within PoCol
