accepted_block_interval_s,accepted_main_blocks,active_mining_time_s,aggregate_hashrate_THs,aggregate_power_W,co2_kg,config_hash,confirmation_time_6blk_s,created_block_interval_s,created_blocks,energy_kWh,energy_per_accepted_block_kWh,energy_per_tx_kWh,exhausted_rounds,idle_after_range,idle_miner_seconds,n_miners,pct_time_active,per_miner_energy_kwh_max,per_miner_energy_kwh_min,protocol,seed,sim_time,stale_blocks,stale_rate_pct,throughput_tx_per_s,total_hashes
507.4334904057093,19,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,3044.6009424342556,526.3157894736842,19,8.420833333333311,0.44320175438596376,0.0002412638837158213,3,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,2,10000.0,0,0.0,3.4903,1.4100000000000003e+18
498.18547312484975,19,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,2989.1128387490985,526.3157894736842,19,8.420833333333311,0.44320175438596376,0.0002415268416272282,3,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,4,10000.0,0,0.0,3.4865,1.41e+18
1038.9564500040042,8,2914538.434825263,141.0,3031.5000000000045,2.7303912173623766,5471969975f55178,6233.738700024025,1250.0,8,6.135710600814434,0.7669638251018043,0.0004111304342545185,3,True,1085461.5651747636,400,72.86346087063157,0.015339276502035972,0.015339276502035972,PoCol,5,10000.0,0,0.0,1.4924,1.0273747982758921e+18
909.5310731319557,11,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,5457.186438791734,909.0909090909091,11,8.420833333333311,0.765530303030301,0.0004132518689371993,4,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,5,10000.0,0,0.0,2.0377,1.4100000000000003e+18
797.4707931843526,13,2025827.1564698762,141.0,3031.5000000000045,1.8978307542035286,5471969975f55178,4784.824759106115,769.2307692307693,13,4.264788211693315,0.3280606316687165,0.00017660309792096214,2,True,1974172.8435301238,400,50.645678911746906,0.010661970529233341,0.010661970529233341,PoCol,3,10000.0,0,0.0,2.4149,7.141040726556211e+17
462.7934705423394,19,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,2776.760823254036,526.3157894736842,19,8.420833333333311,0.44320175438596376,0.00023899058701102062,3,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,3,10000.0,0,0.0,3.5235,1.4099999999999997e+18
875.1333971672201,12,2176490.973465077,141.0,3031.5000000000045,2.0389752859697703,5471969975f55178,5250.80038300332,833.3333333333334,12,4.581966934763516,0.3818305778969597,0.00020791210340155713,1,True,1823509.0265349217,400,54.41227433662692,0.01145491733690874,0.01145491733690874,PoCol,4,10000.0,0,0.0,2.2038,7.672130681464465e+17
426.17703820978846,19,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,2557.062229258731,526.3157894736842,19,8.420833333333311,0.44320175438596376,0.00024055400026662033,2,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,6,10000.0,0,0.0,3.5006,1.41e+18
766.9001111647667,12,2323731.1447650404,141.0,3031.5000000000045,2.1769124858216027,5471969975f55178,4601.4006669886,833.3333333333334,12,4.89193817038562,0.40766151419880164,0.00022085499640567133,1,True,1676268.8552349515,400,58.093278619126,0.012229845425964052,0.012229845425964052,PoCol,8,10000.0,0,0.0,2.215,8.191152285296812e+17
875.3597143643615,12,2639310.073156782,141.0,3031.5000000000045,2.4725524143158113,5471969975f55178,5252.158286186169,833.3333333333334,12,5.5562975602602505,0.4630247966883542,0.0002498672285047556,1,True,1360689.926843223,400,65.98275182891955,0.01389074390065067,0.01389074390065067,PoCol,6,10000.0,0,0.0,2.2237,9.303568007877635e+17
376.9624462904991,21,4000000.0,141.0,3031.5000000000045,3.747270833333305,5471969975f55178,2261.7746777429948,476.1904761904762,21,8.420833333333311,0.40099206349206246,0.00021940680910196225,2,False,0.0,400,100.0,0.02105208333333333,0.02105208333333333,PoCol,7,10000.0,0,0.0,3.838,1.4099999999999997e+18
740.9374600155725,12,2489382.283336111,141.0,3031.5000000000045,2.3320974058405484,5471969975f55178,4445.624760093435,833.3333333333334,12,5.2406683277315205,0.4367223606442934,0.00023887453064093717,1,True,1510617.7166638891,400,62.23455708340278,0.01310167081932887,0.01310167081932887,PoCol,7,10000.0,0,0.0,2.1939,8.77507254875972e+17
668.7044591104717,15,4000000.0,141.0,3031.5000000000045,3.7472708333333054,5471969975f55178,4012.22675466283,666.6666666666666,15,8.420833333333311,0.5613888888888874,0.0003058451070836201,3,False,0.0,400,100.0,0.021052083333333332,0.021052083333333332,PoCol,9,10000.0,0,0.0,2.7533,1.4100000000000003e+18
