protocol,n_miners,seed,config_hash,sim_time,aggregate_hashrate_THs,aggregate_power_W,energy_kWh,co2_kg,created_blocks,accepted_main_blocks,stale_blocks,stale_rate_pct,accepted_block_interval_s,created_block_interval_s,throughput_tx_per_s,confirmation_time_6blk_s,energy_per_accepted_block_kWh,energy_per_tx_kWh,total_hashes,active_mining_time_s,exhausted_rounds,idle_after_range,restart_policy,mode,idle_miner_seconds,pct_time_active,per_miner_energy_kwh_min,per_miner_energy_kwh_max
PoCol,100,11,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,18,18,0,0.0,552.0062331149894,555.5555555555555,3.3151,3312.0373986899367,0.4678240740740747,0.0002540144590912294,1.4100000000000003e+18,1000000.0,4,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,12,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,23,23,0,0.0,424.3277148808862,434.7826086956522,4.2497,2545.9662892853175,0.36612318840579755,0.00019815124204845854,1.41e+18,1000000.0,1,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,13,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,17,17,0,0.0,512.3455021113986,588.2352941176471,3.1294,3074.073012668391,0.49534313725490253,0.0002690877910568589,1.41e+18,1000000.0,4,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,14,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.74727083333334,18,18,0,0.0,472.59183499138464,555.5555555555555,3.3534,2835.551009948308,0.4678240740740747,0.00025111329794636324,1.41e+18,1000000.0,1,True,immediate,immediate,0.0,100.0,0.08420833333333337,0.08420833333333337
PoCol,100,15,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,17,16,1,5.88,615.4422466779225,588.2352941176471,2.9605,3692.6534800675354,0.526302083333334,0.0002844395653887297,1.41e+18,1000000.0,16,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,16,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,20,20,0,0.0,489.1621692272522,500.0,3.6504,2934.9730153635132,0.42104166666666726,0.0002306824822850467,1.4100000000000003e+18,1000000.0,1,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,17,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,11,11,0,0.0,775.0519113761346,909.0909090909091,2.0427,4650.3114682568075,0.7655303030303039,0.00041224033550366394,1.4100000000000003e+18,1000000.0,4,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,18,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,24,24,0,0.0,381.6614342047253,416.6666666666667,4.4186,2289.968605228352,0.35086805555555606,0.00019057695499328622,1.4099999999999997e+18,1000000.0,0,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,19,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,19,19,0,0.0,473.52240044442743,526.3157894736842,3.5291,2841.1344026665647,0.44320175438596554,0.0002386113551141465,1.41e+18,1000000.0,4,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,20,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,23,23,0,0.0,436.37331687300707,434.7826086956522,4.2834,2618.2399012380424,0.36612318840579755,0.00019659227093741754,1.4100000000000003e+18,1000000.0,2,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,21,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,17,17,0,0.0,596.2668591937867,588.2352941176471,3.1113,3577.60115516272,0.49534313725490253,0.0002706532103408011,1.41e+18,1000000.0,2,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,22,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,16,16,0,0.0,625.2468797823319,625.0,2.9425,3751.4812786939915,0.5263020833333341,0.00028617955253469314,1.4099999999999997e+18,1000000.0,3,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,23,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,21,21,0,0.0,484.47695332410376,476.1904761904762,3.8586,2906.8617199446226,0.40099206349206407,0.00021823545672869292,1.41e+18,1000000.0,5,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,24,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,18,18,0,0.0,524.0498035426956,555.5555555555555,3.3474,3144.2988212561736,0.4678240740740746,0.00025156340244169635,1.41e+18,1000000.0,4,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,25,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.747270833333338,22,22,0,0.0,449.2276084831642,454.54545454545456,4.0797,2695.365650898985,0.38276515151515195,0.00020640815092613042,1.4100000000000003e+18,1000000.0,2,True,immediate,immediate,0.0,100.0,0.08420833333333332,0.08420833333333332
PoCol,100,26,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,16,16,0,0.0,582.4147049572756,625.0,2.9423,3494.4882297436534,0.5263020833333341,0.00028619900531330405,1.4099999999999997e+18,1000000.0,1,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,27,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333345,3.7472708333333395,21,21,0,0.0,489.1612381176307,476.1904761904762,3.8934,2934.967428705784,0.40099206349206407,0.0002162848238900022,1.4099999999999997e+18,1000000.0,3,True,immediate,immediate,0.0,100.0,0.08420833333333334,0.08420833333333334
PoCol,100,28,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,26,26,0,0.0,346.5844485352601,384.61538461538464,4.7673,2079.506691211561,0.32387820512820553,0.0001766373698599489,1.4099999999999997e+18,1000000.0,1,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,29,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.7472708333333395,18,18,0,0.0,518.7163898579963,555.5555555555555,3.3345,3112.298339147978,0.4678240740740746,0.0002525366121857353,1.41e+18,1000000.0,1,True,immediate,immediate,0.0,100.0,0.08420833333333333,0.08420833333333333
PoCol,100,30,602d261342d617fd,10000.0,141.0,3031.5000000000045,8.420833333333343,3.747270833333338,14,14,0,0.0,603.6087674899522,714.2857142857143,2.5449,3621.6526049397135,0.601488095238096,0.0003308905392484319,1.4100000000000003e+18,1000000.0,7,True,immediate,immediate,0.0,100.0,0.08420833333333332,0.08420833333333332
PoCol,200,1,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,17,17,0,0.0,511.9838318959605,588.2352941176471,3.1382,3071.902991375763,0.49534313725490065,0.0002683332271153308,1.41e+18,2000000.0,1,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,2,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,23,23,0,0.0,388.738904808983,434.7826086956522,4.2134,2332.433428853898,0.36612318840579616,0.00019985838831664004,1.41e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,3,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,516.7917574123657,526.3157894736842,3.5207,3100.7505444741937,0.44320175438596376,0.00023918065536209591,1.4099999999999997e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,4,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,683.9907328119054,666.6666666666666,2.7513,4103.944396871433,0.5613888888888874,0.00030606743478840226,1.4100000000000003e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,5,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,498.0240556519079,526.3157894736842,3.4798,2988.144333911447,0.44320175438596376,0.00024199187692779215,1.4099999999999997e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,6,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,677.3513482748538,666.6666666666666,2.7735,4064.1080896491226,0.5613888888888874,0.0003036175710594307,1.4100000000000003e+18,2000000.0,1,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,7,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,17,17,0,0.0,507.6771520479828,588.2352941176471,3.1061,3046.062912287897,0.49534313725490065,0.00027110631767597024,1.41e+18,2000000.0,4,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,8,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,17,17,0,0.0,557.9148077792352,588.2352941176471,3.1343,3347.488846675411,0.49534313725490065,0.00026866711333737393,1.41e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,9,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,617.2406592401177,666.6666666666666,2.7507,3703.4439554407063,0.5613888888888874,0.00030613419614401103,1.41e+18,2000000.0,3,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,10,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,701.1182224678138,666.6666666666666,2.7743,4206.709334806883,0.5613888888888874,0.000303530019584519,1.41e+18,2000000.0,4,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,11,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,20,20,0,0.0,494.03124352480745,500.0,3.6925,2964.1874611488447,0.42104166666666554,0.00022805235838411133,1.4100000000000003e+18,2000000.0,1,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,12,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,509.11254223333214,526.3157894736842,3.5065,3054.675253399993,0.44320175438596376,0.00024014924663719696,1.41e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,13,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,621.1035358470671,666.6666666666666,2.7654,3726.621215082402,0.5613888888888874,0.00030450688266917306,1.41e+18,2000000.0,5,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,14,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,420.52970534286146,526.3157894736842,3.537,2523.1782320571688,0.44320175438596376,0.00023807840919800146,1.4100000000000003e+18,2000000.0,4,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,15,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,495.3077499850403,526.3157894736842,3.5145,2971.8464999102416,0.44320175438596376,0.00023960259875752772,1.4099999999999997e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,16,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333435,25,25,0,0.0,387.6338322805396,400.0,4.5812,2325.8029936832377,0.33683333333333243,0.0001838128292441568,1.4100000000000003e+18,2000000.0,1,True,immediate,immediate,0.0,100.0,0.04210416666666666,0.04210416666666666
PoCol,200,17,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,537.7515206477217,666.6666666666666,2.7805,3226.50912388633,0.5613888888888874,0.0003028532038602162,1.4099999999999997e+18,2000000.0,3,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,18,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,22,22,0,0.0,454.39734251828656,454.54545454545456,4.0416,2726.384055109719,0.3827651515151505,0.00020835395223013932,1.41e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,19,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333435,22,22,0,0.0,402.86213324891736,454.54545454545456,4.0842,2417.172799493504,0.3827651515151505,0.0002061807289881326,1.41e+18,2000000.0,4,True,immediate,immediate,0.0,100.0,0.04210416666666666,0.04210416666666666
PoCol,200,20,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,607.206040804538,666.6666666666666,2.7917,3643.236244827228,0.5613888888888874,0.0003016381893947527,1.41e+18,2000000.0,3,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,21,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,23,23,0,0.0,431.30571185112854,434.7826086956522,4.2248,2587.834271106771,0.36612318840579616,0.0001993190999179443,1.4099999999999997e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,22,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,12,12,0,0.0,833.1330686373927,833.3333333333334,2.2168,4998.798411824357,0.7017361111111092,0.00037986436906050665,1.4099999999999997e+18,2000000.0,5,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,23,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,14,14,0,0.0,683.1803906510679,714.2857142857143,2.5925,4099.082343906408,0.6014880952380937,0.00032481517197042667,1.4099999999999997e+18,2000000.0,3,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,24,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,19,19,0,0.0,508.3136574177769,526.3157894736842,3.5375,3049.881944506661,0.44320175438596376,0.00023804475853945756,1.4100000000000003e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,25,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,21,21,0,0.0,418.92215807270094,476.1904761904762,3.9013,2513.5329484362055,0.40099206349206246,0.00021584685446731375,1.41e+18,2000000.0,4,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,26,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,15,15,0,0.0,635.3674845308475,666.6666666666666,2.7618,3812.204907185085,0.5613888888888874,0.00030490380669611527,1.4100000000000003e+18,2000000.0000000002,3,True,immediate,immediate,0.0,100.00000000000001,0.04210416666666667,0.04210416666666667
PoCol,200,27,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,20,20,0,0.0,513.4701211930354,500.0,3.7156,3080.8207271582123,0.42104166666666554,0.00022663454982595842,1.4100000000000003e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,28,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,18,18,0,0.0,555.632487400372,555.5555555555555,3.2968,3333.794924402232,0.46782407407407284,0.00025542445199385193,1.4100000000000003e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.04210416666666667,0.04210416666666667
PoCol,200,29,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,18,18,0,0.0,473.5809473014658,555.5555555555555,3.3277,2841.485683808795,0.46782407407407284,0.00025305265899369867,1.41e+18,2000000.0,3,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,200,30,91165884f617551f,10000.0,141.0,3031.4999999999905,8.420833333333311,3.7472708333333444,14,14,0,0.0,670.8995800160809,714.2857142857143,2.5513,4025.397480096485,0.6014880952380937,0.0003300604920367386,1.4099999999999997e+18,2000000.0,2,True,immediate,immediate,0.0,100.0,0.042104166666666665,0.042104166666666665
PoCol,300,1,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,18,18,0,0.0,535.7700535365789,555.5555555555555,3.302,3214.620321219473,0.46782407407407184,0.000255022208762365,1.41e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444435,0.028069444444444435
PoCol,300,2,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,7,7,0,0.0,1577.277067625226,1428.5714285714287,1.2999,9463.662405751356,1.2029761904761849,0.0006478062415057538,1.4099999999999997e+18,3000000.0,6,True,immediate,immediate,0.0,100.0,0.02806944444444445,0.02806944444444445
PoCol,300,3,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,16,16,0,0.0,621.0479372273136,625.0,2.9507,3726.2876233638817,0.5263020833333308,0.00028538425910235856,1.41e+18,3000000.0,1,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,4,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,15,15,0,0.0,542.6670470242099,666.6666666666666,2.7577,3256.0022821452594,0.5613888888888863,0.0003053571212725566,1.4100000000000003e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444442,0.028069444444444442
PoCol,300,5,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,15,15,0,0.0,705.3818190399445,666.6666666666666,2.7649,4232.2909142396675,0.5613888888888863,0.0003045619491964734,1.4100000000000003e+18,3000000.0,4,True,immediate,immediate,0.0,100.0,0.02806944444444445,0.02806944444444445
PoCol,300,6,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,12,12,0,0.0,866.6028603210649,833.3333333333334,2.2083,5199.61716192639,0.7017361111111078,0.00038132651058883724,1.4099999999999997e+18,3000000.0,5,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,7,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,10,10,0,0.0,987.9512054725603,1000.0,1.8384,5927.707232835362,0.8420833333333293,0.00045805229184798157,1.41e+18,3000000.0,4,True,immediate,immediate,0.0,100.0,0.02806944444444445,0.02806944444444445
PoCol,300,8,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,24,24,0,0.0,418.7624277646545,416.6666666666667,4.3689,2512.5745665879267,0.3508680555555539,0.00019274493198135213,1.41e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444442,0.028069444444444442
PoCol,300,9,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,22,22,0,0.0,436.844048647511,454.54545454545456,4.0312,2621.064291885066,0.3827651515151497,0.00020889147979096282,1.41e+18,3000000.0,2,True,immediate,immediate,0.0,100.0,0.028069444444444442,0.028069444444444442
PoCol,300,10,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,16,16,0,0.0,621.9979618650855,625.0,2.9473,3731.987771190513,0.5263020833333308,0.00028571347787240164,1.41e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,11,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,15,15,0,0.0,600.6072950363665,666.6666666666666,2.7314,3603.6437702181993,0.5613888888888863,0.00030829733225940154,1.41e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,12,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,20,20,0,0.0,515.9514243002418,500.0,3.6993,3095.708545801451,0.42104166666666465,0.0002276331558222716,1.4100000000000003e+18,3000000.0,1,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,13,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,12,12,0,0.0,839.1491149097002,833.3333333333334,2.2239,5034.894689458201,0.7017361111111078,0.0003786516180283868,1.41e+18,3000000.0,4,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,14,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,10,10,0,0.0,815.1378393085273,1000.0,1.8532,4890.827035851164,0.8420833333333293,0.0004543942010216541,1.41e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,15,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,18,18,0,0.0,555.6892108805362,555.5555555555555,3.3245,3334.135265283217,0.46782407407407184,0.00025329623502280923,1.41e+18,3000000.0,2,True,immediate,immediate,0.0,100.0,0.02806944444444445,0.02806944444444445
PoCol,300,16,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,19,19,0,0.0,537.3100182596357,526.3157894736842,3.4989,3223.860109557814,0.4432017543859628,0.00024067087751388419,1.4099999999999997e+18,3000000.0,2,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,17,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,14,14,0,0.0,734.3022835623577,714.2857142857143,2.5772,4405.813701374146,0.6014880952380924,0.00032674349423146413,1.41e+18,3000000.0,4,True,immediate,immediate,0.0,100.0,0.02806944444444445,0.02806944444444445
PoCol,300,18,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,9,9,0,0.0,795.9204064897644,1111.111111111111,1.6736,4775.522438938587,0.9356481481481437,0.0005031568674314826,1.41e+18,3000000.0,5,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,19,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,22,22,0,0.0,445.0603526648533,454.54545454545456,4.0921,2670.36211598912,0.3827651515151497,0.00020578268696594152,1.41e+18,3000000.0,2,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,20,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,14,14,0,0.0,639.5586468953147,714.2857142857143,2.5729,3837.3518813718883,0.6014880952380924,0.00032728956948708827,1.4099999999999997e+18,3000000.0,3,True,immediate,immediate,0.0,100.0,0.028069444444444445,0.028069444444444445
PoCol,300,21,ba9649cc2ba5d2d6,10000.0,141.0,3031.5000000000045,8.420833333333293,3.7472708333333586,16,16,0,0.0,572.4853928315385,625.0,2.9524,3434.9123569892313,0.5263020833333308,0.00028521993406494016,1.41e+18,3000000.0,2,True,immediate,immediate,0.0,100.0,0.02806944444444445,0.02806944444444445
