mode,N,seed,M,p_success,total_attempts,total_energy,completion_time,solution_found,winner_id,duplicate_header_evaluations
duplicate_full_domain,300,25,4294967296,4.656612873077393e-10,628532014800,628532014800.0,2095106716.0,True,0,626436908084
disjoint_partition,300,25,4294967296,4.656612873077393e-10,1466774400,1466774400.0,4889248.0,True,146,0
independent_candidate_headers,300,25,4294967296,4.656612873077393e-10,565975800,565975800.0,1886586.0,True,268,0
duplicate_full_domain,300,26,4294967296,4.656612873077393e-10,187668760500,187668760500.0,625562535.0,True,0,187043197965
disjoint_partition,300,26,4294967296,4.656612873077393e-10,2985162300,2985162300.0,9950541.0,True,43,0
independent_candidate_headers,300,26,4294967296,4.656612873077393e-10,672915000,672915000.0,2243050.0,True,189,0
duplicate_full_domain,300,27,4294967296,4.656612873077393e-10,279020979900,279020979900.0,930069933.0,True,0,278090909967
disjoint_partition,300,27,4294967296,4.656612873077393e-10,4143066300,4143066300.0,13810221.0,True,64,0
independent_candidate_headers,300,27,4294967296,4.656612873077393e-10,1744269300,1744269300.0,5814231.0,True,40,0
duplicate_full_domain,300,28,4294967296,4.656612873077393e-10,1288490188800,1288490188800.0,4294967296.0,False,,1284195221504
disjoint_partition,300,28,4294967296,4.656612873077393e-10,4294967296,4294967296.0,14316558.0,False,,0
independent_candidate_headers,300,28,4294967296,4.656612873077393e-10,939043200,939043200.0,3130144.0,True,149,0
duplicate_full_domain,300,29,4294967296,4.656612873077393e-10,387360586200,387360586200.0,1291201954.0,True,0,386069384246
disjoint_partition,300,29,4294967296,4.656612873077393e-10,813520200,813520200.0,2711734.0,True,90,0
independent_candidate_headers,300,29,4294967296,4.656612873077393e-10,812189400,812189400.0,2707298.0,True,12,0
duplicate_full_domain,400,0,4294967296,4.656612873077393e-10,145258444400,145258444400.0,363146111.0,True,0,144895298289
disjoint_partition,400,0,4294967296,4.656612873077393e-10,3524513600,3524513600.0,8811284.0,True,33,0
independent_candidate_headers,400,0,4294967296,4.656612873077393e-10,498052000,498052000.0,1245130.0,True,215,0
duplicate_full_domain,400,1,4294967296,4.656612873077393e-10,1717986918400,1717986918400.0,4294967296.0,False,,1713691951104
disjoint_partition,400,1,4294967296,4.656612873077393e-10,4294967296,4294967296.0,10737419.0,False,,0
independent_candidate_headers,400,1,4294967296,4.656612873077393e-10,6429160000,6429160000.0,16072900.0,True,40,0
duplicate_full_domain,400,2,4294967296,4.656612873077393e-10,38621649600,38621649600.0,96554124.0,True,0,38525095476
disjoint_partition,400,2,4294967296,4.656612873077393e-10,4261908800,4261908800.0,10654772.0,True,8,0
independent_candidate_headers,400,2,4294967296,4.656612873077393e-10,1131551600,1131551600.0,2828879.0,True,33,0
duplicate_full_domain,400,3,4294967296,4.656612873077393e-10,1233199564800,1233199564800.0,3082998912.0,True,0,1230116565888
disjoint_partition,400,3,4294967296,4.656612873077393e-10,543940000,543940000.0,1359850.0,True,287,0
independent_candidate_headers,400,3,4294967296,4.656612873077393e-10,1281762000,1281762000.0,3204405.0,True,83,0
duplicate_full_domain,400,4,4294967296,4.656612873077393e-10,1240145800400,1240145800400.0,3100364501.0,True,0,1237045435899
disjoint_partition,400,4,4294967296,4.656612873077393e-10,3195208400,3195208400.0,7988021.0,True,288,0
independent_candidate_headers,400,4,4294967296,4.656612873077393e-10,2032610800,2032610800.0,5081527.0,True,113,0
duplicate_full_domain,400,5,4294967296,4.656612873077393e-10,406618784000,406618784000.0,1016546960.0,True,0,405602237040
disjoint_partition,400,5,4294967296,4.656612873077393e-10,2891829600,2891829600.0,7229574.0,True,94,0
independent_candidate_headers,400,5,4294967296,4.656612873077393e-10,601550800,601550800.0,1503877.0,True,124,0
duplicate_full_domain,400,6,4294967296,4.656612873077393e-10,198859814000,198859814000.0,497149535.0,True,0,198362664465
disjoint_partition,400,6,4294967296,4.656612873077393e-10,1291304400,1291304400.0,3228261.0,True,46,0
independent_candidate_headers,400,6,4294967296,4.656612873077393e-10,104291600,104291600.0,260729.0,True,71,0
duplicate_full_domain,400,7,4294967296,4.656612873077393e-10,968539223600,968539223600.0,2421348059.0,True,0,966117875541
disjoint_partition,400,7,4294967296,4.656612873077393e-10,2171565200,2171565200.0,5428913.0,True,225,0
independent_candidate_headers,400,7,4294967296,4.656612873077393e-10,5945243600,5945243600.0,14863109.0,True,143,0
duplicate_full_domain,400,8,4294967296,4.656612873077393e-10,1274833803600,1274833803600.0,3187084509.0,True,0,1271646719091
disjoint_partition,400,8,4294967296,4.656612873077393e-10,3523474000,3523474000.0,8808685.0,True,296,0
independent_candidate_headers,400,8,4294967296,4.656612873077393e-10,748905600,748905600.0,1872264.0,True,6,0
duplicate_full_domain,400,9,4294967296,4.656612873077393e-10,661435558000,661435558000.0,1653588895.0,True,0,659781969105
disjoint_partition,400,9,4294967296,4.656612873077393e-10,10570800,10570800.0,26427.0,True,154,0
independent_candidate_headers,400,9,4294967296,4.656612873077393e-10,877580800,877580800.0,2193952.0,True,357,0
duplicate_full_domain,400,10,4294967296,4.656612873077393e-10,480745351600,480745351600.0,1201863379.0,True,0,479543488221
disjoint_partition,400,10,4294967296,4.656612873077393e-10,4003954000,4003954000.0,10009885.0,True,111,0
independent_candidate_headers,400,10,4294967296,4.656612873077393e-10,139197600,139197600.0,347994.0,True,238,0
duplicate_full_domain,400,11,4294967296,4.656612873077393e-10,681382586800,681382586800.0,1703456467.0,True,0,679679130333
disjoint_partition,400,11,4294967296,4.656612873077393e-10,2777730800,2777730800.0,6944327.0,True,158,0
independent_candidate_headers,400,11,4294967296,4.656612873077393e-10,551972400,551972400.0,1379931.0,True,163,0
duplicate_full_domain,400,12,4294967296,4.656612873077393e-10,640246237600,640246237600.0,1600615594.0,True,0,638645622006
disjoint_partition,400,12,4294967296,4.656612873077393e-10,296086400,296086400.0,740216.0,True,149,0
independent_candidate_headers,400,12,4294967296,4.656612873077393e-10,1293642400,1293642400.0,3234106.0,True,99,0
duplicate_full_domain,400,13,4294967296,4.656612873077393e-10,1160409480400,1160409480400.0,2901023701.0,True,0,1157508456699
disjoint_partition,400,13,4294967296,4.656612873077393e-10,768298000,768298000.0,1920745.0,True,270,0
independent_candidate_headers,400,13,4294967296,4.656612873077393e-10,319968000,319968000.0,799920.0,True,202,0
duplicate_full_domain,400,14,4294967296,4.656612873077393e-10,1717986918400,1717986918400.0,4294967296.0,False,,1713691951104
disjoint_partition,400,14,4294967296,4.656612873077393e-10,4294967296,4294967296.0,10737419.0,False,,0
independent_candidate_headers,400,14,4294967296,4.656612873077393e-10,843563200,843563200.0,2108908.0,True,280,0
duplicate_full_domain,400,15,4294967296,4.656612873077393e-10,30387998000,30387998000.0,75969995.0,True,0,30312028005
disjoint_partition,400,15,4294967296,4.656612873077393e-10,323224800,323224800.0,808062.0,True,7,0
independent_candidate_headers,400,15,4294967296,4.656612873077393e-10,157868400,157868400.0,394671.0,True,9,0
duplicate_full_domain,400,16,4294967296,4.656612873077393e-10,873965920000,873965920000.0,2184914800.0,True,0,871781005200
disjoint_partition,400,16,4294967296,4.656612873077393e-10,2087540000,2087540000.0,5218850.0,True,203,0
independent_candidate_headers,400,16,4294967296,4.656612873077393e-10,679868800,679868800.0,1699672.0,True,351,0
duplicate_full_domain,400,17,4294967296,4.656612873077393e-10,558447552800,558447552800.0,1396118882.0,True,0,557051433918
disjoint_partition,400,17,4294967296,4.656612873077393e-10,101778400,101778400.0,254446.0,True,130,0
independent_candidate_headers,400,17,4294967296,4.656612873077393e-10,1335049600,1335049600.0,3337624.0,True,17,0
duplicate_full_domain,400,18,4294967296,4.656612873077393e-10,1466985579600,1466985579600.0,3667463949.0,True,0,1463318115651
disjoint_partition,400,18,4294967296,4.656612873077393e-10,2401726000,2401726000.0,6004315.0,True,341,0
independent_candidate_headers,400,18,4294967296,4.656612873077393e-10,3145270000,3145270000.0,7863175.0,True,178,0
duplicate_full_domain,400,19,4294967296,4.656612873077393e-10,334919972800,334919972800.0,837299932.0,True,0,334082672868
disjoint_partition,400,19,4294967296,4.656612873077393e-10,4207467600,4207467600.0,10518669.0,True,77,0
independent_candidate_headers,400,19,4294967296,4.656612873077393e-10,2738591200,2738591200.0,6846478.0,True,5,0
duplicate_full_domain,400,20,4294967296,4.656612873077393e-10,85138072000,85138072000.0,212845180.0,True,0,84925226820
disjoint_partition,400,20,4294967296,4.656612873077393e-10,3533687600,3533687600.0,8834219.0,True,19,0
independent_candidate_headers,400,20,4294967296,4.656612873077393e-10,2875471600,2875471600.0,7188679.0,True,222,0
duplicate_full_domain,400,21,4294967296,4.656612873077393e-10,1548005886400,1548005886400.0,3870014716.0,True,0,1544135871684
disjoint_partition,400,21,4294967296,4.656612873077393e-10,1817656000,1817656000.0,4544140.0,True,360,0
independent_candidate_headers,400,21,4294967296,4.656612873077393e-10,1667720400,1667720400.0,4169301.0,True,386,0
duplicate_full_domain,400,22,4294967296,4.656612873077393e-10,36669542400,36669542400.0,91673856.0,True,0,36577868544
disjoint_partition,400,22,4294967296,4.656612873077393e-10,2309801600,2309801600.0,5774504.0,True,8,0
independent_candidate_headers,400,22,4294967296,4.656612873077393e-10,1177066000,1177066000.0,2942665.0,True,3,0
duplicate_full_domain,400,23,4294967296,4.656612873077393e-10,67093596400,67093596400.0,167733991.0,True,0,66925862409
disjoint_partition,400,23,4294967296,4.656612873077393e-10,2669082400,2669082400.0,6672706.0,True,15,0
independent_candidate_headers,400,23,4294967296,4.656612873077393e-10,6502988000,6502988000.0,16257470.0,True,323,0
duplicate_full_domain,400,24,4294967296,4.656612873077393e-10,291366938400,291366938400.0,728417346.0,True,0,290638521054
disjoint_partition,400,24,4294967296,4.656612873077393e-10,3604109200,3604109200.0,9010273.0,True,67,0
independent_candidate_headers,400,24,4294967296,4.656612873077393e-10,1476480000,1476480000.0,3691200.0,True,3,0
duplicate_full_domain,400,25,4294967296,4.656612873077393e-10,838042686400,838042686400.0,2095106716.0,True,0,835947579684
disjoint_partition,400,25,4294967296,4.656612873077393e-10,524044000,524044000.0,1310110.0,True,195,0
independent_candidate_headers,400,25,4294967296,4.656612873077393e-10,754634400,754634400.0,1886586.0,True,268,0
duplicate_full_domain,400,26,4294967296,4.656612873077393e-10,250225014000,250225014000.0,625562535.0,True,0,249599451465
disjoint_partition,400,26,4294967296,4.656612873077393e-10,1116893200,1116893200.0,2792233.0,True,58,0
independent_candidate_headers,400,26,4294967296,4.656612873077393e-10,897220000,897220000.0,2243050.0,True,189,0
duplicate_full_domain,400,27,4294967296,4.656612873077393e-10,372027973200,372027973200.0,930069933.0,True,0,371097903267
disjoint_partition,400,27,4294967296,4.656612873077393e-10,2660759600,2660759600.0,6651899.0,True,86,0
independent_candidate_headers,400,27,4294967296,4.656612873077393e-10,2325692400,2325692400.0,5814231.0,True,40,0
duplicate_full_domain,400,28,4294967296,4.656612873077393e-10,1717986918400,1717986918400.0,4294967296.0,False,,1713691951104
disjoint_partition,400,28,4294967296,4.656612873077393e-10,4294967296,4294967296.0,10737419.0,False,,0
independent_candidate_headers,400,28,4294967296,4.656612873077393e-10,1252057600,1252057600.0,3130144.0,True,149,0
duplicate_full_domain,400,29,4294967296,4.656612873077393e-10,516480781600,516480781600.0,1291201954.0,True,0,515189579646
disjoint_partition,400,29,4294967296,4.656612873077393e-10,1084679200,1084679200.0,2711698.0,True,120,0
independent_candidate_headers,400,29,4294967296,4.656612873077393e-10,463585600,463585600.0,1158964.0,True,323,0
duplicate_full_domain,500,0,4294967296,4.656612873077393e-10,181573055500,181573055500.0,363146111.0,True,0,181209909389
disjoint_partition,500,0,4294967296,4.656612873077393e-10,1184420500,1184420500.0,2368841.0,True,42,0
independent_candidate_headers,500,0,4294967296,4.656612873077393e-10,622565000,622565000.0,1245130.0,True,215,0
duplicate_full_domain,500,1,4294967296,4.656612873077393e-10,2147483648000,2147483648000.0,4294967296.0,False,,2143188680704
disjoint_partition,500,1,4294967296,4.656612873077393e-10,4294967296,4294967296.0,8589935.0,False,,0
independent_candidate_headers,500,1,4294967296,4.656612873077393e-10,8036450000,8036450000.0,16072900.0,True,40,0
duplicate_full_domain,500,2,4294967296,4.656612873077393e-10,48277062000,48277062000.0,96554124.0,True,0,48180507876
disjoint_partition,500,2,4294967296,4.656612873077393e-10,1032419500,1032419500.0,2064839.0,True,11,0
independent_candidate_headers,500,2,4294967296,4.656612873077393e-10,1414439500,1414439500.0,2828879.0,True,33,0
duplicate_full_domain,500,3,4294967296,4.656612873077393e-10,1541499456000,1541499456000.0,3082998912.0,True,0,1538416457088
disjoint_partition,500,3,4294967296,4.656612873077393e-10,3901122000,3901122000.0,7802244.0,True,358,0
independent_candidate_headers,500,3,4294967296,4.656612873077393e-10,1602202500,1602202500.0,3204405.0,True,83,0
duplicate_full_domain,500,4,4294967296,4.656612873077393e-10,1550182250500,1550182250500.0,3100364501.0,True,0,1547081885999
disjoint_partition,500,4,4294967296,4.656612873077393e-10,3993982500,3993982500.0,7987965.0,True,360,0
independent_candidate_headers,500,4,4294967296,4.656612873077393e-10,2540763500,2540763500.0,5081527.0,True,113,0
duplicate_full_domain,500,5,4294967296,4.656612873077393e-10,508273480000,508273480000.0,1016546960.0,True,0,507256933040
disjoint_partition,500,5,4294967296,4.656612873077393e-10,1467315000,1467315000.0,2934630.0,True,118,0
independent_candidate_headers,500,5,4294967296,4.656612873077393e-10,751938500,751938500.0,1503877.0,True,124,0
duplicate_full_domain,500,6,4294967296,4.656612873077393e-10,248574767500,248574767500.0,497149535.0,True,0,248077617965
disjoint_partition,500,6,4294967296,4.656612873077393e-10,3761620000,3761620000.0,7523240.0,True,57,0
independent_candidate_headers,500,6,4294967296,4.656612873077393e-10,130364500,130364500.0,260729.0,True,71,0
duplicate_full_domain,500,7,4294967296,4.656612873077393e-10,1210674029500,1210674029500.0,2421348059.0,True,0,1208252681441
disjoint_partition,500,7,4294967296,4.656612873077393e-10,3788162000,3788162000.0,7576324.0,True,281,0
independent_candidate_headers,500,7,4294967296,4.656612873077393e-10,7431554500,7431554500.0,14863109.0,True,143,0
duplicate_full_domain,500,8,4294967296,4.656612873077393e-10,1593542254500,1593542254500.0,3187084509.0,True,0,1590355169991
disjoint_partition,500,8,4294967296,4.656612873077393e-10,109349500,109349500.0,218699.0,True,371,0
independent_candidate_headers,500,8,4294967296,4.656612873077393e-10,936132000,936132000.0,1872264.0,True,6,0
duplicate_full_domain,500,9,4294967296,4.656612873077393e-10,826794447500,826794447500.0,1653588895.0,True,0,825140858605
disjoint_partition,500,9,4294967296,4.656612873077393e-10,2160687500,2160687500.0,4321375.0,True,192,0
independent_candidate_headers,500,9,4294967296,4.656612873077393e-10,1096976000,1096976000.0,2193952.0,True,357,0
duplicate_full_domain,500,10,4294967296,4.656612873077393e-10,600931689500,600931689500.0,1201863379.0,True,0,599729826121
disjoint_partition,500,10,4294967296,4.656612873077393e-10,3931207000,3931207000.0,7862414.0,True,139,0
independent_candidate_headers,500,10,4294967296,4.656612873077393e-10,173997000,173997000.0,347994.0,True,238,0
duplicate_full_domain,500,11,4294967296,4.656612873077393e-10,851728233500,851728233500.0,1703456467.0,True,0,850024777033
disjoint_partition,500,11,4294967296,4.656612873077393e-10,1324668500,1324668500.0,2649337.0,True,198,0
independent_candidate_headers,500,11,4294967296,4.656612873077393e-10,689965500,689965500.0,1379931.0,True,163,0
duplicate_full_domain,500,12,4294967296,4.656612873077393e-10,800307797000,800307797000.0,1600615594.0,True,0,798707181406
disjoint_partition,500,12,4294967296,4.656612873077393e-10,1443842000,1443842000.0,2887684.0,True,186,0
independent_candidate_headers,500,12,4294967296,4.656612873077393e-10,1617053000,1617053000.0,3234106.0,True,99,0
duplicate_full_domain,500,13,4294967296,4.656612873077393e-10,1450511850500,1450511850500.0,2901023701.0,True,0,1447610826799
disjoint_partition,500,13,4294967296,4.656612873077393e-10,3107823500,3107823500.0,6215647.0,True,337,0
independent_candidate_headers,500,13,4294967296,4.656612873077393e-10,399960000,399960000.0,799920.0,True,202,0
duplicate_full_domain,500,14,4294967296,4.656612873077393e-10,2147483648000,2147483648000.0,4294967296.0,False,,2143188680704
disjoint_partition,500,14,4294967296,4.656612873077393e-10,4294967296,4294967296.0,8589935.0,False,,0
independent_candidate_headers,500,14,4294967296,4.656612873077393e-10,1054454000,1054454000.0,2108908.0,True,280,0
duplicate_full_domain,500,15,4294967296,4.656612873077393e-10,37984997500,37984997500.0,75969995.0,True,0,37909027505
disjoint_partition,500,15,4294967296,4.656612873077393e-10,3625257500,3625257500.0,7250515.0,True,8,0
independent_candidate_headers,500,15,4294967296,4.656612873077393e-10,197335500,197335500.0,394671.0,True,9,0
duplicate_full_domain,500,16,4294967296,4.656612873077393e-10,1092457400000,1092457400000.0,2184914800.0,True,0,1090272485200
disjoint_partition,500,16,4294967296,4.656612873077393e-10,1535655000,1535655000.0,3071310.0,True,254,0
independent_candidate_headers,500,16,4294967296,4.656612873077393e-10,849836000,849836000.0,1699672.0,True,351,0
duplicate_full_domain,500,17,4294967296,4.656612873077393e-10,698059441000,698059441000.0,1396118882.0,True,0,696663322118
disjoint_partition,500,17,4294967296,4.656612873077393e-10,2274706000,2274706000.0,4549412.0,True,162,0
independent_candidate_headers,500,17,4294967296,4.656612873077393e-10,1668812000,1668812000.0,3337624.0,True,17,0
duplicate_full_domain,500,18,4294967296,4.656612873077393e-10,1833731974500,1833731974500.0,3667463949.0,True,0,1830064510551
disjoint_partition,500,18,4294967296,4.656612873077393e-10,4075884500,4075884500.0,8151769.0,True,426,0
independent_candidate_headers,500,18,4294967296,4.656612873077393e-10,3430685500,3430685500.0,6861371.0,True,494,0
duplicate_full_domain,500,19,4294967296,4.656612873077393e-10,418649966000,418649966000.0,837299932.0,True,0,417812666068
disjoint_partition,500,19,4294967296,4.656612873077393e-10,2038118500,2038118500.0,4076237.0,True,97,0
independent_candidate_headers,500,19,4294967296,4.656612873077393e-10,3423239000,3423239000.0,6846478.0,True,5,0
duplicate_full_domain,500,20,4294967296,4.656612873077393e-10,106422590000,106422590000.0,212845180.0,True,0,106209744820
disjoint_partition,500,20,4294967296,4.656612873077393e-10,3343370000,3343370000.0,6686740.0,True,24,0
independent_candidate_headers,500,20,4294967296,4.656612873077393e-10,3594339500,3594339500.0,7188679.0,True,222,0
duplicate_full_domain,500,21,4294967296,4.656612873077393e-10,1935007358000,1935007358000.0,3870014716.0,True,0,1931137343284
disjoint_partition,500,21,4294967296,4.656612873077393e-10,2272060000,2272060000.0,4544120.0,True,450,0
independent_candidate_headers,500,21,4294967296,4.656612873077393e-10,2084650500,2084650500.0,4169301.0,True,386,0
duplicate_full_domain,500,22,4294967296,4.656612873077393e-10,45836928000,45836928000.0,91673856.0,True,0,45745254144
disjoint_partition,500,22,4294967296,4.656612873077393e-10,2887253000,2887253000.0,5774506.0,True,10,0
independent_candidate_headers,500,22,4294967296,4.656612873077393e-10,1471332500,1471332500.0,2942665.0,True,3,0
duplicate_full_domain,500,23,4294967296,4.656612873077393e-10,83866995500,83866995500.0,167733991.0,True,0,83699261509
disjoint_partition,500,23,4294967296,4.656612873077393e-10,2262613000,2262613000.0,4525226.0,True,19,0
independent_candidate_headers,500,23,4294967296,4.656612873077393e-10,8128735000,8128735000.0,16257470.0,True,323,0
duplicate_full_domain,500,24,4294967296,4.656612873077393e-10,364208673000,364208673000.0,728417346.0,True,0,363480255654
disjoint_partition,500,24,4294967296,4.656612873077393e-10,3431403000,3431403000.0,6862806.0,True,84,0
independent_candidate_headers,500,24,4294967296,4.656612873077393e-10,1845600000,1845600000.0,3691200.0,True,3,0
duplicate_full_domain,500,25,4294967296,4.656612873077393e-10,1047553358000,1047553358000.0,2095106716.0,True,0,1045458251284
disjoint_partition,500,25,4294967296,4.656612873077393e-10,3876255500,3876255500.0,7752511.0,True,243,0
independent_candidate_headers,500,25,4294967296,4.656612873077393e-10,943293000,943293000.0,1886586.0,True,268,0
duplicate_full_domain,500,26,4294967296,4.656612873077393e-10,312781267500,312781267500.0,625562535.0,True,0,312155704965
disjoint_partition,500,26,4294967296,4.656612873077393e-10,3543607500,3543607500.0,7087215.0,True,72,0
independent_candidate_headers,500,26,4294967296,4.656612873077393e-10,1121525000,1121525000.0,2243050.0,True,189,0
duplicate_full_domain,500,27,4294967296,4.656612873077393e-10,465034966500,465034966500.0,930069933.0,True,0,464104896567
disjoint_partition,500,27,4294967296,4.656612873077393e-10,1178476500,1178476500.0,2356953.0,True,108,0
independent_candidate_headers,500,27,4294967296,4.656612873077393e-10,2907115500,2907115500.0,5814231.0,True,40,0
duplicate_full_domain,500,28,4294967296,4.656612873077393e-10,2147483648000,2147483648000.0,4294967296.0,False,,2143188680704
disjoint_partition,500,28,4294967296,4.656612873077393e-10,4294967296,4294967296.0,8589935.0,False,,0
independent_candidate_headers,500,28,4294967296,4.656612873077393e-10,1565072000,1565072000.0,3130144.0,True,149,0
duplicate_full_domain,500,29,4294967296,4.656612873077393e-10,645600977000,645600977000.0,1291201954.0,True,0,644309775046
disjoint_partition,500,29,4294967296,4.656612873077393e-10,1355852000,1355852000.0,2711704.0,True,150,0
independent_candidate_headers,500,29,4294967296,4.656612873077393e-10,579482000,579482000.0,1158964.0,True,323,0
