run_id,protocol,N,seed_index,block_index,interval_s
8XP_N300_POCOL_seed002,POCOL,300,2,15,124.27199341594314
8XP_N300_POWMT_seed002,POWMT,300,2,1,627.5241401763178
8XP_N300_POWMT_seed002,POWMT,300,2,2,89.45706481580805
8XP_N300_POWMT_seed002,POWMT,300,2,3,123.96692999882453
8XP_N300_POWMT_seed002,POWMT,300,2,4,690.1965616677651
8XP_N300_POWMT_seed002,POWMT,300,2,5,158.4792459180212
8XP_N300_POWMT_seed002,POWMT,300,2,6,34.52634186032924
8XP_N300_POWMT_seed002,POWMT,300,2,7,1854.9340053141038
8XP_N300_POWMT_seed002,POWMT,300,2,8,1619.0060626366662
8XP_N300_POWMT_seed002,POWMT,300,2,9,405.86521068282946
8XP_N300_POWMT_seed002,POWMT,300,2,10,606.213498893615
8XP_N300_POWMT_seed002,POWMT,300,2,11,131.96539013739493
8XP_N300_POWMT_seed002,POWMT,300,2,12,738.3745437793323
8XP_N300_POWMT_seed002,POWMT,300,2,13,201.8211823755646
8XP_N300_POWMT_seed002,POWMT,300,2,14,802.5478232336336
8XP_N300_POWMT_seed002,POWMT,300,2,15,103.20792695831642
8XP_N300_POWMT_seed002,POWMT,300,2,16,89.57207373822621
8XP_N300_POWMT_seed002,POWMT,300,2,17,1404.352968887897
8XP_N300_POWMT_seed002,POWMT,300,2,18,133.8127958602654
8XP_N300_POWMT_seed002,POWMT,300,2,19,98.15436556948407
8XP_N300_POWMT_seed002,POWMT,300,2,20,1.0418341701424652
8XP_N300_POWMT_seed002,POWMT,300,2,21,63.22157887942376
8XP_N300_POWMT_seed002,POWMT,300,2,22,16.25068345148611
8XP_N300_POW_seed003,POW,300,3,1,41.00947893431206
8XP_N300_POW_seed003,POW,300,3,2,57.96293559732905
8XP_N300_POW_seed003,POW,300,3,3,1469.4138808103569
8XP_N300_POW_seed003,POW,300,3,4,421.30011636962695
8XP_N300_POW_seed003,POW,300,3,5,218.41099886335883
8XP_N300_POW_seed003,POW,300,3,6,341.180951214008
8XP_N300_POW_seed003,POW,300,3,7,20.19238401615121
8XP_N300_POW_seed003,POW,300,3,8,2262.70514135003
8XP_N300_POW_seed003,POW,300,3,9,1289.1273284334375
8XP_N300_POW_seed003,POW,300,3,10,143.87708804945942
8XP_N300_POW_seed003,POW,300,3,11,376.6574061560941
8XP_N300_POW_seed003,POW,300,3,12,413.8484733349578
8XP_N300_POW_seed003,POW,300,3,13,92.0105586913196
8XP_N300_POW_seed003,POW,300,3,14,2.460876043562166
8XP_N300_POW_seed003,POW,300,3,15,10.977316099543714
8XP_N300_POW_seed003,POW,300,3,16,321.5016782250832
8XP_N300_POW_seed003,POW,300,3,17,85.26018052822747
8XP_N300_POW_seed003,POW,300,3,18,376.4363620695076
8XP_N300_POCOL_seed003,POCOL,300,3,1,41.00947893431206
8XP_N300_POCOL_seed003,POCOL,300,3,2,57.96293559732905
8XP_N300_POCOL_seed003,POCOL,300,3,3,1474.398475043814
8XP_N300_POCOL_seed003,POCOL,300,3,4,421.30011636962695
8XP_N300_POCOL_seed003,POCOL,300,3,5,218.41099886335905
8XP_N300_POCOL_seed003,POCOL,300,3,6,341.180951214008
8XP_N300_POCOL_seed003,POCOL,300,3,7,20.19238401615121
8XP_N300_POCOL_seed003,POCOL,300,3,8,2270.7813126517376
8XP_N300_POCOL_seed003,POCOL,300,3,9,1294.3286262907532
8XP_N300_POCOL_seed003,POCOL,300,3,10,143.87708804945942
8XP_N300_POCOL_seed003,POCOL,300,3,11,376.6574061560941
8XP_N300_POCOL_seed003,POCOL,300,3,12,413.8484733349578
8XP_N300_POCOL_seed003,POCOL,300,3,13,92.0105586913196
8XP_N300_POCOL_seed003,POCOL,300,3,14,2.460876043562166
8XP_N300_POCOL_seed003,POCOL,300,3,15,10.977316099543714
8XP_N300_POCOL_seed003,POCOL,300,3,16,321.5016782250832
8XP_N300_POCOL_seed003,POCOL,300,3,17,85.26018052822747
8XP_N300_POCOL_seed003,POCOL,300,3,18,376.4363620695076
8XP_N300_POWMT_seed003,POWMT,300,3,1,1334.777310579405
8XP_N300_POWMT_seed003,POWMT,300,3,2,122.96475019746026
8XP_N300_POWMT_seed003,POWMT,300,3,3,779.7108990241443
8XP_N300_POWMT_seed003,POWMT,300,3,4,86.82315068927028
8XP_N300_POWMT_seed003,POWMT,300,3,5,359.8782413206759
8XP_N300_POWMT_seed003,POWMT,300,3,6,81.75280105849197
8XP_N300_POWMT_seed003,POWMT,300,3,7,613.2291657883038
8XP_N300_POWMT_seed003,POWMT,300,3,8,650.6986002032681
8XP_N300_POWMT_seed003,POWMT,300,3,9,721.2293075484317
8XP_N300_POWMT_seed003,POWMT,300,3,10,199.36162049825998
8XP_N300_POWMT_seed003,POWMT,300,3,11,906.7980551012324
8XP_N300_POWMT_seed003,POWMT,300,3,12,819.3044153010605
8XP_N300_POWMT_seed003,POWMT,300,3,13,873.8294476276023
8XP_N300_POWMT_seed003,POWMT,300,3,14,239.11215164743408
8XP_N300_POWMT_seed003,POWMT,300,3,15,956.4955131561464
8XP_N300_POW_seed004,POW,300,4,1,102.91751111644582
8XP_N300_POW_seed004,POW,300,4,2,569.0088836238609
8XP_N300_POW_seed004,POW,300,4,3,1187.9689878477632
8XP_N300_POW_seed004,POW,300,4,4,503.6138648891733
