run_id,pow_run_id,N,seed,seed_index,alpha,alpha_label,P_active_W_per_miner,P_low_W_per_miner,PoW_energy_J,PoW_energy_kWh,PoCol_energy_J,PoCol_energy_kWh,PoCol_active_energy_kWh,PoCol_low_power_energy_kWh,paired_energy_difference_kWh,paired_energy_saving_fraction,PoW_energy_per_accepted_block_kWh,PoCol_energy_per_accepted_block_kWh,PoW_energy_per_closed_round_kWh,PoCol_energy_per_closed_round_kWh,PoW_accepted_blocks,PoCol_accepted_blocks,block_retention,PoW_median_block_interval,PoCol_median_block_interval,latency_ratio,low_power_fraction,active_miner_seconds,low_power_miner_seconds,alpha_case
8X_N100_POCOL_seed013,8X_N100_POW_seed013,100,431967532912089508,13,0.25,LP25,3510.0,877.5,3510000000.0,975.0,3504821664.1450434,973.5615733736231,973.0820978314978,0.47947554212541593,-1.438426626376895,0.0014753093603865342,42.391304347826086,44.25279878971014,42.391304347826086,44.25279878971014,23,22,0.9565217391304348,226.75493905055737,280.1088999557478,1.2352934896526977,0.0019670791471811935,998032.9208528182,1967.0791471811935,LP25
8X_N100_POCOL_seed013,8X_N100_POW_seed013,100,431967532912089508,13,0.5,LP50,3510.0,1755.0,3510000000.0,975.0,3506547776.096695,974.0410489157485,973.0820978314978,0.9589510842508319,-0.9589510842514528,0.0009835395735912078,42.391304347826086,44.27459313253402,42.391304347826086,44.27459313253402,23,22,0.9565217391304348,226.75493905055737,280.1088999557478,1.2352934896526977,0.0019670791471811935,998032.9208528182,1967.0791471811935,LP50
8X_N100_POCOL_seed014,8X_N100_POW_seed014,100,3282352798337906545,14,0.0,LP0,3510.0,0.0,3510000000.0,975.0,3504389031.4617915,973.4413976282755,973.4413976282755,0.0,-1.5586023717245325,0.0015985665351020417,60.9375,60.84008735176722,60.9375,60.84008735176722,16,16,1.0,445.6793172475334,445.6793172475334,1.0,0.0015985665351020584,998401.4334648979,1598.5665351020584,LP0
8X_N100_POCOL_seed014,8X_N100_POW_seed014,100,3282352798337906545,14,0.1,LP10,3510.0,351.0,3510000000.0,975.0,3504950128.3156123,973.5972578654479,973.4413976282755,0.1558602371724507,-1.4027421345521134,0.001438709881591893,60.9375,60.84982861659049,60.9375,60.84982861659049,16,16,1.0,445.6793172475334,445.6793172475334,1.0,0.0015985665351020584,998401.4334648979,1598.5665351020584,LP10
8X_N100_POCOL_seed014,8X_N100_POW_seed014,100,3282352798337906545,14,0.25,LP25,3510.0,877.5,3510000000.0,975.0,3505791773.5963435,973.8310482212065,973.4413976282755,0.38965059293112675,-1.1689517787934847,0.00119892490132667,60.9375,60.86444051382541,60.9375,60.86444051382541,16,16,1.0,445.6793172475334,445.6793172475334,1.0,0.0015985665351020584,998401.4334648979,1598.5665351020584,LP25
8X_N100_POCOL_seed014,8X_N100_POW_seed014,100,3282352798337906545,14,0.5,LP50,3510.0,1755.0,3510000000.0,975.0,3507194515.7308955,974.2206988141377,973.4413976282755,0.7793011858622535,-0.7793011858623231,0.0007992832675510764,60.9375,60.888793675883605,60.9375,60.888793675883605,16,16,1.0,445.6793172475334,445.6793172475334,1.0,0.0015985665351020584,998401.4334648979,1598.5665351020584,LP50
8X_N100_POCOL_seed015,8X_N100_POW_seed015,100,3447193969005866655,15,0.0,LP0,3510.0,0.0,3510000000.0,975.0,3499689349.655615,972.135930459893,972.135930459893,0.0,-2.864069540107039,0.0029375072206225816,88.63636363636364,88.3759936781721,88.63636363636364,88.3759936781721,11,11,1.0,446.5738038658692,446.5738038658692,1.0,0.0029375072206227486,997062.4927793775,2937.5072206227487,LP0
8X_N100_POCOL_seed015,8X_N100_POW_seed015,100,3447193969005866655,15,0.1,LP10,3510.0,351.0,3510000000.0,975.0,3500720414.6900535,972.4223374139037,972.135930459893,0.28640695401071803,-2.5776625860962668,0.0026437564985603013,88.63636363636364,88.40203067399125,88.63636363636364,88.40203067399125,11,11,1.0,446.5738038658692,446.5738038658692,1.0,0.0029375072206227486,997062.4927793775,2937.5072206227487,LP10
8X_N100_POCOL_seed015,8X_N100_POW_seed015,100,3447193969005866655,15,0.25,LP25,3510.0,877.5,3510000000.0,975.0,3502267012.241711,972.8519478449198,972.135930459893,0.716017385026795,-2.1480521550802223,0.0022031304154669362,88.63636363636364,88.44108616771997,88.63636363636364,88.44108616771997,11,11,1.0,446.5738038658692,446.5738038658692,1.0,0.0029375072206227486,997062.4927793775,2937.5072206227487,LP25
8X_N100_POCOL_seed015,8X_N100_POW_seed015,100,3447193969005866655,15,0.5,LP50,3510.0,1755.0,3510000000.0,975.0,3504844674.827808,973.5679652299466,972.135930459893,1.43203477005359,-1.4320347700534057,0.0014687536103111798,88.63636363636364,88.50617865726787,88.63636363636364,88.50617865726787,11,11,1.0,446.5738038658692,446.5738038658692,1.0,0.0029375072206227486,997062.4927793775,2937.5072206227487,LP50
