run_id,protocol,composition,N,t,h_active_fraction,p_drawn_fraction
8YP_H0_N100_POW_seed001,POW,H0,100,0.0,1.0,1.0
8YP_H0_N100_POW_seed001,POW,H0,100,10000.0,1.0,1.0
8YP_H0_N100_POW_CT_seed001,POW_CT,H0,100,0.0,1.0,1.0
8YP_H0_N100_POW_CT_seed001,POW_CT,H0,100,10000.0,1.0,1.0
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,0.0,1.0,1.0
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.99,0.99
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.98,0.98
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.97,0.97
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.96,0.96
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.95,0.95
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.94,0.94
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.93,0.93
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.92,0.92
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.91,0.91
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.9,0.9
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.89,0.89
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.88,0.88
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.87,0.87
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.86,0.86
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.85,0.85
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.84,0.84
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.83,0.83
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.82,0.82
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.81,0.81
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.8,0.8
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.79,0.79
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.78,0.78
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.77,0.77
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.76,0.76
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.75,0.75
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.74,0.74
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.73,0.73
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.72,0.72
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.71,0.71
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.7,0.7
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.69,0.69
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.68,0.68
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.67,0.67
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.66,0.66
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.65,0.65
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.64,0.64
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.63,0.63
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.62,0.62
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.61,0.61
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.6,0.6
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.59,0.59
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.58,0.58
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.57,0.57
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.56,0.56
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.55,0.55
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.54,0.54
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.53,0.53
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.52,0.52
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.51,0.51
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.5,0.5
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.49,0.49
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.48,0.48
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.47,0.47
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.46,0.46
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.45,0.45
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.44,0.44
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.43,0.43
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.42,0.42
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.41,0.41
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.4,0.4
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.39,0.39
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.38,0.38
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.37,0.37
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.36,0.36
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.35,0.35
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.34,0.34
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.33,0.33
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.32,0.32
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.31,0.31
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.3,0.3
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.29,0.29
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.28,0.28
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.27,0.27
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.26,0.26
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.25,0.25
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.24,0.24
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.23,0.23
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.22,0.22
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.21,0.21
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.2,0.2
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.19,0.19
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.18,0.18
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.17,0.17
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.16,0.16
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.15,0.15
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.14,0.14
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.13,0.13
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.12,0.12
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.11,0.11
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.1,0.1
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.09,0.09
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.08,0.08
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.07,0.07
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.06,0.06
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.05,0.05
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.04,0.04
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.03,0.03
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.02,0.02
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.01,0.01
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.0,0.0
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0018241641507,0.01,0.01
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0111161343506,0.02,0.02
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0114881712004,0.03,0.03
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0136305276083,0.04,0.04
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0185809896236,0.05,0.05
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0296940107681,0.06,0.06
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0299589205734,0.07,0.07
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0324134631072,0.08,0.08
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0407792969124,0.09,0.09
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0489608272719,0.1,0.1
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.058059250182,0.11,0.11
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.058677678083,0.12,0.12
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0598937825168,0.13,0.13
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0648957299683,0.14,0.14
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0705235952205,0.15,0.15
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.070597232707,0.16,0.16
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0751260826298,0.17,0.17
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0772954011185,0.18,0.18
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0777206813619,0.19,0.19
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0902155849642,0.2,0.2
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0918044447399,0.21,0.21
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0992808309427,0.22,0.22
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1097468573562,0.23,0.23
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1202817958371,0.24,0.24
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1262553768427,0.25,0.25
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1342534227518,0.26,0.26
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1346606199795,0.27,0.27
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1384288326723,0.28,0.28
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1398779931345,0.29,0.29
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1438181522781,0.3,0.3
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1504225762552,0.31,0.31
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1508821436388,0.32,0.32
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1531545933684,0.33,0.33
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1555924832135,0.34,0.34
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1676468782647,0.35,0.35
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1717261024925,0.36,0.36
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1834172457637,0.37,0.37
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1866235842377,0.38,0.38
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1880694015867,0.39,0.39
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1906221851872,0.4,0.4
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1935695417832,0.41,0.41
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1938301381979,0.42,0.42
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.203816942585,0.43,0.43
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2062706667691,0.44,0.44
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2121194235563,0.45,0.45
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2142094482742,0.46,0.46
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.221765184397,0.47,0.47
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2242983490072,0.48,0.48
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2285479219495,0.49,0.49
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2328403293268,0.5,0.5
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2361360263275,0.51,0.51
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2680662713204,0.52,0.52
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.284249850133,0.53,0.53
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2855369795825,0.54,0.54
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2891641875599,0.55,0.55
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2983371485874,0.56,0.56
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3040047635014,0.57,0.57
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.312477785355,0.58,0.58
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3160652844442,0.59,0.59
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3191226163161,0.6,0.6
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3247910179131,0.61,0.61
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3353040668227,0.62,0.62
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3454627400037,0.63,0.63
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3532906117916,0.64,0.64
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3709401802955,0.65,0.65
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.385438783227,0.66,0.66
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.387235493454,0.67,0.67
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4077897824872,0.68,0.68
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4213094332378,0.69,0.69
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4302753053549,0.7,0.7
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4400927890349,0.71,0.71
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4540996606877,0.72,0.72
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4694320186271,0.73,0.73
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4702626732134,0.74,0.74
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4711206167232,0.75,0.75
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5374693764661,0.76,0.76
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5437984493351,0.77,0.77
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5453874128057,0.78,0.78
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5588420019589,0.79,0.79
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6267199414672,0.8,0.8
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6562688340533,0.81,0.81
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7219217512662,0.82,0.82
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7248448734233,0.83,0.83
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.8065954408806,0.84,0.84
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.9249229208631,0.85,0.85
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.0041186546459,0.86,0.86
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.1024750017797,0.87,0.87
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.1335764473484,0.88,0.88
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.1537590948718,0.89,0.89
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.1590036121705,0.9,0.9
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.1949219678834,0.91,0.91
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.2554852593493,0.92,0.92
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.296329500565,0.93,0.93
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.3719511778899,0.94,0.94
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.3828562033768,0.95,0.95
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.4236087632116,0.96,0.96
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.4811237287422,0.97,0.97
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.6725281316131,0.98,0.98
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,602.0913237491076,0.99,0.99
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,602.5333884503639,1.0,1.0
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0018241641505,0.99,0.99
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0111161343507,0.98,0.98
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0114881712004,0.97,0.97
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0136305276083,0.96,0.96
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0185809896236,0.95,0.95
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0296940107683,0.94,0.94
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0299589205733,0.93,0.93
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0324134631073,0.92,0.92
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0407792969124,0.91,0.91
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.048960827272,0.9,0.9
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.058059250182,0.89,0.89
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0586776780829,0.88,0.88
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0598937825168,0.87,0.87
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0648957299682,0.86,0.86
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0705235952205,0.85,0.85
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0705972327069,0.84,0.84
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0751260826298,0.83,0.83
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0772954011186,0.82,0.82
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0777206813618,0.81,0.81
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0902155849642,0.8,0.8
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0918044447399,0.79,0.79
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.0992808309427,0.78,0.78
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1097468573562,0.77,0.77
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.120281795837,0.76,0.76
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1262553768427,0.75,0.75
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.134253422752,0.74,0.74
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1346606199795,0.73,0.73
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1384288326722,0.72,0.72
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1398779931346,0.71,0.71
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.143818152278,0.7,0.7
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.150422576255,0.69,0.69
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1508821436387,0.68,0.68
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1531545933685,0.67,0.67
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1555924832135,0.66,0.66
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1676468782648,0.65,0.65
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1717261024924,0.64,0.64
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1834172457638,0.63,0.63
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1866235842376,0.62,0.62
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1880694015867,0.61,0.61
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1906221851873,0.6,0.6
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1935695417833,0.59,0.59
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.1938301381979,0.58,0.58
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.203816942585,0.57,0.57
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2062706667691,0.56,0.56
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2121194235563,0.55,0.55
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2142094482742,0.54,0.54
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.221765184397,0.53,0.53
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2242983490073,0.52,0.52
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2285479219495,0.51,0.51
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2328403293268,0.5,0.5
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2361360263276,0.49,0.49
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2680662713205,0.48,0.48
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2842498501332,0.47,0.47
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2855369795825,0.46,0.46
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.28916418756,0.45,0.45
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.2983371485875,0.44,0.44
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3040047635013,0.43,0.43
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.312477785355,0.42,0.42
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3160652844442,0.41,0.41
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3191226163162,0.4,0.4
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.324791017913,0.39,0.39
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3353040668226,0.38,0.38
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3454627400038,0.37,0.37
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3532906117916,0.36,0.36
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.3709401802955,0.35,0.35
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.385438783227,0.34,0.34
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.387235493454,0.33,0.33
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.4077897824873,0.32,0.32
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.4213094332376,0.31,0.31
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.4302753053548,0.3,0.3
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.440092789035,0.29,0.29
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.4540996606877,0.28,0.28
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.4694320186272,0.27,0.27
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.4702626732133,0.26,0.26
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.471120616723,0.25,0.25
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.537469376466,0.24,0.24
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.543798449335,0.23,0.23
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.5453874128057,0.22,0.22
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.558842001959,0.21,0.21
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.6267199414672,0.2,0.2
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.6562688340532,0.19,0.19
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.721921751266,0.18,0.18
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.7248448734233,0.17,0.17
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.8065954408808,0.16,0.16
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1200.924922920863,0.15,0.15
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1201.004118654646,0.14,0.14
8YP_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1201.1024750017796,0.13,0.13
