composition,N,protocol,metric,family,n_pairs,mean_control,mean_treatment,mean_difference,median_difference,sd_difference,iqr_difference,ci95_mean_low,ci95_mean_high,boot_ci95_low,boot_ci95_high,relative_difference,n_negative,n_zero,n_positive,shapiro_p,normality_ok,ttest_t,ttest_p,wilcoxon_W,wilcoxon_p,recommended_test,recommended_p,p_holm,cohen_dz,rank_biserial
H0,300,P0_ALL,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.9975829794121879,-0.0024170205878121355,-0.0024385121337228144,0.00044967328419037164,0.0004334465415621602,-0.002584931351664989,-0.002249109823959282,-0.0025740487473379296,-0.002256378788282032,-0.0024170205878121355,30,0,0,0.5887166514146108,True,-29.44041250488523,3.7309906920859424e-23,0.0,1.862645149230957e-09,paired t-test,3.7309906920859424e-23,3.3578916228773483e-22,-5.375059343727605,-1.0
H0,300,P0_ALL,median_block_interval,median_block_interval,30,403.55492864778654,403.79053110981926,0.2356024620325627,0.0,0.7024769323337686,0.0,-0.02670673543187102,0.4979116594969964,0.03378460803373665,0.5118864520637927,0.0005838175804766123,2,23,5,4.656854593389652e-10,False,1.8369967342596787,0.07647903065283292,4.0,0.09096894797535775,Wilcoxon signed-rank,0.09096894797535775,0.727751583802862,0.33538818313911645,0.7142857142857143
H0,300,P0_ALL,energy_kWh_alpha_0,energy_alpha_0,30,2925.0,2917.9302147806507,-7.069785219349205,-7.132647991134718,1.3152943562556625,1.2678311340694108,-7.560924203618364,-6.578646235080046,-7.529092585961451,-6.599907955722676,-0.002417020587811694,30,0,0,0.5887166514262294,True,-29.440412504906142,3.730990692011495e-23,0.0,1.862645149230957e-09,paired t-test,3.730990692011495e-23,3.357891622810345e-22,-5.375059343731422,-1.0
H0,300,P0_ALL,energy_kWh_alpha_005,energy_alpha_005,30,2925.0,2918.2837040416175,-6.716295958381776,-6.776015591578243,1.2495296384429309,1.2044395773662018,-7.182877993437496,-6.249713923326056,-7.152637956663482,-6.269912557936658,-0.00229616955842112,30,0,0,0.5887166514269561,True,-29.44041250490507,3.7309906920153105e-23,0.0,1.862645149230957e-09,paired t-test,3.7309906920153105e-23,3.3578916228137794e-22,-5.375059343731226,-1.0
H0,300,P0_ALL,energy_kWh_alpha_010,energy_alpha_010,30,2925.0,2918.637193302586,-6.362806697414286,-6.419383192021314,1.1837649206300453,1.1410480206624243,-6.80483178325651,-5.920781611572062,-6.776183327365334,-5.9399171601504,-0.0021753185290305254,30,0,0,0.5887166514272336,True,-29.440412504907417,3.730990692006943e-23,0.0,1.862645149230957e-09,paired t-test,3.730990692006943e-23,3.3578916228062483e-22,-5.375059343731655,-1.0
H0,300,P0_ALL,energy_kWh_alpha_025,energy_alpha_025,30,2925.0,2919.6976610854877,-5.3023389145116955,-5.349485993350527,0.9864707671916966,0.9508733505517739,-5.670693152713546,-4.933984676309845,-5.646819439470971,-4.9499309667919835,-0.0018127654408586994,30,0,0,0.5887166514264488,True,-29.440412504906487,3.730990692010272e-23,0.0,1.862645149230957e-09,paired t-test,3.730990692010272e-23,3.3578916228092444e-22,-5.375059343731485,-1.0
H0,300,P0_ALL,energy_kWh_alpha_050,energy_alpha_050,30,2925.0,2921.4651073903265,-3.534892609674201,-3.5663239955667905,0.6576471781276372,0.6339155670331138,-3.780462101808708,-3.289323117539694,-3.7645462929803744,-3.2999539778610085,-0.0012085102939057098,30,0,0,0.5887166514257258,True,-29.44041250491149,3.730990691992457e-23,0.0,1.862645149230957e-09,paired t-test,3.730990691992457e-23,3.3578916227932116e-22,-5.375059343732398,-1.0
H0,300,P3_ENERGY,accepted_blocks,accepted_blocks,30,16.133333333333333,9.533333333333333,-6.6,-6.0,3.0580588839868725,3.5,-7.741897953848325,-5.458102046151675,-7.733333333333333,-5.566666666666666,-0.40909090909090906,30,0,0,0.017705934198676915,False,-11.821122537775222,1.3038638706341428e-12,0.0,1.6332804398014518e-06,Wilcoxon signed-rank,1.6332804398014518e-06,6.352579143812031e-06,-2.158231822990735,-1.0
H0,300,P3_ENERGY,total_evaluations,total_evaluations,30,7.020000000000001e+20,4.200561130170904e+20,-2.819438869829095e+20,-2.8194805970793028e+20,1.2912948685090154e+17,1.634338289007657e+17,-2.8199210472573603e+20,-2.8189566924008296e+20,-2.819887704138863e+20,-2.8189811830551504e+20,-0.40162946863662313,30,0,0,0.8799431872303567,True,-11959.083135638477,1.3137990853468188e-98,0.0,1.862645149230957e-09,paired t-test,1.3137990853468188e-98,1.182419176812137e-97,-2183.419866822936,-1.0
H0,300,P3_ENERGY,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.5983705313633764,-0.4016294686366235,-0.40163541268935893,0.00018394513796436818,0.0002328117220788961,-0.40169815487996624,-0.4015607823932808,-0.40169340514798657,-0.40156427109047754,-0.4016294686366235,30,0,0,0.8799431872457004,True,-11959.08313563062,1.3137990853718503e-98,0.0,1.862645149230957e-09,paired t-test,1.3137990853718503e-98,1.1824191768346653e-97,-2183.4198668215017,-1.0
H0,300,P3_ENERGY,median_block_interval,median_block_interval,30,403.55492864778654,805.4977297618099,401.94280111402327,345.63911563634053,361.7582131128418,440.676315754931,266.8600643150436,537.025537913003,281.258961167643,536.1576068316798,0.9960051843768453,2,0,28,0.006287179295171966,False,6.085643145530788,1.2595930282765112e-06,8.0,4.6566128730773926e-08,Wilcoxon signed-rank,4.6566128730773926e-08,4.1909515857696533e-07,1.1110813425779689,0.9655913978494624
H0,300,P3_ENERGY,energy_kWh_alpha_0,energy_alpha_0,30,2925.0,1750.233804237877,-1174.766195762123,-1174.7835821163749,0.5380395285453856,0.6809742870857463,-1174.9671030239003,-1174.5652885003458,-1174.9532100578592,-1174.575492939646,-0.40162946863662324,30,0,0,0.8799431872315635,True,-11959.083135639312,1.3137990853441597e-98,0.0,1.862645149230957e-09,paired t-test,1.3137990853441597e-98,3.941397256032479e-98,-2183.4198668230883,-1.0
H0,300,P3_ENERGY,energy_kWh_alpha_005,energy_alpha_005,30,2925.0,1808.9721140259833,-1116.027885974017,-1116.0444030105564,0.5111375521180896,0.6469255727317886,-1116.2187478727053,-1115.8370240753286,-1116.2055495549666,-1115.8467182926638,-0.3815479952047921,30,0,0,0.8799431872314427,True,-11959.083135639936,1.31379908534217e-98,0.0,1.862645149230957e-09,paired t-test,1.31379908534217e-98,3.9413972560265096e-98,-2183.4198668232025,-1.0
H0,300,P3_ENERGY,energy_kWh_alpha_010,energy_alpha_010,30,2925.0,1867.7104238140892,-1057.2895761859106,-1057.3052239047374,0.4842355756908074,0.6128768583769215,-1057.47039272151,-1057.1087596503112,-1057.4578890520734,-1057.1179436456819,-0.3614665217729609,30,0,0,0.8799431872316378,True,-11959.08313564029,1.3137990853410395e-98,0.0,1.862645149230957e-09,paired t-test,1.3137990853410395e-98,3.941397256023118e-98,-2183.419866823267,-1.0
H0,300,P3_ENERGY,energy_kWh_alpha_025,energy_alpha_025,30,2925.0,2043.925353178408,-881.0746468215923,-881.0876865872808,0.4035296464090294,0.5107307153148213,-881.2253272679253,-880.9239663752593,-881.2149075433945,-880.9316197047347,-0.3012221014774675,30,0,0,0.8799431872322658,True,-11959.083135639601,1.3137990853432375e-98,0.0,1.862645149230957e-09,paired t-test,1.3137990853432375e-98,3.941397256029713e-98,-2183.4198668231415,-1.0
H0,300,P3_ENERGY,energy_kWh_alpha_050,energy_alpha_050,30,2925.0,2337.6169021189376,-587.3830978810614,-587.3917910581868,0.2690197642726296,0.3404871435423047,-587.48355151195,-587.2826442501728,-587.4766050289296,-587.2877464698231,-0.2008147343183116,30,0,0,0.879943187231751,True,-11959.083135642119,1.3137990853352138e-98,0.0,1.862645149230957e-09,paired t-test,1.3137990853352138e-98,3.9413972560056415e-98,-2183.419866823601,-1.0
H0,300,P4_RESERVE,accepted_blocks,accepted_blocks,30,16.133333333333333,8.8,-7.333333333333333,-8.0,2.564120247507546,4.0,-8.29079156913835,-6.375875097528318,-8.233333333333333,-6.433333333333334,-0.45454545454545453,30,0,0,0.14927293874108788,True,-15.664757112212605,1.0918609152556227e-15,0.0,1.5911887177012708e-06,paired t-test,1.0918609152556227e-15,9.826748237300604e-15,-2.8599802760661097,-1.0
H0,300,P4_RESERVE,total_evaluations,total_evaluations,30,7.020000000000001e+20,3.988404849383351e+20,-3.031595150616649e+20,-3.104880178804734e+20,3.245374704804453e+19,4.050254845184406e+19,-3.152779433701998e+20,-2.9104108675313e+20,-3.142285847118884e+20,-2.9128540265390234e+20,-0.43185116105650256,30,0,0,0.1016772552520609,True,-51.16429381044492,5.553740510836775e-30,0.0,1.862645149230957e-09,paired t-test,5.553740510836775e-30,2.22149620433471e-29,-9.341279286267545,-1.0
H0,300,P4_RESERVE,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.5681488389434972,-0.4318511610565026,-0.4422906237613581,0.046230408900348276,0.05769593796559047,-0.44911387944472897,-0.41458844266827627,-0.4476190665411517,-0.4149364710169551,-0.4318511610565026,30,0,0,0.10167725525205878,True,-51.16429381044499,5.5537405108365514e-30,0.0,1.862645149230957e-09,paired t-test,5.5537405108365514e-30,2.2214962043346206e-29,-9.341279286267556,-1.0
H0,300,P4_RESERVE,median_block_interval,median_block_interval,30,403.55492864778654,901.1734178244549,497.61848917666816,306.90408358742786,529.3931568381917,696.8359272654462,299.93983565554413,695.2971426977922,322.15373408575226,688.5244742636432,1.2330873788211818,2,1,27,0.0026615346947933415,False,5.148477422366987,1.6788393510667993e-05,10.0,7.2296055077611124e-06,Wilcoxon signed-rank,7.2296055077611124e-06,5.78368440620889e-05,0.9399790736788172,0.9540229885057471
H0,300,P4_RESERVE,energy_kWh_alpha_0,energy_alpha_0,30,2925.0,1668.3456147978518,-1256.654385202148,-1286.4363245019729,134.44240391234905,167.92211854934908,-1306.8560038635303,-1206.4527665407657,-1302.485457374826,-1207.5078588701956,-0.4296254308383412,30,0,0,0.10099456591675388,True,-51.196492604501834,5.454387970326223e-30,0.0,1.862645149230957e-09,paired t-test,5.454387970326223e-30,2.181755188130489e-29,-9.347157954877355,-1.0
H0,300,P4_RESERVE,energy_kWh_alpha_005,energy_alpha_005,30,2925.0,1731.1783340579593,-1193.8216659420405,-1222.1145082768744,127.7202837167316,159.5260126218816,-1241.5132036703537,-1146.1301282137272,-1237.3611845060848,-1147.1324659266859,-0.4081441592964241,30,0,0,0.10099456591675576,True,-51.19649260450183,5.454387970326236e-30,0.0,1.862645149230957e-09,paired t-test,5.454387970326236e-30,2.1817551881304944e-29,-9.347157954877355,-1.0
H0,300,P4_RESERVE,energy_kWh_alpha_010,energy_alpha_010,30,2925.0,1794.011053318067,-1130.988946681933,-1157.7926920517757,120.99816352111414,151.12990669441388,-1176.170403477177,-1085.807489886689,-1172.2369116373436,-1086.7570729831764,-0.38666288775450697,30,0,0,0.10099456591675388,True,-51.19649260450182,5.45438797032626e-30,0.0,1.862645149230957e-09,paired t-test,5.45438797032626e-30,2.181755188130504e-29,-9.347157954877355,-1.0
H0,300,P4_RESERVE,energy_kWh_alpha_025,energy_alpha_025,30,2925.0,1982.5092110983887,-942.4907889016108,-964.8272433764798,100.83180293426176,125.94158891201198,-980.1420028976476,-904.8395749055741,-976.8640930311195,-905.6308941526468,-0.3222190731287558,30,0,0,0.10099456591675626,True,-51.19649260450184,5.454387970326199e-30,0.0,1.862645149230957e-09,paired t-test,5.454387970326199e-30,2.1817551881304796e-29,-9.347157954877357,-1.0
H0,300,P4_RESERVE,energy_kWh_alpha_050,energy_alpha_050,30,2925.0,2296.672807398926,-628.327192601074,-643.2181622509863,67.22120195617445,83.96105927467488,-653.4280019317652,-603.2263832703828,-651.2427286874133,-603.7539294350978,-0.2148127154191706,30,0,0,0.10099456591676009,True,-51.196492604501884,5.454387970326078e-30,0.0,1.862645149230957e-09,paired t-test,5.454387970326078e-30,2.181755188130431e-29,-9.347157954877366,-1.0
H0,500,P0_ALL,accepted_blocks,accepted_blocks,30,16.5,16.466666666666665,-0.03333333333333333,0.0,0.18257418583505536,0.0,-0.10150765473775678,0.0348409880710901,-0.1,0.0,-0.00202020202020202,1,29,0,7.76637667465555e-12,False,-1.0,0.32558198801619365,0.0,0.31731050786291415,Wilcoxon signed-rank,0.31731050786291415,1.0,-0.18257418583505539,-1.0
H0,500,P0_ALL,total_evaluations,total_evaluations,30,1.1699999999999999e+21,1.1670417057464019e+21,-2.9582942535979325e+18,-3.105900211994165e+18,6.375559591166712e+17,8.095817020721725e+17,-3.196361561258794e+18,-2.720226945937071e+18,-3.176826109730597e+18,-2.7317198656141435e+18,-0.0025284566270067804,30,0,0,0.4888477075005321,True,-25.414623944201587,2.2734125256829062e-21,0.0,1.862645149230957e-09,paired t-test,2.2734125256829062e-21,9.891007340585913e-21,-4.640054274916708,-1.0
H0,500,P0_ALL,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.9974715433729936,-0.00252845662700637,-0.0026546155658048187,0.0005449196231767184,0.0006919501727086497,-0.002731932958340468,-0.002324980295672272,-0.0027152359912222114,-0.002334803303942769,-0.00252845662700637,30,0,0,0.48884770750219714,True,-25.414623944193906,2.273412525702e-21,0.0,1.862645149230957e-09,paired t-test,2.273412525702e-21,9.891007340502391e-21,-4.640054274915307,-1.0
H0,500,P0_ALL,median_block_interval,median_block_interval,30,397.67947718383436,391.9886531759482,-5.690824007886152,0.0,25.977521547689438,0.0,-15.390989971559161,4.009341955786858,-15.936005902972608,0.2055923191010159,-0.014310077171157284,6,20,4,3.3068415444926207e-11,False,-1.1998807023175937,0.2398967477366451,22.0,0.574813694313855,Wilcoxon signed-rank,0.574813694313855,1.0,-0.21906724232482913,-0.2
H0,500,P0_ALL,energy_kWh_alpha_0,energy_alpha_0,30,4875.0,4862.673773943342,-12.32622605665841,-12.941250883309749,2.6564831629865364,3.3732570919671616,-13.31817317191215,-11.33427894140467,-13.23677545721058,-11.382166106725325,-0.0025284566270068532,30,0,0,0.48884770750004,True,-25.414623944198436,2.2734125256907397e-21,0.0,1.862645149230957e-09,paired t-test,2.2734125256907397e-21,9.91770745005538e-21,-4.6400542749161335,-1.0
H0,500,P0_ALL,energy_kWh_alpha_005,energy_alpha_005,30,4875.0,4863.290085246174,-11.709914753825494,-12.294188339143602,2.5236590048372576,3.2045942373688376,-12.652264513316565,-10.767564994334423,-12.574936684350176,-10.813057801388965,-0.0024020337956565116,30,0,0,0.48884770750084555,True,-25.414623944197963,2.2734125256919144e-21,0.0,1.862645149230957e-09,paired t-test,2.2734125256919144e-21,9.917707450087193e-21,-4.640054274916047,-1.0
H0,500,P0_ALL,energy_kWh_alpha_010,energy_alpha_010,30,4875.0,4863.906396549008,-11.093603450992639,-11.647125794979274,2.390834846687813,3.0359313827702863,-11.98635585472098,-10.200851047264297,-11.91309791148948,-10.243949496052796,-0.002275610964306182,30,0,0,0.488847707499372,True,-25.414623944199338,2.2734125256884925e-21,0.0,1.862645149230957e-09,paired t-test,2.2734125256884925e-21,9.917707450056115e-21,-4.640054274916298,-1.0
H0,500,P0_ALL,energy_kWh_alpha_025,energy_alpha_025,30,4875.0,4865.755330457508,-9.24466954249383,-9.705938162481289,1.9923623722400743,2.529942818975087,-9.9886298789342,-8.50070920605346,-9.927581592907924,-8.536624580043778,-0.0018963424702551446,30,0,0,0.4888477075009034,True,-25.4146239441963,2.273412525696044e-21,0.0,1.862645149230957e-09,paired t-test,2.273412525696044e-21,9.917707450065091e-21,-4.640054274915744,-1.0
H0,500,P0_ALL,energy_kWh_alpha_050,energy_alpha_050,30,4875.0,4868.83688697167,-6.16311302832925,-6.470625441655557,1.3282415814934028,1.6866285459832397,-6.659086585956171,-5.667139470702329,-6.61838772860497,-5.691083053362302,-0.001264228313503436,30,0,0,0.48884770749906736,True,-25.414623944196045,2.2734125256966838e-21,0.0,1.862645149230957e-09,paired t-test,2.2734125256966838e-21,9.917707450073954e-21,-4.640054274915697,-1.0
H0,500,P3_ENERGY,accepted_blocks,accepted_blocks,30,16.5,9.933333333333334,-6.566666666666666,-7.0,2.5418338931232083,2.75,-7.5158030409786045,-5.617530292354728,-7.5,-5.7,-0.397979797979798,30,0,0,0.22868697758764944,True,-14.150064922343258,1.497451294303723e-14,0.0,1.6095549266126638e-06,paired t-test,1.497451294303723e-14,1.1979610354429785e-13,-2.583436582709996,-1.0
H0,500,P3_ENERGY,total_evaluations,total_evaluations,30,1.1699999999999999e+21,7.022338423939668e+20,-4.677661576060333e+20,-4.678202774413787e+20,3.3902268262417965e+17,3.229440711826473e+17,-4.6789275075622535e+20,-4.6763956445584123e+20,-4.6788235867914424e+20,-4.6764252368097994e+20,-0.3998001347060114,30,0,0,0.25290951473691226,True,-7557.195706647037,7.930605641413629e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641413629e-93,7.930605641413629e-93,-1379.7488533372589,-1.0
H0,500,P3_ENERGY,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.6001998652939885,-0.3998001347060115,-0.39984639097553776,0.0002897629766021323,0.0002760205736582755,-0.39990833397968,-0.399691935432343,-0.39989945186251685,-0.39969446468459807,-0.3998001347060115,30,0,0,0.2529095147365341,True,-7557.1957066400155,7.930605641627283e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641627283e-93,7.930605641627283e-93,-1379.748853335977,-1.0
H0,500,P3_ENERGY,median_block_interval,median_block_interval,30,397.67947718383436,806.9021650260669,409.2226878422326,298.0335594605731,544.3936215620347,398.9717009952424,205.94276873900216,612.502606945463,249.6002606731908,620.7661829351755,1.0290264178079829,4,0,26,7.777639327422786e-07,False,4.117250612359437,0.000290719957220031,18.0,4.7124922275543213e-07,Wilcoxon signed-rank,4.7124922275543213e-07,2.8274953365325928e-06,0.7517036784304073,0.9225806451612903
H0,500,P3_ENERGY,energy_kWh_alpha_0,energy_alpha_0,30,4875.0,2925.9743433081944,-1949.0256566918054,-1949.2511560057446,1.4125945109337064,1.345600296595876,-1949.5531281509388,-1948.4981852326719,-1949.5098278297678,-1948.5105153374163,-0.39980013470601133,30,0,0,0.25290951473801965,True,-7557.195706649047,7.930605641352456e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641352456e-93,7.930605641352456e-93,-1379.7488533376256,-1.0
H0,500,P3_ENERGY,energy_kWh_alpha_005,energy_alpha_005,30,4875.0,3023.4256261427854,-1851.5743738572155,-1851.7885982054574,1.341964785387053,1.278320281765673,-1852.0754717433922,-1851.0732759710388,-1852.034336438279,-1851.0849895705455,-0.3798101279707109,30,0,0,0.2529095147381547,True,-7557.195706648868,7.930605641357906e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641357906e-93,7.930605641357906e-93,-1379.748853337593,-1.0
H0,500,P3_ENERGY,energy_kWh_alpha_010,energy_alpha_010,30,4875.0,3120.876908977375,-1754.1230910226247,-1754.3260404051703,1.2713350598403366,1.2110402669359246,-1754.5978153358449,-1753.6483667094046,-1754.558845046791,-1753.6594638036745,-0.3598201212354102,30,0,0,0.25290951473826095,True,-7557.19570664904,7.930605641352643e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641352643e-93,7.930605641352643e-93,-1379.7488533376247,-1.0
H0,500,P3_ENERGY,energy_kWh_alpha_025,energy_alpha_025,30,4875.0,3413.230757481146,-1461.7692425188543,-1461.9383670043085,1.059445883200268,1.0092002224473617,-1462.1648461132045,-1461.3736389245041,-1462.1323708723255,-1461.382886503062,-0.2998501010295086,30,0,0,0.2529095147391033,True,-7557.195706649131,7.930605641349904e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641349904e-93,7.930605641349904e-93,-1379.748853337641,-1.0
H0,500,P3_ENERGY,energy_kWh_alpha_050,energy_alpha_050,30,4875.0,3900.4871716540965,-974.5128283459027,-974.6255780028723,0.7062972554666949,0.6728001482998707,-974.7765640754693,-974.249092616336,-974.7549139148837,-974.2552576687079,-0.19990006735300567,30,0,0,0.25290951473952633,True,-7557.19570665074,7.930605641300919e-93,0.0,1.862645149230957e-09,paired t-test,7.930605641300919e-93,7.930605641300919e-93,-1379.7488533379349,-1.0
H0,500,P4_RESERVE,accepted_blocks,accepted_blocks,30,16.5,9.433333333333334,-7.066666666666666,-7.0,3.61923342362891,4.0,-8.418110637409729,-5.715222695923604,-8.366666666666667,-5.8,-0.42828282828282827,29,1,0,0.86430386317691,True,-10.694454561657569,1.4081517381670636e-11,0.0,2.4763029521786753e-06,paired t-test,1.4081517381670636e-11,2.816303476334127e-11,-1.9525313345446247,-1.0
H0,500,P4_RESERVE,total_evaluations,total_evaluations,30,1.1699999999999999e+21,6.7387793976459e+20,-4.961220602354099e+20,-5.087228863414622e+20,6.144428977653204e+19,8.882902098941759e+19,-5.1906573510670995e+20,-4.731783853641099e+20,-5.164911172731375e+20,-4.733907189934172e+20,-0.4240359489191538,30,0,0,0.004334996634010515,False,-44.22497918930423,3.6116841679225758e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.074339569059486,-1.0
H0,500,P4_RESERVE,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.5759640510808466,-0.42403594891915347,-0.43480588576193224,0.0525164869884887,0.07592224016189675,-0.44364592744163206,-0.4044259703966749,-0.44144539937874966,-0.40460745213112576,-0.42403594891915347,30,0,0,0.004334996634011075,False,-44.22497918930438,3.6116841679222296e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.074339569059514,-1.0
H0,500,P4_RESERVE,median_block_interval,median_block_interval,30,397.67947718383436,762.7769363960072,365.0974592121727,233.85891452670708,424.17530291136615,441.486556821493,206.70779804384264,523.4871203805027,220.411475255378,519.8104647792672,0.9180696519659725,6,0,24,0.0013721728082543034,False,4.714374286428331,5.6079117040317646e-05,28.0,2.7623027563095093e-06,Wilcoxon signed-rank,2.7623027563095093e-06,2.4860724806785583e-05,0.8607230470663727,0.8795698924731182
H0,500,P4_RESERVE,energy_kWh_alpha_0,energy_alpha_0,30,4875.0,2818.668932397248,-2056.331067602751,-2109.1340680894245,255.06136443386728,368.946045789241,-2151.572546332251,-1961.0895888732507,-2140.830498225211,-1961.9324776203753,-0.4218115010467181,30,0,0,0.004360896127633371,False,-44.157958376982485,3.771726305346582e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.062103298815842,-1.0
H0,500,P4_RESERVE,energy_kWh_alpha_005,energy_alpha_005,30,4875.0,2921.485485777387,-1953.5145142226133,-2003.6773646849529,242.308296212174,350.4987434997788,-2043.9939190156385,-1863.0351094295881,-2033.78897331395,-1863.8358537393558,-0.40072092599438225,30,0,0,0.004360896127633382,False,-44.15795837698248,3.771726305346594e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.062103298815838,-1.0
H0,500,P4_RESERVE,energy_kWh_alpha_010,energy_alpha_010,30,4875.0,3024.302039157524,-1850.697960842476,-1898.2206612804819,229.55522799048063,332.0514412103164,-1936.4152916990263,-1764.9806299859258,-1926.74744840269,-1765.7392298583372,-0.3796303509420464,30,0,0,0.004360896127633218,False,-44.15795837698248,3.771726305346594e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.06210329881584,-1.0
H0,500,P4_RESERVE,energy_kWh_alpha_025,energy_alpha_025,30,4875.0,3332.751699297937,-1542.248300702063,-1581.8505510670677,191.2960233254006,276.7095343419303,-1613.6794097491882,-1470.817191654938,-1605.6228736689086,-1471.4493582152809,-0.3163586257850386,30,0,0,0.004360896127633314,False,-44.15795837698245,3.7717263053466643e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.062103298815835,-1.0
H0,500,P4_RESERVE,energy_kWh_alpha_050,energy_alpha_050,30,4875.0,3846.8344661986243,-1028.1655338013754,-1054.5670340447111,127.53068221693377,184.47302289462152,-1075.7862731661255,-980.5447944366252,-1070.4152491126054,-980.9662388101872,-0.21090575052335905,30,0,0,0.004360896127633241,False,-44.15795837698245,3.7717263053466643e-28,0.0,1.862645149230957e-09,Wilcoxon signed-rank,1.862645149230957e-09,5.587935447692871e-09,-8.062103298815833,-1.0
H2,100,P0_ALL,accepted_blocks,accepted_blocks,30,16.666666666666668,16.633333333333333,-0.03333333333333333,0.0,0.18257418583505533,0.0,-0.10150765473775675,0.03484098807109009,-0.1,0.0,-0.002,1,29,0,7.76637667465555e-12,False,-1.0000000000000002,0.3255819880161935,0.0,0.31731050786291415,Wilcoxon signed-rank,0.31731050786291415,1.0,-0.1825741858350554,-1.0
H2,100,P0_ALL,total_evaluations,total_evaluations,30,1.6899999999999993e+20,1.686782570599295e+20,-3.217429400704964e+17,-3.143883331656417e+17,7.457245979106814e+16,1.2138444758126592e+17,-3.495887541896279e+17,-2.9389712595136486e+17,-3.485886995506766e+17,-2.9641447959815206e+17,-0.001903804379115364,30,0,0,0.18921999731177347,True,-23.631494319535772,1.706026926802783e-20,0.0,1.862645149230957e-09,paired t-test,1.706026926802783e-20,5.118080780408349e-20,-4.31450083545498,-1.0
H2,100,P0_ALL,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.9980961956208846,-0.001903804379115433,-0.0018602859950638817,0.0004412571585270104,0.0007182511691238846,-0.0020685725099978606,-0.0017390362482330056,-0.002062655026927081,-0.0017539318319418887,-0.001903804379115433,30,0,0,0.18921999730732586,True,-23.631494319537712,1.7060269267989156e-20,0.0,1.862645149230957e-09,paired t-test,1.7060269267989156e-20,5.1180807803967466e-20,-4.314500835455334,-1.0
H2,100,P0_ALL,median_block_interval,median_block_interval,30,433.3855908117234,433.0636329424908,-0.321957869232574,0.0,3.2575026680587014,8.526512829121202e-14,-1.5383293559915767,0.8944136175264288,-1.6081310180124093,0.45941850422516844,-0.0007428901100047021,2,20,8,6.517607014233678e-11,False,-0.5413459496874969,0.5924040109253715,14.5,0.18457255283988294,Wilcoxon signed-rank,0.18457255283988294,1.0,-0.0988357960192996,0.4727272727272727
H2,100,P0_ALL,energy_kWh_alpha_0,energy_alpha_0,30,913.6111111111109,911.8727833013911,-1.7383278097199877,-1.6972579298044934,0.4028048426925283,0.6545413261146678,-1.8887376098972588,-1.5879180095427166,-1.8832771048650359,-1.6011252790242025,-0.001902699943749455,30,0,0,0.1903035013707995,True,-23.637286666113024,1.6945197630307325e-20,0.0,1.862645149230957e-09,paired t-test,1.6945197630307325e-20,5.0835592890921976e-20,-4.315558368415396,-1.0
H2,100,P0_ALL,energy_kWh_alpha_005,energy_alpha_005,30,913.6111111111109,911.9596996918771,-1.6514114192340004,-1.6123950333143853,0.3826646005579074,0.6218142598088718,-1.79430072940241,-1.5085221090655907,-1.7891132496217965,-1.5210690150730253,-0.0018075649465619955,30,0,0,0.19030350137030666,True,-23.63728666611286,1.694519763031053e-20,0.0,1.862645149230957e-09,paired t-test,1.694519763031053e-20,5.083559289093159e-20,-4.315558368415365,-1.0
H2,100,P0_ALL,energy_kWh_alpha_010,energy_alpha_010,30,913.6111111111109,912.0466160823632,-1.5644950287479333,-1.527532136823993,0.3625243584232697,0.5890871935029054,-1.699863848907475,-1.4291262085883916,-1.6949493943784788,-1.4410127511217583,-0.0017124299493744485,30,0,0,0.19030350137054336,True,-23.63728666611256,1.6945197630316474e-20,0.0,1.862645149230957e-09,paired t-test,1.6945197630316474e-20,5.083559289094942e-20,-4.315558368415312,-1.0
