composition,N,protocol,metric,family,n_pairs,mean_control,mean_treatment,mean_difference,median_difference,sd_difference,iqr_difference,ci95_mean_low,ci95_mean_high,boot_ci95_low,boot_ci95_high,relative_difference,n_negative,n_zero,n_positive,shapiro_p,normality_ok,ttest_t,ttest_p,wilcoxon_W,wilcoxon_p,recommended_test,recommended_p,p_holm,cohen_dz,rank_biserial
H0,100,P3_ENERGY,total_evaluations,total_evaluations,30,2.339999999999999e+20,1.4009432933059053e+20,-9.390567066940947e+19,-9.390322718596422e+19,4.731214848686363e+16,6.486439259119616e+16,-9.392333731599768e+19,-9.388800402282126e+19,-9.392237284120976e+19,-9.388934168574783e+19,-0.40130628491200643,30,0,0,0.9491964786992574,True,-10871.257329936665,2.087631582410359e-97,0.0,1.862645149230957e-09,paired t-test,2.087631582410359e-97,1.6701052659282873e-96,-1984.8109560165647,-1.0
H0,100,P3_ENERGY,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.5986937150879938,-0.40130628491200615,-0.40129584267506035,0.0002021886687471455,0.00027719825893740557,-0.4013817834016993,-0.401230786422313,-0.40137766171457145,-0.40123650293054625,-0.40130628491200615,30,0,0,0.9491964786978955,True,-10871.25732994392,2.0876315823699568e-97,0.0,1.862645149230957e-09,paired t-test,2.0876315823699568e-97,1.6701052658959655e-96,-1984.810956017889,-1.0
H0,100,P3_ENERGY,median_block_interval,median_block_interval,30,410.3161041732475,709.6187963541712,299.3026921809236,241.0381736569409,301.58940363279896,390.19097915205236,186.6873580832209,411.9180262786263,198.7381534891371,408.08130218065304,0.7294441752024172,2,0,28,0.032161826284480256,False,5.435696150290355,7.561579284816652e-06,21.0,8.326023817062378e-07,Wilcoxon signed-rank,8.326023817062378e-07,4.163011908531189e-06,0.9924177990860065,0.9096774193548387
H0,100,P3_ENERGY,energy_kWh_alpha_0,energy_alpha_0,30,975.0,583.7263722107939,-391.27362778920605,-391.26344660818415,0.19713395202858616,0.27026830246313693,-391.3472388166569,-391.2000167617552,-391.3432201717073,-391.2055903572826,-0.4013062849120062,30,0,0,0.9491964786994224,True,-10871.257329937342,2.0876315824065877e-97,0.0,1.862645149230957e-09,paired t-test,2.0876315824065877e-97,4.1752631648131753e-97,-1984.8109560166881,-1.0
H0,100,P3_ENERGY,energy_kWh_alpha_005,energy_alpha_005,30,975.0,603.2900536002542,-371.7099463997457,-371.700274277775,0.18727725442715215,0.2567548873400938,-371.779876875824,-371.6400159236674,-371.77605916312183,-371.6453108394185,-0.3812409706664059,30,0,0,0.9491964786999215,True,-10871.257329937613,2.087631582405071e-97,0.0,1.862645149230957e-09,paired t-test,2.087631582405071e-97,4.175263164810142e-97,-1984.810956016738,-1.0
H0,100,P3_ENERGY,energy_kWh_alpha_010,energy_alpha_010,30,975.0,622.8537349897146,-352.1462650102855,-352.1371019473657,0.17742055682573082,0.24324147221688008,-352.21251493499125,-352.08001508557976,-352.2088981545366,-352.0850313215543,-0.3611756564208056,30,0,0,0.9491964786994997,True,-10871.257329937143,2.0876315824076896e-97,0.0,1.862645149230957e-09,paired t-test,2.0876315824076896e-97,4.175263164815379e-97,-1984.8109560166517,-1.0
H0,100,P3_ENERGY,energy_kWh_alpha_025,energy_alpha_025,30,975.0,681.5447791580955,-293.4552208419045,-293.44758495613803,0.1478504640214295,0.20270122684729586,-293.51042911249266,-293.4000125713164,-293.5074151287804,-293.40419276796206,-0.3009797136840046,30,0,0,0.9491964787002053,True,-10871.257329938084,2.087631582402452e-97,0.0,1.862645149230957e-09,paired t-test,2.087631582402452e-97,4.175263164804904e-97,-1984.8109560168239,-1.0
H0,100,P3_ENERGY,energy_kWh_alpha_050,energy_alpha_050,30,975.0,779.363186105397,-195.63681389460302,-195.63172330409208,0.09856697601430033,0.1351341512316253,-195.67361940832845,-195.6000083808776,-195.6716100858536,-195.60279517864134,-0.2006531424560031,30,0,0,0.9491964787002826,True,-10871.257329936541,2.087631582411041e-97,0.0,1.862645149230957e-09,paired t-test,2.087631582411041e-97,4.175263164822082e-97,-1984.8109560165424,-1.0
H0,100,P4_RESERVE,accepted_blocks,accepted_blocks,30,17.166666666666668,9.633333333333333,-7.533333333333333,-7.0,3.319049857116188,4.5,-8.772686918186611,-6.293979748480054,-8.7,-6.366666666666666,-0.43883495145631063,29,1,0,0.3055703378708391,True,-12.431800598070403,3.8202485811998097e-13,0.0,2.454577022515982e-06,paired t-test,3.8202485811998097e-13,1.146074574359943e-12,-2.2697258726564584,-1.0
H0,100,P4_RESERVE,total_evaluations,total_evaluations,30,2.339999999999999e+20,1.325575943240983e+20,-1.014424056759017e+20,-1.0319933427169876e+20,9.729844132508258e+18,1.3580221557651341e+19,-1.0507558918468007e+20,-9.780922216712333e+19,-1.0480499127754582e+20,-9.792893556331489e+19,-0.43351455417052026,30,0,0,0.42589913464223755,True,-57.10501948396376,2.367328084038766e-31,0.0,1.862645149230957e-09,paired t-test,2.367328084038766e-31,1.183664042019383e-30,-10.425902439379657,-1.0
H0,100,P4_RESERVE,mean_h_active_fraction,mean_h_active_fraction,30,1.0,0.56648544582948,-0.43351455417052,-0.44102279603290007,0.0415805304808044,0.05803513486175749,-0.44904097942170956,-0.4179881289193304,-0.44788457810917,-0.4184997246295507,-0.43351455417052,30,0,0,0.4258991346422736,True,-57.10501948396391,2.3673280840385947e-31,0.0,1.862645149230957e-09,paired t-test,2.3673280840385947e-31,1.1836640420192974e-30,-10.425902439379685,-1.0
H0,100,P4_RESERVE,median_block_interval,median_block_interval,30,410.3161041732475,748.5844764511871,338.2683722779397,234.37778797043484,467.6068422270664,569.5425881293925,163.6611078002765,512.875636755603,182.95305572769965,513.9801279081512,0.8244092026549191,8,0,22,0.006216277681988166,False,3.9622435186098817,0.0004432155319018821,61.0,0.00018860027194023132,Wilcoxon signed-rank,0.00018860027194023132,0.000565800815820694,0.7234033844904243,0.7376344086021506
H0,100,P4_RESERVE,energy_kWh_alpha_0,energy_alpha_0,30,975.0,554.551631778946,-420.44836822105395,-427.754726132078,40.32439209727445,56.12961601813697,-435.5057436912161,-405.3909927508918,-434.3754363970773,-405.8686970520795,-0.4312290956113374,30,0,0,0.43181692672564714,True,-57.10912020332102,2.362445406840226e-31,0.0,1.862645149230957e-09,paired t-test,2.362445406840226e-31,1.4174672441041355e-30,-10.426651124877647,-1.0
H0,100,P4_RESERVE,energy_kWh_alpha_005,energy_alpha_005,30,975.0,575.5740501899986,-399.4259498100012,-406.36698982547415,38.30817249241072,53.32313521723006,-413.73045650665523,-385.1214431133472,-412.65666457722335,-385.5752621994755,-0.40966764083077045,30,0,0,0.43181692672565436,True,-57.10912020332102,2.362445406840226e-31,0.0,1.862645149230957e-09,paired t-test,2.362445406840226e-31,1.4174672441041355e-30,-10.42665112487765,-1.0
H0,100,P4_RESERVE,energy_kWh_alpha_010,energy_alpha_010,30,975.0,596.5964686010516,-378.4035313989486,-384.97925351887017,36.29195288754701,50.51665441632338,-391.9551693220945,-364.8518934758027,-390.9378927573695,-365.28182734687147,-0.3881061860502037,30,0,0,0.4318169267256627,True,-57.10912020332101,2.362445406840233e-31,0.0,1.862645149230957e-09,paired t-test,2.362445406840233e-31,1.4174672441041397e-30,-10.426651124877646,-1.0
H0,100,P4_RESERVE,energy_kWh_alpha_025,energy_alpha_025,30,975.0,659.6637238342096,-315.33627616579054,-320.8160445990585,30.24329407295583,42.09721201360276,-326.6293077684121,-304.04324456316897,-325.78157729780787,-304.40152278905964,-0.3234218217085031,30,0,0,0.4318169267256627,True,-57.10912020332105,2.362445406840193e-31,0.0,1.862645149230957e-09,paired t-test,2.362445406840193e-31,1.4174672441041159e-30,-10.426651124877653,-1.0
H0,100,P4_RESERVE,energy_kWh_alpha_050,energy_alpha_050,30,975.0,764.7758158894728,-210.22418411052698,-213.8773630660391,20.162196048637256,28.06480800906843,-217.75287184560804,-202.6954963754459,-217.18771819853865,-202.93434852603974,-0.2156145478056687,30,0,0,0.4318169267256399,True,-57.10912020332093,2.3624454068403375e-31,0.0,1.862645149230957e-09,paired t-test,2.3624454068403375e-31,1.4174672441042024e-30,-10.426651124877631,-1.0
H0,300,P0_ALL,accepted_blocks,accepted_blocks,30,16.133333333333333,16.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,,False,,,,,Wilcoxon signed-rank,,0.0,,0.0
H0,300,P0_ALL,total_evaluations,total_evaluations,30,7.020000000000001e+20,7.00303251547356e+20,-1.6967484526440044e+18,-1.7118355178725048e+18,3.156706455014639e+17,3.042794721773486e+17,-1.8146218088686415e+18,-1.5788750964193672e+18,-1.8069822206309514e+18,-1.5839779093735823e+18,-0.0024170205878119716,30,0,0,0.5887166514286497,True,-29.44041250489975,3.7309906920342454e-23,0.0,1.862645149230957e-09,paired t-test,3.7309906920342454e-23,3.357891622830821e-22,-5.375059343730255,-1.0
