run_id,protocol,composition,N,seed_index,block_index,interval_s
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,9,483.7690905105469
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,10,2479.781272892927
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,11,99.21330236147514
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,12,744.6630554028125
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,13,45.91831117440597
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,14,2203.725800571856
8YS_H0_N100_P1_EQUAL_seed006_alloc,P1_EQUAL,H0,100,6,15,425.86029310686536
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,1,505.4334241188391
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,2,764.6788434055077
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,3,24.880521675850332
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,4,53.5629168788696
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,5,380.61694498688394
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,6,1039.2189220174089
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,7,353.2541119772932
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,8,361.2204089486304
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,9,483.7690905105469
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,10,2479.781272892927
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,11,99.21330236147514
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,12,744.6630554028125
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,13,45.91831117440597
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,14,2203.725800571856
8YS_H0_N100_P2_HASHPROP_seed006_alloc,P2_HASHPROP,H0,100,6,15,425.86029310686536
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,1,1029.99988186044
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,2,839.5384577083842
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,3,1296.0114263353853
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,4,79.6205507264317
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,5,302.65978696876755
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,6,411.70791786909103
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,7,3.5217436339376036
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,8,1161.42590632469
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,9,426.2457803374
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,10,317.8826283722965
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,11,64.33799524159804
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,12,97.58377310200922
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,13,36.705630334114176
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,14,598.4763573770233
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,15,865.7007202112936
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,16,109.2688767539048
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,17,16.78545217779447
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,18,326.1167901390245
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,19,456.25640010524694
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,20,12.088671146562774
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,21,443.9253337890241
8YS_H0_N100_P1_EQUAL_seed007_alloc,P1_EQUAL,H0,100,7,22,1039.5324878922675
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,1,1029.99988186044
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,2,839.5384577083842
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,3,1296.0114263353853
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,4,79.6205507264317
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,5,302.65978696876755
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,6,411.70791786909103
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,7,3.5217436339376036
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,8,1161.42590632469
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,9,426.2457803374
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,10,317.8826283722965
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,11,64.33799524159804
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,12,97.58377310200922
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,13,36.705630334114176
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,14,598.4763573770233
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,15,865.7007202112936
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,16,109.2688767539048
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,17,16.78545217779447
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,18,326.1167901390245
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,19,456.25640010524694
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,20,12.088671146562774
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,21,443.9253337890241
8YS_H0_N100_P2_HASHPROP_seed007_alloc,P2_HASHPROP,H0,100,7,22,1039.5324878922675
8YS_H0_N100_P1_EQUAL_seed008_alloc,P1_EQUAL,H0,100,8,1,80.71155824475255
