run_id,protocol,composition,N,t,h_active_fraction,p_drawn_fraction
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.14,0.14
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.13,0.13
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.12,0.12
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.11,0.11
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.1,0.1
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.09,0.09
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.08,0.08
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.07,0.07
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.06,0.06
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.05,0.05
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.04,0.04
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.03,0.03
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.02,0.02
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.01,0.01
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0,0.0,0.0
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0009648675625,0.01,0.01
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0056712385885,0.02,0.02
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0153610217451,0.03,0.03
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0233893200315,0.04,0.04
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0282463982213,0.05,0.05
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0300415428817,0.06,0.06
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0529097908232,0.07,0.07
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0624223491429,0.08,0.08
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.063639003374,0.09,0.09
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0656839065765,0.1,0.1
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0806882090769,0.11,0.11
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0893999580583,0.12,0.12
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0905864180811,0.13,0.13
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0906622298664,0.14,0.14
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0932764332878,0.15,0.15
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0942037419654,0.16,0.16
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.0989314744944,0.17,0.17
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1085704793431,0.18,0.18
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1086041212006,0.19,0.19
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1099299297347,0.2,0.2
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1103398979097,0.21,0.21
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1140593774521,0.22,0.22
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1202340565551,0.23,0.23
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1246937459094,0.24,0.24
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1371037760723,0.25,0.25
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1389928471701,0.26,0.26
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1451953411288,0.27,0.27
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1472930283715,0.28,0.28
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1537390886914,0.29,0.29
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1540594044892,0.3,0.3
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1548080977146,0.31,0.31
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1563568857101,0.32,0.32
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.166886968028,0.33,0.33
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1716000528302,0.34,0.34
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1723736155008,0.35,0.35
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1801589849404,0.36,0.36
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1804575106748,0.37,0.37
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1806331864609,0.38,0.38
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1834608419869,0.39,0.39
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1849622545395,0.4,0.4
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1856628680129,0.41,0.41
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1860162681164,0.42,0.42
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1893140615311,0.43,0.43
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1965561424864,0.44,0.44
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.1973384113445,0.45,0.45
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2136633404974,0.46,0.46
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2176459226315,0.47,0.47
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2253248667732,0.48,0.48
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2404045546413,0.49,0.49
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2526911017794,0.5,0.5
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2538751844097,0.51,0.51
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2624924567264,0.52,0.52
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2779426620673,0.53,0.53
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2838284081076,0.54,0.54
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.2944189736854,0.55,0.55
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3027333500509,0.56,0.56
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3028362482466,0.57,0.57
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3036972084818,0.58,0.58
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3061536638397,0.59,0.59
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3155171643867,0.6,0.6
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3170971146573,0.61,0.61
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3183657363908,0.62,0.62
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3362830754745,0.63,0.63
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3374716275206,0.64,0.64
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.340902320862,0.65,0.65
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3451567866805,0.66,0.66
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.3471916056685,0.67,0.67
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.404000312859,0.68,0.68
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4292284661856,0.69,0.69
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4581063833717,0.7,0.7
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4638112248022,0.71,0.71
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.479604520018,0.72,0.72
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4799034822228,0.73,0.73
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.4866733202688,0.74,0.74
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5083437757648,0.75,0.75
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5216397881375,0.76,0.76
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5411528136656,0.77,0.77
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5748725324971,0.78,0.78
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.5852820372866,0.79,0.79
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6293680715911,0.8,0.8
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6334833348474,0.81,0.81
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6447548081511,0.82,0.82
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.656074249253,0.83,0.83
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6662855661258,0.84,0.84
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.6869557117101,0.85,0.85
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7342400761445,0.86,0.86
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7606327945816,0.87,0.87
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7731835564974,0.88,0.88
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7861516825674,0.89,0.89
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7931872357454,0.9,0.9
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.7950491628108,0.91,0.91
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.8124555253526,0.92,0.92
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.8295847538379,0.93,0.93
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.8354040260076,0.94,0.94
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.9371502308207,0.95,0.95
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.9632344594918,0.96,0.96
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,600.9902586174215,0.97,0.97
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.0729178576274,0.98,0.98
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.0783096642859,0.99,0.99
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,601.5403107872629,1.0,1.0
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2059315864356,0.99,0.99
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2067815793712,0.98,0.98
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2218014636712,0.97,0.97
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2268383760793,0.96,0.96
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.227269774375,0.95,0.95
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2274008478544,0.94,0.94
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.228500309438,0.93,0.93
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.22937697458,0.92,0.92
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2358689275995,0.91,0.91
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2393914204615,0.9,0.9
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2409190214507,0.89,0.89
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.241488892576,0.88,0.88
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2416464763403,0.87,0.87
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2422494086422,0.86,0.86
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2499847333888,0.85,0.85
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.252729755137,0.84,0.84
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.25805653945,0.83,0.83
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2626522946687,0.82,0.82
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2700792229048,0.81,0.81
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.280138955316,0.8,0.8
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.283552387953,0.79,0.79
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2909175647628,0.78,0.78
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2972002232755,0.77,0.77
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.2994915465063,0.76,0.76
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3000173513883,0.75,0.75
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.30325482119,0.74,0.74
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.307097404017,0.73,0.73
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3105494739725,0.72,0.72
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.318830194554,0.71,0.71
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3318846180846,0.7,0.7
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3355890341172,0.69,0.69
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3473810065766,0.68,0.68
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3481597072125,0.67,0.67
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.354463075413,0.66,0.66
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3556751483975,0.65,0.65
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3559338392924,0.64,0.64
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3595571252165,0.63,0.63
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.361382457818,0.62,0.62
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.38436768033,0.61,0.61
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.3951075538266,0.6,0.6
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4000751846297,0.59,0.59
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4078963153356,0.58,0.58
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.407993890606,0.57,0.57
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.418036729135,0.56,0.56
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.434214138208,0.55,0.55
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4365623972235,0.54,0.54
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4428171464776,0.53,0.53
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4433408289292,0.52,0.52
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4434813915298,0.51,0.51
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.473624722771,0.5,0.5
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.4762765353055,0.49,0.49
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.480070501854,0.48,0.48
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5079042555624,0.47,0.47
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5237425468843,0.46,0.46
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5298727197037,0.45,0.45
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5338674386544,0.44,0.44
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5365852436853,0.43,0.43
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5500012578686,0.42,0.42
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5517037650527,0.41,0.41
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5549477142815,0.4,0.4
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.556469259235,0.39,0.39
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5576879988203,0.38,0.38
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5598163562895,0.37,0.37
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5652894131724,0.36,0.36
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.582987640547,0.35,0.35
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.5858928362086,0.34,0.34
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6054744536118,0.33,0.33
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6153585092202,0.32,0.32
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6153668787551,0.31,0.31
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6182133595419,0.3,0.3
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.632114196536,0.29,0.29
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6459052895875,0.28,0.28
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6459744845615,0.27,0.27
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6754549745788,0.26,0.26
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6758604935803,0.25,0.25
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6773801020745,0.24,0.24
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.6971067938148,0.23,0.23
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.756368755728,0.22,0.22
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.7740082727173,0.21,0.21
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.7842215692594,0.2,0.2
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.8262470726186,0.19,0.19
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.842961486528,0.18,0.18
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.8432940026364,0.17,0.17
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.895149791289,0.16,0.16
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.895676232301,0.15,0.15
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.9246160670764,0.14,0.14
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1365.9968816358623,0.13,0.13
8Y_H0_N100_P0_ALL_seed001,P0_ALL,H0,100,1366.0392430010852,0.12,0.12
