tag,arm,N,seed,rounds,accepted_blocks,stale_blocks,mean_interval_s,median_interval_s,p95_interval_s,C_total_evaluations,t_active_miner_s,t_low_miner_s,f_low_time,template_epochs_completed,nonce_domain_exhaustions,nonce_resets,state_time_conservation_rel,work_identity_rel,run_C_nonce,run_U_nonce,run_R_nonce,run_rho_nonce,run_M_ge2,run_M_ge3,run_m_max,run_mean_mult_reused,run_O_mean,run_O_median,run_O_p95,run_O_max,run_C_exact,run_U_exact,run_R_exact,run_rho_exact,epoch_C_nonce,epoch_U_nonce,epoch_rho_nonce,epoch_C_exact,epoch_U_exact,epoch_rho_exact,epoch_M_ge2,epoch_M_ge3,epoch_m_max,epoch_mean_mult_reused,epoch_R_nonce,epoch_R_exact,epoch_O_mean,epoch_O_median,epoch_O_p95,epoch_O_max,mean_round_rho_nonce,mean_round_rho_exact,mean_round_U_nonce,mean_round_M_ge2,mean_round_M_ge3,mean_round_m_max,mean_round_mean_mult_reused,mean_round_O_mean,mean_round_O_median,mean_round_O_p95,mean_round_O_max,mean_subsweep_rho_nonce,mean_subsweep_rho_exact,mean_subsweep_M_ge2,mean_subsweep_M_ge3,mean_subsweep_m_max,mean_subsweep_mean_mult_reused,mean_subsweep_O_mean,mean_subsweep_O_median,mean_subsweep_O_p95,mean_subsweep_O_max,mean_subsweep_U_nonce,mean_subsweep_C_nonce
pilot,XNR-PW-CONV-ZERO,300,7068745346940014165,20,19,0,486.96460008530386,398.22440420494104,1328.9602227239482,702000000000000000000,3000000.0,0.0,0.0,163447108800,163447108800,163447114800,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,702000000000000000000,0,0.0,4294967296,4294967296,0.0,4294967296,4294967296,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.999999997305028,0.0,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.9966666666666665,0.0,7158278.0,7158278.0,300.0,300.0,7158278.0,7158278.0,7158278.0,7158278.0,7158278.0,2147483400.0
pilot,XNR-PW-CONV-OFFSET,300,7068745346940014165,20,19,0,486.96460008530386,398.22440420494104,1328.9602227239482,702000000000000000000,3000000.0,0.0,0.0,163447108800,163447108800,0,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,702000000000000000000,0,0.0,4294967296,4294967296,0.0,4294967296,4294967296,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.999999997305028,0.0,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.23203189975764188,0.0,411823497.0,65286672.0,5.0,2.209947117223377,13550.088517279824,0.0,0.0,7150094.0,1649198747.0,2147483400.0
pilot,XNR-PW-MT-ZERO,300,7068745346940014165,2,1,299,381.3809314158887,381.3809314158887,381.3809314158887,702000000000000000000,3000000.0,0.0,0.0,544823705,163447111500,163447112100,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,2340000000000000000,699660000000000000000,0.9966666666666667,1288490188800,4294967296,0.9966666666666667,1288490188800,4294967296,0.9966666666666667,4294967296,4294967296,300,300.0,1284195221504,1284195221504,4294967296.0,4294967296.0,4294967296.0,4294967296,0.9999999999166087,0.9966666666666667,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.9966666666666667,0.9966666666666667,7158278.0,7158278.0,300.0,300.0,7158278.0,7158278.0,7158278.0,7158278.0,7158278.0,2147483400.0
pilot,XNR-PW-MT-OFFSET,300,7068745346940014165,2,1,0,381.3809268863052,381.3809268863052,381.3809268863052,702000000000000000000,3000000.0,0.0,0.0,544823706,163447111800,0,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,2340000006631385743,699659999993368614257,0.9966666666572203,1288490188800,4294967296,0.9966666666666667,1288490188800,4294967296,0.9966666666666667,4294967296,4294967296,300,300.0,1284195221504,1284195221504,4294967296.0,4294967296.0,4294967296.0,4294967296,0.9999999999166087,0.9966666666086104,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.2320318997576419,0.2320318997576419,411823497.0,65286672.0,5.0,2.209947117223377,13550.08851727982,0.0,0.0,7150094.0,1649198747.0,2147483400.0
pilot,XNR-PC,300,7068745346940014165,20,19,0,486.9646118840273,398.22441388680113,1328.9602549507022,701999983001500780792,2999999.927356841,0.07264315905644445,2.421438635214815e-08,163447107877,49034132363100,49034132363100,0.0,0.0,701999983001500780792,4294967296,701999982997205813496,0.9999999999938818,0,0,1,0.0,0.0,0.0,0.0,0,701999983001500780792,701999983001500780792,0,0.0,4294967296,4294967296,0.0,4294967296,4294967296,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.999999997305028,0.0,4294967296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2147483400.0,2147483400.0
pilot,XNR-PW-CONV-ZERO,300,1676186997283559608,16,15,0,626.8875847024635,466.92511971781255,1539.8342708592008,702000000000000000000,3000000.0,0.0,0.0,163447109400,163447109400,163447114200,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,702000000000000000000,0,0.0,4294967296,4294967296,0.0,4294967296,4294967296,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.9999999994122377,0.0,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.9966666666666665,0.0,7158278.0,7158278.0,300.0,300.0,7158278.0,7158278.0,7158278.0,7158278.0,7158278.0,2147483400.0
pilot,XNR-PW-CONV-OFFSET,300,1676186997283559608,16,15,0,626.8875847024635,466.92511971781255,1539.8342708592008,702000000000000000000,3000000.0,0.0,0.0,163447109400,163447109400,0,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,702000000000000000000,0,0.0,4294967296,4294967296,0.0,4294967296,4294967296,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.9999999994122377,0.0,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.2042819632505658,0.0,361947726.0,70101888.0,4.0,2.2120317202932225,11640.558193979932,0.0,0.0,7144419.0,1708791275.0,2147483400.0
pilot,XNR-PW-MT-ZERO,300,1676186997283559608,1,0,0,,,,702000000000000000000,3000000.0,0.0,0.0,544823706,163447111800,163447112100,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,2340000000000000000,699660000000000000000,0.9966666666666667,1288490188800,4294967296,0.9966666666666667,1288490188800,4294967296,0.9966666666666667,4294967296,4294967296,300,300.0,1284195221504,1284195221504,4294967296.0,4294967296.0,4294967296.0,4294967296,0.9999999999938818,0.9966666666666667,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.9966666666666667,0.9966666666666667,7158278.0,7158278.0,300.0,300.0,7158278.0,7158278.0,7158278.0,7158278.0,7158278.0,2147483400.0
pilot,XNR-PW-MT-OFFSET,300,1676186997283559608,1,0,0,,,,702000000000000000000,3000000.0,0.0,0.0,544823706,163447111800,0,0.0,0.0,702000000000000000000,4294967296,701999999995705032704,0.9999999999938818,4294967296,4294967296,300,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296,702000000000000000000,2340000003650486272,699659999996349513728,0.9966666666614665,1288490188800,4294967296,0.9966666666666667,1288490188800,4294967296,0.9966666666666667,4294967296,4294967296,300,300.0,1284195221504,1284195221504,4294967296.0,4294967296.0,4294967296.0,4294967296,0.9999999999938818,0.9966666666614665,4294967296.0,4294967296.0,4294967296.0,300.0,300.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,0.20428196325056575,0.20428196325056575,361947726.0,70101888.0,4.0,2.2120317202932225,11640.558193979934,0.0,0.0,7144419.0,1708791275.0,2147483400.0
pilot,XNR-PC,300,1676186997283559608,16,15,0,626.8875998808387,466.92513103383925,1539.834308183953,701999983001500780376,2999999.927356841,0.07264315905822222,2.4214386352740738e-08,163447107881,49034132364300,49034132364300,0.0,0.0,701999983001500780376,4294967296,701999982997205813080,0.9999999999938818,0,0,1,0.0,0.0,0.0,0.0,0,701999983001500780376,701999983001500780376,0,0.0,4294967296,4294967296,0.0,4294967296,4294967296,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0,0.9999999994122377,0.0,4294967296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2147483400.0,2147483400.0
