tag,arm,N,seed,round,duration_s,block,round_C_nonce,round_U_nonce,round_R_nonce,round_rho_nonce,round_M_ge2,round_M_ge3,round_m_max,round_mean_mult_reused,round_O_mean,round_O_median,round_O_p95,round_O_max,round_C_exact,round_U_exact,round_R_exact,round_rho_exact,subsweep_C_nonce,subsweep_U_nonce,subsweep_R_nonce,subsweep_rho_nonce,subsweep_M_ge2,subsweep_M_ge3,subsweep_m_max,subsweep_mean_mult_reused,subsweep_O_mean,subsweep_O_median,subsweep_O_p95,subsweep_O_max,subsweep_C_exact,subsweep_U_exact,subsweep_R_exact,subsweep_rho_exact
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,18,485.84115958199027,1,11368683134218571800,4294967296,11368683129923604504,0.9999999996222106,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,11368683134218571800,11368683134218571800,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-OFFSET,100,7068745346940014165,19,747.6725983792268,0,17495538802073905100,4294967296,17495538797778937804,0.9999999997545107,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,17495538802073905100,17495538802073905100,0,0.0,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,2147483600,0,0.0
pilot,XNR-PW-MT-ZERO,100,7068745346940014165,0,127.12698020869229,1,2974771336883399400,4294967296,2974771332588432104,0.9999999985562026,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,2974771336883399400,29747713368833994,2945023623514565406,0.99,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,21474836,2126008764,0.99
pilot,XNR-PW-MT-ZERO,100,7068745346940014165,1,9872.873019791308,0,231025228663116600600,4294967296,231025228658821633304,0.9999999999814091,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,231025228663116600600,2310252286631166006,228714976376485434594,0.99,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,21474836,2126008764,0.99
pilot,XNR-PW-MT-OFFSET,100,7068745346940014165,0,127.1269758388394,1,2974771234628842100,4294967296,2974771230333874804,0.9999999985562025,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,2974771234628842100,29747715377920514,2945023519250921586,0.9899999989808856,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,1652029825,495453775,0.2307136478248309
pilot,XNR-PW-MT-OFFSET,100,7068745346940014165,1,9872.873024161161,0,231025228765371157900,4294967296,231025228761076190604,0.9999999999814091,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,231025228765371157900,2310252291359244288,228714976474011913612,0.9899999999839605,2147483600,1652029825,495453775,0.2307136478248309,401537040,82153029,4,2.23389307995098,121441.25575757575,0.0,0.0,21464398,2147483600,1652029825,495453775,0.2307136478248309
pilot,XNR-PC,100,7068745346940014165,0,1.2712697736737308,1,29747712676260584,4294967296,29747708381293288,0.9999998556202507,0,0,1,0.0,0.0,0.0,0.0,0,29747712676260584,29747712676260584,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,1,1064.59090626842,1,24911427183480452600,4294967296,24911427179185485304,0.9999999998275905,0,0,1,0.0,0.0,0.0,0.0,0,24911427183480452600,24911427183480452600,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,2,50.533994723584385,1,1182495475430589872,4294967296,1182495471135622576,0.9999999963678785,0,0,1,0.0,0.0,0.0,0.0,0,1182495475430589872,1182495475430589872,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,3,647.9704219654501,1,15162507859870346344,4294967296,15162507855575379048,0.9999999997167377,0,0,1,0.0,0.0,0.0,0.0,0,15162507859870346344,15162507859870346344,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,4,545.221299299457,1,12758178391725314156,4294967296,12758178387430346860,0.9999999996633557,0,0,1,0.0,0.0,0.0,0.0,0,12758178391725314156,12758178391725314156,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,5,39.501247543085185,1,924329191647344760,4294967296,924329187352377464,0.9999999953534224,0,0,1,0.0,0.0,0.0,0.0,0,924329191647344760,924329191647344760,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,6,297.32272994747774,1,6957351874291440140,4294967296,6957351869996472844,0.9999999993826721,0,0,1,0.0,0.0,0.0,0.0,0,6957351874291440140,6957351874291440140,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,7,77.54372724320136,1,1814523215801005468,4294967296,1814523211506038172,0.9999999976330051,0,0,1,0.0,0.0,0.0,0.0,0,1814523215801005468,1814523215801005468,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,8,346.7255776178685,1,8113378508701950640,4294967296,8113378504406983344,0.9999999994706315,0,0,1,0.0,0.0,0.0,0.0,0,8113378508701950640,8113378508701950640,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,9,598.4384654338148,1,14003460078109528508,4294967296,14003460073814561212,0.9999999996932925,0,0,1,0.0,0.0,0.0,0.0,0,14003460078109528508,14003460078109528508,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,10,243.32232139759483,1,5693742315401008248,4294967296,5693742311106040952,0.9999999992456688,0,0,1,0.0,0.0,0.0,0.0,0,5693742315401008248,5693742315401008248,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,11,1731.5372909521102,1,40517972570544074568,4294967296,40517972566249107272,0.9999999998939985,0,0,1,0.0,0.0,0.0,0.0,0,40517972570544074568,40517972570544074568,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,12,1328.960223947254,1,31097669211403781948,4294967296,31097669207108814652,0.9999999998618878,0,0,1,0.0,0.0,0.0,0.0,0,31097669211403781948,31097669211403781948,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,13,398.22440455373487,1,9318451057878911672,4294967296,9318451053583944376,0.99999999953909,0,0,1,0.0,0.0,0.0,0.0,0,9318451057878911672,9318451057878911672,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,14,507.031687766699,1,11864541482691041680,4294967296,11864541478396074384,0.9999999996379997,0,0,1,0.0,0.0,0.0,0.0,0,11864541482691041680,11864541482691041680,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,15,227.9949157913124,1,5335081024548028708,4294967296,5335081020253061412,0.9999999991949574,0,0,1,0.0,0.0,0.0,0.0,0,5335081024548028708,5335081024548028708,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,16,252.22875755134837,1,5902152921204743348,4294967296,5902152916909776052,0.999999999272305,0,0,1,0.0,0.0,0.0,0.0,0,5902152921204743348,5902152921204743348,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,17,408.0670081478552,1,9548767981766828220,4294967296,9548767977471860924,0.9999999995502071,0,0,1,0.0,0.0,0.0,0.0,0,9548767981766828220,9548767981766828220,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,18,485.8411600829514,1,11368683135353150556,4294967296,11368683131058183260,0.9999999996222106,0,0,1,0.0,0.0,0.0,0.0,0,11368683135353150556,11368683135353150556,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PC,100,7068745346940014165,19,747.6725899931071,0,17495538589544715760,4294967296,17495538585249748464,0.9999999997545107,0,0,1,0.0,0.0,0.0,0.0,0,17495538589544715760,17495538589544715760,0,0.0,2147483600,2147483600,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,1676186997283559608,0,128.7515482832024,1,3012786229826936400,4294967296,3012786225531969104,0.9999999985744201,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,3012786229826936400,3012786229826936400,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
pilot,XNR-PW-CONV-ZERO,100,1676186997283559608,1,485.0078132501742,1,11349182830054076500,4294967296,11349182825759109204,0.9999999996215615,4294967296,4294967296,100,100.0,4294967296.0,4294967296.0,4294967296.0,4294967296,11349182830054076500,11349182830054076500,0,0.0,2147483600,21474836,2126008764,0.99,21474836,21474836,100,100.0,21474836.0,21474836.0,21474836.0,21474836,2147483600,2147483600,0,0.0
