tag,arm,N,seed,scope,O_mean,O_median,O_p95,O_max,M_ge2,M_ge3,m_max,mean_mult_reused
primary,XNR-PC,200,16363268894485278985,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,16363268894485278985,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,subsweep,29733.605125628135,0.0,0.0,10719948.0,370938831.0,84175219.0,5.0,2.2722380526400054
primary,XNR-PW-MT-ZERO,200,16585534704111605887,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,16585534704111605887,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,subsweep,29733.60512562814,0.0,0.0,10719948.0,370938831.0,84175219.0,5.0,2.272238052640005
primary,XNR-PC,200,16585534704111605887,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,16585534704111605887,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,subsweep,26294.410301507545,0.0,0.0,10591895.0,383983156.0,57047685.0,4.0,2.170427001751087
primary,XNR-PW-MT-ZERO,200,14790319751179523344,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,14790319751179523344,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,subsweep,26294.410301507538,0.0,0.0,10591895.0,383983156.0,57047685.0,4.0,2.1704270017510874
primary,XNR-PC,200,14790319751179523344,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,14790319751179523344,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,subsweep,25832.840301507542,0.0,0.0,10586895.0,381578867.0,52244133.0,5.0,2.1601772275297426
primary,XNR-PW-MT-ZERO,200,15311360825920276038,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,15311360825920276038,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,subsweep,25832.84030150754,0.0,0.0,10586895.0,381578867.0,52244133.0,5.0,2.1601772275297417
primary,XNR-PC,200,15311360825920276038,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,15311360825920276038,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,subsweep,24175.65326633165,0.0,0.0,10153446.0,324517885.0,73318172.0,4.0,2.2361408493710604
primary,XNR-PW-MT-ZERO,200,10419287363523441034,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,10419287363523441034,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,subsweep,24175.653266331658,0.0,0.0,10153446.0,324517885.0,73318172.0,4.0,2.23614084937106
primary,XNR-PC,200,10419287363523441034,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,10419287363523441034,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,subsweep,26059.64648241206,0.0,0.0,10379915.0,396502352.0,49595913.0,4.0,2.1443291362871912
primary,XNR-PW-MT-ZERO,200,9964858435511495645,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,9964858435511495645,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,subsweep,26059.64648241206,0.0,0.0,10379915.0,396502352.0,49595913.0,4.0,2.1443291362871917
primary,XNR-PC,200,9964858435511495645,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,9964858435511495645,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,subsweep,25244.255628140705,0.0,0.0,10594092.0,390064487.0,47909074.0,4.0,2.1369049472068444
primary,XNR-PW-MT-ZERO,200,12980243426712185825,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,12980243426712185825,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,subsweep,25244.255628140705,0.0,0.0,10594092.0,390064487.0,47909074.0,4.0,2.136904947206845
primary,XNR-PC,200,12980243426712185825,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,12980243426712185825,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,subsweep,25118.52944723617,0.0,0.0,10510833.0,391097377.0,46461245.0,4.0,2.132296637724573
primary,XNR-PW-MT-ZERO,200,2834549471034337693,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,subsweep,25118.529447236182,0.0,0.0,10510833.0,391097377.0,46461245.0,4.0,2.132296637724574
primary,XNR-PC,200,2834549471034337693,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,2834549471034337693,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,subsweep,25085.066532663313,0.0,0.0,10705482.0,381664440.0,54751887.0,4.0,2.1504639965934476
primary,XNR-PW-MT-ZERO,200,17638313716927524985,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,17638313716927524985,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,17638313716927524985,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,17638313716927524985,subsweep,25085.066532663317,0.0,0.0,10705482.0,381664440.0,54751887.0,4.0,2.1504639965934476
primary,XNR-PC,200,17638313716927524985,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,17638313716927524985,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,4701815876319261908,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,4701815876319261908,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,4701815876319261908,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,4701815876319261908,subsweep,27581.140854271358,0.0,0.0,10476604.0,425141157.0,56667900.0,4.0,2.141436511167984
primary,XNR-PW-MT-ZERO,200,4701815876319261908,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,4701815876319261908,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,4701815876319261908,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,4701815876319261908,subsweep,27581.140854271358,0.0,0.0,10476604.0,425141157.0,56667900.0,4.0,2.1414365111679836
primary,XNR-PC,200,4701815876319261908,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,4701815876319261908,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,7822082833909267661,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,7822082833909267661,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,7822082833909267661,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,7822082833909267661,subsweep,23517.33718592965,0.0,0.0,10728803.0,389838110.0,39078450.0,3.0,2.100242764874886
primary,XNR-PW-MT-ZERO,200,7822082833909267661,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,7822082833909267661,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,7822082833909267661,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,7822082833909267661,subsweep,23517.33718592965,0.0,0.0,10728803.0,389838110.0,39078450.0,3.0,2.1002427648748863
primary,XNR-PC,200,7822082833909267661,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,7822082833909267661,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,12102592183121031244,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,12102592183121031244,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,12102592183121031244,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,12102592183121031244,subsweep,22456.051507537704,0.0,0.0,10664863.0,356099237.0,44840528.0,4.0,2.1269465567543473
primary,XNR-PW-MT-ZERO,200,12102592183121031244,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,12102592183121031244,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,12102592183121031244,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,12102592183121031244,subsweep,22456.05150753769,0.0,0.0,10664863.0,356099237.0,44840528.0,4.0,2.1269465567543464
primary,XNR-PC,200,12102592183121031244,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,12102592183121031244,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,4849566379269777204,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,4849566379269777204,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,4849566379269777204,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,4849566379269777204,subsweep,27958.697236180902,0.0,0.0,10676998.0,377102305.0,67457973.0,4.0,2.2180962033631695
primary,XNR-PW-MT-ZERO,200,4849566379269777204,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,4849566379269777204,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,4849566379269777204,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,4849566379269777204,subsweep,27958.697236180906,0.0,0.0,10676998.0,377102305.0,67457973.0,4.0,2.2180962033631695
primary,XNR-PC,200,4849566379269777204,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,4849566379269777204,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,4171531546602603804,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,4171531546602603804,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,4171531546602603804,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,4171531546602603804,subsweep,29580.26798994974,0.0,0.0,10631996.0,425486769.0,68537716.0,4.0,2.1815162435756017
primary,XNR-PW-MT-ZERO,200,4171531546602603804,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,4171531546602603804,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,4171531546602603804,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,4171531546602603804,subsweep,29580.26798994975,0.0,0.0,10631996.0,425486769.0,68537716.0,4.0,2.181516243575602
primary,XNR-PC,200,4171531546602603804,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,4171531546602603804,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,6773169848162830496,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,6773169848162830496,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,6773169848162830496,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,6773169848162830496,subsweep,30704.20698492462,0.0,0.0,10699548.0,432118232.0,80707860.0,5.0,2.199982425180338
primary,XNR-PW-MT-ZERO,200,6773169848162830496,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,6773169848162830496,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,6773169848162830496,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,6773169848162830496,subsweep,30704.20698492462,0.0,0.0,10699548.0,432118232.0,80707860.0,5.0,2.199982425180338
primary,XNR-PC,200,6773169848162830496,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,6773169848162830496,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,13259265031399199819,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,13259265031399199819,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,13259265031399199819,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,13259265031399199819,subsweep,26605.93190954775,0.0,0.0,10733883.0,394411702.0,62953216.0,4.0,2.1673374615036143
primary,XNR-PW-MT-ZERO,200,13259265031399199819,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,13259265031399199819,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,13259265031399199819,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,13259265031399199819,subsweep,26605.93190954774,0.0,0.0,10733883.0,394411702.0,62953216.0,4.0,2.1673374615036143
primary,XNR-PC,200,13259265031399199819,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,13259265031399199819,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,7383040523285475032,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,7383040523285475032,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,7383040523285475032,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,7383040523285475032,subsweep,27131.057236180914,0.0,0.0,10729786.0,401671469.0,59765893.0,4.0,2.1643154321224642
primary,XNR-PW-MT-ZERO,200,7383040523285475032,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,7383040523285475032,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,7383040523285475032,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,7383040523285475032,subsweep,27131.057236180906,0.0,0.0,10729786.0,401671469.0,59765893.0,4.0,2.1643154321224642
primary,XNR-PC,200,7383040523285475032,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,7383040523285475032,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,8469065342115915783,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,8469065342115915783,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,8469065342115915783,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,8469065342115915783,subsweep,23577.333366834166,0.0,0.0,10606722.0,366731561.0,45623644.0,4.0,2.134595285078286
primary,XNR-PW-MT-ZERO,200,8469065342115915783,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,8469065342115915783,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,8469065342115915783,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,8469065342115915783,subsweep,23577.33336683417,0.0,0.0,10606722.0,366731561.0,45623644.0,4.0,2.1345952850782863
primary,XNR-PC,200,8469065342115915783,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,8469065342115915783,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,11167473384098259577,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,11167473384098259577,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,11167473384098259577,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,11167473384098259577,subsweep,24633.558944723623,0.0,0.0,10732208.0,315594133.0,58991778.0,5.0,2.2457881021508084
primary,XNR-PW-MT-ZERO,200,11167473384098259577,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-ZERO,200,11167473384098259577,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,11167473384098259577,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-MT-OFFSET,200,11167473384098259577,subsweep,24633.55894472362,0.0,0.0,10732208.0,315594133.0,58991778.0,5.0,2.245788102150809
primary,XNR-PC,200,11167473384098259577,round,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PC,200,11167473384098259577,subsweep,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
primary,XNR-PW-CONV-ZERO,200,3927382471087979842,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
primary,XNR-PW-CONV-ZERO,200,3927382471087979842,subsweep,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,10737418.0,200.0,200.0
primary,XNR-PW-CONV-OFFSET,200,3927382471087979842,round,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,4294967296.0,200.0,200.0
