tag,arm,N,seed,template_epochs_completed,nonce_domain_exhaustions,nonce_resets
primary,XNR-PW-MT-OFFSET,500,7822082833909267661,544823706,272411853000,0
primary,XNR-PC,500,7822082833909267661,272411840124,136205920062000,136205920062000
primary,XNR-PW-CONV-ZERO,500,12102592183121031244,272411848000,272411848000,272411859000
primary,XNR-PW-CONV-OFFSET,500,12102592183121031244,272411848000,272411848000,0
primary,XNR-PW-MT-ZERO,500,12102592183121031244,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,12102592183121031244,544823706,272411853000,0
primary,XNR-PC,500,12102592183121031244,272411840124,136205920062000,136205920062000
primary,XNR-PW-CONV-ZERO,500,4849566379269777204,272411848500,272411848500,272411857500
primary,XNR-PW-CONV-OFFSET,500,4849566379269777204,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,4849566379269777204,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,4849566379269777204,544823706,272411853000,0
primary,XNR-PC,500,4849566379269777204,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,4171531546602603804,272411848000,272411848000,272411856500
primary,XNR-PW-CONV-OFFSET,500,4171531546602603804,272411848000,272411848000,0
primary,XNR-PW-MT-ZERO,500,4171531546602603804,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,4171531546602603804,544823706,272411853000,0
primary,XNR-PC,500,4171531546602603804,272411840128,136205920064000,136205920064000
primary,XNR-PW-CONV-ZERO,500,6773169848162830496,272411848500,272411848500,272411856500
primary,XNR-PW-CONV-OFFSET,500,6773169848162830496,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,6773169848162830496,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,6773169848162830496,544823706,272411853000,0
primary,XNR-PC,500,6773169848162830496,272411840129,136205920064500,136205920064500
primary,XNR-PW-CONV-ZERO,500,13259265031399199819,272411847500,272411847500,272411858000
primary,XNR-PW-CONV-OFFSET,500,13259265031399199819,272411847500,272411847500,0
primary,XNR-PW-MT-ZERO,500,13259265031399199819,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,13259265031399199819,544823706,272411853000,0
primary,XNR-PC,500,13259265031399199819,272411840124,136205920062000,136205920062000
primary,XNR-PW-CONV-ZERO,500,7383040523285475032,272411847500,272411847500,272411859000
primary,XNR-PW-CONV-OFFSET,500,7383040523285475032,272411847500,272411847500,0
primary,XNR-PW-MT-ZERO,500,7383040523285475032,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,7383040523285475032,544823706,272411853000,0
primary,XNR-PC,500,7383040523285475032,272411840124,136205920062000,136205920062000
primary,XNR-PW-CONV-ZERO,500,8469065342115915783,272411847500,272411847500,272411858500
primary,XNR-PW-CONV-OFFSET,500,8469065342115915783,272411847500,272411847500,0
primary,XNR-PW-MT-ZERO,500,8469065342115915783,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,8469065342115915783,544823706,272411853000,0
primary,XNR-PC,500,8469065342115915783,272411840124,136205920062000,136205920062000
primary,XNR-PW-CONV-ZERO,500,11167473384098259577,272411849000,272411849000,272411857000
primary,XNR-PW-CONV-OFFSET,500,11167473384098259577,272411849000,272411849000,0
primary,XNR-PW-MT-ZERO,500,11167473384098259577,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,11167473384098259577,544823706,272411853000,0
primary,XNR-PC,500,11167473384098259577,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,3927382471087979842,272411850000,272411850000,272411855500
primary,XNR-PW-CONV-OFFSET,500,3927382471087979842,272411850000,272411850000,0
primary,XNR-PW-MT-ZERO,500,3927382471087979842,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,3927382471087979842,544823706,272411853000,0
primary,XNR-PC,500,3927382471087979842,272411840131,136205920065500,136205920065500
primary,XNR-PW-CONV-ZERO,500,12250540210932396121,272411849000,272411849000,272411857000
primary,XNR-PW-CONV-OFFSET,500,12250540210932396121,272411849000,272411849000,0
primary,XNR-PW-MT-ZERO,500,12250540210932396121,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,12250540210932396121,544823706,272411853000,0
primary,XNR-PC,500,12250540210932396121,272411840126,136205920063000,136205920063000
primary,XNR-PW-CONV-ZERO,500,12687317089305426264,272411849500,272411849500,272411859000
primary,XNR-PW-CONV-OFFSET,500,12687317089305426264,272411849500,272411849500,0
primary,XNR-PW-MT-ZERO,500,12687317089305426264,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,12687317089305426264,544823706,272411853000,0
primary,XNR-PC,500,12687317089305426264,272411840127,136205920063500,136205920063500
primary,XNR-PW-CONV-ZERO,500,3068354826123602611,272411848000,272411848000,272411858500
primary,XNR-PW-CONV-OFFSET,500,3068354826123602611,272411848000,272411848000,0
primary,XNR-PW-MT-ZERO,500,3068354826123602611,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,3068354826123602611,544823706,272411853000,0
primary,XNR-PC,500,3068354826123602611,272411840128,136205920064000,136205920064000
primary,XNR-PW-CONV-ZERO,500,6452565723836495873,272411850000,272411850000,272411855500
primary,XNR-PW-CONV-OFFSET,500,6452565723836495873,272411850000,272411850000,0
primary,XNR-PW-MT-ZERO,500,6452565723836495873,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,6452565723836495873,544823706,272411853000,0
primary,XNR-PC,500,6452565723836495873,272411840131,136205920065500,136205920065500
primary,XNR-PW-CONV-ZERO,500,12576523555926126553,272411848500,272411848500,272411858000
primary,XNR-PW-CONV-OFFSET,500,12576523555926126553,272411848500,272411848500,0
primary,XNR-PW-MT-ZERO,500,12576523555926126553,544823706,272411853000,272411853500
primary,XNR-PW-MT-OFFSET,500,12576523555926126553,544823706,272411853000,0
primary,XNR-PC,500,12576523555926126553,272411840128,136205920064000,136205920064000
primary,XNR-PW-CONV-ZERO,500,7616672725889129548,272411850000,272411850000,272411856500
primary,XNR-PW-CONV-OFFSET,500,7616672725889129548,272411850000,272411850000,0
primary,XNR-PW-MT-ZERO,500,7616672725889129548,544823705,272411852500,272411853500
primary,XNR-PW-MT-OFFSET,500,7616672725889129548,544823706,272411853000,0
primary,XNR-PC,500,7616672725889129548,272411840130,136205920065000,136205920065000
