tag,arm,N,seed,scope,C_exact,U_exact,R_exact,rho_exact
primary,XNR-PW-MT-ZERO,100,12250540210932396121,NR-global-run,234000000000000000000,2340000000000000000,231660000000000000000,0.99
primary,XNR-PW-MT-ZERO,100,12250540210932396121,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PW-MT-OFFSET,100,12250540210932396121,NR-global-run,234000000000000000000,2340000003650486272,231659999996349513728,0.9899999999843996
primary,XNR-PW-MT-OFFSET,100,12250540210932396121,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PC,100,12250540210932396121,NR-global-run,233999999782070517776,233999999782070517776,0,0.0
primary,XNR-PC,100,12250540210932396121,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,100,12687317089305426264,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,100,12687317089305426264,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,100,12687317089305426264,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,100,12687317089305426264,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,100,12687317089305426264,NR-global-run,234000000000000000000,2340000000000000000,231660000000000000000,0.99
primary,XNR-PW-MT-ZERO,100,12687317089305426264,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PW-MT-OFFSET,100,12687317089305426264,NR-global-run,234000000000000000000,2340000003650486272,231659999996349513728,0.9899999999843996
primary,XNR-PW-MT-OFFSET,100,12687317089305426264,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PC,100,12687317089305426264,NR-global-run,233999999782070517776,233999999782070517776,0,0.0
primary,XNR-PC,100,12687317089305426264,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,100,3068354826123602611,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,100,3068354826123602611,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,100,3068354826123602611,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,100,3068354826123602611,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,100,3068354826123602611,NR-global-run,234000000000000000000,2340000000000000000,231660000000000000000,0.99
primary,XNR-PW-MT-ZERO,100,3068354826123602611,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PW-MT-OFFSET,100,3068354826123602611,NR-global-run,234000000000000000000,2340000003650486272,231659999996349513728,0.9899999999843996
primary,XNR-PW-MT-OFFSET,100,3068354826123602611,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PC,100,3068354826123602611,NR-global-run,233999999782070517788,233999999782070517788,0,0.0
primary,XNR-PC,100,3068354826123602611,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,100,6452565723836495873,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,100,6452565723836495873,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,100,6452565723836495873,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,100,6452565723836495873,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,100,6452565723836495873,NR-global-run,234000000000000000000,2340000000000000000,231660000000000000000,0.99
primary,XNR-PW-MT-ZERO,100,6452565723836495873,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PW-MT-OFFSET,100,6452565723836495873,NR-global-run,234000000000000000000,2340000003650486272,231659999996349513728,0.9899999999843996
primary,XNR-PW-MT-OFFSET,100,6452565723836495873,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PC,100,6452565723836495873,NR-global-run,233999999782070517768,233999999782070517768,0,0.0
primary,XNR-PC,100,6452565723836495873,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,100,12576523555926126553,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,100,12576523555926126553,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,100,12576523555926126553,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,100,12576523555926126553,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,100,12576523555926126553,NR-global-run,234000000000000000000,2340000000000000000,231660000000000000000,0.99
primary,XNR-PW-MT-ZERO,100,12576523555926126553,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PW-MT-OFFSET,100,12576523555926126553,NR-global-run,234000000000000000000,2340000003650486272,231659999996349513728,0.9899999999843996
primary,XNR-PW-MT-OFFSET,100,12576523555926126553,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PC,100,12576523555926126553,NR-global-run,233999999782070517780,233999999782070517780,0,0.0
primary,XNR-PC,100,12576523555926126553,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,100,7616672725889129548,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,100,7616672725889129548,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,100,7616672725889129548,NR-global-run,234000000000000000000,234000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,100,7616672725889129548,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,100,7616672725889129548,NR-global-run,234000000000000000000,2340000000000000000,231660000000000000000,0.99
primary,XNR-PW-MT-ZERO,100,7616672725889129548,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PW-MT-OFFSET,100,7616672725889129548,NR-global-run,234000000000000000000,2340000007073624012,231659999992926375988,0.9899999999697708
primary,XNR-PW-MT-OFFSET,100,7616672725889129548,NR-template-epoch,429496729600,4294967296,425201762304,0.99
primary,XNR-PC,100,7616672725889129548,NR-global-run,233999999782070517764,233999999782070517764,0,0.0
primary,XNR-PC,100,7616672725889129548,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,18231826143518580289,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,18231826143518580289,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,18231826143518580289,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,18231826143518580289,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,18231826143518580289,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,18231826143518580289,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,18231826143518580289,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,18231826143518580289,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,18231826143518580289,NR-global-run,467999988667667187160,467999988667667187160,0,0.0
primary,XNR-PC,200,18231826143518580289,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,8906286495562900921,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,8906286495562900921,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,8906286495562900921,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,8906286495562900921,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,8906286495562900921,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,8906286495562900921,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,8906286495562900921,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,8906286495562900921,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,8906286495562900921,NR-global-run,467999988667667187264,467999988667667187264,0,0.0
primary,XNR-PC,200,8906286495562900921,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,8770642015975544875,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,8770642015975544875,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,8770642015975544875,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,8770642015975544875,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,8770642015975544875,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,8770642015975544875,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,8770642015975544875,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,8770642015975544875,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,8770642015975544875,NR-global-run,467999988667667187368,467999988667667187368,0,0.0
primary,XNR-PC,200,8770642015975544875,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,9576473659758073777,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,9576473659758073777,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,9576473659758073777,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,9576473659758073777,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,9576473659758073777,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,9576473659758073777,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,9576473659758073777,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,9576473659758073777,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,9576473659758073777,NR-global-run,467999988667667187160,467999988667667187160,0,0.0
primary,XNR-PC,200,9576473659758073777,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,16363268894485278985,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,16363268894485278985,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,16363268894485278985,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,16363268894485278985,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,16363268894485278985,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,16363268894485278985,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,16363268894485278985,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,16363268894485278985,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,16363268894485278985,NR-global-run,467999988667667187056,467999988667667187056,0,0.0
primary,XNR-PC,200,16363268894485278985,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,16585534704111605887,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,16585534704111605887,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,16585534704111605887,NR-global-run,467999988667667187368,467999988667667187368,0,0.0
primary,XNR-PC,200,16585534704111605887,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,14790319751179523344,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,14790319751179523344,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,14790319751179523344,NR-global-run,467999988667667187472,467999988667667187472,0,0.0
primary,XNR-PC,200,14790319751179523344,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,15311360825920276038,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,15311360825920276038,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,15311360825920276038,NR-global-run,467999988667667187160,467999988667667187160,0,0.0
primary,XNR-PC,200,15311360825920276038,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,10419287363523441034,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,10419287363523441034,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,10419287363523441034,NR-global-run,467999988667667187056,467999988667667187056,0,0.0
primary,XNR-PC,200,10419287363523441034,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,9964858435511495645,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,9964858435511495645,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,9964858435511495645,NR-global-run,467999988667667187368,467999988667667187368,0,0.0
primary,XNR-PC,200,9964858435511495645,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,12980243426712185825,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,12980243426712185825,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,12980243426712185825,NR-global-run,467999988667667187576,467999988667667187576,0,0.0
primary,XNR-PC,200,12980243426712185825,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,2834549471034337693,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,2834549471034337693,NR-global-run,467999988667667187576,467999988667667187576,0,0.0
primary,XNR-PC,200,2834549471034337693,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,17638313716927524985,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,17638313716927524985,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,17638313716927524985,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,17638313716927524985,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,17638313716927524985,NR-global-run,467999988667667186952,467999988667667186952,0,0.0
primary,XNR-PC,200,17638313716927524985,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,4701815876319261908,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,4701815876319261908,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,4701815876319261908,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,4701815876319261908,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,4701815876319261908,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,4701815876319261908,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,4701815876319261908,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,4701815876319261908,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,4701815876319261908,NR-global-run,467999988667667187264,467999988667667187264,0,0.0
primary,XNR-PC,200,4701815876319261908,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,7822082833909267661,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,7822082833909267661,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,7822082833909267661,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,7822082833909267661,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,7822082833909267661,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,7822082833909267661,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,7822082833909267661,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,7822082833909267661,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,7822082833909267661,NR-global-run,467999988667667187888,467999988667667187888,0,0.0
primary,XNR-PC,200,7822082833909267661,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,12102592183121031244,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,12102592183121031244,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,12102592183121031244,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,12102592183121031244,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,12102592183121031244,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,12102592183121031244,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,12102592183121031244,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,12102592183121031244,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,12102592183121031244,NR-global-run,467999988667667187888,467999988667667187888,0,0.0
primary,XNR-PC,200,12102592183121031244,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,4849566379269777204,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,4849566379269777204,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,4849566379269777204,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,4849566379269777204,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,4849566379269777204,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,4849566379269777204,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,4849566379269777204,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,4849566379269777204,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,4849566379269777204,NR-global-run,467999988667667187472,467999988667667187472,0,0.0
primary,XNR-PC,200,4849566379269777204,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,4171531546602603804,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,4171531546602603804,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,4171531546602603804,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,4171531546602603804,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,4171531546602603804,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,4171531546602603804,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,4171531546602603804,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,4171531546602603804,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,4171531546602603804,NR-global-run,467999988667667187576,467999988667667187576,0,0.0
primary,XNR-PC,200,4171531546602603804,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,6773169848162830496,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-ZERO,200,6773169848162830496,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-OFFSET,200,6773169848162830496,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
primary,XNR-PW-CONV-OFFSET,200,6773169848162830496,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-MT-ZERO,200,6773169848162830496,NR-global-run,468000000000000000000,2340000000000000000,465660000000000000000,0.995
primary,XNR-PW-MT-ZERO,200,6773169848162830496,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PW-MT-OFFSET,200,6773169848162830496,NR-global-run,468000000000000000000,2340000003650486272,465659999996349513728,0.9949999999921998
primary,XNR-PW-MT-OFFSET,200,6773169848162830496,NR-template-epoch,858993459200,4294967296,854698491904,0.995
primary,XNR-PC,200,6773169848162830496,NR-global-run,467999988667667187264,467999988667667187264,0,0.0
primary,XNR-PC,200,6773169848162830496,NR-template-epoch,4294967296,4294967296,0,0.0
primary,XNR-PW-CONV-ZERO,200,13259265031399199819,NR-global-run,468000000000000000000,468000000000000000000,0,0.0
