tag,arm,N,seed,alpha_case,alpha,energy_J,energy_kWh,baseline_conv_offset_J,saving_vs_conv_offset
primary,XNR-PW-MT-OFFSET,100,8770642015975544875,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,8770642015975544875,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,8770642015975544875,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,8770642015975544875,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,8770642015975544875,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,8770642015975544875,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,9576473659758073777,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,9576473659758073777,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,9576473659758073777,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,9576473659758073777,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,9576473659758073777,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,9576473659758073777,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,9576473659758073777,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,9576473659758073777,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9576473659758073777,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9576473659758073777,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9576473659758073777,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9576473659758073777,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9576473659758073777,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9576473659758073777,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9576473659758073777,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9576473659758073777,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,9576473659758073777,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,9576473659758073777,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,9576473659758073777,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,9576473659758073777,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,16363268894485278985,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,16363268894485278985,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,16363268894485278985,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,16363268894485278985,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,16363268894485278985,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,16363268894485278985,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,16363268894485278985,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,16363268894485278985,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16363268894485278985,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16363268894485278985,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16363268894485278985,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16363268894485278985,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16363268894485278985,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16363268894485278985,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16363268894485278985,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16363268894485278985,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,16363268894485278985,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,16363268894485278985,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,16363268894485278985,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,16363268894485278985,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,16585534704111605887,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,16585534704111605887,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,16585534704111605887,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,16585534704111605887,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,16585534704111605887,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,16585534704111605887,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,16585534704111605887,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,16585534704111605887,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16585534704111605887,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16585534704111605887,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16585534704111605887,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,16585534704111605887,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16585534704111605887,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16585534704111605887,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16585534704111605887,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,16585534704111605887,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,16585534704111605887,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,16585534704111605887,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,16585534704111605887,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,16585534704111605887,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,14790319751179523344,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,14790319751179523344,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,14790319751179523344,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,14790319751179523344,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,14790319751179523344,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,14790319751179523344,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,14790319751179523344,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,14790319751179523344,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,14790319751179523344,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,14790319751179523344,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,14790319751179523344,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,14790319751179523344,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,14790319751179523344,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,14790319751179523344,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,14790319751179523344,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,14790319751179523344,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,14790319751179523344,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,14790319751179523344,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,14790319751179523344,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,14790319751179523344,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,15311360825920276038,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,15311360825920276038,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,15311360825920276038,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,15311360825920276038,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,15311360825920276038,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,15311360825920276038,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,15311360825920276038,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,15311360825920276038,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,15311360825920276038,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,15311360825920276038,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,15311360825920276038,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,15311360825920276038,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,15311360825920276038,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,15311360825920276038,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,15311360825920276038,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,15311360825920276038,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,15311360825920276038,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,15311360825920276038,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,15311360825920276038,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,15311360825920276038,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,10419287363523441034,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,10419287363523441034,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,10419287363523441034,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,10419287363523441034,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,10419287363523441034,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,10419287363523441034,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,10419287363523441034,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,10419287363523441034,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,10419287363523441034,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,10419287363523441034,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,10419287363523441034,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,10419287363523441034,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,10419287363523441034,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,10419287363523441034,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,10419287363523441034,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,10419287363523441034,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,10419287363523441034,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,10419287363523441034,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,10419287363523441034,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,10419287363523441034,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,9964858435511495645,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,9964858435511495645,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,9964858435511495645,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,9964858435511495645,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,9964858435511495645,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,9964858435511495645,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,9964858435511495645,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,9964858435511495645,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9964858435511495645,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9964858435511495645,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9964858435511495645,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,9964858435511495645,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9964858435511495645,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9964858435511495645,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9964858435511495645,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,9964858435511495645,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,9964858435511495645,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,9964858435511495645,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,9964858435511495645,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,9964858435511495645,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,12980243426712185825,LP0,0.0,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,12980243426712185825,LP10,0.1,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,12980243426712185825,LP25,0.25,3510000000.0,975.0,,
primary,XNR-PW-CONV-ZERO,100,12980243426712185825,LP50,0.5,3510000000.0,975.0,,
primary,XNR-PW-CONV-OFFSET,100,12980243426712185825,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,12980243426712185825,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,12980243426712185825,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-CONV-OFFSET,100,12980243426712185825,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,12980243426712185825,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,12980243426712185825,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,12980243426712185825,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-ZERO,100,12980243426712185825,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,12980243426712185825,LP0,0.0,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,12980243426712185825,LP10,0.1,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,12980243426712185825,LP25,0.25,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PW-MT-OFFSET,100,12980243426712185825,LP50,0.5,3510000000.0,975.0,3510000000.0,0.0
primary,XNR-PC,100,12980243426712185825,LP0,0.0,3509999996.7310576,974.9999990919605,3510000000.0,9.313225746154785e-10
primary,XNR-PC,100,12980243426712185825,LP10,0.1,3509999997.057952,974.9999991827644,3510000000.0,8.381902949494702e-10
primary,XNR-PC,100,12980243426712185825,LP25,0.25,3509999997.548293,974.9999993189703,3510000000.0,6.984920419839113e-10
primary,XNR-PC,100,12980243426712185825,LP50,0.5,3509999998.3655286,974.9999995459801,3510000000.0,4.656613983300417e-10
primary,XNR-PW-CONV-ZERO,100,2834549471034337693,LP0,0.0,3510000000.0,975.0,,
