tag,arm,N,seed,alpha_case,alpha,energy_J,energy_kWh,baseline_conv_offset_J,saving_vs_conv_offset
primary,XNR-PW-MT-ZERO,200,18231826143518580289,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,18231826143518580289,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,18231826143518580289,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,18231826143518580289,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,18231826143518580289,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,18231826143518580289,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,18231826143518580289,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,18231826143518580289,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,18231826143518580289,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,18231826143518580289,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,8906286495562900921,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,8906286495562900921,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,8906286495562900921,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,8906286495562900921,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,8906286495562900921,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,8906286495562900921,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,8906286495562900921,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,8906286495562900921,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8906286495562900921,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8906286495562900921,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8906286495562900921,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8906286495562900921,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8906286495562900921,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8906286495562900921,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8906286495562900921,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8906286495562900921,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,8906286495562900921,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,8906286495562900921,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,8906286495562900921,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,8906286495562900921,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,8770642015975544875,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,8770642015975544875,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,8770642015975544875,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,8770642015975544875,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,8770642015975544875,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,8770642015975544875,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,8770642015975544875,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,8770642015975544875,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8770642015975544875,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8770642015975544875,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8770642015975544875,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,8770642015975544875,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8770642015975544875,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8770642015975544875,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8770642015975544875,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,8770642015975544875,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,8770642015975544875,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,8770642015975544875,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,8770642015975544875,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,8770642015975544875,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,9576473659758073777,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,9576473659758073777,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,9576473659758073777,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,9576473659758073777,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,9576473659758073777,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,9576473659758073777,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,9576473659758073777,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,9576473659758073777,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9576473659758073777,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9576473659758073777,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9576473659758073777,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9576473659758073777,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9576473659758073777,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9576473659758073777,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9576473659758073777,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9576473659758073777,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,9576473659758073777,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,9576473659758073777,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,9576473659758073777,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,9576473659758073777,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,16363268894485278985,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,16363268894485278985,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,16363268894485278985,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,16363268894485278985,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,16363268894485278985,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,16363268894485278985,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,16363268894485278985,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,16363268894485278985,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16363268894485278985,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16363268894485278985,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16363268894485278985,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16363268894485278985,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16363268894485278985,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16363268894485278985,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16363268894485278985,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16363268894485278985,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,16363268894485278985,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,16363268894485278985,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,16363268894485278985,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,16363268894485278985,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,16585534704111605887,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,16585534704111605887,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16585534704111605887,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16585534704111605887,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16585534704111605887,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,16585534704111605887,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,16585534704111605887,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,16585534704111605887,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,16585534704111605887,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,16585534704111605887,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,16585534704111605887,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,14790319751179523344,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,14790319751179523344,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,14790319751179523344,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,14790319751179523344,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,14790319751179523344,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,14790319751179523344,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,14790319751179523344,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,14790319751179523344,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,14790319751179523344,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,14790319751179523344,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,14790319751179523344,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,15311360825920276038,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,15311360825920276038,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,15311360825920276038,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,15311360825920276038,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,15311360825920276038,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,15311360825920276038,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,15311360825920276038,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,15311360825920276038,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,15311360825920276038,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,15311360825920276038,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,15311360825920276038,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,10419287363523441034,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,10419287363523441034,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,10419287363523441034,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,10419287363523441034,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,10419287363523441034,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,10419287363523441034,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,10419287363523441034,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,10419287363523441034,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,10419287363523441034,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,10419287363523441034,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,10419287363523441034,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,9964858435511495645,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,9964858435511495645,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9964858435511495645,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9964858435511495645,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9964858435511495645,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,9964858435511495645,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,9964858435511495645,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,9964858435511495645,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,9964858435511495645,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,9964858435511495645,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,9964858435511495645,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,12980243426712185825,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,12980243426712185825,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,12980243426712185825,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,12980243426712185825,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,12980243426712185825,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,12980243426712185825,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,12980243426712185825,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,12980243426712185825,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,12980243426712185825,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,12980243426712185825,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,LP25,0.25,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,LP50,0.5,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PC,200,2834549471034337693,LP0,0.0,7019999830.015008,1949.9999527819466,7020000000.0,2.4214386273868627e-08
primary,XNR-PC,200,2834549471034337693,LP10,0.1,7019999847.013507,1949.9999575037518,7020000000.0,2.1792947779708527e-08
primary,XNR-PC,200,2834549471034337693,LP25,0.25,7019999872.511256,1949.99996458646,7020000000.0,1.816078976091262e-08
primary,XNR-PC,200,2834549471034337693,LP50,0.5,7019999915.007504,1949.9999763909734,7020000000.0,1.2107193136934313e-08
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,LP0,0.0,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,LP10,0.1,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,LP25,0.25,7020000000.0,1950.0,,
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,LP50,0.5,7020000000.0,1950.0,,
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,LP0,0.0,7020000000.0,1950.0,7020000000.0,0.0
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,LP10,0.1,7020000000.0,1950.0,7020000000.0,0.0
