tag,arm,N,seed,scope,C_nonce,U_nonce,R_nonce,rho_nonce,M_ge2,m_max,O_mean,O_median,O_max
primary,XNR-PW-MT-ZERO,200,12980243426712185825,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12980243426712185825,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,12980243426712185825,NR-global-run,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,12980243426712185825,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,2834549471034337693,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,2834549471034337693,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,2834549471034337693,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,2834549471034337693,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,2834549471034337693,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,2834549471034337693,NR-global-run,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,2834549471034337693,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,17638313716927524985,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,17638313716927524985,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,17638313716927524985,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,17638313716927524985,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,17638313716927524985,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,17638313716927524985,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,17638313716927524985,NR-global-run,467999988667667186952,4294967296,467999988663372219656,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,17638313716927524985,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,4701815876319261908,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,4701815876319261908,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,4701815876319261908,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,4701815876319261908,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,4701815876319261908,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,4701815876319261908,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,4701815876319261908,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,4701815876319261908,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,4701815876319261908,NR-global-run,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,4701815876319261908,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,7822082833909267661,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,7822082833909267661,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,7822082833909267661,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,7822082833909267661,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,7822082833909267661,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,7822082833909267661,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,7822082833909267661,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,7822082833909267661,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,7822082833909267661,NR-global-run,467999988667667187888,4294967296,467999988663372220592,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,7822082833909267661,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,12102592183121031244,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,12102592183121031244,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,12102592183121031244,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,12102592183121031244,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,12102592183121031244,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,12102592183121031244,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12102592183121031244,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12102592183121031244,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,12102592183121031244,NR-global-run,467999988667667187888,4294967296,467999988663372220592,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,12102592183121031244,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,4849566379269777204,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,4849566379269777204,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,4849566379269777204,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,4849566379269777204,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,4849566379269777204,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,4849566379269777204,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,4849566379269777204,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,4849566379269777204,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,4849566379269777204,NR-global-run,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,4849566379269777204,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,4171531546602603804,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,4171531546602603804,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,4171531546602603804,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,4171531546602603804,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,4171531546602603804,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,4171531546602603804,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,4171531546602603804,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,4171531546602603804,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,4171531546602603804,NR-global-run,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,4171531546602603804,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,6773169848162830496,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,6773169848162830496,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,6773169848162830496,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,6773169848162830496,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,6773169848162830496,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,6773169848162830496,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,6773169848162830496,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,6773169848162830496,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,6773169848162830496,NR-global-run,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,6773169848162830496,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,13259265031399199819,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,13259265031399199819,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,13259265031399199819,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,13259265031399199819,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,13259265031399199819,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,13259265031399199819,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,13259265031399199819,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,13259265031399199819,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,13259265031399199819,NR-global-run,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,13259265031399199819,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,7383040523285475032,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,7383040523285475032,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,7383040523285475032,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,7383040523285475032,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,7383040523285475032,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,7383040523285475032,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,7383040523285475032,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,7383040523285475032,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,7383040523285475032,NR-global-run,467999988667667187472,4294967296,467999988663372220176,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,7383040523285475032,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,8469065342115915783,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,8469065342115915783,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,8469065342115915783,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,8469065342115915783,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,8469065342115915783,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,8469065342115915783,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,8469065342115915783,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,8469065342115915783,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,8469065342115915783,NR-global-run,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,8469065342115915783,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,11167473384098259577,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,11167473384098259577,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,11167473384098259577,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,11167473384098259577,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,11167473384098259577,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,11167473384098259577,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,11167473384098259577,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,11167473384098259577,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,11167473384098259577,NR-global-run,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,11167473384098259577,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,3927382471087979842,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,3927382471087979842,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,3927382471087979842,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,3927382471087979842,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,3927382471087979842,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,3927382471087979842,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,3927382471087979842,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,3927382471087979842,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,3927382471087979842,NR-global-run,467999988667667186952,4294967296,467999988663372219656,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,3927382471087979842,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,12250540210932396121,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,12250540210932396121,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,12250540210932396121,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,12250540210932396121,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,12250540210932396121,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,12250540210932396121,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12250540210932396121,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12250540210932396121,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,12250540210932396121,NR-global-run,467999988667667187368,4294967296,467999988663372220072,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,12250540210932396121,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,12687317089305426264,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,12687317089305426264,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,12687317089305426264,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,12687317089305426264,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,12687317089305426264,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,12687317089305426264,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12687317089305426264,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,12687317089305426264,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,12687317089305426264,NR-global-run,467999988667667187264,4294967296,467999988663372219968,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,12687317089305426264,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,3068354826123602611,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,3068354826123602611,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,3068354826123602611,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,3068354826123602611,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,3068354826123602611,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,3068354826123602611,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,3068354826123602611,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,3068354826123602611,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,3068354826123602611,NR-global-run,467999988667667187576,4294967296,467999988663372220280,0.9999999999908227,0,1,0.0,0.0,0
primary,XNR-PC,200,3068354826123602611,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-ZERO,200,6452565723836495873,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-ZERO,200,6452565723836495873,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-CONV-OFFSET,200,6452565723836495873,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-CONV-OFFSET,200,6452565723836495873,NR-template-epoch,4294967296,4294967296,0,0.0,0,1,0.0,0.0,0
primary,XNR-PW-MT-ZERO,200,6452565723836495873,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-ZERO,200,6452565723836495873,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,6452565723836495873,NR-global-run,468000000000000000000,4294967296,467999999995705032704,0.9999999999908227,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PW-MT-OFFSET,200,6452565723836495873,NR-template-epoch,858993459200,4294967296,854698491904,0.995,4294967296,200,4294967296.0,4294967296.0,4294967296
primary,XNR-PC,200,6452565723836495873,NR-global-run,467999988667667187056,4294967296,467999988663372219760,0.9999999999908227,0,1,0.0,0.0,0
